"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12.3,0.84,0.2435,0.4189,131.9,1602.2,0,36,0.1204,0.0225,NA,0.8,13.5,0,0.0398,8.12,46,33.31,46,0.268,0.267,263,1.38,5.78,5.78,33.31,299,0,1.43,11.45,0.015,NA,0.1221,NA,0.3128,0.0067,191,203.9,0.4664,0.3181,15.1,0,0.4775,1.55,0,0,NA,0.1744,0.1145,13.6,16.38,95.1,19480,NA,17,11.99,NA,0.7,1.32
"2",2010-12-31,12.2,1.07,0.3484,0.47534705600766,109.6,1413.5,0,24.6,0.084073820915926,0.017403608065087,NA,0.46641791044776,17.106194690266,0,0.042,8.1186,41.6,31.8394,41.6,0.23463,0.23648648648649,268,1.4541508410201,6.4423076923077,6.4423076923077,31.8394,292.6,0,1.27,12.425196850394,-0.02,NA,0.21282593375617,NA,0.2478,0.0076406084188185,184.3,193.3,0.51370926021728,0.33937115516063,11.3,0,0.71846017699115,1.7636861313869,0,0,NA,0.17275850244167,0.10310218978102,13.6,15.78,99.3,18945,NA,14.2,13.612676056338,NA,0.65,1.4006701771182
"3",2009-12-31,8.8,0.69,0.3654,0.61120448179272,69.4,1161.6,0,20,0.067272115708039,0.017217630853995,NA,0.44471811713191,22.141176470588,0,0.0426,8.0173,35.8,28.0443,35.8,0.21664,0.22018348623853,277.3,1.7495268138801,7.7458100558659,7.7458100558659,28.0443,297.3,0,NA,NA,-0.02,NA,0.28658536585366,NA,0.2323,0.009383608815427,158.5,188.2,0.57970244420829,0.36696939118735,8.5,0,0.94321411764706,2.7118155619597,0,0,NA,0.17693557097792,0.12247838616715,13.1,14.81,109.1,20816,NA,10,18.82,NA,0.65,1.6655462184874
"4",2008-12-31,8.6,0.61,0.3237,0.64407744874715,62.5,1016.5,0,28.4,0.11260904044409,0.027939006394491,NA,0.32128514056225,26.75,0,0.0414,5.7587,29.9,24.0737,29.9,0.19486,NA,223.8,1.5203804347826,7.4849498327759,7.4849498327759,NA,252.2,0,NA,NA,0.005,NA,0.38507021433851,NA,0.1008,0.010821446138711,147.2,139.1,0.81308411214953,0.44845360824742,5.2,0,1.10745,2.2256,NA,NA,NA,0.1635440625,0.0832,15,15.99,113.1,12752,NA,7.6,18.302631578947,NA,0.65,1.4362186788155
"5",2007-12-31,8.6,-0.09,0.1776,0.62110442864953,69.3,856.3,0,23.5,0.11576354679803,0.027443652925377,NA,0.54054054054054,9.8241758241758,0,0.063489932885906,5.676,30.8,22.6602,30.8,0.26428,NA,179.5,1.1260978670013,5.8279220779221,5.8279220779221,NA,203,0,NA,NA,0.065,NA,0.2472647702407,NA,0.0233,0.012962746700923,159.4,89.4,1.2706935123042,0.55960591133005,9.1,0,0.62373626373626,1.2900432900433,NA,NA,NA,0.14215919698871,0.13131313131313,18.1,11.42,113.6,100,NA,7,12.771428571429,NA,0.6,1.1098961180973
"6",2006-12-31,8.9,0.33,0.1059,0.48540925266904,72.3,780.8,0,18.5,0.10192837465565,0.023693647540984,NA,0.67988668555241,11.802083333333,0,0.05027360988526,5.696,29.1,21.5849,29.1,0.25825,NA,163,1.3360655737705,5.6013745704467,5.6013745704467,NA,181.5,0,NA,NA,0.11,NA,0.11352861185637,NA,0.0139,0.014344262295082,122,113.3,0.60194174757282,0.37575757575758,9.6,0,0.59333333333333,1.567081604426,NA,NA,NA,0.1769256147541,0.13278008298755,17.1,13.45,68.2,972,NA,9.3,12.182795698925,NA,0.45,1.2918149466192
"7",2005-12-31,9,-0.2,0.1363,0.49494949494949,70,764,0,19.1,0.098963730569948,0.025,NA,0.52824651504035,13.67032967033,0,0,0,26.1,19.6671,26.1,0.24647,NA,173.9,1.455230125523,6.6628352490421,6.6628352490421,NA,193,0,NA,NA,0.125,NA,0.048132183908046,NA,0.0118,0.015183246073298,119.5,124.4,0.55144694533762,0.35544041450777,9.1,0,0,1.7771428571429,NA,NA,NA,0.16457851882845,0.13,12.6,14.18,68.6,2600,NA,9.4,13.234042553192,NA,0.45,1.3924963924964
"8",2004-12-31,9.1,0.25,0.2273,0.42268907563025,NA,725.2,0,14.3,0.081342434584755,0.019718698290127,0,0.21997360316762,14.261363636364,0,0.039688164422395,5.096,NA,NA,NA,0.21842,NA,161.5,1.5425023877746,NA,NA,NA,175.8,0,NA,NA,0.135,0,0.094622191967325,NA,0.0073,0.015857694429123,104.7,125.5,0.400796812749,0.28612059158134,8.8,0,0.57909090909091,1.8267831149927,0,NA,NA,NA,0.12809315866084,10.6,14.11,50.3,10300,NA,9.5,13.210526315789,0,0.45,1.4773109243697
"9",2003-12-31,9.1,0.38,0.2417,0.43101970865467,NA,701.8,0,15.2,0.079873883342091,NA,0,0.31443938767067,15.384615384615,0,0,0,NA,NA,NA,0.23647,NA,175.1,1.7251231527094,NA,NA,NA,190.3,0,NA,NA,0.115,0,0.1612496055538,NA,0.0142,0.016813907096039,101.5,140,0.35928571428571,0.26431949553337,9.1,0,0,2.1084337349398,0,NA,NA,NA,0.13704819277108,10.9,15.27,50.3,700,NA,8.8,15.909090909091,0,0.45,1.630676949443
"10",2002-12-31,3.6,0.66,0.2543,0.44642857142857,NA,668.5,0,16.7,0.081943081452404,NA,0,0.5683,17.67816091954,0,0.029960988296489,4.608,24.1,18.2148,24.1,0.2442,NA,187.1,NA,7.7634854771784,7.7634854771784,18.2148,203.8,0,NA,NA,NA,0,0.20498442367601,NA,0.0621,0.018100224382947,95.3,153.8,0.32509752925878,0.24533856722277,8.7,0,0.52965517241379,2.4806451612903,0,0,0,0.19113095487933,0.14032258064516,12.9,42.87,50,2372,0,9.6,16.020833333333,0,0.45,1.9632738719832
