"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,488.8,2.25,0.5362,0.6888,6086.6,27766.3,301.2,1865.9,0.0972,0.2377,0.0672,-134.42,0.8,NA,817.1,0,0,470,470.1,1287,0,17330,0.98,1.89,36.86,13.46,2.21,NA,0.085,1120.42,19195.9,0.5354,NA,NA,NA,-0.08,0.257,0.012,0.5783,0.2861,17690.9,5725.7,2.3526,0.7017,-381.4,-0.0486,-798.1,-0.1017,NA,0.94,NA,0.0599,0.73,-650.32,-1.3834,7849.3,0.0266,-0.0627,1535.8,11.64,13470.2,8530210,9171.3,-340.5,NA,9171.3,2.25,0.98
"2",2010-12-31,488.5,4.35,1.6845,0.80071380149141,2998.5,18961,207.5,499,0.029916067146283,0.082901382243488,0.026317177364063,-47.7017,0.34134758088453,NA,633.4,0,0,499.5,499.5,1132.9,0,16181,1.1123102727673,2.307944658394,32.394394394394,14.282814017124,2.688230994152,NA,0.03,973.1017,16680,0.76759137176309,NA,NA,NA,-0.0907,0.39194741166804,0.278,0.582,0.022635936923158,14547.2,4632.3,2.6008030567968,0.72228417266187,-482.4,-0.080143540669857,-289.5,-0.048096092503987,NA,1.5448724362181,NA,0.082984449760766,0.76958732057416,-473.6017,-0.94815156065156,6019.2,0.034336504619446,-0.16088044022011,1128.8,10.43,12047.7,22221001,7011,-281.5,NA,7011,2.3,1.108585556486
"3",2009-12-31,441.2,4.11,1.7188,0.78409255726255,3870.4,22518.2,136.9,2056.2,0.10002578234833,0.34392667179607,0.091312804753488,-1.3637,0.33453572259716,NA,689.3,0,0,-875.8323,-875.8323,-186.5323,0,18500.5,1.1657529930687,3.0807466862053,NA,NA,3.0944535509986,-0.055,-0.06,-322.0686,20556.7,0.66923643985754,NA,NA,-0.02,-0.4803,0.30258014073495,0.377,0.4625,0.019122309953726,15870,6500.9,2.1621313971912,0.68375760700891,-160,-0.026762118221657,-306.5,-0.051266182718362,NA,1.6796455146755,NA,-0.14649455056368,1.0873615896698,-553.7637,NA,5978.6,-0.055187921865154,-0.041339396444812,2625.7,14.85,14055.8,27949099,6005.2,-465.2,NA,6005.2,2.3,1.1467405250416
"4",2008-12-31,276.5,4.51,1.69,0.7720917963598,3974.4,23274.7,781.8,295.6,0.016672118757826,0.041005437798247,0.012700485935372,105.3286,0.22248520710059,15.345323741007,778.2,0,0,1008.4,603.7492,1786.6,0.40128,17434.6,1.0170098582512,2.8345716747687,17.289369297898,9.7585357662599,2.418516257907,-0.035,-0.045,494.8207,17730.2,0.69986723781617,NA,NA,0.165,-0.0043,0.80641711229946,0.548,0.3803,0.018629670844307,17143,4266,3.1561650257853,0.75939357706061,278,0.038563977361003,-717.6,-0.099545000554877,0,1.0733695652174,NA,0.1398845855066,0.59177671734547,108.9286,0.18042020830329,7208.8,0.035218412646561,0.069947665056361,1387.8,9.12,13464.2,23242425,6150.7,38.3,111.38381201044,6150.7,2.35,1.0167215258106
"5",2007-12-31,293.8,2.55,0.513,0.64836765123956,6060.7,22727.7,2917.4,412.4,0.02800070612838,0.053616932757814,0.018145258869133,-19.6321,0.60818713450292,5.552430067198,700.3,0,0,2029.4,1014.7,2729.7,0.58804,14315.8,0.85094064849764,1.9000079632628,7.0542032127722,5.2444590980694,1.8612252327214,0.155,0.075,-1182.7679,14728.2,0.74022888369699,1.46,9.4246575342466,0.185,0.0359,0.83088468449424,0.546,0.4069,0.071397457727795,16823.5,3553,3.1452856740782,0.75876210263304,639.9,0.083194653908159,-961.8,-0.12504550418638,0,0.58623591334334,0.35822129465794,0.2638462738572,0.4619324977898,2197.4678,2.1656330500076,7691.6,0.060314441109163,0.10558186348112,1140.4,13.76,11175.2,2631976,7534.6,527.5,6.7355450236967,7534.6,1.95,0.8545071623762
"6",2006-12-31,283.9,2.5,0.3441,0.77146707511102,3849.5,22146.2,1884.1,452.9,0.012220789103017,0.063113154960981,0.020450461027174,35.2957,0.51147922115664,41.405540261528,629.6,0,0,1735.9,1058.0831,2365.5,0.39047,36606.9,2.233285544337,4.8116324921136,21.088138717668,15.47533291059,5.1012959866221,0.22,0.105,-231.7125,37059.8,0.77854891584109,2.63,27.756653992395,0.18,0.1104,0.28500191791331,0.571,0.3946,0.075313146273401,16391.5,24064.9,0.53999393307265,0.35064679248134,581.2,0.080992196209588,-586.3,-0.081702898550725,0,6.2514352513313,1.8820700118876,0.24190356744705,3.3535256410256,1289.7957,1.2189927419322,7176,0.064550720007321,0.15098064683725,1070.9,73,12994.9,4573642,7608,669.6,35.93921744325,7608,1.1,2.2001258578519
"7",2005-12-31,284.8,2.34,0.3189,0.79249542990924,3235.1,20699.4,759.9,377.9,0.013277958729055,0.058299907435977,0.018256567823222,126.7898,0.50172467858263,33.601710828291,588.1,0,0,1185.3,773.183,1773.4,0.34769,28082.8,1.8460223761882,3.7942551409193,23.692567282544,15.83557009135,4.3324282628818,0.24,0.14,474.5932,28460.7,0.79913910548132,2.32,24.719827586207,0.16,0.5079,0.27016645326505,0.569,0.4211,0.081741499753616,15212.6,16105.3,0.7671636045277,0.43412143763154,479.3,0.073943227398951,-893.9,-0.13790496760259,0,4.9783005162128,1.4000712845121,0.18286022832459,2.4846189447701,298.5898,0.38618258628031,6482,0.050825174066235,0.148156162097,1100.9,57.35,12355.4,486000,7401.4,549.5,29.309008189263,7401.4,1,1.8255155383086
"8",2004-12-31,280.7,0.26,0.3223,0.66324038636778,NA,11115,702.9,435.1,0.027565016313472,0.075133828354343,0.039145299145299,-198.9263,0.16134036611852,28.375103050289,402.5,0,0,851.9776,542.2241,1254.4776,0.36357,15349.4,1.969033019473,2.6505612156795,18.016201364919,12.235690776782,3.6217644699276,0.2,0.145,440.7504,15784.5,0.80198830409357,1.81,20.24861878453,0.155,0.1053,0.17894683774042,0.579,0.4667,0.020989653621233,7795.4,10325.7,0.52866149510445,0.34583293737527,363.9,0.085863948467474,-542.9,-0.12809985606758,0,3.7254031821626,1.4187551525144,0.20102819659753,2.4363983860692,101.4737,0.18714353118955,4238.1,0.069556931519614,0.13129126528845,690.5,36.65,5458.8,1232800,5791,363.9,28.375103050289,5791,1.15,1.9178057226171
"9",2003-12-31,245,1,0.4273,0.00034346556757685,NA,3106.6,27.5,61.9,0.021957362278741,0.034114081014053,NA,-0.8731,0.4680552305172,NA,24.9,0,0,23.7258,23.7258,48.6258,0,2757.2,1.216071979888,1.5195370625517,116.21104451694,56.702409009209,1.4642591609134,0.2,NA,21.9989,2819.1,0.022114208459409,-0.3,NA,NA,0.1564,0.32921174652241,NA,0.1523,0.16632331165905,2267.3,2818.3,0.00028385906397474,0.00028377851087226,-98,-0.052044609665428,24,0.012745618693574,NA,1.2104019927847,NA,0.0126,1.4967073818375,1.7269,0.072786802531007,1883,0.01046434084594,-0.042088988146367,882.9,11.88,0.8,98900,1814.5,-2.9,NA,1814.5,1.1,1.2103297269449
"10",2002-12-31,248.9,1.39,0.4117,0.31509274643859,NA,4269,23.1,599.6,0.11267499765104,0.36249319871834,NA,455.2,0.7443,NA,20.5,0,0,-101.2201,-101.2201,-80.7201,0,4721.9,NA,NA,NA,NA,2.8546641678254,0.15,NA,-103.8201,5321.5,0.0096978215038651,-0.32,NA,NA,0.148,0.30298393267024,NA,0.2934,0.12103537128133,3071.7,4164.7,0.27776310418518,0.21738231701588,-163.4,-0.098784837676078,81.7,0.049392418838039,NA,1.6562736130443,NA,-0.061193446587268,2.5178042439998,2.6,NA,1654.1,-0.032952462805613,-0.064983098031418,671.8,17.13,1156.8,649405,1960.9,-91.4,NA,1960.9,1.1,1.5372269427353
