"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,96.8,2.44,0.637,0.7462,101.2,488.8,4.8,160.1,0.1992,0.2055,0.3275,21.64,0.8,NA,14,0,0,7,7.47,21,0,643.7,2.7,0.66,86.2,29.98,0.83,NA,-4.97,803.8,0.0986,NA,NA,-0.3,0.5239,0.7091,0.2308,238.7,506.2,0.5879,0.3702,-64.6,-0.0829,85.7,0.11,NA,5,NA,0.0096,0.65,12.44,1.6654,779.1,0.0313,-0.6383,193,5.58,297.6,261002,975.8,-60,NA,975.8,1.85,2.02
"2",2010-12-31,96.8,1.64,0.829,0.51460742544127,159.5,412.8,8.9,103.2,0.28891377379619,0.14736541482222,0.25,2.8872,0.52774427020507,NA,15.4,0,0,-64.5445,-64.5445,-49.1445,0,254,1.1268855368234,0.34628493524199,NA,NA,0.36270169927174,0.15,-60.9317,357.2,0.13832364341085,NA,NA,-0.612,0.54090909090909,0.6925,0.27470930232558,225.4,188.1,0.8989898989899,0.47340425531915,-94.3,-0.13465657575325,60.9,0.086962730258461,NA,1.1793103448276,NA,-0.092166928459232,0.26859917178352,-3.6128,NA,700.3,-0.28635536823425,-0.59122257053292,194.1,2.04,169.1,152997,733.5,-72.5,NA,733.5,1.75,1.0870359099209
"3",2009-12-31,36.3,1.6,0.9323,0.86424032351242,47,435,2.1,84.1,0.17686645636172,0.12405959581059,0.19333333333333,3.8035,0.45586184704494,NA,17.9,0,0,-58.9807,-58.9807,-41.0807,0,391.4,1.4933231590996,0.5533719779443,NA,NA,0.57737129370114,0.15,-46.9842,475.5,0.14712643678161,NA,NA,-0.3557,0.5349593495935,0.4205,0.26183908045977,262.1,176.3,1.6971072036302,0.62923238696109,-56.9,-0.083935683729164,87.7,0.12937011358608,NA,3.7510638297872,NA,-0.087005074494763,0.26006785661602,-11.9965,NA,677.9,-0.2250314383823,-1.2106382978723,201.4,1.97,299.2,136948,707.3,-63.6,NA,707.3,1.7,1.3734835355286
"4",2008-12-31,35.7,1.51,0.9092,0.75693621057624,102.5,521.1,8.2,106.9,0.22425005244388,0.10333494441759,0.205142966801,-38.5046,0.30796304443467,NA,21.6,0,0,-69.187,-69.187,-47.587,0,369.8,1.1747141041931,0.50692254969157,NA,NA,0.35746737554374,0.0933,-17.2824,476.7,0.15428900402994,NA,NA,-0.351,0.81434599156118,0.503,0.22107081174439,314.8,157.5,2.0266666666667,0.66960352422907,-131.8,-0.12740454325761,130.6,0.12624456259062,NA,1.5365853658537,NA,-0.0668796520058,0.15224746254229,-51.9046,NA,1034.5,-0.21978081321474,-1.2858536585366,292.3,3.84,319.2,126104,729.5,-117.5,NA,729.5,1.75,1.1304244723737
"5",2007-12-31,35.7,1.47,0.5874,0.53620126752449,241.5,647.4,10.1,97.6,0.29665653495441,0.061287284144427,0.15075687364844,42.0238,0.38134150493701,NA,24.8,0,0,14.7,14.7,39.5,0,231.4,0.54691562278421,0.19804861348853,15.74149659864,5.8582278481013,0.14530612244898,0.1075,-12.6238,329,0.14890330552981,-1.78,NA,-0.3062,0.82327586206897,0.5368,0.25671918443003,423.1,49.8,5.6064257028112,0.84863221884498,-23.8,-0.014945054945055,157.8,0.099089481946625,NA,0.20621118012422,NA,0.0092307692307692,0.0312715855573,27.3238,1.8587652580656,1592.5,0.034743559442212,-0.098550724637681,375.6,1.53,279.2,183610,1168.4,-101,NA,1168.4,1.4,0.63184175148838
"6",2006-12-31,34.8,NA,NA,0.55407047387606,256.9,748.5,27.2,93.3,0.15899795501023,0.04166108506363,0.12464929859719,46.2788,NA,3.8838896952105,22.3,0,0,146.7,90.9437,169,0.38007,493.5,1.0221623860812,0.28547463411812,3.3640081799591,2.9201183431953,0.22036168787676,0.136,39.765,586.8,0.14669338677355,0.14,45.428571428571,-0.0925,0.52453987730061,0.5698,0.24275217100868,482.8,267.6,1.1928251121076,0.5439672801636,68.9,0.030765795936593,202.9,0.090600580486716,0,1.041650447645,0.28558012464783,0.065505693235097,0.11949095780308,51.1788,0.56275211001201,2239.5,0.1883672970174,0.26819774231218,439.9,6.36,319.2,331884,1728.7,1,267.6,1728.7,1.35,1.0185731643812
"7",2005-12-31,33,NA,NA,0.64801481176713,171.1,724.4,29.7,30.7,0.032806155161359,0.013132004448627,0.042379900607399,-2.4847,NA,12.77366255144,19.1,0,0,161.6,100.819,180.7,0.37612,905.1,1.9874835309618,0.38241507520703,5.6008663366337,5.0088544548976,0.38715886731115,0.1075,92.7037,935.8,0.13790723357261,2.22,8.0315315315315,NA,0.30042173158025,0.4473,0.22501380452788,455.4,620.8,0.50740979381443,0.33661038683479,48.6,0.020788775772093,200.3,0.085678843357002,0,3.6282875511397,1.1882476792037,0.06912481820515,0.26554880657028,8.1153,0.080493884076373,2337.8,0.22138561264822,0.28404441846873,430.9,17.83,315,105896,2366.8,84.5,7.3467455621302,2366.8,NA,1.925118288418
"8",2004-12-31,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.15,NA,0,NA,2.22,9.6261261261261,0,0.22597402597403,0.3338,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,21.37,0,145545,NA,0,NA,0,0,NA
