"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Depreciation","Dividend Yield","Dividends","Effective Tax Rate","Enterprise Value","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-11,0,0,0,0,0,0,0,0,1416.4,1416.4,0.77,27.08,0.3306,0.345,1416.4,0,0,0,0,0,0,20.85,0,559709
