"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,182.2,1.86,0.4688,0.1804,4718.5,18091.5,0,734,0.194,0.0406,NA,0.8,4.59,0,0.0239,65.59,920,642.02,920,0.3022,0.3022,3049.2,0.61,3.31,3.31,0.045,642.02,3783.2,0,2.96,4.81,0.04,NA,0.2605,0.13,0.9183,0,5022.8,2744.9,0.3783,0.2745,597.5,0,0.1249,0.58,1.02,0,0,0.1278,0.1266,0,14.23,1038.3,1081711,525.2,5.23,NA,1.9,0.66
"2",2010-12-31,184.2,2.98,0.7387,0.21701671579034,3798.8,20471.5,0,1138.8,0.31839405038164,0.055628556774052,NA,0.60917828617842,4.3289879931389,0,0.013,32.8094,1186.7,1025.0003,1186.7,0.13626,0.1362962962963,2437.9,0.65660265560613,2.0543524058313,2.0543524058313,0.095,1025.0003,3576.7,0,2.9,4.5310344827586,-0.03,NA,0.37517053206003,0.094,0.9672,0,3712.9,2523.8,0.41718836674855,0.29437749881175,583,0,0.056276843910806,0.6643676950616,0.4556829466462,0,0,0.27606460125508,0.15346951668948,0,13.14,1052.9,2470997,576.8,4.375520110957,NA,1.8,0.73720551559247
"3",2009-12-31,184.3,2.65,0.8115,0.20673336938886,3520.2,16593.4,0,1712.4,0.40726823003377,0.10319765689973,NA,0.53912507701787,10.379538995895,0,0.0101,33.2007,930.4,428.9516,930.4,0.53896,0.53725891291642,2492.2,0.91450168794951,2.6786328460877,2.6786328460877,0.175,428.9516,4204.6,0,3.32,5.3313253012048,-0.045,NA,0.32693844924061,0.103,0.9694,0,2725.2,3287.2,0.27908250182526,0.21818960186462,316.7,0,0.10483334385854,0.93381057894438,0.59311651405115,0,0,0.15740188463232,0.089966479177319,0,17.7,917.4,2292849,610.1,5.3879691853794,NA,1.75,0.94749414097711
"4",2008-12-31,91,2.79,0.7898,0.15272279405296,1926.2,4555.7,0,489.5,0.12509263755079,0.10744781263033,NA,0.35452013167891,47.864429530201,0,0.0079,28.1706,261.4,261.4,261.4,0,NA,3423.6,1.9191658725265,13.097169089518,13.097169089518,0.155,NA,3913.1,0,2.25,9.6711111111111,NA,NA,0.82549464807006,0.146,NA,0.018745747086068,1783.9,3565.9,0.097366723688269,0.088727607267895,74.5,0,0.37812899328859,1.8512615512408,3.0880277116259,NA,NA,0.14653287740344,0.038677188246288,0,21.76,347.2,1862484,177.3,20.112239142696,NA,1.75,1.7212545086654
"5",2007-12-31,80.1,1.28,0.4537,0.17236927049709,1666.6,3800.4,0,561,0.42739600792321,0.1476160404168,NA,0.45845272206304,2.7075154234436,0,0.014933195235629,14.418,232,232,232,0,NA,751.6,0.51738142768638,3.2396551724138,3.2396551724138,0.055,NA,1312.6,0,2.85,4,NA,NA,0.67204301075269,0.024,0.9213,0.022471318808547,1452.7,965.5,0.35950284826515,0.26443699527655,356.6,0,0.040431856421761,0.57932317292692,0.49227553153521,NA,NA,0.15970262270255,0.21396855874235,NA,11.4,347.1,938092,221,4.368778280543,NA,1.3,0.65183493072454
"6",2006-12-31,67.5,1.25,0.2482,0.17373241903999,1650.8,2935.3,0,138.8,0.063736970197915,0.047286478383811,NA,0.48348106365834,11.645038167939,0,0.0058997050147493,10.8,206.7,174.3163,206.7,0.15667,NA,2038.9,1.0967134635039,9.8640541848089,9.8640541848089,0.065,NA,2177.7,0,2.6,9.7692307692308,NA,NA,0.41142731083168,0.038,0.82,0.029094130071884,1859.1,1830.6,0.18960996394625,0.15938834550213,157.2,0,0.068702290076336,1.1089168887812,1.7915443335291,NA,NA,0.093763816362756,0.095226556820935,NA,25.4,347.1,1475821,174.9,10.466552315609,NA,0.75,1.0899944942189
"7",2005-12-31,74.8,NA,NA,0.10614374865505,1661.5,2676.5,0,122,0.055899198167239,0.045581916682234,NA,NA,10.537154989384,0,0.0052750352609309,10.472,0,0,0,0.17931,NA,2060.5,1.186377245509,NA,NA,0.118,NA,2182.5,0,2.09,12.727272727273,NA,NA,0.077526987242394,NA,0.616,0.031907341677564,1736.8,1985.2,0.099385452347371,0.090400916380298,188.4,0,0.055583864118896,1.1948239542582,0.8929792363885,NA,NA,0,0.11339151369245,217.3,26.6,197.3,130000,155.4,12.774774774775,NA,0.6,1.1741446094254
"8",2004-12-31,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0.0047188360204483,0,NA,NA,NA,0,NA,1907.2,NA,NA,NA,0.128,NA,1907.2,NA,NA,NA,NA,0,0.22602280348759,NA,0.5845,NA,0,1907.2,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,25.43,0,120800,180.2,10.583795782464,0,0,NA
"9",2003-12-31,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0.12,NA,0,NA,1.86,10.532258064516,NA,0,0.13623188405797,NA,0.5683,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,19.59,0,68800,0,NA,0,0,NA
