"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,55.6,2.72,0.7681,0.1872,1079.7,13637.5,0,49.7,0.0381,0.0036,NA,0.8,NA,0,0,0,491,491.3,491,0,1255.2,0.98,2.55,2.55,0.03,491.3,1304.9,0,3.09,6.28,NA,NA,0.5984,NA,0.8354,0,1278.6,1056.3,0.2353,0.1905,-181.8,0,0,0.98,NA,0,0,NA,0.3842,-0.1684,95.5,19.4,248.6,262481,NA,84.7,12.47,NA,1.6,0.98
"2",2010-12-31,553.3,-4.16,4,0.16482132201817,1259.7,13643.5,0,60,0.10832280194981,0.0043976985377652,NA,0.1,NA,0,0,0,558.8,558.8,558.8,0,493.9,0.34102050680108,0.88385826771653,0.88385826771653,0.06,558.8,553.9,0,NA,NA,NA,NA,0.61702127659575,NA,0.8044,0,1448.3,305.3,0.81428103504749,0.44881747607872,-374.8,0,NA,0.2423592918949,NA,0,0,NA,0.38583166471035,-0.29753115821227,154.7,0.51,248.6,2505103,NA,-294.1,NA,NA,1.6,0.36723463501956
"3",2009-12-31,46.9,-2.41,4,0.47635671215487,330,14013.3,0,73,0.13488543976349,0.0052093368442836,NA,0.09375,NA,0,0,0,674.6,674.6,674.6,0,468.2,0.8402727925341,0.69404091313371,0.69404091313371,0.06,674.6,541.2,0,NA,NA,NA,NA,0.91469194312796,NA,0.4771,0,557.2,241,1.245643153527,0.55469327420547,-496.7,0,NA,0.73030303030303,NA,0,0,NA,1.210696338837,-1.5051515151515,241.5,1.63,300.2,2646078,NA,-263.7,NA,NA,1.5,0.85877499206601
"4",2008-12-31,83.6,1.86,0.9602,0.34493758668516,472.3,14203.7,0,301,0.57322414778137,0.021191661327682,NA,0.22495313476359,NA,0,0,0,412.7,412.7,412.7,0,224.1,0.53357142857143,0.54300944996365,0.54300944996365,0.055,NA,525.1,0,NA,NA,NA,NA,0.61454545454545,NA,0.0639,0,420,276.4,0.89978292329957,0.47362407160541,-275.4,0,NA,0.58522125767521,NA,NA,NA,NA,0.98261904761905,-0.58310395934787,282.7,0.6,248.7,780032,NA,-648.2,NA,NA,1.35,0.72829403606103
"5",2007-12-31,60.3,2.08,0.6421,0.26409684612934,693,15792.7,0,130,0.43668122270742,0.0082316513325777,NA,0.29901884441676,NA,0,0,0,365.9,365.9,365.9,0,167.7,0.20660342491068,0.45832194588685,0.45832194588685,0.075,NA,297.7,0,-0.67,NA,-0.135,NA,0.91596638655462,NA,0.51,0,811.7,49,5.0755102040816,0.83540476990259,-39.2,0,NA,0.070707070707071,NA,NA,NA,NA,0.45078230873475,-0.056565656565657,357.4,0.71,248.7,522254,NA,-87.1,NA,NA,1.2,0.31613040246363
"6",2006-12-31,63.6,1.62,0.2851,0.2034912229087,812.2,15497.2,0,136.7,0.20721540093982,0.0088209483003381,NA,0.58926692388636,6.0132978723404,0,0.0281291463954,12.72,396.2,256.8089,396.2,0.35182,523,0.59229898074745,1.3200403836446,1.3200403836446,0.07,NA,659.7,0,NA,NA,0.335,NA,0.45283018867925,NA,0.4908,0,883,452.2,0.45886775762937,0.31453691071699,75.2,0,0.16914893617021,0.55675941886235,0.85904255319149,NA,NA,NA,0.29083682446206,0.092588032504309,331.5,6.01,207.5,474060,NA,-2.3,NA,NA,1.05,0.64695498676081
"7",2005-12-31,63.2,1.43,0.2345,0.21186440677966,771.9,15075.4,0,201.2,0.17215709762984,0.013346246202422,NA,0.61407249466951,12.030037546934,0,0.039450686641698,37.92,359.8,231.8227,359.8,0.35569,967.5,1.2432536622976,2.6889938854919,2.6889938854919,0.07,NA,1168.7,0,1.19,12.470588235294,0.335,NA,0.10384988676804,NA,0.4464,0,778.2,961.2,0.2158759883479,0.17754770257551,79.9,0,0.47459324155194,1.2452390205985,1.7185767924191,NA,NA,NA,0.29789609097918,0.1035108174634,253.3,14.84,207.5,331600,NA,91.1,10.551042810099,NA,0.9,1.1932816009802
"8",2004-12-31,61.4,0.4,0.3635,0.12440419447093,NA,13125.5,0,156.5,0.15305623471883,0.01192335530075,0,0.22008253094911,6.384561891516,0,0.041666666666667,36.84,NA,NA,NA,0.35215,866,1.2684927493775,NA,NA,0.08,NA,1022.5,0,1.15,12.521739130435,0.375,0,0.28861330326945,NA,0.3753,0,682.7,918.1,0.11371310314781,0.10210268948655,143.8,0,0.25618915159944,1.2494556341862,0.7980702364395,0,NA,NA,NA,0.19569951007077,167.8,14.4,104.4,344800,NA,82.7,11.101571946796,0,0.9,1.218422306959
"9",2003-12-31,60.7,-0.14,0.4267,0.18751551253413,NA,10570.2,0,148.4,0.097152209492635,NA,0,-0.065619873447387,5.4103773584906,0,0.044345898004435,60.7,NA,NA,NA,0.34966,1379.1,2.0978095527837,NA,NA,0.095,NA,1527.5,0,2.39,9.4351464435147,0.365,0,0.21925829538061,NA,0.4393,0,657.4,1376.4,0.10977913397268,0.098919803600655,254.4,0,0.23860062893082,2.1023369482206,0.5695134061569,0,NA,NA,NA,0.3885749198106,138.6,22.55,151.1,134600,NA,154.9,8.8857327307941,0,0.95,1.8956316703897
"10",2002-12-31,59.2,0,0,0.19240408714093,NA,8203.7,0,127,0.090993766568747,NA,0,0,11.716998191682,0,0.027409522339687,35.52,336.9,217.634,336.9,0.35401,1268.7,NA,3.7658058771149,3.7658058771149,0.125,217.634,1395.7,0,3.97,5.4005037783375,NA,0,0.46740638002774,NA,0.5383,0,391.7,1295.9,0.077012115132341,0.071505337823315,110.6,0,0.32115732368897,3.0935784196706,0.93735985533454,0,0,0,0.5556140694409,0.26402482692767,127,21.44,99.8,573397,0,249.8,5.1877502001601,0,0.95,3.2389583865203
