"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-12-31,30,2.12,0.7407,0.6774,244.3,830.3,97.9,34.1,0.0606,0.112,0.0411,NA,0.72,NA,35.1,0,0,11,11.1,46,0,529,0.73,NA,47.66,11.45,1.74,NA,-51.7,563.1,0.7266,NA,NA,NA,0.6893,NA,0.317,0.0072,723.2,50.1,10.2395,0.911,-18.8,-0.0617,19.6,0.0644,NA,0.21,NA,0.0365,0.16,62.8,5.6577,304.5,0.0153,-0.077,29.6,1.65,513,54036,NA,NA,NA,NA,1.65,0.74
"2",2011-12-31,29.9,2.29,0.5831,0.58836331979106,283.7,732.9,90.1,53.2,0.10846075433231,0.24126984126984,0.072588347659981,3.8629,0.70742582747385,NA,38.3,0,0,13.1,13.1,51.4,0,437.3,0.6875786163522,1.7929479294793,33.381679389313,8.5077821011673,1.9832199546485,NA,-42.5629,490.5,0.64183381088825,NA,NA,-0.2839,0.51763367463026,NA,0.5931,0.0088688770637195,636,85,4.7705882352941,0.82670744138634,-21.5,-0.09750566893424,36.4,0.16507936507936,NA,0.29961226647868,NA,0.059410430839002,0.38548752834467,55.6629,4.2490730643402,220.5,0.02059748427673,-0.075784279168135,25.1,2.98,405.5,94142,243.9,-28.5,NA,243.9,1.65,0.71169471851422
"3",2010-12-31,29.9,2.22,0.6994,0.58836331979106,283.7,732.9,90.1,53.2,0.089411764705882,0.24126984126984,0.072588347659981,NA,0.60766371175293,NA,38.3,0,0,13.1,13.1,51.4,0,541.8,0.85188679245283,NA,41.358778625954,10.540856031128,2.4571428571429,NA,-38.7,595,0.64183381088825,NA,NA,-0.2839,0.32330827067669,NA,0.4461,0.0088688770637195,636,189.5,2.1398416886544,0.68151260504202,-21.5,-0.09750566893424,36.4,0.16507936507936,NA,0.66795911173775,NA,0.059410430839002,0.859410430839,51.8,3.9541984732824,220.5,0.02059748427673,-0.075784279168135,25.1,6.43,405.5,70141,NA,NA,NA,NA,1.7,0.8633197910621
"4",2009-12-31,33.4,2.25,0.715,0.56735042735043,253.1,622.2,169.4,64.3,0.13093056403991,0.29003157419937,0.10334297653488,0.941,0.39160839160839,9.95,28.4,0,0,34.8,20.9186,63.2,0.39889,426.8,0.81966583445362,1.8309738309738,12.264367816092,6.753164556962,1.9251240414975,NA,-121.0224,491.1,0.70250723240116,NA,NA,0.0836,0.52330226364847,NA,0.4884,0.012857602057216,520.7,159.2,2.0847989949749,0.6758297699043,16,0.072169598556608,18.3,0.08254397834912,0,0.62900039510075,NA,0.15696887686062,0.71808750563825,141.941,6.7853877105697,221.7,0.040174050316881,0.063216120110628,20.4,4.76,331.9,180827,233.1,19.9,8,233.1,1.75,0.83948717948718
"5",2008-12-31,33.4,NA,NA,0.56735042735043,253.1,622.2,169.4,64.3,0.14717326619364,0.29003157419937,0.10334297653488,-1.7912,NA,6.5625,28.4,0,0,34.8,20.9186,63.2,0.39889,372.6,0.71557518724794,1.5308134757601,10.706896551724,5.8955696202532,1.680649526387,0.3,-118.2902,436.9,0.70250723240116,NA,NA,0.0836,0.8131030980193,NA,0.6116,0.012857602057216,520.7,105,3.1609523809524,0.75967040512703,16,0.072169598556608,18.3,0.08254397834912,0,0.414855788226,0.21875,0.15696887686062,0.47361299052774,139.2088,6.6547765785511,221.7,0.040174050316881,0.063216120110628,20.4,3.19,331.9,131685,243.4,29.9,3.5117056856187,243.4,1.7,0.74683760683761
"6",2007-12-31,28.3,NA,NA,0.54969879518072,179.4,426.4,52.7,20.6,0.029436981994856,0.11873198847262,0.048311444652908,NA,NA,45.790476190476,20.5,0,0,33.1,28.1257,53.6,0.15028,679.2,1.7977766013764,NA,20.519637462236,12.671641791045,3.9146974063401,NA,NA,699.8,0.78142589118199,0.29,56.379310344828,-0.436,0.36255983875031,NA,0.6772,0.020637898686679,377.8,480.8,0.45549084858569,0.3129465561589,10.5,0.060518731988473,16,0.092219020172911,0,2.6800445930881,NA,0.19077809798271,2.771181556196,NA,NA,173.5,0.074446087877184,0.058528428093646,14.4,16.35,219,224354,NA,NA,NA,NA,NA,1.7565261044177
"7",2006-12-31,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.16261203585147,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.18,0,5153,NA,NA,NA,NA,NA,NA
"8",2005-12-31,6.4,3.1,3.5169,0,NA,0.6,0,0.4,1.3333333333333,0.44444444444444,0.66666666666667,0.0775,0.1762916204612,1,0,0,0,0.3396,0.3396,0.3396,0,-0.1,NA,NA,NA,NA,NA,NA,0.2621,0.3,0,NA,NA,0.2512,0.94552529182879,NA,0.0036,0,0,0.3,0,0,0.3,0.075,-0.1,-0.025,0,0.75,NA,0.0849,0.075,0.0775,0.22820965842167,4,NA,0.75,1.6,0.035,0,1904,0.9,-1.2,NA,0.9,0.65,0.75
"9",2004-12-31,5.8,0,0,NA,NA,0.7,0,0,0,0,NA,0.0828,NA,NA,0,0,0,0.219,0.219,0.219,0,4.7,23.5,0.88679245283019,21.466088147979,21.466088147979,1.6206896551724,NA,0.1362,4.7,0,NA,NA,0.1074,0.9047619047619,NA,0.0115,0,0.2,4.5,0.044444444444444,0.042553191489362,0,0,0.1,0.03448275862069,NA,NA,NA,0.0755,1.551724137931,0.0828,0.3779795418573,2.9,1.09475,NA,1.2,0.69,0.2,1000,5.3,1,4.5,5.3,0.75,NA
"10",2003-12-31,3.9,0,0,NA,NA,0.6,0,0,0,0,NA,-0.3,0,NA,0.2,0,0,-1.78,-1.78,-1.58,0,1.1,NA,NA,NA,NA,0.64705882352941,NA,-1.58,1.1,0,NA,NA,-0.1151,NA,NA,0.0087,0,0,0.6,0.83333333333333,0.45454545454545,-1.8,-1.0588235294118,-0.3,-0.17647058823529,NA,NA,NA,-1.0470470588235,0.35294117647059,-0.2,NA,1.7,-64130538117816000,NA,1.6,0.16,0.5,23576,1.3,-1.4,NA,1.3,NA,39631676720860000
