"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,198.6,2.22,0.5308,0.6799,623.8,2200.4,0,443.2,0.1547,0.4958,0.2014,344.76,0.8,NA,3.3,0,0,9,9.3,13,0,2420.9,1.61,2.16,260.31,192.13,2.71,NA,0.08,-332.16,2864.1,0,0.35,21,NA,-0.345,0.4492,0.473,NA,0,1505.5,1539.2,0.8608,0.4626,-16.4,-0.0183,1345.2,1.5049,0,2.47,NA,0.0104,1.72,341.46,36.7167,893.9,0.0062,-0.0263,154.4,7.35,1324.9,2873785,1123,50.7,30.36,1123,1.75,1.47
"2",2010-12-31,196.6,3.34,0.9625,0.67977961999897,621.9,2133.1,0,762.5,0.39116605961114,0.82441345010271,0.35746097229384,-127.773,0.46753246753247,NA,3,0,0,22.9,22.9,25.9,0,1186.8,1.0061037639878,1.4612164491505,51.825327510917,45.822393822394,1.2831657476484,NA,-0.045,153.673,1949.3,0,0.09,35.333333333333,NA,-0.5988,0.41076487252125,0.498,0.8773,0,1179.6,629.1,2.0985534891114,0.67726876314575,-11.7,-0.01265001621797,1048.6,1.1337441885609,NA,1.0115774240232,NA,0.024759433452265,0.68018164125851,-130.773,-5.7106100458872,924.9,0.019413360461173,-0.018813314037627,150.5,3.18,1320.2,2183376,812.2,-53.5,NA,812.2,1.8,1.0037073271201
"3",2009-12-31,100.6,2.49,1.0598,0.72474937343358,439.3,1861,0,613.8,0.36993731918997,0.52038999576092,0.32982267598066,-89.7557,0.42460841668239,NA,3.5,0,0,-55.28,-55.28,-51.78,0,1045.4,1.0643453471798,0.99923532785318,NA,NA,0.88630775752437,NA,-0.065,37.9757,1659.2,0,0.09,51.111111111111,NA,-0.2386,0.41293532338308,NA,0.62,0,982.2,502.5,2.3018905472637,0.69714320154291,-13.2,-0.011191182704536,794.2,0.67333615938957,NA,1.1438652401548,NA,-0.046867359050445,0.42602797795676,-93.2557,NA,1179.5,-0.056281867236815,-0.030047803323469,191.5,4.6,1156.7,2043097,1046.2,92.8,5.4148706896552,1046.2,1.8,1.0395989974937
"4",2008-12-31,100.6,2.18,1.0697,0.79922820743247,379.8,2249.9,0,634.4,0.33653387088218,0.40950167828557,0.28196808747055,-229.7946,0.26923436477517,NA,6.6,0,0,-998.8626,-998.8626,-992.2626,0,1250.7,0.99475065616798,1.0286207747348,NA,NA,0.8073199070488,NA,-0.165,-762.468,1885.1,0,-0.21,NA,NA,-0.6148,0.75190839694656,NA,0.7596,0,1257.3,373.2,4.0511789924973,0.80202641769667,-1229.1,-0.79337722695585,1068.1,0.68945262070746,NA,0.9826224328594,NA,-0.64476026336173,0.24089852827266,-236.3946,NA,1549.2,-0.7944504891434,-3.2361769352291,305.5,3.74,1511.9,1674898,1215.9,-466.9,NA,1215.9,1.8,0.99651107469472
"5",2007-12-31,72.7,0.18,0.6489,0.6407164006644,995,3400.7,5.5,231.6,0.12080746961557,0.079710893133712,0.068103625724116,508.675,0.35752812451842,NA,8.4,0,0,-585.1418,-585.1418,-576.7418,0,1685.5,0.66415793206715,0.80365231488104,NA,NA,0.58010669420065,NA,NA,-1090.9168,1917.1,0,NA,NA,NA,-0.3504,NA,NA,0.8871,0.010468432969683,2537.8,142.7,12.434477925718,0.92556465494758,-695.2,-0.23927034933746,1828.7,0.62939253140595,NA,0.14341708542714,NA,-0.20139106866288,0.049113749784891,505.775,NA,2905.5,-0.23057047442667,-0.69869346733668,388,1.78,1774.4,1984004,2097.3,-1246,NA,2097.3,1.45,0.69224380732289
"6",2006-12-31,64.4,1.81,0.4627,0.52376582363896,1764.4,4502.9,11.2,32.1,0.014720044022562,0.0080978809283552,0.0071287392569233,520.6363,0.57056408039767,1.9417946645109,7.7,0,0,203.2,129.7371,210.9,0.36153,2148.6,0.58500326726203,0.64881024278294,10.573818897638,10.187766714082,0.5420282542886,-0.235,-0.08,-394.3992,2180.7,0,-3.91,NA,0.225,0.0297,0.87181846059491,0.042,NA,0.022785316129605,3672.8,240.2,8.078684429642,0.88985188242308,123.7,0.031205852674067,3163.4,0.79803229061554,0,0.13613693040127,NA,0.051261352169526,0.060595358224016,524.1363,4.0399874071305,3964,0.035323759529514,0.070108818861936,472.1,2.77,1940.5,3524218,3311.6,-422.7,NA,3311.6,1.65,0.58859888256093
"7",2005-12-31,67.1,1.48,0.3161,0.46774390990329,1739.2,4280.8,12.5,28.6,0.0088443578563256,0.0071296804108291,0.0066809942066903,4.3764,0.68332806074027,3.8668934240363,5.9,0.0062956664516507,10.736,663.1,411.3806,669,0.37961,3205.1,0.98953380673047,0.80011483349144,4.8335092746192,4.7908819133034,0.79899785611009,-0.015,0.025,400.4042,3233.7,0,2.11,12.696682464455,0.31,0.1977,0.36040448728077,0.071,NA,0.02812558400299,3239,1705.3,0.89626458687621,0.47264743173455,441,0.10993668046069,3134.9,0.78149773146532,0.024344671201814,0.98050827966881,NA,0.1653038839308,0.42511342673381,10.9764,0.026681829566269,4011.4,0.12700852392714,0.2535648574057,439.9,26.79,1528.4,1356500,4005.8,376,4.5353723404255,4005.8,1.35,0.98962541314726
"8",2004-12-31,67.2,1.28,0.3206,0.46113398279868,NA,3013.2,6.6,141.7,0.039352366140858,0.036869357062941,0.047026417098102,296.5294,0.79850280723643,7.8198226725776,4,0.004346644933442,10.752,472.339,291.0033,476.339,0.38391,3459.1,1.4964094133933,0.90003382509822,7.3233419217977,7.261845030535,1.031181994336,0.16,0.135,-8.1261,3600.8,0,6.56,5.6112804878049,0.325,0.4317,0.25118006167789,0.064,0.8898,0.028043276251162,2311.6,2469.5,0.45810892893298,0.31418018218174,315.8,0.09414219704874,2035,0.60664778655537,0.034046865104496,1.8680030257186,0.4887389170361,0.14080757191832,0.73617528692801,299.1294,1.0279244345153,3354.5,0.12588827414345,0.23888048411498,343.9,36.81,1131.3,402400,3843.3,315.8,7.8198226725776,3843.3,1.35,1.4677373333877
"9",2003-12-31,33.9,0.89,0.3444,0.49085891686789,NA,2460.7,2.7,159.7,0.051393447898565,0.058286798788277,NA,264.5774,0.51684088269454,10.329256360078,3.6,0.0050592885375494,10.848,282.74,172.4459,286.34,0.39009,2947.7,1.576647411211,1.0758421840213,10.425479976337,10.294405971531,1.2489725011652,0.165,0.155,-91.2315,3107.4,0.0029666355102207,8.77,7.212086659065,0.38,0.199,0.18519214507188,0.061,0.8528,0.029910188157841,1869.6,2111.3,0.47179462890162,0.32055737915943,204.4,0.086606499724588,1644.1,0.69662302444812,0.05307240704501,2.0434572202865,0.62601553697444,0.1198,0.89458073810432,263.6774,1.5290439592129,2360.1,0.092236810655648,0.19783197831978,227.8,63.25,996.1,175700,2739.9,204.4,10.329256360078,2739.9,1.25,1.5312669393387
"10",2002-12-31,32.2,1.13,0.4085,0.4522933182333,NA,1792.1,2,22.2,0.0098653512864951,0.011866581141757,NA,677.3,0.6102,12.973429951691,15.8,0.0063948364674486,10.304,162.7,99.2014,178.5,0.39028,2228.1,NA,NA,13.694529809465,12.482352941177,1.1909878127005,0.105,0.1,113.0014,2250.3,0.0041850343172814,5.99,8.2303839732888,NA,0.2412,0.37040979244279,NA,0.7792,0.03242006584454,1390.6,1611.3,0.39657419474958,0.28396213838155,124.2,0.066388710711995,1154.2,0.61695531323498,0.082962962962963,2.0823210131817,1.2355647573039,0.086968141971349,0.86128928800513,-13.8,-0.13911087826504,1870.8,0.071337152308356,0.16050659085035,175.2,49.3,639,402128,2055.1,141.7,11.371206774876,2055.1,1.25,1.6022580181217
