"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,1.2,0.93,0.2746,0.077,2078.9,3006.7,183.7,428.7,0.135,0.0746,0.1426,14.3,0.8,9.64,81.2,0,0,354,281.08,436,0.2067,0.2009,2748,1.51,0.47,7.76,6.31,0.48,164.28,3176.7,0.265,226.02,11.19,0.005,0.12,0.1983,NA,0.1925,0.02,1823.7,3003.2,0.0578,0.0546,311.4,0.0542,699,0.1216,0,1.44,0.0617,0.52,116.8,0.4155,5746.9,0.1541,0.1498,220.7,2529.88,173.5,628,5864.5,285.6,10.52,5864.5,1,1.41
"2",2010-12-31,1.2,1.02,0.3791,0.088238315356959,1775.2,2734.1,103.3,343.3,0.12736514060993,0.078277127938527,0.12556234226985,154.9314,0.65945660775521,8.8984485190409,86.8,0,0,321.1,249.6264,407.9,0.22259,0.22087912087912,2352.1,1.4666708237202,0.42390873373464,7.325132357521,5.7663643049767,0.53631119319607,78.195,2695.4,0.25642807505212,NA,NA,0.03,0.2387,0.24225028702641,NA,0.2112,0.022091364617241,1603.7,2523.6,0.068077349817721,0.063738220672256,283.6,0.064664705748227,584.3,0.1332284469982,0,1.4215863001352,0.073215222199421,0.57541555509953,171.4314,0.68675186064073,4385.7,0.1556565136871,0.15975664713835,204.9,2036,171.8,1066,5548.6,370.3,6.815014852822,5548.6,1,1.3843862352337
"3",2009-12-31,1.2,0.68,0.4475,0.094076859795511,1541.7,2337.1,54.3,469.2,0.17964622099701,0.13028628550801,0.20076162765821,78.0239,0.53072625698324,26.504864864865,91.8,0.0015,3.6775,23.8,23.8,115.6,0,0,2142.6,1.7382768132403,0.51754873306118,90.025210084034,18.534602076125,0.59495182295282,-16.7239,2611.8,0.29579393265158,NA,NA,0.15,-0.1537,0.27340590979782,NA,0.2113,0.026229087330452,1232.6,2451.7,0.065301627442183,0.061298721188452,92.5,0.02568516924444,521.7,0.14486435453864,0.039757297297297,1.5902575079458,0.006608724627218,0.68078193985505,40.5239,1.7026866115341,3601.3,0.019308778192439,0.059998702730752,193.9,1991,160.1,1166,4139.9,193.2,12.689958592133,4139.9,0.95,1.5347279351275
"4",2008-12-31,1.2,0.72,0.4736,0.1718776598763,1459.4,2331.4,134.6,373.3,0.18875461394549,0.087468953559211,0.16011838380372,-71.4226,0.30405405405405,11.400953029272,90.4,0.0022,3.6846,121.8,121.8,212.2,0,NA,1604.4,1.1550755939525,0.4239397542608,13.172413793103,7.5607917059378,0.37593139322368,149.0226,1977.7,0.32757141631638,NA,NA,0.47,0.3323,0.33191489361702,NA,0.2093,0.026979497297761,1389,1674.8,0.18085741581084,0.15315770844921,146.9,0.034420544542856,630.7,0.14778105815643,0.025082096664398,1.1475949020145,0.028539294249965,0.39242701157505,-27.2226,-0.22350234324303,4267.8,0.08768898488121,0.10065780457722,175.9,1349,302.9,1034,3784.5,98.5,17.003045685279,3784.5,0.9,1.1222266356466
"5",2007-12-31,1.2,0.61,0.456,0.14111752394241,1354.2,2093.7,164.2,361.8,0.24378411158278,0.11259452898889,0.17280412666571,-131.5684,0.31578947368421,6.9586321014892,79.2,0.00285351934052,3.6,169.9,160.8715,249.1,0.05314,NA,1122.3,0.92377973495761,0.27602065912445,6.605650382578,4.5054195102368,0.34926710857997,207.4399,1484.1,0.34885609208578,NA,NA,0.6,0.2032,NA,NA,0.2222,0.034150069255385,1214.9,1261.6,0.17636334812936,0.14992251196011,181.3,0.056421747113559,495.8,0.15429620639218,0.019856591285163,0.9316201447349,0.052873992468801,0.39261818068652,-46.5684,-0.28947558229988,3213.3,0.13241543666145,0.13387978142077,172.1,1194,222.5,1856,4066,160.7,7.8506533914126,4066,0.9,0.94126974059745
"6",2006-12-31,1.3,2.88,0.5631,0.18003407155026,1203.3,1961.4,85.9,533,0.25362836069474,0.19686784368767,0.27174467217294,-39.926,0.22731308826141,7.1020487050638,71.3,0.002122680019594,3.9,297,242.8094,368.3,0.18246,NA,1568.5,1.6784376672017,0.5268549931141,5.2811447811448,4.2587564485474,0.57933811036419,268.1354,2101.5,0.32517589476904,NA,NA,0.735,0.0069,0.34983745936484,NA,0.2482,0.029111858876313,934.5,1837.3,0.14379796440429,0.12571972400666,258.7,0.095552929009382,400.8,0.14803870872424,0.015075376884422,1.52688440123,0.10969934254266,0.67862155573613,-25.326,-0.10430420662878,2707.4,0.25982812199037,0.21499210504446,157.2,1460,264.2,5684,2977.1,230,7.9882608695652,2977.1,0.8,1.4320272572402
"7",2005-12-31,1.3,4.1,0.5663,0.26661166941653,977.9,1816.3,64.2,431.6,0.16696970869279,0.16051173342259,0.23762594285085,10.9886,0.21190181882394,8.3248693054518,65.1,0.0017493496007894,3.9,320.1,272.5139,385.2,0.14866,NA,2153.3,2.3877799955644,0.8267296321892,6.7269603248985,5.5900830737279,0.80081074045149,262.4254,2584.9,0.34498706160877,NA,NA,NA,-0.0032,0.22866894197952,NA,0.264,0.032208335627374,901.8,2229.4,0.15945994437965,0.13752949823978,267.8,0.099594629774257,350.5,0.13035070103016,0.014563106796117,2.2797832089171,0.11904496262412,0.82911227639555,10.0886,0.037020360569315,2688.9,0.30218888223553,0.27385213211985,139.3,1765,355.5,1065,2604.6,265,8.4128301886792,2604.6,0.75,1.9385780710964
"8",2004-12-31,1.3,1.76,0.5804,0.31934754839344,NA,1436.7,33.6,133.9,0.05852784334295,0.048241821588125,0.093199693742605,12.3919,0.60647829083391,11.676383105294,64.6,0.0019788918205805,3.9,251.3068,183.7405,315.9068,0.26886,NA,2153.9,2.4370898393302,0.77601239371667,8.570798720926,6.818150163276,0.80249627421759,202.3485,2287.8,0.41999025544651,NA,NA,0.485,0.3546,0.38033395176252,NA,0.2557,0,883.8,1962.8,0.16557978398207,0.14205787219162,168.1,0.062630402384501,363.1,0.13528315946349,0.023200475907198,2.8335498772918,0.093631445603577,0.73129657228018,-18.6081,-0.10127362925891,2684,0.2078982278253,0.24267359607334,127.7,1516,325,1817,2775.6,237.8,8.2539949537426,2775.6,0.7,2.2480102191216
"9",2003-12-31,1.3,1.04,0.4217,0.46588693957115,NA,1325.7,31.5,95.4,0.057163401042603,0.03750589715364,NA,87.3831,0.493241640977,41.889655172414,64.2,0.0030181086519115,3.9,132.9452,88.1028,197.1452,0.3373,NA,1573.5,1.7894916410781,0.61861141688945,11.835701062761,7.9814256728403,0.79417554131126,33.4197,1668.9,0.48578109677906,NA,NA,0.15,0.0831,0.6,NA,0.1768,0,879.3,1214.8,0.37380638788278,0.27209539217449,29,0.01463685459042,307.9,0.15540301822036,0.13448275862069,2.333461390703,0.0671,0.61313279160147,54.6831,0.62067397076649,1981.3,0.10019652441829,0.055704955820207,118,994,454.1,3140,2543.6,131.6,9.2310030395137,2543.6,0.7,1.7122191443521
"10",2002-12-31,1.3,0.81,0.4089,0.48079795178152,NA,1281.1,149.9,53.6,0.069882659713168,0.029300825452359,NA,16.2,0.4364,23.42962962963,52.6,0.012330066392665,3.9,47.2,47.2,99.8,0,NA,713.4,NA,NA,15.114406779661,7.1482965931864,0.38998524025584,-50.1,767,0.48520802435407,NA,NA,NA,0.2014,0.15766738660907,NA,0.2255,0,883.8,316.3,1.4249130572241,0.58761408083442,13.5,0.0073798720822172,279.6,0.15284535068059,0.28888888888889,0.6498869940415,0.025802219428197,0.17290766960039,97.3,2.0614406779661,1829.3,0.053405747906766,0.027737826176289,102.9,259.49,450.7,544,1912.7,4,79.075,1912.7,0.7,0.80719619823489
