"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,31.6,0.88,0.2231,0.058,406.3,3180.6,0,46.3,0.0579,0.0146,0.8,29.47,0,0.0163,12.64,60,41.8,60,0.3056,0.3061,753.8,1.96,12.52,12.52,0.085,41.8,800.1,0.0158,1,20.94,0.155,0.2663,0.735,3e-04,385,775.1,0.0323,0.0312,26.3,0,0.3643,1.91,3.47,0,0,0.1086,0.0647,22.5,20.94,25,205046,34.7,22.34,0.75,1.86
"2",2010-12-31,34.8,0.74,0.3058,0,396.6,2942,0,68.7,0.16482725527831,0.023351461590755,0.57226945716154,23.415730337079,0,0.0156,6.5021,58,39.0578,58,0.32659,0.32575757575758,348.1,1.061604147606,6.001724137931,6.001724137931,0.05,39.0578,416.8,0.016553365057784,0.65,20.015384615385,NA,0.13443681873234,0.7983,0.00037389530931339,327.9,416.8,0,0,17.8,0,0.36528539325843,1.0509329299042,4.6831460674157,0,0,0.11911491308326,0.044881492687847,31,13.01,0,148192,23.1,18.04329004329,0.7,1.0509329299042
"3",2009-12-31,34.9,0.46,0.2985,0,205.7,2379.5,0,55.5,0.14935414424112,0.023324227778945,0.62814070351759,35.056603773585,0,0.0139,5.1652,41.1,27.5189,41.1,0.33044,0.33333333333333,316.1,2.1045272969374,7.69099756691,7.69099756691,0.15,27.5189,371.6,0.021180920361421,0.51,22.921568627451,NA,0.18143851508121,0.6878,0.00046228199201513,150.2,371.6,0,0,10.6,0,0.48728679245283,1.8065143412737,2.337106918239,0,0,0.18321515312916,0.051531356344191,34.4,11.69,0,142887,13.7,27.124087591241,0.75,1.8065143412737
"4",2008-12-31,24.2,0.41,0.2789,0,194.1,2213.4,0,32.5,0.096239265620373,0.014683292671908,0.40157762638939,57.237288135593,0,0.0142,4.7953,29.7,20.5981,29.7,0.30646,NA,305.2,1.8886138613861,10.276094276094,10.276094276094,0.2,NA,337.7,0.02073732718894,NA,NA,NA,0.21278195488722,0.307,0.00049697298274148,161.6,337.7,0,0,5.9,0,0.81276949152542,1.7398248325605,2.8618644067797,NA,NA,0.12746372524753,0.030396702730551,35.5,14.41,0,28551,2,168.85,0.7,1.7398248325605
"5",2007-12-31,25.2,NA,NA,0,203.8,1658.2,0,73.5,0.19699812382739,0.044325171873115,NA,73.156862745098,0,0.021613508442777,8.064,19.6,12.7145,19.6,0.3513,NA,299.6,2.2993092862625,15.285714285714,15.285714285714,0.2,NA,373.1,0.024665299722591,0.23,68.478260869565,NA,0.18518518518519,0.3081,0.001266433482089,130.3,373.1,0,0,5.1,0,1.5811764705882,1.8307163886163,3.6578431372549,NA,NA,0.097578818112049,0.025024533856722,37.1,15.75,0,24131,5.3,70.396226415094,0.65,1.8307163886163
"6",2006-12-31,25.8,NA,NA,0,214.8,1576.7,0,202.8,0.45851232195343,0.12862307350796,NA,45.59793814433,0,0.011666289848519,5.16,15.4,15.4,15.4,0,NA,239.5,19.958333333333,15.551948051948,15.551948051948,0.2,NA,442.3,0.026828185450625,0.23,68.478260869565,NA,0.14182692307692,0.2691,0.00069765966892877,12,442.3,0,0,9.7,0,0.5319587628866,2.0591247672253,2.2798969072165,NA,NA,1.2833333333333,0.045158286778398,28.9,15.75,0,54688,6,73.716666666667,NA,2.0591247672253
"7",2005-12-31,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,437.9,NA,NA,NA,NA,NA,437.9,NA,NA,NA,NA,0.098671726755218,NA,NA,0,437.9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16.94,0,77415,NA,NA,NA,NA
