"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,4.6,0.25,0.113,0.3714,125.9,1216.3,0,28.2,0.1291,0.0232,NA,0.55,12.01,0,0,0,42,28.15,42,0.3266,0.3258,190.3,1.11,4.55,4.55,28.15,218.5,0,2.35,12.72,0.035,NA,0.1818,NA,0.1384,0.0232,172.1,144.1,0.5163,0.3405,12,0,NA,1.14,0,0,NA,0.1636,0.0953,4.3,29.89,74.4,100,NA,NA,NA,NA,0.3,1.09
"2",2010-12-31,3.5,0.32,0.1613,0.39950678175093,97.4,958.3,0,16.5,0.097173144876325,0.017217990190963,NA,0.4649721016739,10.39603960396,0,0,0,37.6,24.9777,37.6,0.3357,0.33552631578947,153.3,1.0521619766644,4.0771276595745,4.0771276595745,24.9777,169.8,0,NA,NA,0.02,NA,0.10263808738664,NA,0.1488,0.015130961076907,145.7,105,0.61714285714286,0.38162544169611,10.1,0,0,1.0780287474333,0,0,NA,0.17143225806452,0.10369609856263,5.6,22.7,64.8,1823,NA,7.1,14.788732394366,NA,0.3,1.0468557336622
"3",2009-12-31,3.5,0.26,0.1884,0.45194647201946,90.1,975.9,0,21.2,0.13838120104439,0.021723537247669,NA,0.39808917197452,15.173076923077,0,0,0,31.6,23.3104,31.6,0.26233,0.26760563380282,132,0.92178770949721,4.1772151898734,4.1772151898734,23.3104,153.2,0,NA,NA,-0.005,NA,0.099656357388316,NA,0.1625,0.015985244389794,143.2,78.9,0.94169835234474,0.48498694516971,5.2,0,0,0.87569367369589,0,0,NA,0.1627819273743,0.057713651498335,8.4,22.5,74.3,1235,NA,7.1,11.112676056338,NA,0.3,0.93187347931873
"4",2008-12-31,3.5,0.22,0.1762,0.50120192307692,83,838.3,0,21.2,0.13291536050157,0.025289275915543,NA,0.27241770715097,9.3950617283951,0,0,0,34.6,23.3657,34.6,0.32469,NA,138.3,0.95247933884297,3.9971098265896,3.9971098265896,NA,159.5,0,NA,NA,0.015,NA,0.21052631578947,NA,0.168,0.01789335560062,145.2,76.1,1.095926412615,0.52288401253919,8.1,0,0,0.91686746987952,NA,NA,NA,0.16092097796143,0.097590361445783,11.5,20.45,83.4,1211,NA,7.1,10.718309859155,NA,0.3,0.95853365384615
"5",2007-12-31,3.5,0.05,0.1297,0.36755204594401,88.1,788.9,0,29.1,0.23852459016393,0.036886804411206,NA,0.37008481110254,9.6986301369863,0,0,0,31.9,21.4626,31.9,0.32719,NA,92.9,0.84301270417423,2.9122257053292,2.9122257053292,NA,122,0,NA,NA,0.085,NA,0.18200836820084,NA,0.1734,0.008999873241222,110.2,70.8,0.72316384180791,0.41967213114754,7.3,0,0,0.80363223609535,NA,NA,NA,0.19476078947368,0.082860385925085,13.9,20.5,51.2,2290,NA,7.1,9.9718309859155,NA,0.3,0.87580760947595
"6",2006-12-31,3.5,0.31,0.0997,0.40204678362573,81.8,738.2,0,26.3,0.17568470273881,0.035627201300461,NA,0.5616850551655,14.348484848485,0,0,0,28.4,20.3179,28.4,0.28458,NA,123.4,1.116742081448,4.3450704225352,4.3450704225352,NA,149.7,0,NA,NA,0.135,NA,0.1297371116422,NA,0.1767,0.0033866160931997,110.5,94.7,0.58078141499472,0.36740146960588,6.6,0,0,1.1577017114914,NA,NA,NA,0.18387265158371,0.080684596577017,12,26,55,100,NA,6.6,14.348484848485,NA,0.35,1.094298245614
"7",2005-12-31,3.6,0.95,0.1668,0.49907464528069,81.2,718,0,25.1,0.1282575370465,0.034958217270195,NA,0.28776978417266,17.393939393939,0,0,0,28.3,20.4134,28.3,0.27868,NA,170.6,1.2452554744525,6.0282685512368,6.0282685512368,NA,195.7,0,NA,NA,NA,NA,0.07484076433121,NA,0.1824,0.0040389972144847,137,114.8,0.70470383275261,0.41338783852836,6.6,0,0,1.4137931034483,NA,NA,NA,0.14900259854015,0.08128078817734,7.4,32.05,80.9,1000,NA,6.6,17.393939393939,NA,0.3,1.2072794571252
"8",2004-12-31,3.7,0.33,0.2017,0.5799693408278,NA,722.5,0,21.5,0.096672661870504,0.029757785467128,0,0.32721864154685,12.51724137931,0,0.031067961165049,3.552,NA,NA,NA,0.30381,NA,200.9,1.1532721010333,NA,NA,NA,222.4,0,NA,NA,NA,0,0.075604053000779,NA,0.1736,0.0045674740484429,174.2,108.9,1.0422405876951,0.51034172661871,8.7,0,0.40827586206897,1.3248175182482,0,NA,NA,NA,0.10583941605839,6.5,30.9,113.5,100,NA,7.8,13.961538461539,0,0.3,1.1364333163005
"9",2003-12-31,3.7,0,0,0.56521739130435,NA,747.2,0,25,0.10955302366345,NA,0,NA,17.742857142857,0,0,0,NA,NA,NA,0.26733,NA,203.2,1.2779874213836,NA,NA,NA,228.2,0,NA,NA,NA,0,0.14596273291925,NA,0.1791,0.0049518201284797,159,124.2,0.83735909822866,0.45574057843997,7,0,0,1.5525,0,NA,NA,NA,0.0875,8.3,32.75,104,1550,NA,8.3,14.963855421687,0,0.3,1.2402173913043
"10",2002-12-31,3.8,0,0,0.51791135397693,NA,751.2,0,28.8,0.13211009174312,NA,0,0,20.415384615385,0,0.026345139412208,3.496,30.2,22.5413,30.2,0.2536,NA,189.2,NA,6.2649006622517,6.2649006622517,22.5413,218,0,NA,NA,NA,0,NA,NA,0.1864,0.005457933972311,135.9,132.7,0.64280331574981,0.39128440366973,6.5,0,0.53784615384615,1.6712846347607,0,0,0,0.16586666666667,0.081863979848866,12.1,36.9,85.3,2003,0,8.3,15.987951807229,0,NA,1.392200147167
"11",2001-12-31,NA,NA,NA,0.5966,NA,725.1,0,29,0.12616924080922,NA,0,NA,13.264705882353,0,0,0,NA,NA,NA,0.31974,NA,200.85,NA,NA,NA,NA,229.85,0,NA,NA,NA,NA,NA,0,0.1822,0.0062060405461316,167.196,112.75,1.0385809312639,0.50946269306069,8.5,0,0,1.4236111111111,0,NA,NA,NA,0.10732323232323,16.8,27.5,117.1,100,0,8.5,13.264705882353,0,NA,1.3747338453073
"12",2000-12-31,NA,NA,NA,0.23671155209072,NA,676.2,0,26.7,0.18064952638701,NA,NA,NA,13,0,0.032167832167832,3.68,NA,NA,NA,0.31328,NA,121.1,NA,NA,NA,NA,147.8,0,NA,NA,NA,NA,NA,NA,0.2133,NA,81,114.4,0.29195804195804,0.22598105548038,8.8,0,0.41818181818182,1.5397039030956,0,NA,NA,NA,0.11843876177658,NA,28.6,33.4,NA,NA,NA,NA,NA,NA,1.372330547818
