"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12.2,1.03,0.278,0.0062,161.5,212.2,36.5,16.4,0.0835,0.2515,0.0773,7.57,0.8,19.95,14,0,0,15,9.3,29,0.3755,0.3718,180.1,1.23,2.03,12.09,6.23,2.76,-20.76,196.5,0.0368,0.96,17.1,0.06,0.03,0.2617,NA,0.8062,0.058,146.1,195.5,0.0051,0.0051,9.8,0.1503,20.9,0.3206,0,1.21,0.2285,3,30.07,3.2311,65.2,0.0637,0.0607,5.9,16.42,1,56649,88.8,12.1,16.16,88.8,1.35,1.21
"2",2010-12-31,12.1,1.56,0.4482,0.013106159895151,150.6,188.8,21.9,19.1,0.10646599777035,0.3543599257885,0.10116525423729,3.8473,0.72512271307452,25.342857142857,11.9,0,0,11.4,7.0902,23.3,0.37805,0.38053097345133,160.3,1.2007490636704,2.5525477707006,14.061403508772,6.8798283261803,2.974025974026,-6.7571,179.4,0.03760593220339,0.77,18.779220779221,0.17,-0.208,0.28205128205128,NA,0.8074,0.066207627118644,133.5,177.4,0.011273957158963,0.011148272017837,7,0.12987012987013,23.3,0.43228200371058,0,1.1779548472776,0.21150278293135,3.291280148423,13.8473,1.9530127842149,53.9,0.053110337078652,0.046480743691899,5.9,14.46,2,64790,62.8,8.6,20.627906976744,62.8,1.3,1.175622542595
"3",2009-12-31,12.1,1.6,0.5498,0.088518280949326,142.1,186.9,9.5,23,0.093610093610094,0.33923303834808,0.12306046013911,-4.3558,0.63659512550018,21.081818181818,11.7,0,0,17.7,11.3174,29.4,0.3606,0.36046511627907,222.7,1.6756960120391,3.9001751313485,12.581920903955,7.5748299319728,3.2846607669616,17.8731,245.7,0.040663456393793,NA,NA,0.285,-0.206,0.1970802919708,NA,0.8479,0.06848582129481,132.9,231.9,0.059508408796895,0.056166056166056,11,0.16224188790561,27.6,0.4070796460177,0,1.6319493314567,0.26106194690265,3.4203539823009,-6.5558,-0.57926412406311,67.8,0.085157110609481,0.077410274454609,6.2,18.91,13.8,54504,57.1,8.2,28.280487804878,57.1,1.4,1.5760102629891
"4",2008-12-31,12.1,1.69,0.5526,0.11533242876527,130.4,181.1,46.3,3.4,0.013860578883,0.039859320046893,0.018774157923799,-0.5815,0.40535649656171,14.634615384615,9.9,0,0,24.6,15.8377,34.5,0.35619,NA,241.9,1.6798611111111,2.8900836320191,9.8333333333333,7.0115942028986,2.8358733880422,-19.9808,245.3,0.049696300386527,0.97,19.432989690722,0.38,0.1764,0.49025601834161,NA,0.7949,0.072335726118167,144,228.3,0.074463425317565,0.069302894415002,15.6,0.18288393903869,31,0.36342321219226,0,1.7507668711656,0.2883939038687,2.6764361078546,35.8185,2.2615950585641,85.3,0.10998420833333,0.11963190184049,5.8,18.85,17,127644,83.7,15.4,14.824675324675,83.7,1.4,1.6641791044776
"5",2007-12-31,12.1,1.53,0.5478,0.11317829457364,114.4,153.2,25.3,18.9,0.15441176470588,0.26068965517241,0.1233681462141,-1.3912,0.33588901058781,8.7642276422764,7.5,0,0,18.6,12.1908,26.1,0.34458,NA,103.5,0.94005449591281,1.3511749347258,5.5645161290323,3.9655172413793,1.4275862068965,-4.218,122.4,0.056135770234987,1.22,8.3032786885246,0.355,0.152,NA,NA,0.7614,0.087467362924282,110.1,107.8,0.13543599257885,0.11928104575163,12.3,0.16965517241379,24.6,0.33931034482759,0,0.94230769230769,0.25655172413793,1.4868965517241,16.4088,1.3459995598494,72.5,0.11072490463215,0.10751748251748,5.3,10.13,14.6,97647,76.6,18,5.9888888888889,76.6,1.15,0.94883720930233
"6",2006-12-31,12,1.28,0.6924,0.15313807531381,101.2,135.6,27.7,29.4,0.11917308471828,0.4688995215311,0.21681415929204,-1.6172,0.24263431542461,30.052631578947,6,0,0,12.2,7.7957,18.2,0.36101,NA,217.3,2.4117647058824,3.20029455081,17.811475409836,11.93956043956,3.4657097288676,-12.2871,246.7,0.49115044247788,0.24,87.833333333333,NA,-0.0473,0.26031474620816,NA,0.5113,0.10103244837758,90.1,228.4,0.080122591943958,0.074179164977706,7.6,0.12121212121212,19.5,0.311004784689,0,2.2569169960474,0.19457735247209,3.6427432216906,20.0828,2.5761422059271,62.7,0.086522508324084,0.075098814229249,5.3,21.08,18.3,26400,67.9,10,22.84,67.9,1.05,2.0644351464435
"7",2005-12-31,9,-0.26,0.7054,0.38159675236807,45.7,86.4,17.7,3.3,0.016417910447761,0.066937119675456,0.038194444444444,-3.516,0.28352707683584,39.272727272727,4.2,0,0,8.9,5.604,13.1,0.37034,NA,197.7,2.800283286119,3.295,22.213483146067,15.091603053435,4.0101419878296,-4.38,201,0.55092592592593,NA,NA,NA,1.0909,0.38987688098495,NA,0.4214,0.16203703703704,70.6,172.8,0.16319444444444,0.14029850746269,4.4,0.089249492900609,16.2,0.32860040567951,0,3.781181619256,0.18052738336714,3.5050709939148,9.984,1.7815885047342,49.3,0.079376402266289,0.096280087527352,4.9,13.9,28.2,133900,60,6.6,26.181818181818,60,1.25,2.7198917456022
"8",2004-12-31,6.1,0,0,0.3957783641161,NA,43.3,11.6,0.7,0.0039525691699605,0.017412935323383,0.016166281755196,6.3525,NA,47.676470588235,2.4,0,0,3.9712,2.9683,6.3712,0.25255,NA,176.4,4.741935483871,4.3880597014925,44.41982272361,27.687091913611,11.025,-12.5842,177.1,0.71362586605081,NA,NA,NA,0.0317,0.63024867509172,NA,0.0798,0.062355658198614,37.2,162.1,0.092535471930907,0.084697910784867,3.4,0.2125,4.2,0.2625,0,7.0786026200873,0.2482,10.13125,15.5525,5.239577927834,16,0.079792296774194,0.14847161572052,2.7,16.98,15,135700,40.2,3.7,43.810810810811,40.2,1,4.6728232189974
"9",2003-12-31,5,0,0,0.42857142857143,NA,28.3,7.9,0.2,0.0029585798816568,0.013605442176871,NA,0.3266,NA,43.692307692308,1.7,0,0,4.4186,2.8818,6.1186,0.3478,NA,67.4,2.5823754789272,4.5850340136054,15.253838354577,11.015663816323,5.265625,-3.6448,67.6,0.77031802120141,NA,NA,NA,0.1954,0.3199481865285,NA,0.0828,0.095406360424028,26.1,56.8,0.19014084507042,0.15976331360947,1.3,0.1015625,2.2,0.171875,0,4.2706766917293,0.3452,4.4375,6.5266,2.2647639849886,12.8,0.11041321195402,0.090277777777778,2.3,9.46,10.8,7100,14.7,3.2,17.75,14.7,1,2.6825396825397
"10",2002-12-31,4.9,0,0,0.42995169082126,NA,23.9,4.4,2.7,0.071052631578947,0.2621359223301,NA,-1.4,0,36.375,1.2,0,0,1.8,1.0335,3,0.42586,NA,35.3,NA,NA,19.611111111111,11.766666666667,3.4271844660194,-2.1665,38,0.65690376569038,NA,NA,NA,-0.1878,0.38095238095238,NA,0.0099,0.11297071129707,19.2,29.1,0.30584192439863,0.23421052631579,0.8,0.077669902912621,1.5,0.14563106796117,0,2.4661016949152,0.1747572815534,2.8252427184466,3.2,3.0964186048312,10.3,0.053825625,0.067796610169491,1.7,5.96,8.9,8243,0,NA,NA,0,NA,1.8385416666667
