"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-11,8.3,1.01,0.3619,0.1508,83.9,135.2,45.3,2,0.0081,0.0417,0.0148,0.02,0.7,31.16,19.1,0.0101,2.32,11,7.55,30,0.3076,0.3019,243.5,2.52,5.03,22.34,8.12,5.07,-18.67,245.5,0.8994,1.42,19.88,NA,0.065,0.1751,NA,0.3989,0,96.8,230.6,0.0646,0.0607,7.4,0.1542,2.1,0.0438,0.3141,2.75,0.2271,4.8,26.22,3.4736,48,0.078,0.0882,6.4,28.23,14.9,11074,48.4,7.4,31.16,48.4,1.4,2.48
"2",2010-12-11,8.3,0.95,0.4324,0,78.8,111.4,27.5,3.5,0.012531328320802,0.079908675799087,0.031418312387792,0.1041,0.78052728954672,32.858823529412,14.7,0.0083,2.3182,12.2,8.8676,26.9,0.27315,0.27350427350427,275.8,3.6626826029217,6.1288888888889,22.606557377049,10.252788104089,6.296803652968,-4.0365,279.3,0.86265709156194,0.66,49.712121212121,-0.085,-0.1506,0.17219078415521,NA,0.3913,0,75.3,279.3,0,0,8.5,0.19406392694064,3.8,0.08675799086758,0.27272823529412,3.5444162436548,0.27853881278539,6.3767123287671,12.9041,1.455202449943,43.8,0.11776321381142,0.10786802030457,6,32.81,0,14637,45,8.5,32.858823529412,45,1.35,3.5444162436548
"3",2009-12-11,8.3,0.86,0.4512,0.13959731543624,64.1,108.6,39.9,0.6,0.0024340770791075,0.015,0.005524861878453,0.8168,0.77570921985816,NA,30.6,0.0099,2.3374,-2.5,-2.5,28.1,0,NA,245.9,3.3274695534506,4.7197696737044,NA,8.7508896797153,6.1475,-12.6167,246.5,0.88489871086556,1.7,16.129411764706,0.145,-0.4233,0.19684106614018,NA,0.3365,0,73.9,236.1,0.044049131723846,0.042190669371197,-2.4,-0.06,2.7,0.0675,NA,3.6833073322933,-0.0625,5.9025,10.1167,NA,40,-0.03382949932341,-0.037441497659906,4.7,27.42,10.4,16336,52.1,11.4,20.71052631579,52.1,1.4,3.3087248322148
"4",2008-12-11,8.3,0.88,0.3979,0.12435897435897,68.3,122,38.7,0.9,0.0040160642570281,0.013005780346821,0.0073770491803279,-1.572,0.56295551646142,9.9259259259259,19.8,0.0108,2.3155,33.3,22.1205,53.1,0.33572,NA,223.2,2.8949416342412,5.608040201005,6.7027027027027,4.2033898305085,3.2254335260116,4.7925,224.1,0.81803278688525,NA,NA,0.3,0.8667,0.36118532912315,NA,0.2854,0,77.1,214.4,0.045242537313433,0.043284248103525,21.6,0.3121387283237,3.7,0.053468208092486,0.1072,3.1390922401171,0.48121387283237,3.0982658959538,17.328,0.78334648320632,69.2,0.28690692607004,0.31625183016105,5.6,25.9,9.7,24692,39.8,-2.4,NA,39.8,1.4,2.8730769230769
"5",2007-12-11,8.3,0.94,0.3364,0.12435897435897,68.3,122,38.7,0.9,0.0054844606946984,0.013005780346821,0.0073770491803279,0.0053,0.64209274673008,7.1152073732719,19.8,0.015051813471503,2.324,33.3,22.1172,53.1,0.33582,NA,163.2,2.1167315175097,2.3617945007236,4.9009009009009,3.0734463276836,2.3583815028902,3.2118,164.1,0.81803278688525,NA,NA,0.3,0.8667,NA,NA,0.2895,0,77.1,154.4,0.062823834196891,0.059110298598416,21.7,0.3135838150289,3.7,0.053468208092486,0.10709677419355,2.2606149341142,0.48121387283237,2.2312138728324,18.9053,0.85478053051437,69.2,0.28686373540856,0.31771595900439,5.6,18,9.7,67392,69.1,21.6,7.1481481481481,69.1,1.35,2.1038461538461
"6",2006-12-11,8.4,0.94,0.4778,0.061185468451243,49.1,70.9,22.6,0.4,0.0018315018315018,0.010989010989011,0.0056417489421721,-0.4896,0.1841774801172,20.301886792453,10.1,0.01092936802974,2.352,17.5,12.2061,27.6,0.30251,NA,218,4.2003853564547,5.5754475703325,12.457142857143,7.8985507246377,5.989010989011,0.1956,218.4,0.86459802538787,NA,NA,0.28,0.1205,0.23605150214592,NA,0.1751,0,51.9,215.2,0.014869888475836,0.014652014652015,10.6,0.29120879120879,6.6,0.18131868131868,0.22188679245283,4.3828920570265,0.48076923076923,5.9120879120879,12.0104,0.98397228924446,36.4,0.2351844894027,0.21588594704684,3.3,26,3.2,4100,39.1,6.4,33.625,39.1,0.55,4.1759082217973
"7",2005-12-11,8.4,1.61,0.5384,0.061185468451243,49.1,70.9,22.6,0.4,0.0024316109422492,0.010989010989011,0.0056417489421721,-0.1813,0.13372956909361,15.216981132075,10.1,0.014581525108494,2.352,17.5,12.2061,27.6,0.30251,NA,164.1,3.1618497109827,4.3877005347594,9.3771428571429,5.945652173913,4.5082417582418,-0.1126,164.5,0.86459802538787,NA,NA,0.355,0.1205,0.16973618715779,NA,0.1227,0,51.9,161.3,0.01983880967142,0.019452887537994,10.6,0.29120879120879,6.6,0.18131868131868,0.22188679245283,3.2851323828921,0.48076923076923,4.4313186813187,12.3187,1.0092254323098,36.4,0.2351844894027,0.21588594704684,3.3,18.8,3.2,9300,37.4,10.6,15.216981132075,37.4,0.45,3.1453154875717
"8",2004-12-11,4.2,0,0,0.11872146118721,NA,61.2,14.7,1.6,0.0088691796008869,0.049230769230769,0.026143790849673,0,NA,16.685714285714,7.7,0.0049382716049383,0.84,14.8875,10.354,22.5875,0.30452,NA,178.8,4.2369668246445,5.5015384615385,12.010075566751,7.9158826784726,5.5015384615385,3.354,180.4,0.85457516339869,NA,NA,0.355,0.3648,0.37509549274255,NA,0.1052,0,42.2,175.2,0.029680365296804,0.028824833702882,10.5,0.32307692307692,3.8,0.11692307692308,0.08,4.5388601036269,0.45807692307692,5.3907692307692,7,0.67606993016246,32.5,0.24535446682465,0.2720207253886,4.5,40.5,5.2,2700,32.5,10.5,16.685714285714,32.5,0.4,4.1187214611872
"9",2003-12-11,4.2,0,0,0.39516129032258,NA,49.4,9.2,0.6,0.0055197792088316,0.024390243902439,NA,0.2919,NA,15.93220338983,6.5,0.0087336244541485,0.84,15.7354,11.4454,22.2354,0.27263,NA,108.1,2.9535519125683,4.3943089430894,6.8698777784557,4.861625806823,4.8693693693694,8.4535,108.7,0.88461538461539,NA,NA,0.125,0.6819,0.34987328264639,NA,0.0593,0,36.6,94,0.1563829787234,0.13523459061637,5.9,0.26576576576577,2.7,0.12162162162162,0.14237288135593,4.1777777777778,0.7088,4.2342342342342,2.9919,0.26140496291894,22.2,0.31271663396721,0.26222222222222,2.7,22.9,14.7,800,24.6,6.8,13.823529411765,24.6,0.4,2.9220430107527
"10",2002-12-11,2.1,0,0,0.51428571428571,NA,44.8,7,0.2,0.0025510204081633,0.015267175572519,NA,4,0,302,5.8,0.011125827814569,0.672,1.6,1.6,7.4,0,NA,78.2,NA,NA,48.875,10.567567567568,5.969465648855,0.4,78.4,0.91517857142857,NA,NA,NA,0.0228,0.38215102974828,NA,0.061,0,34.8,60.4,0.29801324503311,0.22959183673469,0.2,0.015267175572519,1.3,0.099236641221374,3.36,3.5529411764706,0.12213740458015,4.6106870229008,1.2,0.75,13.1,0.045977011494253,0.011764705882353,2.3,27.99,18,1762,12,0.8,75.5,12,0.35,2.2471264367816
