"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Depreciation","Dividend Yield","Dividends","Effective Tax Rate","Enterprise Value","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-28,0,0,0,0,0,0,0,0,26297.7,26297.7,2.62,17.35,0.0667,0.01,0.0052,26297.7,0,0,0,0,0,0,45.47,0,3517257
