"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,53.7,0.5,0.1548,0.1187,6071.4,18893.6,0,1134,0.1754,0.06,NA,0.8,NA,0,0.0183,103.1,NA,NA,NA,0,NA,5332.1,0.93,0.15,NA,6466.1,0,13.3,8.27,0.05,NA,0.1649,0.015,0.9362,0,5755.5,5648,0.1448,0.1265,-93.6,0,0.1655,0.93,NA,0,NA,NA,-0.0154,4101.3,109.95,818.1,327700,NA,622.8,9.07,NA,0.75,0.94
"2",2010-12-31,54.4,0.62,0.2064,0.11519939168638,6283.5,18408,0,1043.7,0.19950682417709,0.056698174706649,NA,0.8,8.5182397220614,0,0.0234,103.2712,NA,NA,NA,0,0,4187.7,0.69127915614322,0.055,NA,5231.4,0,10.95,7.6794520547945,0.22,NA,0.12412681354111,0.017,0.9093,0,6057.9,4413.3,0.18537149072123,0.15638261268494,518.1,0,0.19932680949624,0.7023633325376,1.5487708585566,0,NA,NA,0.082454046311769,3934.6,84.09,818.1,403772,NA,220.2,20.042234332425,NA,0.75,0.73665089557283
"3",2009-12-31,59.3,0.5,0.2197,0.14298355267778,6101.7,18001.3,0,920.7,0.15836458082493,0.051146306100115,NA,0.8,6.2796909781328,0,0.0225,107.9055,NA,NA,NA,0.18895,0.18893372982158,4893.1,0.78933698983707,0.035,NA,5813.8,0,10.12,8.3814229249012,0.1,NA,0.12926118362692,0.014,0.8197,0,6199,4795.8,0.21226906876851,0.17510062265644,763.7,0,0.14129304700799,0.78597767835193,1.7941974223237,0,NA,NA,0.12516184014291,3894.1,84.82,1018,363784,NA,463.2,10.353626943005,NA,0.8,0.81657935025352
"4",2008-12-31,65.6,0.55,0.2217,0.19205146998941,4960.4,16846.6,0,2095.5,0.3316871646327,0.12438711668823,NA,0.57735678845286,9.2654165164082,0,0.0226,116.1324,NA,NA,NA,0.09408,NA,4222.2,1.0440652818991,0.05,NA,6317.7,0,11.96,7.1638795986622,0.17,NA,0.23222310335712,0.014,0.9218,0,4044,5138.6,0.22945938582493,0.18663437643446,554.6,0,0.20939841327083,1.035924522216,1.8530833032816,NA,NA,NA,0.11180549955649,3694.3,85.68,1179.1,592608,NA,750.9,6.8432547609535,NA,0.8,1.0290251649157
"5",2007-12-31,65.4,0.45,0.1781,0.17175867243615,5684.8,17999.5,0,2476.3,0.42252631938164,0.13757604377899,NA,0.7636159460977,6.0778917304946,0,0.026820453671665,125.568,0,0,0,0.18201,NA,3384.4,0.77139080092994,0.145,NA,5860.7,0,11.66,6.5300171526587,0.125,NA,0.31584535631753,0.017,0.9356,0,4387.4,4681.8,0.2518048613781,0.20115344583412,770.3,0,0.16301181357913,0.82356459330144,0.41916494693066,NA,NA,0,0.13550168871376,3997.5,76.14,1178.9,482505,NA,446.2,10.492604213357,NA,0.85,0.85386890452671
"6",2006-12-31,65,1.01,0.1597,0.1631248668753,5107.7,17107.6,0,1556.4,0.21198294765803,0.090977109588721,NA,0.8,7.7557130636686,0,0.019664381942803,124.8,0,0,0,0.14462,NA,5785.7,1.2724493611032,0.18,NA,7342.1,0,13.78,7.3911465892598,0.105,NA,0.1178002894356,0.018,0.9298,0,4546.9,6346.5,0.15687386748602,0.13560153089715,818.3,0,0.15251130392277,1.2425357793136,0.43087294798159,NA,NA,0,0.16020909607064,3853.2,101.85,995.6,583000,NA,997.1,6.3649583793,NA,1,1.2029721626006
"7",2005-12-31,64.6,1.14,0.1558,0.1963620127349,4139.7,16474.5,0,1551,0.20881857960283,0.09414549758718,NA,0.8,NA,0,0.0096658354114713,62.016,0,0,0,0,NA,5876.5,1.6322704294206,0.255,NA,7427.5,0,12.71,7.7191188040913,0.015,NA,0.093334745089735,0.017,0.9051,0,3600.2,6416,0.15765274314215,0.13618310333221,-259,0,NA,1.5498707635819,NA,NA,NA,0,-0.062564920163297,3972,98.11,1011.5,120400,NA,483,13.283643892339,NA,1.05,1.4418970337009
"8",2004-12-31,55.7,0.91,0.2042,0.25117995885272,NA,15072.8,0,770.8,0.11064379530611,0.051138474603259,0,0.89128305582762,13.518903591682,0,0.0044048453298628,24.508,NA,NA,NA,0.09985,NA,6195.7,1.479746835443,0.135,NA,6966.5,0,9.17,10.893129770992,0.17,0,0.14992845407812,0.021,0.8382,0,4187,5721.2,0.21766412640705,0.17875547261896,423.2,0,0.057911153119093,1.541063973064,1.0014002660506,0,NA,NA,0.11399326599327,4425.1,99.89,1245.3,246600,NA,438.6,13.044231646147,0,1.1,1.4051595465731
"9",2003-12-31,55.7,0.77,0.2152,0.13330765279918,NA,12683,0,336.7,0.060415208770702,NA,0,0.71561338289963,10.687248889829,0,0.0045065344749887,22.28,NA,NA,NA,0.13343,NA,5236.4,1.3899609800122,0.175,NA,5573.1,0,12.01,7.3905079100749,0.125,0,0.1342966160005,0.022,0.8528,0,3767.3,5054,0.10271072417887,0.09314385171628,472.9,0,0.047113554662719,1.5968908970268,0.61069993656164,0,NA,NA,0.14012267030134,3737.9,88.76,519.1,147300,NA,636.5,7.9402985074627,0,1.1,1.4312018489985
"10",2002-12-31,50.9,0.33,0.2785,0.17970562770563,NA,9864.6,0,377.9,0.073722200546235,NA,0,0.2639,17.517490494297,0,0.0039773393240867,18.324,0,0,0,0.19984,NA,4748.1,NA,0.23,0,5126,0,9.81,8.4617737003058,NA,0,0.27752639517345,0.024,0.8848,0,2719.6,4607.1,0.11263050508997,0.10122902848225,263,0,0.069673003802281,1.945073038926,0.76163002149116,0,0,0,0.11103605505362,2637.6,83.01,518.9,396512,0,296.3,15.548768140398,0,1.1,1.7458817473158
"11",2001-12-31,NA,0.22,0.3763,0,NA,7796.2,0,220.7,0.089515311295883,NA,0,0.1046,24.90404040404,0,0.006,14.793,NA,NA,NA,0,NA,2244.8,NA,0.17,NA,2465.5,0,6.54,7.6850152905199,0.23,NA,0.28474263162314,0.02,0.8694,0,1499.793,2465.5,0,0,99,0,0.14942424242424,1.4330136588201,1.4649435531788,0,NA,NA,0.057541412380122,1560.1,50.26,0,611300,0,122.4,20.142973856209,0,1.1,1.643893523973
"12",2000-12-31,NA,1.05,0.4044,0,NA,7013.1,0,475.4,0.14895817013943,NA,NA,0.77893175074184,17.12178111588,0,0.0040357198809337,12.88,NA,NA,NA,0.19574,NA,2716.1,NA,0.15,NA,3191.5,0,NA,NA,NA,NA,0.25589952803776,0.018,0.9493,NA,1108,3191.5,0,0,186.4,0,0.069098712446352,2.0155993431856,114.1452074392,0,NA,NA,0.11772135910067,NA,70.1,0,NA,NA,115,27.752173913043,NA,NA,2.0155993431856
"13",1999-12-31,NA,1,0.3923,0,NA,5704.3,0,135.8,0.049161930275495,NA,NA,0.38236043843997,17.471853257432,0,0.0039792926184701,10.992,-1095.6,-1095.6,-1095.6,0.19595,NA,2626.5,NA,0.135,-1095.6,2762.3,0,NA,NA,NA,0,0.55729166666667,0.019,0.9337,NA,1191.7,2762.3,0,0,NA,NA,0.069525616698292,2.0808286252354,1.2942113524024,NA,NA,-0.91935889905178,0.12768361581921,1095.6,NA,NA,NA,NA,169.5,16.296755162242,0,NA,2.0808286252354
