"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,59,1.24,0.416,0.4667,292,788.5,33.4,113.3,0.145,0.1806,0.1437,2.63,0.75,42.4,40.8,0.009,4.72,43,27.34,83,0.3581,0.3951,668,1.54,1.03,15.68,8.01,1.06,0.184,32.11,781.3,0.3938,NA,NA,NA,0.2649,0.8586,0.1254,434.2,525.8,0.4859,0.327,12.4,0.0198,85.1,0.1357,0.7738,1.8,2.3,0.0679,0.84,-4.77,-0.1744,627.3,0.063,0.0425,50.4,8.93,255.5,336252,646.7,6.1,86.2,646.7,1.35,1.43
"2",2010-12-31,58.8,1.84,0.6287,0.39584235599827,279,693.8,25.3,48.5,0.092947489459563,0.070607075265686,0.069904871720957,-2.9801,0.53682201367902,9.7976878612717,34.3,0.0146,4.9494,68.4,42.4962,102.7,0.37871,0.36279926335175,473.3,1.1451729978224,0.73849274457794,6.9195906432748,4.6085686465433,0.68903770563401,0.1055,54.4763,521.8,0.46584029979821,NA,NA,0.0997,0.38449612403101,0.8235,0.14600749495532,413.3,339,0.53923303834808,0.35032579532388,34.6,0.050371233076139,44.5,0.064783811326248,0.14304624277457,1.2150537634409,0.9286907925376,0.099577813364391,0.49352161886738,-11.9801,-0.28190862176611,686.9,0.10282176627147,0.12401433691756,54.4,5.56,182.8,457088,640.9,19.8,17.121212121212,640.9,1.35,1.1299263750541
"3",2009-12-31,58.5,2.03,0.6914,0.43272559427648,245.8,665.4,24.7,3.3,0.0053501945525292,0.0053037608486017,0.0049594229035167,7.6269,0.5062192652589,24.531428571429,33,0.0093,3.9925,42.3,24.2349,75.3,0.42707,0.31906614785992,613.5,1.4267441860465,0.90835060704768,14.503546099291,8.1474103585657,0.98601735776278,0.2785,24.9081,616.8,0.43763149984971,0.54,13.648148148148,0.0592,0.33333333333333,0.8195,0.14833183047791,430,429.3,0.43675751222921,0.30398832684825,17.5,0.028126004500161,89.2,0.14336226293796,0.22814228571429,1.746541903987,0.88084124134393,0.067984570877531,0.68997107039537,-0.6731,-0.027775089993023,622.2,0.056360323255814,0.071196094385679,45.2,7.37,187.5,558106,675.4,28.8,14.90625,675.4,1.4,1.4234941149319
"4",2008-12-31,58.5,NA,NA,0.49092945128779,227.3,666.2,44.5,10.5,0.017278262300477,0.017890611688533,0.015761032722906,5.0886,NA,77.7,30.1,0,0,26.1,14.7371,56.2,0.43536,NA,597.2,1.3697247706422,0.95582586427657,22.88122605364,10.626334519573,1.0175498381326,0.303,-4.7515,607.7,0.44566196337436,0.36,18,0.1375,0.61471861471861,0.8288,0.14740318222756,436,388.5,0.56422136422136,0.36070429488234,5,0.0085193388993014,78.8,0.13426478105299,0,1.7091948966124,2.5643564356436,0.044470949054353,0.66195263247572,19.4886,1.3224196017011,586.9,0.033800697247706,0.021997360316762,42.8,6.48,219.2,273743,624.8,16.9,22.988165680473,624.8,1.45,1.3610302351624
"5",2007-12-31,58.5,NA,NA,0.46446164672766,228.3,624.4,111,8.2,0.019593787335723,0.015897634742148,0.013132607303011,-9.5143,NA,31.056338028169,26.5,0.018571428571429,4.095,29.1,15.2865,55.6,0.47469,NA,410.3,0.98134417603444,0.70643939393939,14.099656357388,7.3794964028777,0.79546335789066,NA,-59.6991,418.5,0.47517616912236,0.11,37.727272727273,-0.1718,0.55704697986577,0.6057,0.15566944266496,418.1,220.5,0.89795918367347,0.47311827956989,7.1,0.013765025203567,75.5,0.14637456378441,0.57676056338028,0.96583442838371,NA,0.056417215975184,0.42749127568825,74.9857,4.9053446074495,515.8,0.036561877541258,0.031099430573806,38.6,4.15,198,202763,580.8,6.9,31.95652173913,580.8,NA,0.981703026038
"6",2006-12-31,40,NA,NA,0.6058282208589,128.5,528.4,29.8,3.6,0.0051114581854323,0.0084507042253521,0.0068130204390613,NA,NA,194.92307692308,25.1,0,0,26.2,17.9585,51.3,0.31456,NA,700.7,2.1733870967742,NA,26.74427480916,13.658869395712,1.6448356807512,NA,NA,704.3,0.45287660862983,0.13,59.769230769231,NA,0.34512115258677,0.5786,0.1892505677517,322.4,506.8,0.3897000789266,0.2804202754508,2.6,0.0061032863849765,44.8,0.10516431924883,0,3.9439688715953,NA,0.06150234741784,1.1896713615023,NA,NA,426,0.055702630272953,0.02023346303502,30.5,7.77,197.5,137773,NA,NA,NA,NA,NA,2.1604294478528
