"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,0,0.45,0.1397,NA,NA,NA,0,0,NA,NA,NA,NA,0.8,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0.47,NA,0,NA,1.04,38.66,NA,NA,0.1263,0.011,0.4894,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,40.21,0,947614,464.5,119.9,NA,464.5,0.85,NA
"2",2008-12-31,89.8,0.98,0.2942,0.42820572492437,1228.5,2546.5,654.1,10.6,0.0032185583287788,0.044148271553519,0.0041625760848223,-2221.0558,0.51665533650578,22.369462770971,59.5,0.0651,154.5083,159.7,157.7565,219.2,0.01217,3282.8,1.535525515693,0.28864347764921,20.556042579837,14.976277372263,13.672636401499,NA,1784.2122,3293.4,0.92169644610249,0.98,26.438775510204,NA,0.1382,0.32909604519774,0.016,0.4513,0.0067543687414098,2137.9,2373.4,0.38762956096739,0.27934657193174,106.1,0.44189920866306,-47.9,-0.19950020824656,1.4562520263902,1.9319495319495,NA,0.66513952519783,9.8850478967097,-1626.4558,-10.309916064414,240.1,0.073790378876468,0.086365486365486,17.5,25.91,920,1964740,11373.2,119.7,19.827903091061,11373.2,0.95,1.5328834070282
"3",2007-12-31,89.8,0.83,0.2273,0.36858974358974,1228.5,2546.5,654.1,10.6,0.0032223742210062,0.044148271553519,0.0041625760848223,2244.2177,0.66871975362956,22.332704995288,59.5,0.064048111415911,151.762,159.7,157.7565,219.2,0.01217,3278.9,1.533701295664,0.2853872733761,20.531621790858,14.95848540146,13.656393169513,NA,-2681.0613,3289.5,0.92169644610249,1.01,22.920792079208,NA,0.1382,0.39831528279182,0.026,0.4294,0.0067543687414098,2137.9,2369.5,0.38826756699726,0.2796777625779,106.1,0.44189920866306,-47.9,-0.19950020824656,1.4303675777568,1.9287749287749,NA,0.66513952519783,9.868804664723,2838.8177,17.994939190203,240.1,0.073790378876468,0.086365486365486,17.5,23.15,920,2410099,11489.3,118.6,19.97892074199,11489.3,0.95,1.5310681871073
"4",2006-12-31,89.8,1.18,0.1774,0.36858974358974,1228.5,2546.5,654.1,10.6,0.0028168265525763,0.044148271553519,0.0041625760848223,6.1611,0.8,26.546218487395,59.5,0.051799795997327,147.272,159.7,157.798,219.2,0.01191,3752.5,1.7552270920062,13.157433380084,23.497182216656,17.119069343066,15.628904623074,NA,-442.9631,3763.1,0.92189279403102,1.23,18.414634146341,NA,0.1382,0.14616389770394,0.025,0.4211,0.01083840565482,2137.9,2843.1,0.32359044704724,0.2444792856953,107.1,0.44606413994169,-32.8,-0.13660974593919,1.3750887021475,2.3142857142857,NA,0.66513952519783,11.841316118284,600.7611,3.807153464144,240.1,0.073809800739043,0.087179487179487,17.5,22.65,920,6390976,285.2,129.1,22.022463206816,285.2,0.9,1.7515010472423
"5",2005-12-31,83.7,1.13,0.1743,0.50855480780199,989.2,1921,417.3,65.7,0.018758029978587,0.33401118454499,0.034200937011973,4.8114,0.68846815834768,29.269058295964,46.4,0.048729891221082,127.224,131,129.8171,177.4,0.00903,3436.8,1.8933450859409,15.295060080107,26.235114503817,19.373167981962,17.472292831723,0.0409,-245.8943,3502.5,0.9135866736075,1.72,16.104651162791,0.035,0.0614,0.14486921529175,NA,0.294,0.014003123373243,1815.2,2610.8,0.34154282212349,0.25458957887223,89.2,0.4534824605999,-33.8,-0.17183528215557,1.4262780269058,2.6393044884755,7.1562489721184,0.66598881545501,13.273004575496,375.7114,2.8941601277887,196.7,0.071516675848391,0.090173877881116,15.4,27.7,891.7,380300,224.7,99.4,26.265593561368,224.7,0.75,1.8621404646712
"6",2004-12-31,79.3,0.25,0.1473,0.35532350243421,NA,1442.3,195.5,2.1,0.00089175761178819,0.011099365750529,0.0014560077653747,-1.1308,0.33944331296674,22.013079667063,40.3,0.064292321924144,110.227,119.0043,118.0237,159.3043,0.00824,2352.8,1.525118299086,12.435517970402,19.770710844783,14.769216553575,13.398633257403,0.038,-36.0455,2354.9,0.9634611384594,1.6,13.5125,0.04,0.1198,0.098567457772076,NA,0.266,0.01192539693545,1542.7,1851.3,0.27202506346891,0.21385196823644,84.1,0.47892938496583,-14.6,-0.083143507972665,1.3106658739596,2.3547443398626,5.7929157018587,0.67770113895216,10.54271070615,154.0692,1.3054091376174,175.6,0.076504650549815,0.092043340264857,13.1,21.62,503.6,275700,189.2,89.4,20.708053691275,189.2,0.7,1.661539547026
"7",2003-12-31,37.9,0.22,0.1516,0.37955329036127,NA,1360.3,280.6,4.8,0.0019034023316679,0.027042253521127,NA,-2.7803,0.29023746701847,25.44696969697,33.5,0.10570739549839,99.677,136.1392,131.6466,169.6392,0.033,2517,1.7570680628272,14.180281690141,18.488432205923,14.837374243379,16.79119412942,0.0482,-112.6732,2521.8,0.92663383077262,3.06,8.1307189542484,0.055,0.0056,0.18389478541763,NA,0.2583,0.012644269646401,1432.5,2015.4,0.25126525751712,0.20080894599096,79.2,0.52835223482322,-15.1,-0.10073382254837,1.258547979798,2.7813966326249,5.2794542939771,0.9082,13.444963308873,244.3197,1.8558760386725,149.9,0.091899886254799,0.095675283884996,11.2,24.88,506.4,147000,177.5,96.9,20.798761609907,177.5,0.65,1.8901214210763
"8",2002-12-31,34.9,0.15,0.1359,0.35422314911366,NA,1080.2,134.4,8.9,0.005116118647965,0.064916119620715,NA,-7.8,0.246,19.15047879617,30.8,0.059832845203229,83.76,94.2,94.2,125,0,1730.7,NA,NA,18.372611464968,13.8456,12.62363238512,0.0482,-9.4,1739.6,0.9551009072394,2.86,14.052447552448,NA,0.0224,0.1149703823371,NA,0.1586,0.01592297722644,1053.2,1399.9,0.24266019001357,0.19527477581053,73.1,0.53318745441284,-7.4,-0.053975200583516,1.1458276333789,2.2604553528177,3.9731283809481,0.6870897155361,10.210795040117,103.6,1.099787685775,137.1,0.0894417014812,0.11803649281447,9.5,40.19,339.7,98172,145.6,79.1,17.697850821745,145.6,0.6,1.6432776300798
"9",2001-12-31,NA,-0.1,0.1713,0.3567,NA,1003.7,132.3,2.5,0.0015822784810127,0.019794140934283,NA,-0.0699,-0.0991,17.183431952663,29.1,0.0703,81.6605,115.9095,115.9095,145.0095,0,1577.5,NA,NA,13.609755887136,10.878597609122,12.490102929533,0.0486,12.7794,1580,0.9408189698117,2.8,11.939285714286,0.055,-0.1282,0.159375,0,0.1784,0.01713659459998,984.626,1161.6,0.27143595041322,0.19955696202532,67.6,0.53523357086302,-0.977,-0.007735550277118,1.2079952662722,2.0425531914894,3.5356855869676,0.91773159144893,9.1971496437055,103.1301,0.88974674207032,NA,0.11771931677612,0.11886759275541,7.8,33.43,315.3,49000,126.3,66,17.6,135.3,0.6,1.6046701996494
"10",2000-12-31,NA,0.55,0.1838,0.30522816560895,NA,934.8,56.1,3.8,0.0027177800028608,0.032423208191126,NA,-0.9098,0.6,16.328467153285,29,0.067778274474743,60.648,108.32796,108.328,137.328,0,1394.4,NA,NA,12.872023067729,10.153795337818,11.897610921502,0.0503,81.3471,1398.2,0.92115960633291,NA,10.567857142857,NA,0.1324,0.10760190965847,NA,0.1206,NA,915.8,894.8,0.45149754135002,0.31105635971666,54.8,0.46757679180887,-0.9,-0.007679180887372,1.1067153284672,1.7354538401862,324.62161338538,0.9243,7.6348122866894,26.9808,0.24906626137887,NA,0.11828779209434,0.10628394103957,6.8328,29.59,404,NA,117.2,65.8,13.598784194529,122.3,NA,1.5204436711614
