"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,220.7,NA,NA,0.2013,3632.7,7862.1,29.1,665.7,0.1084,0.0847,NA,NA,18.62,0,0.027,141.25,NA,NA,NA,0.324,0.3238,5473.7,1.41,0.063,NA,6139.4,0.0211,2.43,9.69,-0.14,NA,0.2162,NA,0.7471,0.2541,3882.8,5223.6,0.1753,0.1492,280.5,0,0.2623,1.44,2.96,29.1,NA,NA,0.0772,3261.1,23.55,915.8,2647151,NA,538.4,9.7,NA,0.85,1.35
"2",2010-12-31,223.7,NA,NA,0.21739626863968,3427.1,7887.5,53.9,580.8,0.13159922055558,0.073635499207607,NA,NA,9.3526074034045,0,0.0302,104.5343,NA,NA,NA,0.33001,0.34192745376956,3832.6,1.0090303556854,0.1,NA,4413.4,0.02280824088748,1.6,9.95625,-0.285,NA,0.14295081967213,NA,0.7451,0.31174643423138,3798.3,3461.4,0.27503322355116,0.21570671137898,370.1,0,0.28244874358282,1.0100084619649,0.93526074034045,53.9,NA,NA,0.10799217997724,3641.2,15.93,952,1809683,NA,327.6,10.565934065934,NA,0.85,1.0078326596789
"3",2009-12-31,228.2,NA,NA,0.20567934847508,3325.9,7934.4,50.8,387.7,0.096445185203612,0.048863178060093,NA,NA,14.088760035682,0,0.052,164.2524,NA,NA,NA,0.30965,0.34995650913308,3632.2,0.95599305153445,0.115,NA,4019.9,0.023921153458359,1.3,10.523076923077,NA,NA,0.12103243808859,NA,0.726,0.25579753982658,3799.4,3158.7,0.272643809162,0.21423418492997,224.2,0,0.73261552185549,0.94972789320184,1.2251095683202,50.8,NA,NA,0.067410325024805,3927.6,13.68,861.2,1779572,NA,313.1,10.088470137336,NA,0.85,0.96006782737455
"4",2008-12-31,214.9,NA,NA,0.31046008651199,2805.6,8368.2,84.2,771.3,0.17603962203862,0.092170359217036,NA,NA,NA,0,0.0444,138.4481,NA,NA,NA,0,NA,3610.1,1.0947990902199,0.115,NA,4381.4,0.03671040367104,0.9,14.955555555556,NA,NA,0.31246410109133,NA,0.7219,0.25164312516431,3297.5,3118.2,0.40510550958886,0.28830967270735,-179,0,NA,1.1114200171086,NA,NA,NA,NA,-0.063800969489592,2695,13.46,1263.2,3453778,NA,138.6,22.497835497835,NA,0.85,1.0768285489579
"5",2007-12-31,213,NA,NA,0.25424702880394,3244.1,7556.4,83.9,353.1,0.075917524886586,0.046728600921073,NA,NA,27.312018489985,0,0.036049758822036,127.8,0,0,0,0.265,NA,4298,1.0753064798599,0.1,NA,4651.1,0.035228415647663,-0.74,NA,NA,NA,0.51774076755974,NA,0.7535,0.23741464189296,3997,3545.1,0.31197991594031,0.23779321020834,129.8,0,0.98459167950693,1.0927838229401,2.7312018489985,NA,NA,0,0.040011097068524,3800.5,17.75,1106,3354535,NA,-201.1,NA,NA,1.15,1.0691938116365
"6",2006-12-31,221.4,NA,NA,0.12353371509296,3474.4,7259.6,145.4,888,0.23949511839905,0.12232078902419,NA,NA,7.3506167199635,0,0.082558031136385,265.68,0,0,0,0.372,NA,2819.8,0.9166802119567,0.1,NA,3707.8,0.035043253071795,1.04,13.067307692308,NA,NA,0.37200383509108,NA,0.7137,0.21684390324536,3076.1,3218.1,0.15217053540909,0.13207292734236,437.8,0,0.60685244403837,0.92623186737278,0.73506167199634,NA,NA,0,0.12600736817868,4606.2,13.59,489.7,2771525,NA,309.1,10.411193788418,NA,NA,0.93534471885169
"7",2004-12-31,172.6,0.91,0.2527,0.22116723006562,NA,9270.5,135,1019.3,0.13167889623811,0.10995091958363,0,0.7202216066482,8.6452091767881,0,0.027216957253047,172.6,NA,NA,NA,0.37,NA,6721.5,1.3401455487987,-0.02,NA,7740.8,0.041529583086133,3.61,10.177783933518,0.24,0,0.21998702141467,0.07,0.6494,0.37434874062888,5015.5,6406.1,0.2083482930332,0.17242403885903,741,0,0.23292847503374,1.362971000617,NA,135,NA,NA,0.15765622008042,6020.8,36.7418,1334.7,552800,NA,741,8.6452091767881,0,0,1.2826937098164
"8",2003-12-31,164.8,0.36,0.2059,0.13782664826604,NA,7295.3,144,1139.1,0.13430724063528,NA,0,0.34968431277319,9.1228823392899,0,0.021815008726004,164.8,NA,NA,NA,0.38,NA,7342.2,2.1894140450276,0.04,NA,8481.3,0.043562293531452,3.77,12.159151193634,0.23,0,0.18045779237708,0.07,0.5871,0.072635806615218,3353.5,7862.1,0.078757583851643,0.073007675710092,861.8,0,0.19122766303087,2.0297671296535,2.2807205848225,144,NA,NA,0.22249186760985,4738.3,45.84,619.2,331000,NA,0,NA,0,0.9,1.8878377776788
"9",2002-12-31,119.6,0.03,0.4015,0.17962437213365,NA,5245.7,77.8,1076.4,0.19265463917526,NA,0,0.0181,9.5800263306376,0,0.016905589257318,86.112,0,0,0,0.36,NA,4510.8,NA,0.09,-77.8,5587.2,0.031568713422422,4.41,8.687074829932,NA,0,0.21543408360129,0.074,0.6629,0.25346474255104,1671,5093.7,0.096884386595206,0.088326890034364,531.7,0,0.16195599022005,2.2599494210036,1.0644473700708,77.8,0,0,0.23590221394028,3547.7,38.31,493.5,1067417,0,844.4,6.0323306489815,0,0.8,2.6994614003591
"10",2001-12-31,NA,0.2,0.4313,0.239,NA,4416,43.2,666.3,0.1749507680189,NA,0,0.082,10.583868894601,0,0.0139,45.7824,NA,NA,NA,0.4,NA,3142.2,NA,0.1223,NA,3808.5,0.036594202898551,5.04,6.3234126984127,0.285,NA,0.23366811838948,0,0.6906,0.24551630434783,1487.3999,3293.7,0.15629838783131,0.13517132729421,311.2,0,0.14711577763496,2.0097016291415,0.86540219906799,43.2,NA,NA,0.18988345841723,2694.5,31.87,514.8,924200,0,449.1,7.3340013360053,0,0.95,2.5605084416101
