"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-04-30,27,1.41,0.4568,0.9667,16.4,633.7,59.7,4.6,0.0072,0.0096,0.0073,0.77,0.77,NA,58.6,0,0,31,30.7,89,0,637.3,1.3,1.37,20.76,7.14,1.33,NA,0.04,28.83,641.9,0.6576,0.31,14.13,NA,-0.025,0.3107,0.12,0.7097,0.167,488.6,165.1,2.8879,0.7428,-37.2,-0.0774,-24,-0.0499,NA,10.07,NA,0.0639,0.34,1.87,0.061,480.8,0.0628,-2.2683,60.8,4.38,476.8,153493,465.3,-62.1,NA,465.3,1.55,1.3
"2",2011-04-30,26.6,1.99,0.6545,0.8318726524772,94,690.6,55.2,1.9,0.0029530618588747,0.004076378459558,0.0027512308137851,-0.3115,0.61115355233002,NA,58.3,0,0,26.3,26.3,84.6,0,641.5,1.1512921751615,1.3412084465816,24.391634980989,7.5827423167849,1.3763140956876,NA,0.02,29.7115,643.4,0.65653055314219,NA,NA,NA,-0.1294,0.29632525410477,0.119,0.7002,0.15015928178396,557.2,178.3,2.6085249579361,0.72287845819086,-3.7,-0.0079382106844025,-11.9,-0.025531001930916,NA,1.8968085106383,NA,0.056425659729672,0.38253593649431,-3.4115,-0.12971400089571,466.1,0.047200287150036,-0.03936170212766,64,6.4,465.1,125742,478.3,-6.5,NA,478.3,1.6,1.1507780361295
"3",2010-04-30,25.9,1.86,0.6645,0.91751393899639,50.3,754.8,54.3,2.1,0.002846685644571,0.0040206777713957,0.0027821939586646,-0.1963,0.60195635816403,NA,68.3,0,0,44.7,44.7,113,0,735.6,1.2104656903077,1.3683035714286,16.456375838926,6.5097345132743,1.4083859850661,NA,0.025,58.8963,737.7,0.63606253312136,-0.34,NA,NA,-0.0672,0.38755980861244,0.113,0.6961,0.17077371489136,607.7,178.2,3.1397306397306,0.75843838958926,-15.3,-0.029293509477312,-6.7,-0.012827876699215,NA,3.5427435387674,NA,0.085582998276852,0.34118322802987,-14.1963,-0.3175898548881,522.3,0.073556030936317,-0.30417495029821,61.9,7.09,559.5,80855,537.6,-14.6,NA,537.6,1.6,1.2097408986553
"4",2009-04-30,25.7,2.13,0.6671,0.89245742092457,66.3,751,57.7,2.3,0.0034467256106699,0.004150126308192,0.0030625832223702,-0.044,0.39574276720132,NA,72.7,0,0,41.5,16.6,114.2,0.6,665,1.0827092152393,1.3157894736842,16.024096385542,5.8231173380035,1.1999278238903,NA,0.02,31.644,667.3,0.65299600532623,NA,NA,NA,-0.0515,0.79924242424242,0.128,0.6859,0.17083888149134,614.2,117.1,4.6985482493595,0.82451670912633,-0.5,-0.00090220137134608,0.5,0.0009022013713461,NA,1.7662141779789,NA,0.074882713821725,0.21129556116925,-15.044,-0.90626671246516,554.2,0.027027027027027,-0.0075414781297134,67.8,4.02,550.2,188506,505.4,-9,NA,505.4,1.65,1.082400648824
"5",2008-04-30,25.5,1.71,0.4596,0.81840687345274,124.7,836.1,73.2,2.9,0.0046691354049267,0.0050043140638481,0.003468484631025,0.3573,0.48738033072237,NA,77.8,0,0,44.5,44.5,122.3,0,618.2,0.90406551623282,1.0453161988502,13.892134831461,5.0547833197056,1.0667817083693,NA,0.04,48.7427,621.1,0.58366224135869,0.07,58.285714285714,NA,0.0539,0.77139364303179,0.298,0.8215,0.21803612008133,683.8,59.1,9.5093062605753,0.90484624054098,-4,-0.0069025021570319,-17.4,-0.030025884383089,NA,0.47393744987971,NA,0.07679033649698,0.10198446937015,-4.2427,-0.095341392715533,579.5,0.065077508043288,-0.032076984763432,74.2,4.08,562,827531,591.4,-3.8,NA,591.4,1.4,0.90447065676423
"6",2007-04-30,25.3,0.98,0.2937,0.787251519632,129.5,832.6,79.1,12.4,0.015203531142717,0.022669104204753,0.014893105933221,-0.4541,0.54477357848144,560.66666666667,71.7,0,0,39.8,19.9,111.5,0.6,803.2,1.3469730001677,1.4748439221447,20.180904522613,7.2035874439462,1.4683729433272,0.315,0.03,12.9541,815.6,0.58563535911602,0.07,173.57142857143,-0.2,-0.0066,0.29289704708699,0.298,0.852,0.21090559692529,596.3,336.4,1.4244946492271,0.58754291319274,0.6,0.0010968921389397,-103.5,-0.18921389396709,0,2.5976833976834,17.798941798942,0.072760511882998,0.61499085923218,6.9459,0.34903953037583,547,0.033372463525071,0.0046332046332046,74.9,12.15,479.2,354950,544.6,2.3,146.26086956522,544.6,1,1.3399047149663
"7",2006-04-30,24.2,1.22,0.2716,0.75313738441215,219.9,811.1,114,7.4,0.0096922069417158,0.014071116181784,0.0091234126494883,0.4723,0.53019145802651,27.693693693694,64.6,0,0,43.7,25.0283,108.3,0.42727,756.1,1.1308704756207,1.4069594343134,17.302059496568,6.9815327793167,1.4377258033847,0.135,0.04,-24.844,763.5,0.59339169029713,0.11,111.18181818182,-0.13,0.0765,0.24424311060778,0.298,0.807,0.2145234866231,668.6,307.4,1.4837345478204,0.59738048461035,11.1,0.021106674272675,-21.6,-0.041072447233314,0,1.3979081400637,2.0513847180514,0.083095645559992,0.58452177220004,49.8723,1.9926375802809,525.9,0.037433893209692,0.050477489768076,69.1,12.23,456.1,146255,537.4,6.7,45.880597014925,537.4,0.9,1.1294378698225
"8",2005-04-30,23.9,0.85,0.4222,0.64817021276596,NA,712.5,80.1,8.6,0.012310334955625,0.017842323651452,0.012070175438597,0,0.40265277119848,38.289156626506,65.6,0,0,41.7896,23.2952,107.3896,0.44256,690,1.0666254444273,1.4315352697095,16.511285104428,6.4252031854109,1.4315352697095,0.215,0.035,8.7952,698.6,0.57936842105263,0.27,47.37037037037,-0.165,0.0794,0.16883116883117,0.298,0.7333,0.22484210526316,646.9,317.8,1.1982378854625,0.54509018036072,8.3,0.017219917012448,-31.1,-0.064522821576764,0,2.2896253602305,1.780891005884,0.086700414937759,0.65933609958506,14.5,0.62244596939582,482,0.036010503360643,0.040154813739719,63.7,12.79,380.8,57120,482,8.3,38.289156626506,482,0.8,1.1891063829787
"9",2004-04-30,23.5,0.9,0.4564,0.64403106375293,NA,676.3,58.3,8,0.011052777010224,0.017230239069567,NA,-0.3581,0.39439088518843,34.641509433962,59.7,0,0,94.1837,94.1837,153.8837,0,715.8,1.1680809399478,1.5416756407495,7.6000379683372,4.6515635765026,1.6279281328178,0.185,0.035,95.9418,723.8,0.55005175218099,0.33,43.212121212121,NA,0.0564,0.18490566037736,0.299,0.7223,0.23776430578146,612.8,367.2,0.97113289760349,0.49267753523073,10.6,0.024107345917671,-6.4,-0.014555378667273,0,2.8224442736357,1.8725140234574,0.2142,0.8351148510348,-1.7581,-0.018666303920559,439.7,0.15369409268929,0.053779807204465,58.2,14.26,356.6,30406,464.3,10.6,34.641509433962,464.3,0.8,1.307206068268
"10",2003-04-30,23.8,0.67,0.9136,0.72240335351653,NA,602.6,41.9,26.5,0.041206655263567,0.06296032311713,NA,0.5,0.1616,33.29,47.9,0,0,38.8,25.2631,86.7,0.34889,616.6,NA,NA,15.89175257732,7.1118800461361,1.4649560465669,0.24,0.015,31.2631,643.1,0.50165947560571,0.42,32.928571428571,NA,-0.0038,0.37333333333333,0.294,0.7302,0.26999668104879,466.7,332.9,0.93181135476119,0.48235111180221,10,0.02375861249703,-9.9,-0.02352102637206,0,2.7927852348993,1.3870833333333,0.092183416488477,0.79092421002613,-6,-0.23750084510717,420.9,0.054131279194343,0.083892617449664,55.8,13.83,310.2,86650,416.2,11.1,29.990990990991,416.2,0.85,1.3211913434755
