"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,71,1.9,0.9437,0,31,43.5,0.1,39.5,0.212,7.9,0.908,NA,0.5,NA,0,0,0,0,0,0,0,NA,146.8,NA,NA,NA,NA,29.36,NA,-0.1,186.3,0.0023,NA,NA,0.575,0.6043,NA,0.2795,0.0736,-8.5,186.3,0,0,-28.4,-5.68,-9.3,-1.86,NA,6.01,0,37.26,0.1,NA,5,NA,-0.9161,5.4,2.62,0,1383254,NA,-27.1,NA,NA,1.25,NA
"2",2010-12-31,61.4,3.27,1.4637,0,23.2,32.1,0,28.5,0.16445470282747,NA,0.88785046728972,NA,0.22204003552641,NA,0.1,0,0,NA,NA,NA,0,NA,144.8,NA,28.96,NA,NA,NA,NA,NA,173.3,0.0031152647975078,-0.44,NA,NA,0.41943734015345,NA,0.3202,0.099688473520249,-5.3,173.3,0,0,-20.5,NA,-6,NA,NA,7.4698275862069,NA,NA,-0.1,NA,NA,NA,-0.88362068965517,5,2.53,0,1220172,5,-25.2,NA,5,1.3,NA
"3",2009-12-31,56.5,3.9,1.6395,0,32.1,40.8,0,33.9,0.1166551961459,1.3452380952381,0.83088235294118,NA,0.20585544373285,27.67619047619,0.1,0,0,12.9,12.9,13,0,0,256.7,NA,NA,19.899224806202,19.746153846154,10.186507936508,NA,13,290.6,0.0024509803921569,NA,NA,NA,0.50056242969629,NA,0.2583,0.07843137254902,-1.8,290.6,0,0,10.5,0.41666666666667,-4.4,-0.17460317460318,0,9.0529595015576,0.51190476190476,11.531746031746,-0.1,-0.0077519379844961,25.2,NA,0.32710280373832,4.9,4.58,0,1195108,NA,-19.7,NA,NA,1.35,NA
"4",2008-12-31,47.7,4.04,1.5284,NA,-1.5,26.6,0.1,15.4,0.10598761183758,11.846153846154,0.57894736842105,-115.4154,0.14132426066475,NA,0.1,0,0,-44.8675,-44.8675,-44.7675,0,NA,129.9,NA,5.0941176470588,NA,NA,99.923076923077,NA,70.5479,145.3,0.0075187969924812,0.07,35.714285714286,0.1219,0.94915254237288,NA,0.1746,0.1203007518797,-16.9,145.3,0,0,-52.7,-40.538461538461,-6.2,-4.7692307692308,NA,NA,-34.513423076923,111.76923076923,-115.4154,NA,1.3,NA,NA,7.5,2.5,0,1855764,25.5,11.4,12.745614035088,25.5,1.35,NA
"5",2007-12-31,43.7,2.24,0.736,0,44.4,81.1,3.2,62.1,6.5368421052632,62.1,0.76572133168927,17.82,0.32608695652174,NA,0.2,0,0,-80.057,-80.057,-79.857,0,NA,-52.6,NA,-27.684210526316,NA,NA,-52.6,NA,-100.877,9.5,0.14180024660912,-0.13,NA,1.0017,0.97860962566845,NA,0.4504,0.039457459926017,-17.7,9.5,0,0,-90.1,-90.1,-19.8,-19.8,NA,0.21396396396396,-80.057,9.5,20.82,NA,1,NA,-2.0292792792793,9.9,0.22,0,433723,1.9,-78.3,NA,1.9,1.5,NA
"6",2006-12-31,43.5,0.9,0.4079,0,123.8,140.3,7.6,112.4,0.30150214592275,NA,0.80114041339986,1.7547,0.45109095366511,NA,0.2,0,0,-0.2,-0.2,0,0,NA,260.4,22.842105263158,868,NA,NA,NA,NA,-9.3547,372.8,0.060584461867427,-1.83,NA,-0.1809,0.26301493888637,NA,NA,0.027084818246614,11.4,372.8,0,0,-73.8,NA,-9.7,NA,NA,3.0113085621971,NA,NA,9.1547,NA,NA,-0.017543859649123,-0.59612277867528,9.1,8.25,0,479280,0.3,-77.6,NA,0.3,1.15,3.0113085621971
"7",2005-12-31,37.8,1.4,0.7924,0,94.7,105.1,1,86.4,0.14953271028037,144,0.8220742150333,0,0.21201413427562,NA,0.2,0,0,-29.1056,-29.1056,-28.9056,0,NA,491.4,59.204819277108,819,NA,NA,819,NA,-29.9056,577.8,0.0095147478591817,-1.76,NA,-0.4156,0.34002770083103,NA,0.9571,0,8.3,577.8,0,0,-26.9,-44.833333333333,-2.6,-4.3333333333333,NA,6.1013727560718,-48.509333333333,963,0.8,NA,0.6,-3.5066987951807,-0.28405491024287,27.6,13.3,0,307699,0.6,-64.6,NA,0.6,1.05,6.1013727560718
"8",2004-12-31,31.3,1.58,0.9529,0,NA,50.9,0,49.7,0.091934887162412,82.833333333333,0.97642436149312,0.8,0.33161926749921,NA,0.2,0,0,-31.9004,-31.9004,-31.7004,0,NA,490.9,NA,818.16666666667,NA,NA,613.625,NA,-32.5004,540.6,0.0019646365422397,-0.72,NA,0,0.27279053583855,NA,0.763,0,-6.9,540.6,0,0,-32.9,-41.125,-3.2,-4,NA,12.630841121495,-39.8755,675.75,0.6,-0.018808541585685,0.8,4.6232463768116,-0.76869158878505,32.2,14.64,0,235372,0.6,-22.3,NA,0.6,1.05,12.630841121495
"9",2003-12-31,25,2.66,1.0351,0,NA,32.2,0,31.3,0.087650518062168,44.714285714286,NA,0,0.51396000386436,NA,0.9,0,0,NA,NA,NA,0,NA,325.8,NA,465.42857142857,NA,NA,NA,NA,NA,357.1,0,NA,NA,0,0.64267990074442,NA,0.5312,0,-0.1,357.1,0,0,-9.1,NA,-0.3,NA,NA,11.445512820513,NA,NA,-0.9,NA,NA,NA,-0.29166666666667,8.7,11.25,0,143947,0.7,-11.7,NA,0.7,1.1,11.445512820513
"10",2002-12-31,19.9,2.33,0.8366,0,NA,29.1,1.2,23.9,0.25371549893843,NA,NA,-2.6,0.6124,NA,1,0,0,-1,-1,0,0,NA,70.3,NA,NA,NA,NA,NA,NA,-1.2,94.2,0.10309278350515,NA,NA,0,0.70623145400594,NA,0.0377,0,2.4,94.2,0,0,-11.8,NA,-1.6,NA,NA,3.5817490494297,NA,NA,0.2,NA,0,-0.41666666666667,-0.44866920152091,12.7,4.45,0,114729,0,-9.8,NA,0,1.05,29.291666666667
