"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-06-30,32.6,0.53,0.3614,0.7998,383.5,3546.8,3.8,671.9,0.3956,1.8996,0.1894,-35.13,0.37,NA,5.8,0,0,91,91.1,97,0,1026.6,0.83,2.95,11.27,10.59,2.9,NA,128.23,1698.5,0.0013,NA,NA,NA,-0.045,0.3192,NA,0.6514,0.0021,1243.4,166.7,9.189,0.9019,-4.7,-0.0133,2004.1,5.6661,NA,0.43,NA,0.2576,0.47,-37.13,-0.4076,353.7,0.0733,-0.0123,2.5,5.29,1531.8,120394,347.5,-9.6,NA,347.5,1.25,0.89
"2",2011-06-30,32.3,0.63,0.4152,0.82911906696621,357.5,3802.2,2.7,599.3,0.30433678651229,1.5374551051821,0.15761927305244,-186.1501,0.78275529865125,NA,7.2,0,0,64.3,64.3,71.5,0,1369.9,0.91767148981779,3.836180341641,21.304821150855,19.159440559441,3.5143663417137,0.1,254.9501,1969.2,0.0015517332070906,0.25,27.48,NA,-0.0751,0.3458110516934,NA,0.7359,0.0019988427752354,1492.8,234.6,7.3938618925831,0.88086532602072,-23.2,-0.059517701385326,2219,5.6926629040534,NA,0.65622377622378,NA,0.16495638789123,0.60184710107748,-190.6501,-2.9650089729789,389.8,0.043073419078242,-0.064895104895105,51,6.87,1734.6,220293,357.1,-0.8,NA,357.1,1.3,0.94125519812628
"3",2010-06-30,32.3,0.52,0.4949,0.39962417788913,383.4,4530.7,6.7,391.8,0.9702823179792,0.92799621032686,0.086476703379169,-21.2476,0.68195595069711,NA,7.1,0.0087,1.2928,92.2,92.2,99.3,0,12,0.048622366288493,0.028936580660719,0.13015184381779,0.12084592145015,0.028422548555187,0.12,113.8476,403.8,0.0020747345884742,NA,NA,0.065,-0.2672,0.53201675643327,NA,0.773,0.0016774449864259,246.8,148.6,1.7173620457604,0.6319960376424,-2.9,-0.0068687825675035,1196.1,2.8330175272383,NA,0.38758476786646,NA,0.21837991473235,0.35196589294173,-21.6476,-0.23478992900528,422.2,0.37358184764992,-0.0075639019300991,45.1,5.05,255.2,342501,414.7,-26.7,NA,414.7,1.35,0.63232070153461
"4",2009-06-30,27.3,0.75,0.5131,0.2792716493754,340.4,4199,10.2,302.3,0.65277477866552,0.62240065884291,0.071993331745654,-45.9414,0.45215357630092,14.033898305085,6,0.0297,9.8366,192.5,118.374,198.5,0.38507,160.8,0.94588235294118,0.34745030250648,0.83532467532468,0.81007556675063,0.33106856084003,NA,160.1155,463.1,0,0.75,16.133333333333,NA,0.0146,0.27368768570485,NA,0.8071,0.0030007144558228,170,331.2,0.39824879227053,0.28481969337076,23.6,0.048589664401894,974.4,2.0061766522545,0.41680677966102,0.97297297297297,NA,0.39633518632901,0.68190240889438,-41.7414,-0.35262335074462,485.7,0.69631779411765,0.069330199764982,0,12.1,131.9,230922,462.8,19.7,16.812182741117,462.8,1.45,0.98052085538852
"5",2008-06-30,27.2,1.18,0.4668,0.44539835164835,323,5118.3,8.7,255,0.36278275714895,0.53403141361257,0.049821229705176,-19.1834,0.49700085689803,14.352750809062,5,0.022078917700113,9.792,250.4,157.3213,255.4,0.37172,447.9,1.3680513133781,0.91914631643751,1.7887380191693,1.7537196554424,0.93801047120419,NA,172.8047,702.9,0,1.2,15.791666666667,0.405,0.0251,0.38456809099293,NA,0.7995,0.0017388586053963,327.4,443.5,0.58489289740699,0.36904253805662,30.9,0.064712041884817,934.7,1.9574869109948,0.3168932038835,1.3730650154799,NA,0.52439790575916,0.92879581151833,-15.4834,-0.098418780843556,477.5,0.48051714111179,0.095665634674923,NA,18.95,259.4,346935,487.3,30.2,14.685430463576,487.3,1.45,1.2069024725275
"6",2007-06-30,27.5,2.86,0.3547,0.2246963562753,306.4,5074.6,6.8,294.7,0.66433724075744,0.62582289233383,0.058073542742285,2.9097,0.74429095009867,9.4613333333333,4.8,0.024802705749718,8.8,272.2,181.62,277,0.33277,148.9,1.481592039801,0.31863898994222,0.5470242468773,0.53754512635379,0.31620301550223,NA,176.7103,443.6,0,1.15,9.7130434782609,-0.025,0.1631,0.46608615948671,NA,0.8926,0.0024829543215229,100.5,354.8,0.25028184892897,0.20018034265104,37.5,0.079634741983436,380.6,0.80823954130389,0.23466666666667,1.1579634464752,NA,0.57804204714377,0.75345083881928,4.9097,0.02703260756799,470.9,1.807164238806,0.12238903394256,NA,11.17,88.8,369811,467.3,35.1,10.108262108262,467.3,1.65,1.1224696356275
"7",2006-06-30,17.7,2.18,0.3118,0.22758804695838,289.5,4657.9,4.1,267.9,0.36523517382413,0.6841164453524,0.057515189248374,-21.0497,0.8,22.664335664336,5.3,0.012014810243752,7.788,207.2,134.7898,212.5,0.34947,465.6,4.355472404116,1.1328467153285,2.2471042471043,2.1910588235294,1.1889683350358,NA,157.0395,733.5,0,NA,NA,-0.16,0.1082,0.28194297782471,NA,0.6916,0.001631636574422,106.9,648.2,0.13159518667078,0.11629175187457,28.6,0.073033707865168,424.9,1.0850357507661,0.27230769230769,2.2390328151986,NA,0.5291113381001,1.6552604698672,-22.2497,-0.16506954475598,391.6,1.2608963143124,0.098791018998273,NA,35.7,85.3,129200,411,32.1,20.193146417446,411,1.7,1.9570437566702
"8",2005-06-30,17.3,1.4,0.3405,0.39008719596145,NA,4631.1,6.5,221.3,0.41202755539006,0.61031439602868,0.047785623286044,25.7663,0.8223201174743,11.728434504792,6.1,0.019120458891013,6.92,159.1181,104.033,165.2181,0.34619,315.8,1.4722610722611,0.87093215664644,1.9846893596643,1.9114128536764,0.91403762662807,NA,77.8667,537.1,0,NA,NA,-0.245,0.2477,0.2226148409894,NA,0.6038,0.0025263976161171,214.5,367.1,0.4630890765459,0.31651461552783,31.3,0.090593342981187,520.6,1.5068017366136,0.22108626198083,1.3811136192626,NA,0.46054442836469,1.062518089725,26.1663,0.2515193106832,345.5,0.48500235413054,0.11775771256584,0,20.92,170,68800,362.6,22.5,16.315555555556,362.6,1.6,1.2324460761817
"9",2004-06-30,17.1,1.65,0.4568,0.15437158469945,NA,4742.6,10.4,236.7,0.55970678647434,0.7940288493794,NA,21.7783,0.72241681260946,139.88888888889,6.3,0.018587360594796,6.84,86.9914,34.9853,93.2914,0.59783,186.2,3.319073083779,0.62462260986246,2.1404417149789,1.9958969418293,0.68130259787779,NA,9.1071,422.9,0,NA,NA,NA,0.0282,0.2677812411448,NA,0.5838,0.0017290094041243,56.1,377.7,0.11967169711411,0.10688105935209,2.7,0.0098792535675082,240,0.8781558726674,2.5333333333333,1.5254442649435,NA,0.3183,1.3819978046103,25.8783,0.73968911047159,273.3,0.62362437283957,0.010904684975767,0,21.52,45.2,36200,298.1,20.4,18.514705882353,298.1,1.6,1.4443306010929
"10",2003-06-30,17,1.61,0.5144,0.18631921824104,NA,4092.1,4.8,203,0.55570763755817,0.77039848197343,NA,52.9,0.6881,128.375,5.2,0.022070756247971,6.8,75.7,59.9862,80.9,0.20758,162.3,NA,NA,2.1439894319683,2.0061804697157,0.61593927893738,NA,60.3862,365.3,0,NA,NA,NA,-0.13,0.30910148298924,NA,0.5986,0.0018572371154175,104,308.1,0.18565400843882,0.15658362989324,2.4,0.0091081593927894,201,0.76280834914611,2.8333333333333,1.2333867093675,NA,0.28728652751423,1.1692599620493,-0.4,-0.0066682010197213,263.5,0.57679032692308,0.0096076861489191,0,17.95,57.2,58005,261.5,4,77.025,261.5,1.7,1.5605769230769
