"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,130.2,0.97,0.3726,0.3408,853.9,1435.2,17,190.4,0.0653,0.4882,0.1327,21.75,0.65,NA,93.7,0,0,-88,-88.3,5,0,2725.8,2.47,5.12,NA,504.78,6.99,NA,-33.35,2916.2,0.2111,0.63,29.4,0.065,0.1753,NA,0.9237,0.4951,1104.9,2474.8,0.1784,0.1514,-113.7,-0.2915,59.6,0.1528,NA,2.9,NA,-0.2264,6.35,-54.95,NA,390,-0.0799,-0.1332,279.5,18.52,441.4,916415,532.3,-72.5,NA,532.3,1,2.25
"2",2010-12-31,96.1,0.39,0.5434,0,392,452.4,9.4,201.3,0.089379273599148,1.0787781350482,0.44496021220159,0.7953,0.46006624953993,NA,8.7,0,0,-54.0649,-54.0649,-45.3649,0,2050.9,10.754588358679,8.9558951965065,NA,NA,10.99088960343,0.51,-55.5602,2252.2,0.20999115826702,NA,NA,0.0376,0.25549278091651,NA,NA,0,190.7,2252.2,0,0,-45.5,-0.2438370846731,3.5,0.018756698821008,NA,5.7454081632653,NA,-0.28973687031083,12.069667738478,1.4953,NA,186.6,-0.28350760356581,-0.11607142857143,180.1,17.36,0,812273,229,-60,NA,229,1,5.7454081632653
"3",2009-12-31,95.3,0.61,0.5766,0.1100086281277,412.6,515.6,15.8,281.4,0.22885491216656,1.5782389231632,0.54577191621412,-0.3957,0.45525494276795,NA,10.9,0,0,-43.0118,-43.0118,-32.1118,0,948.2,5.2041712403952,5.4462952326249,NA,NA,5.318003365115,NA,-47.5161,1229.6,0.18793638479441,NA,NA,-0.4564,0.26921560898699,NA,0.9203,0,182.2,1178.6,0.043271678262345,0.041476903057905,-39.6,-0.22209758833427,16.8,0.094223219293326,NA,2.8565196316045,NA,-0.2412329220415,6.6102075154234,4.5043,NA,178.3,-0.2360693194292,-0.095976732913233,171.9,12.28,51,996938,174.1,-41.8,NA,174.1,1.05,2.6522864538395
"4",2008-12-31,94.9,0.71,0.5719,0.14859044635865,434.9,566.5,5.5,323.7,0.32936507936508,0.99051407588739,0.57140335392763,-0.8799,0.3077461094597,6.9494252873563,10.3,0,0,134.9,134.3779,145.2,0.00387,659.1,3.5227151256013,2.2327235772358,4.8858413639733,4.5392561983471,2.0168298653611,0.39,140.0579,982.8,0.18799646954987,NA,NA,0.3659,0.27953330092368,NA,0.9485,0,187.1,906.9,0.083691696989745,0.077228327228327,130.5,0.39932680538556,9.1,0.027845777233782,0,2.0853069671189,0.1781903919835,0.41279069767442,2.7750917992656,-5.6799,-0.042268297068644,326.8,0.71821452164618,0.30006898137503,59,9.41,75.9,929240,295.2,80.2,11.307980049875,295.2,1.1,1.9240407204385
"5",2007-12-31,95.5,1.23,0.4193,0.34428694158076,305.3,656.3,21.9,341.3,0.29691170073945,1.4179476526797,0.52003656864239,0.0248,0.43882661578822,16.216393442623,12.1,0,0,15.3,15.3,27.4,0,808.2,6.5020112630732,3.360498960499,52.823529411765,29.496350364964,3.3577066888243,0.5,5.4752,1149.5,0.17141551119915,1.45,7.3448275862069,0.0624,0.50884955752212,NA,NA,0,124.3,989.2,0.16205014152851,0.13945193562418,61,0.25342750311591,29.9,0.12422102201911,0,3.2400917130691,0.32432786885246,0.063564603240548,4.1096800997092,9.8248,0.64214668002639,240.7,0.12308930008045,0.19980347199476,184.8,10.65,160.3,752396,240.5,75.9,13.032938076416,240.5,1.15,2.4688573883162
"6",2006-12-31,101.1,1.42,0.3751,0.4378453038674,203.5,568.6,36.3,351.6,0.19767245741272,1.465,0.61836088638762,-1.2827,0.61850173287123,172.36170212766,12,0,0,11,9.8545,23,0.10414,1427.1,137.22115384615,5.600863422292,129.73636363636,62.047826086956,5.94625,NA,-13.1629,1778.7,0.21737601125572,0.03,493,0.3127,0.20849420849421,NA,NA,0,10.4,1620.2,0.097827428712505,0.089110024174959,9.4,0.039166666666667,20.8,0.086666666666667,0,7.9616707616708,NA,0.045833333333333,6.7508333333333,23.0173,2.3357275115362,240,0.94754423076923,0.046191646191646,183.7,14.79,158.5,823439,254.8,22.8,71.061403508772,254.8,1.45,4.9135359116022
"7",2005-12-31,92.1,1.73,0.3653,0.89446916719644,48.2,477.2,28.7,298,0.18259803921569,1.7887154861945,0.62447611064543,18.2754,0.8,355.42105263158,10.9,0,0,14.1,14.1,25,0,1334,42.215189873418,6.4196342637151,94.609929078014,53.36,8.0072028811525,NA,-21.9754,1632,0.23658843252305,NA,NA,1.1477,0.34859154929578,NA,0.9694,0,31.6,1350.6,0.20835184362506,0.17242647058823,3.8,0.02280912364946,-73.9,-0.44357743097239,0,28.020746887967,NA,0.084633853541417,8.1068427370948,36.0754,2.5585383089406,166.6,0.44620253164557,0.078838174273859,129,13.37,281.4,1448636,207.8,8.8,153.47727272727,207.8,1.9,4.9514563106796
"8",2004-12-31,90.4,1.14,0.4631,0.89059993583574,NA,338.9,17.8,202.6,0.10719576719577,1.7154953429297,0.59781646503393,1.435,0.49233426905636,NA,10.6,0,0,-60.552,-60.552,-49.952,0,1687.4,12.130841121495,14.287891617273,NA,NA,22.173455978975,NA,-69.187,1890,0.28090882266155,-0.18,NA,0.9364,0.34483925549915,NA,0.9574,0,139.1,1612.4,0.1721657157033,0.14687830687831,-62.4,-0.81997371879106,2.6,0.034165571616294,NA,393.26829268293,NA,-0.79569040735874,21.18791064389,8.635,-0.14260384964543,76.1,-0.43531301222142,-1.8299120234604,119.9,19.12,277.6,1875328,118.1,-51.5,NA,118.1,1.9,6.0635226179018
"9",2003-12-31,89.7,2.31,0.7799,0.53674540682415,NA,270,15.1,143.9,0.10074208905069,2.5334507042253,NA,-11.4077,0.59238363892807,NA,10.9,0,0,-86.2976,-86.2976,-75.3976,0,1284.5,11.198779424586,22.614436619718,NA,NA,32.851662404092,0.25,-79.0899,1428.4,0.35444444444444,-0.52,NA,-0.4002,0.33904910366329,NA,0.8927,0,114.7,1305.7,0.093972581756912,0.085900308036964,-102.4,-2.618925831202,-25.2,-0.64450127877238,NA,17.202898550725,NA,-2.2071,33.393861892583,-7.2077,0.083521115292429,39.1,-0.75237672188317,-0.96694995278565,117.1,14.03,122.7,162231,56.8,-34.4,NA,56.8,1.65,6.2484689413823
"10",2002-12-31,65.1,2.05,0.8671,NA,NA,255.7,46.3,136.1,0.10097937379433,2.877378435518,NA,64.9,0.5199,NA,9.3,0,0,-75.7518,-75.7518,-66.4518,0,1211.7,NA,NA,NA,NA,25.61733615222,0.25,-112.7518,1347.8,0.3578412201799,-0.97,NA,-0.1322,0.46043165467626,NA,0.8089,0,63.3,1173.4,0.14862791886825,0.12939605282683,-192,-4.0591966173362,-34.2,-0.723044397463,NA,NA,NA,-1.6015173361522,24.807610993658,37,NA,47.3,-1.1967104265403,NA,112.1,13.03,174.4,1038066,39.3,-133.3,NA,39.3,1.55,19.142180094787
