"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,48.4,2.06,0.5819,0,71.3,85,0.3,51.9,0.2528,0.9647,0.6106,-0.19,0.8,NA,1.4,0,0,26,26.31,28,0,153.4,7.91,2.25,5.83,5.54,2.85,0.2,27.6,205.3,0.0059,NA,NA,-0.09,0.4667,NA,0.7152,0.2282,19.4,205.3,0,0,-18.5,-0.3439,-0.7,-0.013,NA,2.88,NA,0.489,3.82,-1.29,-0.0489,53.8,1.3562,-0.2595,39.9,4.17,0,138449,68.1,-10.9,NA,68.1,1.1,2.88
"2",2010-12-31,48.1,1.43,0.4804,0,86.1,93.7,0.5,71.6,0.87852760736196,1.6199095022624,0.7641408751334,-0.0312,0.52039966694421,NA,0.8,0,0,-21.3678,-21.3678,-20.5678,0,9.9,0.68275862068966,0.19373776908023,NA,NA,0.22398190045249,NA,-21.0365,81.5,0.0064034151547492,NA,NA,1.434,0.62004662004662,NA,0.7824,0.12273212379936,14.5,81.5,0,0,-18.1,-0.40950226244344,-0.2,-0.0045248868778281,NA,0.9465737514518,NA,-0.48343325791855,1.8438914027149,-0.3312,NA,44.2,-1.4736379310345,-0.21022067363531,34.3,2.25,0,251694,51.1,-18.1,NA,51.1,1,0.9465737514518
"3",2009-12-31,46.5,1.42,0.4334,0,96.4,102,0.2,81.3,0.25170278637771,4.6457142857143,0.79705882352941,-0.1166,0.51915089986156,NA,1,0,0,-26.9945,-26.9945,-25.9945,0,241.7,16.006622516556,6.377308707124,NA,NA,13.811428571429,0.5,-26.0779,323,0.003921568627451,NA,NA,-0.6444,0.49269311064718,NA,0.7674,0.11666666666667,15.1,323,0,0,-21.6,-1.2342857142857,-0.1,-0.0057142857142857,NA,3.350622406639,NA,-1.5425428571429,18.457142857143,-0.9166,NA,17.5,-1.7877152317881,-0.22406639004149,27.6,6.48,0,270629,37.9,-17.6,NA,37.9,0.9,3.350622406639
"4",2008-12-31,46.1,1.26,0.3595,0,105.4,123.6,0.6,72.1,0.58145161290323,1.4744376278119,0.58333333333333,1.8462,0.40055632823366,NA,1.5,0,0,-21.1333,-21.1333,-19.6333,0,51.9,1.5585585585586,2.1183673469388,NA,NA,1.0613496932515,NA,-22.0796,124,0.010517799352751,NA,NA,0.0194,0.28735632183908,NA,0.7183,0.11650485436893,33.3,124,0,0,-19.1,-0.39059304703476,-3.7,-0.075664621676892,NA,1.1764705882353,NA,-0.43217484662577,2.5357873210634,0.9462,NA,48.9,-0.63463513513514,-0.18121442125237,44.2,2.64,0,168591,24.5,-23.9,NA,24.5,0.9,1.1764705882353
"5",2007-12-31,46,1.59,0.3738,0,120.9,138.5,2.4,112.9,1.2757062146893,2.3619246861925,0.81516245487365,0.0619,0.36383092562868,NA,2.4,0,0,-27.2369,-27.2369,-24.8369,0,-24.4,-3.05,-0.50205761316872,NA,NA,-0.51046025104602,NA,-27.2988,88.5,0.015162454873646,-0.4,NA,0.0286,0.45339652448657,NA,0.793,0.072924187725632,8,88.5,0,0,-21.4,-0.44769874476987,-3.7,-0.077405857740586,NA,0.73200992555831,NA,-0.56980920502092,1.8514644351464,0.0619,NA,47.8,-3.40461,-0.17700578990902,49.1,2.23,0,252729,48.6,-18,NA,48.6,0.85,0.73200992555831
"6",2006-12-31,44.6,2.95,0.3954,0,132.5,152.6,1,119.9,0.59297725024728,2.6644444444444,0.78571428571429,0.1587,0.44511886697016,NA,2.1,0,0,-14.1465,-14.1465,-12.0465,0,82.3,6.531746031746,1.6727642276423,NA,NA,1.8288888888889,0.3,-13.2052,202.2,0.0058977719528178,-0.46,NA,-0.2888,0.29335793357934,NA,0.7841,0.084534731323722,12.6,202.2,0,0,-8.2,-0.18222222222222,-1.7,-0.037777777777778,NA,1.5260377358491,NA,-0.31436666666667,4.4933333333333,-0.9413,NA,45,-1.1227380952381,-0.06188679245283,42.7,4.1,0,159758,49.2,-15.6,NA,49.2,1.1,1.5260377358491
"7",2005-12-31,43.6,2.38,0.4599,0,134.4,156.2,1,120.7,0.49834847233691,1.9499192245557,0.77272727272727,-0.1964,0.3826918895412,55.045454545454,2.2,0,0,1.2,1.1001,3.4,0.08328,121.5,8.8686131386861,2.6017130620985,101.25,35.735294117647,1.9628432956381,NA,2.4965,242.2,0.0076824583866837,-0.2,NA,-3e-04,0.29273504273504,NA,0.591,0.088348271446863,13.7,242.2,0,0,4.4,0.07108239095315,-0.8,-0.012924071082391,0,1.8020833333333,NA,0.019386106623586,3.9127625201939,-1.3964,-1.2694223976535,61.9,0.080296642335766,0.032738095238095,45,5.48,0,197861,46.7,-5.2,NA,46.7,1.1,1.8020833333333
"8",2004-12-31,42.7,3.05,0.8397,0,NA,150.2,0.8,120.3,0.66280991735537,1.9434571890145,0.80093209054594,-0.1502,0.7264499225914,17.794117647059,1.1,0,0,8.19,7.9473,9.29,0.02963,61.2,8.0526315789474,0.98869143780291,7.4725457205024,6.5877429230203,1.009900990099,0.15,8.3975,181.5,0.0086551264980027,0.1,42.2,0.1132,0.26404494382022,NA,0.7559,0.099201065246338,7.6,181.5,0,0,10.2,0.16831683168317,-7,-0.11551155115512,0,1.419077404222,1.1862745098039,0.13514818481848,2.9950495049505,-0.4502,-0.05664369024758,60.6,1.0456988016579,0.079749804534793,41.8,4.22,0,318652,61.9,5.3,34.245283018868,61.9,1.3,1.419077404222
"9",2003-12-31,41.7,2.39,1.0262,0,NA,139,0.7,121.4,0.42240779401531,2.0267111853089,NA,-0.9039,0.4657961411031,30.574468085106,1.2,0,0,10.66,10.1268,11.86,0.05002,166,NA,2.771285475793,15.572232645403,13.996627318718,3.1144465290807,0.2,11.5307,287.4,0.0050359712230216,0.23,27.913043478261,0.0451,0.56617647058823,NA,0.8791,0,-7.4,287.4,0,0,9.4,0.17636022514071,-7.3,-0.13696060037523,0,2.521052631579,1.5287234042553,0.2,5.3921200750469,-1.4039,-0.1386362713271,53.3,-1.3684847027027,0.082456140350877,36.6,6.42,0,274799,59.9,11.9,24.151260504202,59.9,1.25,2.521052631579
"10",2002-12-31,33.7,2.58,1.296,0.025316455696203,NA,42.2,1.4,30.6,0.065651147822356,0.74271844660194,NA,8.9,0.4376,NA,3.6,0,0,-4.082,-4.082,-0.482,0,435.5,NA,NA,NA,NA,10.570388349515,0.275,-1.882,466.1,0.030805687203791,0.23,56,0.339,0.77946324387398,NA,0.5841,0,-6.9,465.5,0.0012889366272825,0.0012872774082815,-3.6,-0.087378640776699,-6.2,-0.1504854368932,NA,20.151515151515,NA,-0.099078640776699,11.29854368932,-2.2,NA,41.2,NA,-0.15584415584416,39.1,12.88,0.6,498687,49.9,5.7,81.666666666667,49.9,1.35,NA
