"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,14.1,0.85,0.3477,0.214,168.6,1335.4,0,42.8,0.2078,0.0321,NA,0.61,20.53,0,0.0211,3.38,48,45.04,48,0.0676,0.0602,163.2,0.95,3.38,3.38,NA,45.04,206,0,0.59,19.37,-0.16,NA,0.2138,0.4797,0.0041,171.7,160.1,0.2867,0.2228,7.8,0,0.4453,0.95,NA,0,0,NA,0.2623,0.0463,4.3,11.43,45.9,21153,NA,7.6,21.07,NA,0.9,0.96
"2",2010-12-31,14,2.06,0.6457,0.22335766423358,159.6,1286.6,0,42.1,0.23664980326026,0.032721902689259,NA,0.32910020133189,17.837837837838,0,0.0256,3.3792,54.7,54.7,54.7,0,0,135.8,0.83108935128519,2.4826325411335,2.4826325411335,0.1,54.7,177.9,0,0.6,14.666666666667,-0.06,NA,0.16138613861386,0.473,0.004274832892896,163.4,132,0.34772727272727,0.25801011804384,7.4,0,0.45664864864865,0.82706766917293,1.7837837837838,0,0,NA,0.33476132190942,0.046365914786967,6.1,8.8,45.9,20145,NA,7.8,16.923076923077,NA,0.85,0.86569343065693
"3",2009-12-31,11.6,1.29,0.6849,0.27454153182308,134.5,1335.5,0,34.3,0.19389485585076,0.025683264694871,NA,0.32851511169514,14.157303370787,0,0.0222,2.7972,58.4,54.6764,58.4,0.06376,0.063157894736842,142.6,0.94374586366645,2.4417808219178,2.4417808219178,0.1,54.6764,176.9,0,0.61,17.590163934426,0.06,NA,0.32582159624413,0.3012,0.0041183077499064,151.1,126,0.40396825396825,0.28773318258903,8.9,0,0.31429213483146,0.93680297397769,1.4157303370787,0,0,NA,0.36185583057578,0.066171003717472,10,10.73,50.9,25041,NA,9.2,13.695652173913,NA,0.9,0.95415318230852
"4",2008-12-31,9.7,1.48,0.6309,0.36314847942755,106.8,1326.3,0,41,0.2751677852349,0.030913066425394,NA,0.22824536376605,6.5746268656716,0,0.0528,4.6517,61.8,47.9673,61.8,0.22383,NA,108,0.85240726124704,1.747572815534,1.747572815534,NA,NA,149,0,0.63,12.111111111111,0.145,NA,0.55972573078311,0.3203,0.0041468747643821,126.7,88.1,0.69125993189557,0.40872483221477,13.4,0,0.34714029850746,0.8249063670412,NA,NA,NA,NA,0.37858962904499,0.12546816479401,15.5,7.63,60.9,22490,NA,3.5,25.171428571429,NA,0.9,0.88849135360763
"5",2007-12-31,9.6,NA,NA,0.26514032496307,99.5,1233.7,0,44,0.18181818181818,0.035665072546,NA,NA,9.8142857142857,0,0.031673944687045,6.528,62.9,41.6033,62.9,0.33858,NA,198,2.1663019693654,3.147853736089,3.147853736089,NA,NA,242,0,2.06,10.179611650485,0.175,NA,0.29979253112033,0.215,0.00445813406825,91.4,206.1,0.17418728772441,0.14834710743802,21,0,0.31085714285714,2.0713567839196,NA,NA,NA,NA,0.45517853391685,0.21105527638191,21.7,20.97,35.9,11932,NA,20.2,10.20297029703,NA,0.75,1.7872968980798
"6",2006-12-31,9.8,NA,NA,0.39042481456507,90.4,1215.1,0,52.6,0.16853572572893,0.043288618220723,NA,NA,13.239583333333,0,0.024673485444532,6.272,59.4,39.0816,59.4,0.34206,NA,259.5,2.7115987460815,4.3686868686869,4.3686868686869,NA,NA,312.1,0,NA,NA,0.16,NA,0.14493267186393,0.1902,0.0045263764299235,95.7,254.2,0.22777340676633,0.18551746235181,19.2,0,0.32666666666667,2.8119469026549,NA,NA,NA,NA,0.40837655172414,0.21238938053097,15.8,22.55,57.9,43003,NA,20.9,12.162679425837,NA,0.5,2.1045178691841
"7",2005-12-31,9.7,NA,NA,0.49389852280026,78.8,1052.7,0,50.1,0.13851257948576,0.047591906526076,NA,NA,17.58024691358,0,0.019073033707865,5.432,49.1,32.7522,49.1,0.33295,NA,311.6,2.9507575757576,6.3462321792261,6.3462321792261,NA,NA,361.7,0,1.87,15.689839572193,NA,NA,0.22948539638387,0.0989,0.0052246603970742,105.6,284.8,0.27001404494382,0.21260713298313,16.2,0,0.33530864197531,3.6142131979695,NA,NA,NA,NA,0.31015298295455,0.20558375634518,8.7,29.34,76.9,67029,NA,18.8,15.148936170213,NA,0.4,2.3230571612074
"8",2004-12-31,9.6,0,0,0.59830508474576,NA,997.5,0,36.7,0.1105421686747,0.036791979949875,0,NA,17,0,0,0,NA,NA,NA,0.34961,NA,295.3,2.1047754811119,NA,NA,NA,NA,332,0,NA,NA,NA,0,0.13616731075244,0.0646,0.0055137844611529,140.3,226.1,0.46837682441398,0.31897590361446,13.3,0,0,3.1800281293952,NA,0,NA,NA,NA,0.18706047819972,5.4,22.79,105.9,2724,NA,14.1,16.035460992908,0,0.35,1.8757062146893
"9",2003-12-31,9.3,0,0,0.20529801324503,NA,801.7,0,53,0.2343059239611,NA,0,NA,20.259615384615,0,0,0,NA,NA,NA,0.29721,NA,173.2,7.6977777777778,NA,NA,0.12,NA,226.2,0,NA,NA,NA,0,0.2068825362417,0.0506,0.0068604216040913,22.5,210.7,0.073564309444708,0.068523430592396,10.4,0,0,3.5116666666667,1.6883012820513,0,NA,NA,NA,0.17333333333333,5.9,22.92,15.5,1400,NA,12.3,17.130081300813,0,0.3,2.9960264900662
"10",2002-12-31,9.3,0,0,0.21961932650073,NA,701.1,0,55.8,0.33293556085919,NA,0,0,17.340909090909,0,0.019501965923984,2.976,31.1,23.0634,31.1,0.25841,NA,111.8,NA,3.5948553054662,3.5948553054662,NA,23.0634,167.6,0,NA,NA,NA,0,0.33655505695547,0.0419,0.0078448152902582,12.5,152.6,0.09829619921363,0.089498806682578,8.8,0,0.33818181818182,2.8630393996248,NA,0,0,0,1.84507592,0.16510318949343,7.8,16.41,15,9506,0,10.1,15.108910891089,0,0.3,8.944
