"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,3.7,0.16,0.1429,0.3462,40.8,76.4,0.2,6.6,0.0433,0.1741,0.0864,0.61,0.28,17.66,0.7,0.0277,3.63,12,7.9,13,0.3309,0.3333,145.7,2.61,3.5,12.35,11.66,3.84,7.79,152.3,0.1152,-0.02,0.03,0.1593,NA,0.5923,0.6623,55.8,130.7,0.1653,0.1418,7.4,0.1953,6.2,0.1636,0.37,3.2,0.3113,3.45,0.11,0.0133,37.9,0.1415,0.1814,10.6,36.05,21.6,3228,41.6,9.8,13.34,41.6,0.4,2.44
"2",2010-12-31,3.6,0.1,0.1715,0.02827763496144,37.8,41.2,1.5,18.5,0.18630412890232,0.73705179282869,0.44902912621359,1.7765,0.58309037900875,16.366666666667,0.6,0.0356,3.4959,8.9,5.9212,9.5,0.3347,0.33333333333333,80.8,3.9607843137255,2.3625730994152,9.0786516853933,8.5052631578947,3.2191235059761,3.2447,99.3,0.21359223300971,-0.01,-0.0326,0.089829250185598,NA,0.6034,0.17718446601942,20.4,98.2,0.011201629327902,0.011077542799597,6,0.2390438247012,4.9,0.19521912350598,0.58265333333333,2.5978835978836,0.35458167330677,3.9123505976096,2.6765,0.45202114175144,25.1,0.29025343137255,0.15873015873016,4.3,27,1.1,2974,34.2,7,14.028571428571,34.2,0.4,2.5526992287918
"3",2009-12-31,3.6,0.22,0.1915,0.042821158690176,38,41.8,0.5,19.3,0.19358074222668,0.74517374517375,0.46172248803828,-0.1062,0.52219321148825,15.555555555556,0.6,0.0347,3.4006,9.4,6.1405,10,0.34676,0.34375,80.4,3.9411764705882,3.1653543307087,8.5531914893617,8.04,3.1042471042471,6.3466,99.7,0.19377990430622,0.02,-0.0695,0.11636430273044,NA,0.5578,0.17703349282297,20.4,98,0.01734693877551,0.017051153460381,6.3,0.24324324324324,5.5,0.21235521235521,0.53977777777778,2.578947368421,0.36293436293436,3.7837837837838,-0.2062,-0.033576921026322,25.9,0.30100274509804,0.16578947368421,4.4,26.88,1.7,3242,25.4,6,16.333333333333,25.4,0.4,2.5113350125945
"4",2008-12-31,3.6,0.14,0.1731,0.056910569105691,34.8,38.8,0.3,16,0.14828544949027,0.57553956834532,0.41237113402062,-0.3755,0.32351242056615,14.694444444444,0.6,0.0321,3.3962,10.4,6.9529,11,0.33145,NA,91.9,4.3971291866029,3.5346153846154,8.8365384615385,8.3545454545455,3.3057553956835,7.6285,107.9,0.20876288659794,0.08,0.0566,0.2,NA,0.5601,0.19072164948454,20.9,105.8,0.019848771266541,0.019462465245598,7.2,0.2589928057554,5.8,0.20863309352518,0.47169166666667,3.0402298850575,0.37410071942446,3.8057553956835,-0.6755,-0.09715911708251,27.8,0.33267559808612,0.20689655172414,4.6,29.32,2.1,7736,26,6.3,16.793650793651,26,0.35,2.9241192411924
"5",2007-12-31,3.9,0.26,0.1503,0.095571095571096,38.8,46,0.3,22.4,0.25747126436782,0.7859649122807,0.48695652173913,0.0344,0.42581503659348,10.493670886076,0.6,0.043281061519903,3.588,10.8,7.0912,11.4,0.34341,NA,64.6,3.1512195121951,2.2826855123675,5.9814814814815,5.6666666666667,2.2666666666667,7.3568,87,0.18695652173913,0.115,0.0011,0.23496850543997,NA,0.5482,0.16086956521739,20.5,82.9,0.049457177322075,0.047126436781609,7.9,0.27719298245614,4.9,0.1719298245614,0.45417721518987,2.1365979381443,0.37894736842105,2.9087719298246,-0.2656,-0.037457000773316,28.5,0.34591082926829,0.20360824742268,5,22.9,4.1,3203,28.3,7.6,10.907894736842,28.3,0.4,2.027972027972
"6",2006-12-31,3.9,0.33,0.1691,0.11735941320293,36.1,44.2,0.3,21,0.17184942716858,0.72916666666667,0.47511312217195,0,0.5204021289178,14.317073170732,0.6,0.029897785349233,3.51,10.9,7.1695,11.5,0.34225,NA,101.2,5.0854271356784,3.5138888888889,9.2844036697248,8.8,3.5138888888889,7.4695,122.2,0.18778280542986,0.165,0.0151,0.087451286048324,NA,0.4813,0.16742081447964,19.9,117.4,0.040885860306644,0.039279869067103,8.2,0.28472222222222,4.4,0.15277777777778,0.4280487804878,3.2520775623269,0.37847222222222,4.0763888888889,-0.3,-0.041844068080299,28.8,0.36027512562814,0.22714681440443,5.3,29.61,4.8,5491,28.8,8,14.675,28.8,0.55,2.9877750611247
"7",2005-12-31,3.9,1.11,0.2832,0.13874345549738,32.9,41.6,0.3,17.5,0.12905604719764,0.63176895306859,0.42067307692308,-0.1314,0.31073446327684,17.373333333333,0.7,0.025141980046048,3.276,9.2,6.7978,9.9,0.26111,NA,118.1,5.7053140096618,4.1584507042254,12.836956521739,11.929292929293,4.2635379061372,7.3292,135.6,0.19711538461538,0.195,0.1131,0.10609752238712,NA,0.3736,0.18269230769231,20.7,130.3,0.040675364543362,0.039085545722714,7.5,0.27075812274368,5.2,0.18772563176895,0.4368,3.9604863221885,0.33212996389892,4.7039711191336,-0.5314,-0.078173656230272,27.7,0.32839555555556,0.22796352583587,6.5,32.98,5.3,1800,28.4,8,16.2875,28.4,0.55,3.5497382198953
"8",2004-12-31,4.1,0.35,0.2863,0,NA,41.3,0.4,16.9,0.15116279069767,0.62361623616236,0.409200968523,0.077,0.24449877750611,10.960784313725,0.8,0.021283255086072,2.788,9.2726,5.8799,10.0726,0.36589,NA,94.9,4.9170984455959,3.5018450184502,10.234399012149,9.4215524216567,3.5811320754717,6.2029,111.8,0.22033898305085,0.22,0.0804,0.20805369127517,NA,0.4252,0.1864406779661,19.3,111.8,0,0,10.2,0.38490566037736,3.4,0.12830188679245,0.27333333333333,3.0883977900553,0.34991132075472,4.2188679245283,-0.323,-0.05493630191396,26.5,0.30465699955958,0.2817679558011,5.8,31.95,0,28411,27.1,7.1,15.746478873239,27.1,0.55,3.0883977900553
"9",2003-12-31,4.5,0.38,0.2994,0,NA,49.7,0.3,1.5,0.015479876160991,0.056179775280899,NA,-0.2952,0.25384101536406,13.27397260274,1,0.027037988373665,2.7,11.6909,7.673,12.6909,0.34368,NA,95.4,2.7257142857143,3.5730337078652,8.1601650508855,7.5171736687747,3.520295202952,8.6682,96.9,0.18108651911469,0.145,-0.0302,0.25850497570007,NA,0.48,0.13682092555332,35,96.9,0,0,7.3,0.26937269372694,20,0.7380073800738,0.36986301369863,2.6547945205479,0.4314,3.5756457564576,-0.9952,-0.12970197381105,27.1,0.21922850688,0.2,5.2,22.191,0,800,26.7,7.3,13.27397260274,26.7,0.6,2.6547945205479
"10",2002-12-31,4.4,0.73,0.3627,0.24154589371981,NA,23.4,0.5,0.3,0.0024509803921569,0.010948905109489,NA,1.8,0.4403,16.305555555556,1.2,0,0,10.5,6.8418,11.7,0.3484,NA,122.1,NA,NA,11.628571428571,10.435897435897,4.456204379562,7.5418,122.4,0.38034188034188,NA,0.1489,0.2033859528712,NA,0.4007,0.28632478632479,20.4,117.4,0.042589437819421,0.040849673202614,7.2,0.26277372262774,5.2,0.18978102189781,0,7.4777070063694,0.38321167883212,4.2846715328467,-0.7,-0.10231225700839,27.4,0.33538235294118,0.45859872611465,5.2,25.5,5,6166,27.4,7.3,16.082191780822,27.4,0.5,5.9852941176471
