"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,64.4,2.62,0.589,0.5694,1001.7,2681.8,34.2,186.4,0.1056,0.2155,0.0695,-9.85,0.8,NA,96.3,0,0,76,75.5,172,0,1579.5,0.74,2.03,20.92,9.19,1.83,NA,147.45,1765.9,0.0811,NA,NA,0.025,0.3807,0.2059,0.7083,2139.7,441.5,2.9998,0.75,-157.8,-0.1825,97.4,0.1126,NA,0.44,NA,0.0873,0.51,-71.95,-0.953,864.8,0.0353,-0.1575,119.6,6.18,1324.4,234768,777.3,-38.2,NA,777.3,2.1,0.76
"2",2010-12-31,64.4,3.59,0.9214,0.52568910194456,1226.9,2940.6,46,244.1,0.13701167489897,0.331162664496,0.083010270012922,20.3494,0.55621879748209,NA,347.8,0,0,23.3,23.3,371.1,0,1537.5,0.65632203534534,1.8186657203691,65.987124463519,4.1430881164107,2.0858770858771,NA,304.7506,1781.6,0.085322723253758,NA,NA,0.0191,0.58613795401533,0.3364,0.69570835883833,2342.6,421.8,3.2238027501185,0.76324651998204,-113.5,-0.15398182064849,138.5,0.18789852123185,NA,0.34379330018746,NA,0.031610364943698,0.57224257224257,-281.4506,-12.079424469982,737.1,0.0099462136088107,-0.092509576982639,119.8,6.52,1359.8,420933,845.4,-123.3,NA,845.4,2.05,0.68875401090192
"3",2009-12-31,63.5,3.35,0.9517,0.53918998239092,1177.6,2872.8,50.1,458.5,0.17144673372471,0.6421568627451,0.15960038986355,3.4777,0.53851003467479,NA,324.4,0,0,-1.4,-1.4,323,0,2215.8,1.056652360515,3.0278764689806,NA,6.8600619195046,3.1033613445378,NA,269.4223,2674.3,0.097257031467558,NA,NA,-0.5335,0.35630575476649,0.2575,0.59826649958229,2097,1296.4,1.0628663992595,0.5152376322776,-96.9,-0.13571428571429,139.5,0.1953781512605,NA,1.1008831521739,NA,-0.0019607843137255,1.8156862745098,-270.8223,NA,714,-0.00066762041010967,-0.082286005434783,116.1,20.35,1377.9,295611,731.8,-147.7,NA,731.8,2.05,1.0464879671297
"4",2008-12-31,42.3,3.72,0.932,0.5235103750238,1001.2,2408.7,78.7,107.4,0.041845242733578,0.10530444161192,0.044588367169012,-51.1364,0.36909871244635,NA,336.4,0,0,208.9,208.9,545.3,0,2459.2,1.2334236132009,3.2641359171755,11.772139779799,4.5098111131487,2.4112167859594,NA,517.7364,2566.6,0.085813924523602,NA,NA,0.2136,0.78419593345656,0.9508,0.69307095113547,1993.8,1466.6,0.75003409245875,0.42858256058599,-251.8,-0.24688694970095,195.7,0.19188155701539,NA,1.4648421893727,NA,0.20482400235317,1.4379841160898,-308.8364,-1.4783936569871,1019.9,0.10477480188585,-0.25149820215741,140.5,23.61,1100,560033,753.4,-315.9,NA,753.4,2.15,1.2214924804873
"5",2007-12-31,42.3,2.9,0.5592,0.30086904405154,1399.8,2338.4,81.5,142.8,0.09985315712188,0.17,0.061067396510435,-38.4754,0.55793991416309,9.0956043956044,255.1,0,0,206.1,171.1372,461.2,0.16964,1287.3,0.69232010325912,1.2487147152973,6.2459970887919,2.7911968777103,1.5325,0.0978,383.2126,1430.1,0.077104002736914,3.89,5.5835475578406,0.3404,0.85771875741048,0.6772,0.68268901813206,1859.4,827.7,0.72779992750997,0.42122928466541,91,0.10833333333333,169.3,0.20154761904762,0,0.59129875696528,0.93002089934605,0.24535714285714,0.98535714285714,-212.0754,-1.239213014079,840,0.092038935140368,0.065009287041006,127.4,21.72,602.4,511063,1030.9,145.4,5.6925722145805,1030.9,1.95,0.71426430925981
"6",2006-12-31,40.7,1.58,0.3538,0.32849270664506,1035.8,1819,60.4,145.9,0.027030031309632,0.24191676338916,0.080208905992304,-24.3568,0.56529112492934,249.54081632653,164.5,0,0,141.4,97.6013,305.9,0.30975,5251.8,3.7604181583846,6.9717244125846,37.1414427157,17.168355671788,8.708008622119,NA,226.0581,5397.7,0.063661352391424,1.59,67.918238993711,0.4035,0.30456748118363,0.567,0.68878504672897,1396.6,4891,0.10359844612554,0.093873316412546,19.6,0.032498756425137,97.8,0.16216216216216,0,4.7219540451825,NA,0.23445531420992,8.1097662079257,-128.4568,-1.3161370898738,603.1,0.06988497064299,0.018922571925082,99.5,107.99,506.7,200998,753.3,44.7,109.41834451902,753.3,1.25,3.499319286872
"7",2005-12-31,38,1.53,0.3519,0.41599450832332,680.6,1388.8,26.5,71.7,0.021695058852008,0.1788029925187,0.051627304147465,-18.1715,NA,42.728787878788,110.8,0,0,87.7,61.0716,198.5,0.30363,3233.2,2.9562037121697,5.9719246398227,36.866590649943,16.288161209068,8.0628428927681,NA,163.5431,3304.9,0.042410714285714,0.9,77.777777777778,0.6426,0.21559633027523,0.5493,0.69542050691244,1093.7,2820.1,0.17190879756037,0.14669127658931,66,0.1645885286783,51.9,0.12942643391521,0,4.1435498089921,NA,0.21870324189526,7.0326683291771,-102.4715,-1.6778893807452,401,0.055839488890921,0.096973258889215,46.4,70,484.8,74291,541.4,47.6,59.245798319328,541.4,NA,2.8358503518105
"8",2004-12-31,28.4,1.47,0.5403,0.058698940998487,NA,444.6,10.8,168.1,0.10332534267625,0.53603316326531,0.37809266756635,-1.6566,0.54414214325375,100.46875,49.4,0,0,18.6891,12.052,68.089,0.35513,1458.8,8.9827586206897,4.6517857142857,78.056402010803,21.424884030545,8.0021941854087,NA,52.3086,1626.9,0.07085020242915,1.22,47.459016393443,0.442,0.264,0.6529,0.19433198380567,162.4,1607.5,0.012068429237947,0.011924519023911,16,0.087767416346681,-2.3,-0.012616566099835,0,5.1671488267438,NA,0.10251810202962,8.8178826110806,-40.2566,-3.3402364335881,182.3,0.074211869910714,0.051430408228865,22.1,57.9,19.4,123055,313.6,25,64.3,313.6,0,4.9225416036309
