"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,18.7,2.09,0.5016,0.5211,273.4,664.5,2.6,59.8,0.0715,0.1056,0.09,99.15,0.8,NA,7.6,0,0,3,3.1,11,0,777.1,1.52,1.13,250.68,72.63,1.37,0.15,-91.05,836.9,0.0217,0.74,35.81,NA,-0.19,0.4883,NA,0.9668,0,511.1,539.4,0.5515,0.3555,-33.9,-0.0599,462.6,0.8167,0,1.97,0.0055,0.95,94.15,30.3716,566.4,0.0061,-0.124,96.2,26.5,297.5,378551,687.8,5.2,103.73,687.8,1.85,1.47
"2",2010-12-31,18.5,2.98,0.9095,0.47690451568425,303.5,661.9,1.6,81.2,0.17518878101402,0.13173264114212,0.12267714156217,-50.6411,0.50852116547554,NA,7.8,0,0,2.9,2.9,10.7,0,382.3,0.76613226452906,0.68932564010097,131.8275862069,35.728971962617,0.62021414665801,0.15,59.7411,463.5,0.025079317117389,NA,NA,NA,0.0812,0.55004428697963,NA,0.8985,0,499,186.8,1.4812633832976,0.59697950377562,-26.3,-0.042667099286178,505.1,0.81943543153796,NA,0.61548599670511,0.004704737183647,0.30304996755354,-56.8411,-19.600382644499,616.4,0.005811623246493,-0.08665568369028,102.1,9.6,276.7,109326,554.6,-41.9,NA,554.6,1.85,0.79886246122027
"3",2009-12-31,18.5,2.05,0.9288,0.50317634173056,226.8,663.8,4,109.9,0.21159029649596,0.1928408492718,0.16556191623983,70.5875,0.49795434969854,NA,7.9,0,0,-28.1884,-28.1884,-20.2884,0,409.5,1.1814772071552,0.62395246076489,NA,NA,0.71854711352869,0.15,-94.876,519.4,0.028623079240735,NA,NA,NA,-0.2898,0.34078212290503,NA,0.8431,0,346.6,289.7,0.79288919571971,0.44224104736234,-62.1,-0.10896648534831,465.6,0.81698543604141,NA,1.2773368606702,-0.049462081066854,0.50833479557817,66.6875,NA,569.9,-0.081328447778419,-0.27380952380952,103.1,15.38,229.7,143515,656.3,-8.2,NA,656.3,1.85,1.1377875136911
"4",2008-12-31,14,1.99,0.9661,0.51808972503618,233.1,693.3,3.9,32.5,0.072030141843972,0.053480335691953,0.046877253714121,-86.1849,0.30638650243246,NA,7.8,0,0,-56.2337,-56.2337,-48.4337,0,418.7,0.92796985815603,0.81285187342264,NA,NA,0.68899127859141,0.15,33.8512,451.2,0.039953843934805,NA,NA,NA,-0.403,0.58074137196421,NA,0.8735,0,451.2,200.6,1.2492522432702,0.55540780141844,-245.4,-0.40381767319401,565.6,0.93072239591904,NA,0.86057486057486,-0.092535280566069,0.33009708737864,-90.0849,NA,607.7,-0.12463140514184,-1.0527670527671,131.7,10.39,250.6,253352,515.1,NA,NA,515.1,1.85,0.93280959272276
"5",2007-12-31,14,0.78,0.5778,0.38349771980061,481.3,1117.6,4.5,1.5,0.0030376670716889,0.0014756517461879,0.0013421617752326,191.611,0.42921426098996,NA,8,0,0,-135.5708,-135.5708,-127.5708,0,492.3,0.58509626812455,0.61699461085349,NA,NA,0.48430890309887,NA,-323.6818,493.8,0.031943450250537,-14.57,NA,-0.245,-0.2567,0.67041439126245,NA,NA,0,841.4,132.2,2.7352496217852,0.73228027541515,-92.5,-0.090998524348254,891,0.87653713723561,NA,0.27467276127156,-0.13337014264634,0.13005410723069,188.111,NA,1016.5,-0.16112520798669,-0.1921878246416,171,10.54,361.6,137717,797.9,-212.5,NA,797.9,1.55,0.58583461857872
"6",2006-12-31,13.9,2.9,0.4369,0.51147878404053,617.1,1477.1,4.8,11.5,0.014579107505071,0.0084602368866328,0.0077855256922348,152.6092,0.45777065690089,3.6683804627249,5.2,0.0097407147862649,1.39,148.2,95.8306,153.4,0.35337,777.3,0.62099544619318,0.65534103363966,5.2449392712551,5.0671447196871,0.5718384462591,NA,-56.3786,788.8,0.024575181098098,-6.28,NA,0.135,0.0381,0.62696252878376,NA,NA,0.007988626362467,1251.7,142.7,4.5276804484933,0.81909229208925,38.9,0.028617670860001,1197.7,0.88111527992349,0.03573264781491,0.23124291038729,0.10902670492165,0.10498050467152,152.2092,1.5883154283232,1359.3,0.07656033075018,0.063036784961919,196.7,9.03,646.1,245910,1186.1,-73.2,NA,1186.1,1.25,0.62444585180494
"7",2005-12-31,14.3,2.21,0.3003,0.46327325423422,592.6,1329.7,3.8,25.1,0.024076738609113,0.018625704956961,0.018876438294352,-29.7492,0.55944055944056,5.2678571428571,4.5,0.0026930320150659,1.43,175.5,109.5717,180,0.37566,1017.4,0.94291010194625,0.73463787999134,5.797150997151,5.6522222222222,0.75497180172158,NA,140.0209,1042.5,0.025945702038054,5.22,7.316091954023,0.23,0.1359,0.24549691396901,NA,0.9733,0,1079,531,0.96327683615819,0.49064748201439,100.8,0.07479964381122,1074.8,0.7975660433363,0.014186507936508,0.89605129935876,0.13023152270704,0.39403383793411,-30.4492,-0.27789312161113,1347.6,0.10154927710843,0.17009787377658,164.6,38.19,511.5,83900,1384.9,91.2,5.8223684210526,1384.9,1.05,0.94420795217825
"8",2004-12-31,14.2,1.21,0.3081,0.39428571428571,NA,978.5,1.7,2.8,0.0031086932385922,0.0023545240497814,0.0028615227388861,10.0855,0.78545926647192,6.3748633879781,2.4,0.0024612355402412,1.42,159.6948,96.6154,162.0948,0.395,897.9,1.1192969334331,0.7550454086781,5.6226001097093,5.5393510464247,0.76443044440661,NA,87.2298,900.7,0.034031681144609,6.65,6.1097744360902,0.26,0.1018,0.21047966118389,NA,0.8308,0,802.2,583.3,0.54414537973598,0.35239258354613,91.5,0.077898859186106,811.4,0.69078835348204,0.01551912568306,1.1962674323216,0.13595675123446,0.49659458539077,9.3855,0.097143047893173,1174.6,0.12043798803291,0.18765381460213,139.4,40.63,317.4,164700,1189.2,83.9,6.9523241954708,1189.2,0.95,1.1188819875776
"9",2003-12-31,14.2,0.55,0.3219,0.3085910652921,NA,746.9,15.7,3.2,0.0033919864320543,0.0027203944571963,NA,58.4077,0.3417210313762,9.3488372093023,2.4,0.0021965952773201,1.704,147.177,89.0362,149.577,0.39504,940.2,1.624395300622,0.79928589645499,6.3882281574507,6.2857274275396,0.87902019446522,NA,17.3285,943.4,0.045789262284108,NA,NA,0.305,0.0761,0.20618671414265,NA,0.7528,0,578.8,763.8,0.23514008902854,0.19037523849905,81.7,0.076383694839192,585.5,0.54740089753179,0.020856793145655,1.8981113320079,0.1376,0.71409872849663,71.7077,0.80537687963612,1069.6,0.15382891106012,0.20303180914513,128.1,54.63,179.6,83300,1176.3,92,8.3021739130435,1176.3,0.9,1.6209621993127
"10",2002-12-31,14.8,1,0.3928,0.21201577360241,NA,578.5,0.8,1,0.0015283509093688,0.00096805421103582,NA,140.4,0.5612,8.4519519519519,2.2,0.0026292414283176,1.48,123,75.03,125.2,0.39,653.3,NA,NA,5.3113821138211,5.2180511182109,0.6324298160697,NA,76.43,654.3,0.035955056179775,NA,NA,NA,0.0681,0.30373700477662,NA,0.6694,0,430.1,562.9,0.1623734233434,0.13969127311631,66.6,0.064472410454986,426.4,0.41277831558567,0.022222222222222,1.657050338534,0.11907066795741,0.54491771539206,-1.4,-0.018659202985472,1033,0.17444780283655,0.19605534294966,126.3,38.6,91.4,115946,1016.2,72.7,7.7427785419532,1016.2,0.85,1.5189490816089
"11",2001-12-31,NA,0.73,0.3904,0.4097,NA,612.1,6.1,10,0.015772870662461,0.01023751023751,NA,19.9129,0.3267,8.3593155893536,2,0.0034,1.495,103.2149,63.8415,105.2149,0.38147,624,NA,NA,6.0456387595202,5.9307189380972,0.63882063882064,NA,39.8286,634,0.036431955562816,NA,NA,0.33,0.0476,0.26151870284155,0,0.6055,0,464.13,439.7,0.44189219922674,0.30646687697161,52.6,0.053849303849304,458.364,0.46925061425061,0.028421673003802,1.5709181850661,0.065357813367117,0.45014332514333,24.0129,0.37613300830837,NA,0.13755092775085,0.18792425866381,120.3,29.25,194.3,23800,976.8,65.5,6.7129770992366,1019.2,0.9,1.3659965957814
"12",2000-12-31,NA,0.85,0.3821,0.32318862969257,NA,567.6,0.9,8.6,0.014640789921689,0.0091978609625668,NA,36.6922,0.6673645642502,8.518018018018,2.1,0.0039661554732946,1.5,93.0325,56.9805,95.1325,0.38752,578.8,NA,NA,6.2214817402521,6.084145796652,0.61903743315508,NA,-32.5312,587.4,0.032064834390416,NA,8.304132231405,NA,0.2179,0.35840047746941,NA,0.5369,NA,429.5,378.2,0.55314648334215,0.35614572693224,44.4,0.047486631016043,416.3,0.44524064171123,0.033783783783784,1.652249890782,0.06094176,0.40449197860963,89.5118,1.5709180924375,NA,0.13266716088475,0.19397116644823,107.9925,50.24,209.2,NA,935,50.4,7.5039682539683,948.2,NA,1.3407897740242
"13",1999-12-31,NA,0.9,0.3262,0.51405719825497,NA,531.6,1.5,6.5,0.015658877378945,0.0071491421029477,NA,NA,0.41385652973636,4.8798076923077,2.2,0.0076847290640394,1.56,85.4,51.6644,53.8644,0.39503,408.6,NA,NA,4.7845433255269,7.5857098889624,0.44940607127145,NA,26.339,415.1,0.036493604213694,NA,6.0433070866142,NA,0.2213,0.35238095238095,NA,0.4425,NA,406.1,203,1.0448275862069,0.51096121416526,NA,0.047514298284206,NA,0.43037835459745,0.0375,1.0124688279302,0.093928728552574,0.22327320721513,NA,-0.013548971538217,NA,0.12722097512928,0.21546134663342,101.4,NA,NA,NA,NA,43.2,4.6990740740741,909.2,NA,1.0060591371789
