"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,57.6,0.56,0.6639,0.2185,575.5,6983.4,0,53.8,0.0767,0.0077,0.21,NA,0,0,0,199,199.4,199,0,647.2,0.95,3.25,3.25,0.08,199.4,701,0,0.46,20.52,0.2546,0.8531,0.0012,682.6,540.1,0.2979,0.2295,-226,0,0,0.94,NA,0,0,0.2921,-0.3927,48.8,9.44,160.9,248355,38.5,14.03,1.1,0.95
"2",2010-12-31,18.8,1.84,0.8609,0.21566549841063,962.3,7999.9,0,376.4,0.91514709457817,0.047050588132352,0.31943315135324,NA,0,0,0,211.3,211.3,211.3,0,34.9,0.04103468547913,0.16516800757217,0.16516800757217,NA,211.3,411.3,0,NA,NA,0.42233009708738,0.8404,0.028150351879398,850.5,146.7,1.8036809815951,0.64332603938731,-228.3,0,NA,0.15244726176868,NA,0,0,0.24844209288654,-0.23724410267068,141.4,6.99,264.6,536955,-164.7,NA,1.1,0.33523514548863
"3",2009-12-31,94,NA,NA,0.25528219971056,771.9,7999.9,0,376.4,0.75948345439871,0.047050588132352,NA,NA,0,0,0,211.3,211.3,211.3,0,119.2,0.18057870019694,0.56412683388547,0.56412683388547,0.08,211.3,495.6,0,NA,NA,0.6986301369863,0.6934,0.028150351879398,660.1,231,1.1454545454545,0.53389830508475,-228.3,0,NA,0.29926156237855,NA,0,0,0.32010301469474,-0.29576369996113,141.4,1.95,264.6,922172,-161,NA,1.05,0.47814761215629
"4",2008-12-31,48.8,NA,NA,0.43017678498013,831.6,8207.3,0,157.5,0.19751693002257,0.01919023308518,NA,2.8504201680672,0,0,0,269.2,174.2693,269.2,0.35264,639.9,0.49151240494662,2.3770430906389,2.3770430906389,NA,NA,797.4,0,NA,NA,0.71736375158428,0.587,0.039635446492757,1301.9,169.6,3.7016509433962,0.78730875344871,59.5,0,0,0.2039442039442,NA,NA,NA,0.13385767877717,0.071548821548822,229.6,3.39,627.8,567779,-362.4,NA,1.05,0.54638892695628
"5",2007-12-31,47.7,NA,NA,0.43008837432349,831.6,8207.3,0,157.5,0.12417218543046,0.01919023308518,NA,10.766386554622,0,0,0,269.2,174.2693,269.2,0.35264,1110.9,0.85329134342115,4.1266716196137,4.1266716196137,0.1133,NA,1268.4,0,-0.71,NA,0.46285714285714,0.409,0.039635446492757,1301.9,640.6,0.98001873243834,0.49495427309997,59.5,0,0,0.77032227032227,0.95025477092867,NA,NA,0.13385767877717,0.071548821548822,229.6,13.58,627.8,453540,-11.8,NA,1.05,0.86912429765657
"6",2006-12-31,42.9,NA,NA,0.49401148482363,616.4,7101.2,0,158.3,0.11922874143255,0.022292006984735,NA,10.545058139535,0,0.02128738800827,15.444,223.7,141.9623,223.7,0.36539,1169.4,1.1028954069603,5.2275368797497,5.2275368797497,0.1,NA,1327.7,0,1.78,8.5955056179775,0.39250383168455,0.3379,0.023531234157607,1060.3,725.5,0.83004824259132,0.45356631769225,68.8,0,0.22447674418605,1.1769954574951,1.0545058139535,NA,NA,0.13388876450061,0.11161583387411,169.3,15.3,602.2,566077,72.1,10.06241331484,NA,1.0895289676678
"7",2005-12-31,23.5,NA,NA,0.71263704558569,299.4,4068.8,0,91.8,0.047755293138428,0.022561934722768,NA,31.005249343832,0,0,0,129.7,84.5333,129.7,0.34824,1830.5,1.9296858528358,14.1133384734,14.1133384734,0.135,NA,1922.3,0,1.66,19.469879518072,0.1237582084526,0.239,0.017744789618561,948.6,1181.3,0.62727503597731,0.38547573219581,38.1,0,0,3.9455577822311,2.2966851365801,NA,NA,0.089113717056715,0.12725450901804,48,32.32,741,80621,NA,NA,NA,1.8476547481738
