"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-06-30,93.5,0.76,0.2504,0.0883,113.6,368.3,4.2,165.2,0.0649,0.6796,0.4485,-7.39,0.76,NA,3.7,0,0,22,22.4,26,0,2381.6,NA,9.04,106.31,91.24,9.8,0.13,29.29,2546.8,0.019,0.14,197.43,-0.165,0.2718,NA,0.9901,0.0527,-40.6,2535.8,0.0043,0.0043,-13.8,-0.0568,-88.5,-0.364,0,22.32,NA,0.0922,10.43,-6.89,-0.3076,243.1,NA,-0.1215,206.2,27.64,11,402552,263.4,2.3,1102.52,263.4,0.85,NA
"2",2011-06-30,94.2,0.75,0.2672,0.13676148796499,157.8,412,2.8,150,0.0902635696233,0.75681130171544,0.36407766990291,-2.2069,0.79528443113772,NA,3.8,0,0,-56.881,-56.881,-53.081,0,1511.8,46.091463414634,7.3281628696074,NA,NA,7.627648839556,0.13,-53.6741,1661.8,0.01626213592233,NA,NA,0.1682,0.19833653230966,NA,0.9909,0.045145631067961,32.8,1636.8,0.015273704789834,0.01504392827055,-43.7,-0.2204843592331,-54,-0.27245206861756,NA,10.372623574144,NA,-0.28698784056509,8.2583249243189,-3.2069,NA,198.2,-1.7341765243902,-0.27693282636248,200.6,17.35,25,628441,206.3,-39.9,NA,206.3,0.85,9.0908096280087
"3",2010-06-30,92.4,1.28,0.3877,0.35052970981115,141,394.7,2.7,124.9,0.098207265293285,0.75105231509321,0.31644286800101,-0.002,0.58034562806293,NA,4.4,0,0,-108.271,-108.271,-103.871,0,1146.9,12.439262472885,6.7623820754717,NA,NA,6.8965724594107,0.115,-106.569,1271.8,0.020521915378769,NA,NA,-0.4796,0.23176361957525,NA,0.9528,0.044084114517355,92.2,1195.7,0.063644726938195,0.05983645227237,-107.4,-0.6458208057727,-0.1,-0.00060132291040285,NA,8.4801418439716,NA,-0.65105820805773,7.1900180396873,-1.702,NA,166.3,-1.1743056399132,-0.76170212765957,208.5,12.7,76.1,477840,169.6,-102,NA,169.6,0.9,5.858129894058
"4",2009-06-30,90.1,1.4,0.4099,0.32825768667643,229.4,516,3,122.2,0.12117005453644,0.39216944801027,0.23682170542636,-4.7818,0.35130519638936,16.945179584121,4.8,0,0,47,45.8156,51.8,0.0252,886.3,4.0414956680347,3.0924633635729,18.857446808511,17.110038610039,2.844351732991,0.1,52.3974,1008.5,0.018604651162791,NA,NA,-0.001,0.32885906040268,NA,0.428,0.032558139534884,219.3,896.4,0.12505577867024,0.11115518096183,52.9,0.16976893453145,59.6,0.19127086007702,0,3.9075850043592,1.6945179584121,0.15083440308087,2.8767650834403,-6.5818,-0.14365786985057,311.6,0.20891746466028,0.23060156931125,188.8,9.8,112.1,110725,286.6,12.8,70.03125,286.6,0.9,2.9531478770132
"5",2008-06-30,88.9,1.89,0.4673,0.60058224163028,137.2,528.9,3.1,132.3,0.17635297254066,0.38797653958944,0.25014180374362,-0.0468,0.39375133747058,11.953846153846,19.4,0,0,60.4,47.4303,79.8,0.21473,617.9,2.9256628787879,1.8083113842552,10.230132450331,7.7431077694236,1.8120234604106,NA,63.7771,750.2,0.012289657780299,NA,NA,-0.3606,0.50485436893204,NA,0.4804,0.037247116657213,211.2,543.9,0.37929766501195,0.27499333511064,45.5,0.13343108504399,22.8,0.066862170087976,0,3.9642857142857,NA,0.17712609970675,1.5950146627566,-16.3468,-0.34464890084757,341,0.2245753219697,0.33163265306123,187.1,7.42,206.3,189816,341.7,38.1,14.275590551181,341.7,1.15,2.1839883551674
"6",2007-06-30,48.9,1.89,0.4315,0.096169519152404,-28.5,274.6,3.5,86.3,0.059901436801555,0.29443875810304,0.31427530954115,4.6555,0.55619930475087,111.6328125,23.9,0,0,23.7,15.5562,47.6,0.34362,1354.4,NA,4.2258970358814,57.147679324894,28.453781512605,4.6209484817468,NA,31.3007,1440.7,0.031682447195921,NA,NA,-0.0414,0.28745519713262,NA,NA,0.090677348871085,-103,1428.9,0.0082581006368535,0.0081904629693899,12.8,0.043671102012965,-49.8,-0.16990788126919,0,NA,NA,0.08085977482088,4.8751279426817,-15.7445,-1.0121056543751,293.1,NA,NA,171.4,15.6,11.8,515519,320.5,32.6,43.831288343558,320.5,1.5,NA
"7",2006-06-30,48.9,3.13,0.5027,NA,103.8,274.2,3.5,86.3,0.1450907868191,0.29393732970027,0.31473377097009,0.783,0.68430475432664,34.563953488372,22.4,0,0,25.7,17.0769,48.1,0.33553,508.5,28.567415730337,1.7098184263618,19.785992217899,10.571725571726,1.7319482288828,0.1383,35.1938,594.8,0.030634573304158,0.42,26.238095238095,-0.0399,0.30857648099027,NA,NA,0.073668854850474,17.8,594.5,0.00050462573591253,0.00050437121721587,17.2,0.05858310626703,-60.5,-0.20606267029973,0,5.7273603082852,2.4992012645244,0.087534059945504,2.024863760218,-18.117,-1.0609059098481,293.6,0.9593752247191,0.16570327552986,171.3,11.02,0.3,324463,297.4,16,37.15625,297.4,2.15,5.7137367915466
"8",2005-06-30,43.1,3.54,0.915,0.017711171662125,NA,244.2,5.2,68.1,0.19484978540772,0.25563063063063,0.27886977886978,0.7501,0.77377049180328,NA,25,0,0,-29.6641,-29.6641,-4.6641,0,281.4,1.9313658201785,1.0563063063063,NA,NA,1.0437685459941,0.1,-10.6142,349.5,0.046683046683047,0.25,31.4,-0.2202,0.32702915681639,NA,0,0.11302211302211,145.7,348.2,0.0037334865020103,0.0037195994277539,-69.4,-0.25741839762611,-63.2,-0.23442136498516,NA,NA,NA,-0.11002997032641,1.2915430267062,-19.0499,0.64218582312506,269.6,-0.20359698009609,-0.9625520110957,192.6,7.85,1.3,218858,266.4,-44.4,NA,266.4,2.1,4.7615803814714
"9",2003-06-30,39,3.56,1.1089,0.71800766283525,NA,378.5,4.7,51.6,0.10602013560715,0.15990083669043,NA,53,0.7059,NA,31,0,0,-5.7,-5.7,25.3,0,435.1,NA,NA,NA,17.197628458498,1.3483111248838,0.1225,20.6,486.7,0.082430647291942,0.16,61.25,-0.0332,0.64774624373957,NA,0.7422,0.11387054161163,139.8,393,0.23842239185751,0.19252106020136,-5,-0.015494267121165,-5.8,-0.017973349860552,NA,10.679347826087,NA,-0.017663464518128,1.2178493957236,-26.3,NA,322.7,-0.040772532188841,-0.13586956521739,207.6,9.8,93.7,358115,322.4,6.2,63.387096774194,322.4,1.8,3.1123032904149
"10",2002-06-30,NA,3.01,1.1657,0.3336,NA,548.3,12.9,52.1,0.18370944992948,0.16250779787898,NA,0.7727,0.4523,NA,25.8,0,0,-24.2761,-24.2761,1.5239,0,231.5,NA,NA,NA,151.91285517422,0.72208359326263,0.15,-12.1488,283.6,0.092650009119095,-0.22,-13.772727272727,-0.1372,0.95087427144047,0,0.8109,0.27904431880357,300.947,125.3,0.77733439744613,0.34344146685472,-66.7,-0.20804741110418,22.325,0.06963505926388,NA,0.64355418592707,NA,-0.075720835932626,0.39082969432314,-12.1273,NA,NA,-0.080665698611383,-0.34257832562917,238.8,3.03,97.4,138700,320.6,-67.1,NA,331.7,2.1,0.94235862128547
