"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-03-30,87.4,1.72,0.3909,0.786,327.5,1949.8,43.8,119.7,0.0789,0.0557,0.0614,29.46,0.8,10.66,30.1,0,0,140,75.33,170,0.4623,0.4557,1397.9,0.99,0.63,9.98,8.21,0.65,32.17,1517.6,0.1332,NA,0.005,0.1988,0.8921,0.0153,1410.9,314.5,3.8254,0.7928,29.5,0.0137,1090.5,0.507,0,0.96,0.0651,0.15,43.16,0.5729,2150.8,0.0534,0.0901,147.6,3.64,1203.1,226084,2208.9,19.9,15.8,2208.9,1,0.99
"2",2011-03-30,87.1,0.78,0.4732,0.78116692318455,312.8,1808.3,69.5,43.5,0.031758779294736,0.020772646960508,0.024055742963004,-86.1475,0.52831783601014,NA,25.3,0,0,118.9,47.56,144.2,0.6,1,1326.2,0.95692329893932,0.69076514401792,11.153910849453,9.1969486823856,0.63330308963278,89.5075,1369.7,0.131117624288,NA,-0.0717,0.34341906202723,0.8787,0.017972681524083,1385.9,253.1,4.4116949822205,0.81521501058626,-68.6,-0.032758703022778,1035.6,0.4945322572943,NA,0.80914322250639,0.056778568358722,0.12086337806217,-41.9475,-0.88199157318477,2094.1,0.034317050292229,-0.2193094629156,157.9,2.72,1116.6,493238,1919.9,-105.1,NA,1919.9,1,0.95823422414999
"3",2010-03-30,89.1,0.64,0.5053,0.71476583619493,390.4,1911.2,15.8,129.7,0.096309497289671,0.056188537018585,0.067863122645458,-13.1107,0.51949337027508,3.4952561669829,29.1,0,0,241.1,219.3504,270.2,0.09021,0.079475982532751,1217,0.98224374495561,0.5354393066127,5.0476980506014,4.5040710584752,0.52722783000477,245.7611,1346.7,0.10108832147342,0.085,0.0206,0.30558598028478,0.8084,0.018156132272917,1239,368.4,2.6555374592834,0.72644241479171,105.4,0.04566130918858,854.9,0.37035913876013,0,0.94364754098361,0.10444916172075,0.1595979725339,-26.4107,-0.12040423561863,2308.3,0.17703823163842,0.26997950819672,155.4,4.24,978.3,602818,2272.9,100.6,3.662027833002,2272.9,1.05,0.9839263534741
"4",2009-03-30,89,0.5,0.5423,0.7404258700143,326.7,1758.5,15.9,87.7,0.064173862139617,0.038836241254096,0.04987205004265,10.5781,0.32454361054767,3.2881996974281,29.3,0,0,204.8,204.8,234.1,0,NA,1278.9,1.0922367409685,0.55905752753978,6.24462890625,5.4630499786416,0.56633601983881,207.6219,1366.6,0.11543929485357,-0.04,0.1217,0.44010088272383,NA,0.021324992891669,1170.9,434.7,2.1437773176904,0.68191131274696,132.2,0.058542201753609,812.5,0.35979984058099,0,1.3305785123967,0.090691701355061,0.19249845009299,-2.8219,-0.013778733822845,2258.2,0.17490819028098,0.40465258647077,156,4.88,931.9,726658,2287.6,143.8,3.0229485396384,2287.6,1.1,1.0858096297473
"5",2008-03-30,88.9,1.05,0.499,0.82102056359482,211.5,1712.9,17.9,112.2,0.093523380845211,0.055779269202088,0.065502948216475,-2.9196,0.33667334669339,25.5,34.6,0,0,92.9,92.9,127.5,0,NA,1087.5,1.0168302945301,0.53849962862095,11.706135629709,8.5294117647059,0.54064131245339,112.5196,1199.7,0.12744468445327,NA,0.0131,0.54025670945158,NA,0.018506626189503,1069.5,229.5,4.2274509803922,0.80870217554389,9,0.0044742729306488,734.1,0.36495152870992,0,1.0851063829787,0.04618443947303,0.11409395973154,-19.6196,-0.21119065909235,2011.5,0.086863020102852,0.042553191489362,157.4,2.94,970.2,324648,2019.5,27.2,8.4375,2019.5,1.05,1.01523229246
"6",2007-03-30,88.6,2.93,0.5203,0.8015663498768,225.5,1653.9,15.2,80.3,0.062636505460218,0.040573998282047,0.04855190761231,12.4707,0.32289064001538,NA,36.3,0,0,137.4,68.7,173.7,0.6,NA,1201.7,1.1378657324117,0.61933721589445,8.7459970887918,6.9182498560737,0.60719518973271,77.3293,1282,0.15847391015176,NA,0.0039,NA,NA,0.021222564846726,1056.1,371.1,2.4545944489356,0.71053042121685,-2.6,-0.0013137284624324,636.1,0.32140872113587,NA,1.6456762749446,0.069425496437775,0.18750947400334,-8.6293,-0.12560904832501,1979.1,0.065050658081621,-0.011529933481153,158.3,3.85,910.9,785475,1940.3,3.3,112.45454545454,1940.3,1.05,1.1281239000352
"7",2006-03-30,95,2.53,0.4551,0.83352762881791,214.2,1904.1,19.8,26,0.0154550318017,0.012306527192692,0.013654745023896,-28.1799,0.33399252911448,NA,43.5,0,0,60.6,60.6,104.1,0,NA,1656.3,1.3137939240105,0.75855278223036,27.331683168317,15.910662824208,0.78397311497136,112.4799,1682.3,0.15077989601386,NA,-0.2303,NA,NA,0.019904416784833,1260.7,609.8,1.7587733683175,0.63752006182013,-100,-0.047332796894968,840.9,0.39802148908979,NA,2.8468720821662,0.028683674918351,0.28863539546552,-51.8799,-0.85610431398609,2112.7,0.048068533354486,-0.46685340802988,164.1,7.06,1072.5,752900,2183.5,-59.9,NA,2183.5,0.95,1.3074531747882
"8",2005-03-30,45.4,0.69,0.3137,0.62882995878875,NA,1404.1,16.5,29.1,0.02643291852121,0.016991708513371,0.0207250195855,200.2635,0.43991074274785,21,33,0.030769230769231,5.448,62.7322,42.0299,95.7322,0.33001,NA,1071.8,0.98592585778677,0.6258320682004,17.085324602039,11.195814992239,0.81729449443343,-141.7335,1100.9,0.15753863684923,-0.05,0.0169,NA,4e-04,0.11430809771384,1087.1,399,1.7591478696742,0.63756926151331,19,0.014488333079152,654.6,0.4991612017691,0.28673684210526,0.96307023895728,0.047836053073052,0.30425499466219,183.7635,4.372203361513,1311.4,0.03866244750069,0.045860487569394,125.2,3.9,701.9,328500,1712.6,-38.8,NA,1712.6,0.85,0.98629277907185
