"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12.3,0.84,0.4515,0.2445,102.9,174.9,14.3,10.9,0.0321,0.0478,0.0623,7.46,0.47,14.16,4.9,0,0,33,24.85,38,0.2559,0.2552,328.2,2.62,1.26,9.83,8.57,1.44,7.99,339.1,0.235,1.59,14.39,0.335,0.145,0.3194,NA,0.6318,0.1784,125.3,305.8,0.1089,0.0982,21.6,0.0947,53.2,0.2331,0,2.97,0.1464,1.34,16.86,0.6784,228.2,0.1984,0.2099,27.2,22.88,33.3,74273,260.2,21.4,14.29,260.2,1.2,2.49
"2",2010-12-31,10.9,0.5,0.4671,0.33333333333333,77.2,150.9,3.6,22.7,0.045840064620355,0.11593462717058,0.15043074884029,5.6854,0.64226075786769,30.644295302013,4.9,0,0,24.3,16.6402,29.2,0.31522,0.31651376146789,472.5,5.0751879699248,2.1595063985375,19.444444444444,16.181506849315,2.4131767109295,12.2548,495.2,0.20477137176938,1.64,21.835365853659,0.645,0.0077,0.31739431739432,NA,0.6726,0.083499005964215,93.1,456.6,0.084537888742882,0.07794830371567,14.9,0.076098059244127,48.4,0.24719101123595,0,5.9145077720207,0.1241062308478,2.3319713993871,4.3854,0.26354282889611,195.8,0.17873419978518,0.19300518134715,23.2,35.81,38.6,36933,218.8,20.9,21.846889952153,218.8,1.2,4.2763385146805
"3",2009-12-31,10.8,1.57,0.7604,0.42652671755725,60.1,138.7,2.5,14.9,0.051290877796902,0.077928870292887,0.10742609949531,-0.393,0.39452919516044,30.345679012346,7.3,0,0,13.2,10.1107,20.5,0.23404,0.23584905660377,275.6,3.0656284760845,1.4543535620053,20.878787878788,13.443902439024,1.4414225941423,15.3037,290.5,0.22494592645999,1.18,17.796610169492,0.51,0.0486,0.53574926542605,NA,0.5657,0.094448449891853,89.9,245.8,0.18185516680228,0.15387263339071,8.1,0.042364016736402,44.2,0.23117154811716,0,4.089850249584,0.069037656903766,1.2855648535565,-5.193,-0.51361488452985,191.2,0.11246576195773,0.13477537437604,24.1,21,44.7,30755,189.5,12.6,19.507936507936,189.5,1.2,2.7719465648855
"4",2008-12-31,10.3,1.79,0.7698,0.1980742778542,58.3,104.7,4.3,3,0.027447392497713,0.01727115716753,0.02865329512894,3.8518,0.24941543257989,6.3691275167785,4.1,0,0,23.1,15.401,27.2,0.33329,NA,106.3,1.5251076040172,0.55976829910479,4.6017316017316,3.9080882352941,0.61197466896949,11.3492,109.3,0.27793696275072,0.61,14.016393442623,0.23,-0.1285,0.2992213570634,NA,0.2898,0.042024832855778,69.7,94.9,0.15173867228662,0.13174748398902,14.9,0.085780080598734,41.3,0.237766263673,0,1.6277873070326,0.13298791018998,0.54634427173287,4.0518,0.26308767017823,173.7,0.220961276901,0.25557461406518,17.4,8.55,14.4,32853,189.9,10.7,8.8691588785047,189.9,1.2,1.5034387895461
"5",2007-12-31,8.1,2.86,0.7361,0.3185595567867,49.2,104.1,9.6,2.8,0.025925925925926,0.017699115044248,0.026897214217099,-1.7541,0.28257030294797,5.5194805194805,3.4,0,0,24.5,16.3961,27.9,0.33077,NA,105.2,1.5158501440922,0.63526570048309,4.2938775510204,3.7706093189964,0.66498103666245,11.9502,108,0.28914505283381,1.25,7.04,0.045,0.407,0.71571571571572,NA,0.3874,0.048991354466859,69.4,85,0.27058823529412,0.21296296296296,15.4,0.097345132743363,37.5,0.2370417193426,0,1.7276422764228,0.15486725663717,0.53729456384324,4.4459,0.27115483477446,158.2,0.23625554755043,0.3130081300813,16.4,8.8,23,21424,165.6,12.2,6.9672131147541,165.6,1.3,1.4958448753463
"6",2006-12-31,8,1.89,0.4106,0.37022132796781,31.3,82.5,5.4,0.2,0.0005350454788657,0.0018050541516246,0.0024242424242424,-9.5183,0.19483682415977,62.350877192983,2.9,0,0,9.7,6.3522,12.6,0.34513,NA,373.6,7.5474747474747,2.4758117958913,38.515463917526,29.650793650794,3.3718411552347,13.3706,373.8,0.28363636363636,0.36,111.25,-0.19,0.4666,0.57649796393252,NA,0.2922,0.060606060606061,49.5,355.4,0.051772650534609,0.049224184055645,5.7,0.0514440433213,26.3,0.23736462093863,0,11.354632587859,0.087545126353791,3.2075812274368,-7.0183,-1.1048578776143,110.8,0.12832806060606,0.18210862619808,13.6,40.05,18.4,44794,150.9,14.1,25.205673758865,150.9,0.5,7.5211267605634
"7",2005-12-31,7.9,1.32,0.3065,0.41363636363636,25.8,65.9,2.5,4.5,0.029220779220779,0.059681697612732,0.068285280728376,-6.2732,0.18270799347472,50.296296296296,2.4,0,0,5.2,2.8759,7.6,0.44695,NA,149.5,3.7848101265823,1.4528668610301,28.75,19.671052631579,1.9827586206897,9.0491,154,0.31107738998482,NA,NA,-0.33,1.1441,0.28925975002686,NA,0.183,0.092564491654021,39.5,135.8,0.1340206185567,0.11818181818182,2.7,0.035809018567639,17.2,0.22811671087533,0,5.2635658914729,0.068965517241379,1.8010610079576,-6.1732,-2.1465612196253,75.4,0.072806582278481,0.1046511627907,10.2,17.13,18.2,9300,102.9,NA,NA,102.9,0.35,3.5
"8",2004-12-31,7.8,0.57,0.5012,0.34770114942529,NA,45.2,1.1,9.5,0.10393873085339,0.1503164556962,0.21017699115044,7.8026,0.22745411013567,NA,1.3,0,0,-0.894,-0.894,0.406,0,NA,81.9,3.2371541501976,1.2958860759494,NA,201.72910662824,2.3602305475504,-8.4966,91.4,0.33628318584071,NA,NA,-0.26,0.0378,0.40089228808158,NA,0.2216,0.057522123893805,25.3,79.3,0.15258511979823,0.13238512035011,-0.7,-0.020172910662824,9.5,0.27377521613833,NA,3.4933920704846,-0.025763976945245,2.2853025936599,7.6026,-8.5039246316511,34.7,-0.035336363636364,-0.030837004405286,5.5,10.75,12.1,4006,63.2,0.9,88.111111111111,63.2,0.5,2.6264367816092
"9",2003-12-31,7.7,0.5,0.4762,0.36914600550964,NA,45.5,0.4,11.8,0.2295719844358,0.34104046242775,NA,0.3331,0.209995800084,47.5,1.2,0,0,2.4634,1.8364,3.6634,0.25453,NA,39.6,1.6163265306122,1.1445086705202,16.075081999156,10.809512370886,1.1927710843374,2.3033,51.4,0.33186813186813,NA,NA,-0.04,-0.2144,0.16387337057728,NA,0.1802,0.052747252747253,24.5,38,0.35263157894737,0.26070038910506,0.8,0.024096385542169,7.9,0.23795180722892,0,1.6593886462882,0.0742,1.144578313253,-0.4669,-0.25422687243244,33.2,0.074955943542857,0.034934497816594,5.5,4.991,13.4,1200,34.6,0.5,76,34.6,0.5,1.4159779614325
"10",2002-12-31,7.9,0.58,0.5228,0.24604569420035,NA,67.3,0.4,7.7,0.14419475655431,0.17948717948718,NA,0.4,0.2428,9.85,1.3,0,0,6.6,4.1637,7.9,0.36913,NA,45.7,NA,NA,6.9242424242424,5.7848101265823,1.0652680652681,5.0637,53.4,0.2332838038633,NA,NA,NA,-0.4833,0.40099502487562,NA,0.1805,0.031203566121842,49.2,39.4,0.35532994923858,0.2621722846442,4,0.093240093240093,10.9,0.25407925407925,0,0.91841491841492,0.15384615384615,0.91841491841492,-0.9,-0.21615172121616,42.9,0.084628902439024,0.093240093240093,5.6,5.2,14,4424,33.7,0.7,56.285714285714,33.7,0.55,0.92886178861789
"11",2001-12-31,NA,0.57,0.3776,0.2944,NA,71,2.3,9.2,0.12724757952974,0.10772833723653,NA,-2.0857,0.2641,8.5230769230769,4.4,0,0,14.9162,9.7403,19.3162,0.347,NA,63.1,NA,NA,4.2302999423446,3.2666880649403,0.73887587822014,13.926,72.3,0.47887323943662,NA,NA,0.23,-0.0704,0.4047619047619,0,0.2682,0,48.461,55.4,0.30505415162455,0.23374827109267,6.5,0.076112412177986,13.617,0.15944964871194,0,1.3611793611794,0.11405478454333,0.64871194379391,-4.1857,-0.42973103459279,NA,0.20099210911867,0.15970515970516,10.9,6.62,16.9,NA,85.4,5.6,9.8928571428571,72.3,0.7,1.4919213388085
"12",2000-12-31,NA,0.85,0.3882,0.26381215469613,NA,67,4,0.1,0.00091575091575092,0.0013888888888889,NA,5.0921,0.65687789799073,14.770491803279,4.3,0,0,13.8672,9.4725,18.1672,0.31691,NA,109.1,NA,NA,7.8674858659282,6.0053282839403,1.5152777777778,5.7034,109.2,0.54029850746269,NA,NA,NA,0.2731,0.39138879896407,NA,0.5211,NA,53.2,90.1,0.21198668146504,0.17490842490843,6.1,0.084722222222222,14.9,0.20694444444444,0,2.6345029239766,0.131563134,1.2513888888889,3.7692,0.39790676551617,NA,0.17805536932331,0.17836257309942,9.5904,11.73,19.1,NA,72,6.9,13.057971014493,85.9,NA,2.0487804878049
"13",1999-12-31,NA,0.9,0.424,0.3752808988764,NA,59.8,14.6,1.1,0.014864864864865,0.0023524379811805,NA,NA,0.31839622641509,11.9375,3.7,0,0,10.9,7.5341,11.2341,0.3088,NA,72.9,NA,NA,6.6880733944954,6.4891829148448,0.15590248075278,-44.5715,74,0.60535117056856,NA,NA,NA,0.0787,0.19630938358854,NA,0.1879,NA,43.4,57.3,0.29144851657941,0.22567567567568,NA,0.014542343883661,NA,0.010692899914457,0,2.0611510791367,0.023310521813516,0.12254063301967,NA,1.4467592592593,NA,0.17359631336406,0.24460431654676,7.4,NA,NA,NA,NA,6.8,8.4264705882353,467.6,NA,1.6629213483146
