"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,23.3,0.4,0.5429,0.5629,13.2,179.6,8.7,99,0.2848,0.0939,0.5512,-1.56,0.18,NA,16.4,0,0,96,95.99,112,0,NA,248.6,NA,0.23,2.59,2.21,0.24,0.68,0.055,105.25,347.6,0.1409,0.28,51.11,0.05,0.526,0.359,0.4763,0.0156,-68.8,330.6,0.0514,0.0489,-19.4,-0.0184,-96.1,-0.0912,0,25.05,NA,0.091,0.31,-9.26,-0.0965,1054.3,NA,-1.4697,196.6,14.31,17,214500,1071.4,2.5,132.24,1071.4,1.4,NA
"2",2010-12-31,23,1.32,0.5486,0.60387096774194,30.7,218,20.5,126.6,0.55380577427821,0.11615744563721,0.58073394495413,0.0567,0.68355814801312,13.079136690648,14.6,0,0,14.9,14.5245,29.5,0.0252,0.02112676056338,102,NA,0.093655311725278,6.8456375838926,3.4576271186441,0.093586567575007,0.285,0.065,8.5678,228.6,0.12752293577982,NA,NA,0.2334,0.38828282828283,0.359,0.4329,0.012844036697248,-49.1,181.8,0.25742574257426,0.20472440944882,13.9,0.012753463620516,-77.3,-0.070923937975961,0,5.9218241042345,0.45891707686482,0.013670978988898,0.16680429397192,5.9567,0.41011607615128,1089.9,NA,0.45276872964169,174.7,7.84,46.8,101617,1089.1,-1.3,NA,1089.1,1.5,NA
"3",2009-12-31,22.8,1.97,0.7813,0.84637268847795,10.8,216.5,7.3,144.2,0.3258020786263,0.16446167883212,0.66605080831409,-19.7603,0.47996928196595,49.753246753247,12.9,0,0,8,7.7431,20.9,0.03211,0.0375,298.4,NA,0.28063575660679,37.3,14.277511961722,0.34032846715329,NA,0.08,33.1034,442.6,0.095150115473441,NA,NA,0.0463,0.41787051899411,0.314,0.5205,0.012933025404157,-73.9,383.1,0.15531192900026,0.13443289652056,7.7,0.0087819343065693,-92.9,-0.10595346715329,0,35.472222222222,NA,0.0091240875912409,0.43692974452555,-25.3603,-3.2752071030912,876.8,NA,0.71296296296296,156.7,16.48,59.5,155939,1063.3,11.5,33.313043478261,1063.3,1.5,NA
"4",2008-12-31,22.7,2.32,0.8036,NA,-3,172.4,18.7,109.6,0.29002381582429,0.1313518696069,0.63573085846868,1.6671,0.3086112493778,NA,22.7,0,0,-10.9,-10.9,11.8,0,NA,268.3,NA,0.32940454266421,NA,22.737288135593,0.32154841802493,NA,0.035,-8.5671,377.9,0.13399071925754,0.13,104.30769230769,0.0961,0.45668016194332,0.314,0.5523,0.016241299303944,-46,311.3,0.21394153549631,0.17623709976184,-12.7,-0.015220517737296,-69.9,-0.083772770853308,NA,NA,NA,-0.013063279002876,0.37308245445829,-2.3329,NA,834.4,NA,NA,153.8,13.56,66.6,135422,814.5,-1.4,NA,814.5,1.55,NA
"5",2007-12-31,22.7,2.51,0.7981,0.74764595103578,26.8,232.5,2.6,147.4,0.41910719363094,0.19389634306761,0.63397849462366,10.4381,0.33078561583761,NA,29.5,0,0,-29.3,-29.3,0.2,0,NA,204.3,NA,0.23488158197287,NA,1021.5,0.26874506708761,NA,0.03,-12.8381,351.7,0.11698924731183,0.12,89.833333333333,-0.0057,0.64709156693571,0.31,0.5576,0.012043010752688,-41.2,272.3,0.29159015791407,0.22576059141314,-41.1,-0.054064719810576,-72.4,-0.095238095238095,NA,10.160447761194,NA,-0.038542488818732,0.35819521178637,-16.4619,NA,760.2,NA,-1.5335820895522,156.9,10.78,79.4,184784,869.8,-17.2,NA,869.8,1.65,NA
"6",2006-12-31,23.4,3.82,0.6025,0.57650273224044,62,256.2,23.4,127,0.2777170347693,0.16112661760974,0.49570647931304,-0.7278,0.35850622406639,NA,32.3,0,0,-88.0257,-88.0257,-55.7257,0,NA,330.3,17.025773195876,0.42449556612261,NA,NA,0.41905607713778,0.2,NA,-78.3979,457.3,0.21935987509758,-1.62,NA,-0.2092,0.47417664670659,NA,0.5416,0.010928961748634,19.4,372.9,0.22633413783856,0.18456155696479,-94.9,-0.12040091347374,-56.8,-0.072062928190815,NA,6.0145161290323,NA,-0.1116794468409,0.47310327328089,-9.6278,NA,788.2,-4.5374092783505,-1.5306451612903,182.9,12.32,84.4,480319,778.1,-72.1,NA,778.1,1.35,3.1236338797814
"7",2005-12-31,18.9,4.29,0.6778,0.47664603263928,93,325.9,44.7,112,0.2643379749823,0.13933814381687,0.34366370052163,0.1155,0.29507229271171,NA,15.6,0,0,-23.7184,-23.7184,-8.1184,0,NA,311.7,4.7442922374429,0.38600619195046,NA,NA,0.38778303060463,0.225,NA,-52.9339,423.7,0.18993556305615,-3.66,NA,0.6656,0.45283789301756,NA,0.3571,0.081313286284136,65.7,339,0.24985250737463,0.19990559358036,-24.9,-0.030977855187858,-25.1,-0.031226673301816,NA,3.6451612903226,NA,-0.029507812888778,0.42174670315999,29.2155,NA,803.8,-0.3610103500761,-0.26774193548387,144.3,15.8,84.7,828396,807.5,-48.6,NA,807.5,1.25,2.3843556555993
"8",2004-12-31,19.4,2.86,0.8512,0.40649844452126,NA,376.3,8.7,287.5,0.43554006968641,0.40659029840192,0.76401807068828,-8.6787,0.67199248120301,NA,3.9,0,0,-4.9387,-4.9387,-1.0387,0,NA,372.6,207.00000000001,0.52694102672889,NA,NA,0.75333602911444,0.375,NA,-1.0599,660.1,0.042785011958544,-0.94,NA,0.7631,0.43832276938079,NA,0.544,0.0074408716449641,1.8,542.5,0.21677419354839,0.17815482502651,-5,-0.010109179134654,-20.2,-0.040841083704003,NA,3.1595806639487,NA,-0.0099851597250303,1.09684593611,-3.8787,0.78538111291336,494.6,-2.7437000000001,-0.029120559114735,70.8,28.15,117.6,511047,707.1,-18.5,NA,707.1,1.25,2.2817144832354
"9",2003-12-31,16.5,0,0,0.0034423407917384,NA,97.7,6.7,40.3,0.031279105867743,0.10163934426229,NA,3.2985,NA,NA,2.3,0,0,-10.0577,-10.0577,-7.7577,0,NA,1248.1,70.11797752809,3.1477931904161,NA,NA,5.2243616575973,0.5,NA,-17.7561,1288.4,0.097236438075742,-0.36,NA,1.1843,0.65622317596567,NA,0.4965,0.028659160696008,17.8,1288.2,0.00015525539512498,0.000155231294629,-11.9,-0.049811636668062,5,0.020929259104228,NA,22.248704663212,NA,-0.0421,5.3922143156132,7.6985,-0.76542936149616,238.9,-0.56503876404494,-0.20552677029361,37.1,67.13,0.2,704532,396.5,-11.6,NA,396.5,1.25,22.175559380379
"10",2002-12-31,13.8,0,0,0.0045662100456621,NA,64,1.7,32.7,0.10714285714286,0.3562091503268,NA,13.8,0,NA,1.9,0,0,-1.2,-1.2,0.7,0,NA,272.5,NA,NA,NA,389.28571428571,2.9684095860566,0.25,NA,-1,305.2,0.0765625,NA,NA,0.7073,0.47676419965577,NA,0.3486,0.04375,11.1,305,0.00065573770491803,0.00065530799475754,-4.6,-0.050108932461874,3.2,0.034858387799564,NA,6.9954128440367,NA,-0.013071895424837,3.322440087146,-0.2,NA,91.8,-0.10810810810811,-0.10550458715596,19.5,20.91,0.2,254744,157.3,-7.6,NA,157.3,NA,24.549549549549
