"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,92.3,1.49,0.4137,0.0896,543.6,661.3,2.4,162.4,0.0755,1.1177,0.2456,0.98,0.8,NA,15.8,0,0,8,8,24,0,1988.6,4.57,14.55,248.58,83.55,13.69,NA,0.255,20.42,2151,0.0225,0.07,329.71,NA,-0.35,0.2409,0.01,NA,0,434.7,2097.5,0.0255,0.0249,-330.3,-2.2732,-16.5,-0.1136,NA,3.86,NA,0.0551,14.44,-12.42,-1.5529,145.3,0.0184,-0.6076,27.8,23.08,53.5,605967,136.7,-323.5,NA,136.7,1.1,3.6
"2",2010-12-31,92.6,1.55,0.5231,0.060945407558953,872.1,1051.7,1.3,183.8,0.12631434265686,1.8472361809045,0.17476466673006,-9.4975,0.52571210093672,NA,13.7,0,0,-68.5275,-68.5275,-54.8275,0,1271.3,1.706672036515,7.8233846153846,NA,NA,12.776884422111,NA,0.2,-46.63,1455.1,0.012360939431397,NA,NA,NA,-0.2825,0.4091964700418,0.01,NA,0,744.9,1398.5,0.040471934215231,0.038897670263212,-35.9,-0.3608040201005,-15,-0.15075376884422,NA,1.6036005045293,NA,-0.68871859296482,14.05527638191,-21.8975,NA,99.5,-0.091995569875151,-0.041165004013301,30.3,14.66,56.6,816712,162.5,-11.5,NA,162.5,1.1,1.566813825778
"3",2009-12-31,92.3,1.19,0.5076,0.044114505447554,894.9,1098.1,2.5,163.8,0.078406969508401,1.1843817787419,0.14916674255532,-13.5996,0.54176516942474,NA,16.1,0,0,-209.3881,-209.3881,-193.2881,0,1925.3,2.4926204039358,19.330321285141,NA,NA,13.92118582791,NA,0.13,-182.1885,2089.1,0.013933157271651,NA,NA,NA,-0.4767,0.37444933920705,0.01,NA,0,772.4,2047.8,0.0201679851548,0.019769278636734,-118.7,-0.85827910339841,48.6,0.35140997830803,NA,2.2883003687563,NA,-1.514013593637,14.80694143167,-27.1996,NA,138.3,-0.27108762299327,-0.13264051849369,70.3,21.85,41.3,1153606,99.6,-91.9,NA,99.6,1.1,2.2314676351207
"4",2008-12-31,92.2,1.13,0.4844,0.047683267507947,988.6,1218.3,2.3,115.5,0.041160329282634,0.4375,0.094804235409997,-4.1115,0.36333608587944,NA,17.3,0,0,-25.6688,-25.6688,-8.3688,0,2690.6,2.9163234337741,17.689677843524,NA,NA,10.191666666667,0.435,0.05,-6.5573,2806.1,0.016252154641714,NA,NA,-0.375,-0.4335,0.40463019872977,0.001,NA,0.0014774686037922,922.6,2756.6,0.017956903431764,0.017640141121129,-34.9,-0.13219696969697,9.7,0.036742424242424,NA,2.788387618855,NA,-0.097230303030303,10.441666666667,-19.1115,NA,264,-0.027822241491437,-0.03530244790613,34.1,28.89,49.5,1233017,152.1,-77.8,NA,152.1,1.1,2.7031114536172
"5",2007-12-31,74.6,0.83,0.3545,0.52980910425844,480.3,1264,5.6,24.3,0.0087140500609625,0.064456233421751,0.019224683544304,3.7351,0.47390691114245,387.48275862069,19.4,0,0,23,11.5,42.4,0.50684,2764.3,2.7720617729643,8.8827120822622,120.18695652174,65.195754716981,7.3323607427056,0.1,-0.005,21.5649,2788.6,0.01875,-0.32,NA,-0.085,-0.4983,0.42700396220664,0.031,NA,0.016851265822785,997.2,2247.4,0.24081160452078,0.19407588037008,5.8,0.015384615384615,21.4,0.056763925729443,0,4.6791588590464,38.748275862069,0.061007957559682,5.9612732095491,-10.0649,-0.87521162495675,377,0.011532290413157,0.012075785967104,32.7,24.32,541.2,1629235,311.2,10.4,216.09615384615,311.2,1.05,2.7299069995105
"6",2006-12-31,74.3,1.87,0.3218,0.57627274398089,461.1,1560.4,14,36.9,0.011736267930409,0.049318364073777,0.023647782619841,-0.1333,0.52206339341206,52.219917012448,38.8,0.018892332141438,47.552,91.7,58.6238,130.5,0.3607,3107.2,2.9555788071911,6.2293504410585,33.884405670665,23.809961685824,4.152900294039,-0.01,-0.035,83.5571,3144.1,0.028582414765445,-0.1,NA,0.065,-0.1955,0.41189427312775,0.047,NA,0.043514483465778,1051.3,2517,0.24914580850219,0.19945294360866,48.2,0.064421277733226,-0.4,-0.00053461641272386,0.98655601659751,5.4586857514639,NA,0.12256081261695,3.364073777065,-24.9333,-0.42531069429526,748.2,0.05576315989727,0.10453263934071,51.3,32.5,627.1,2790302,498.8,24.1,104.4398340249,498.8,1.05,2.8892666789193
"7",2005-12-31,74.9,1.18,0.2686,0.53133985048879,489,1591.9,19.9,202.6,0.045015219854689,0.2159454274142,0.12726930083548,-11.0528,0.53611317944899,32.831114808652,38.1,0.012147074474824,47.936,190,124.45,228.1,0.345,4298.1,5.1119172216936,5.6052425665102,22.621578947368,18.843051293292,4.581219356214,0.035,0.03,153.7028,4500.7,0.025252842515233,0.65,82.415384615385,0.115,-0.0013,0.26766863481839,0.076,0.9871,0.052201771468057,840.8,3946.3,0.14048602488407,0.12318083853623,120.2,0.12811767213814,-60.5,-0.064485184395651,0.39880199667221,8.0701431492843,9.3803185167578,0.20251545512684,4.2062460029844,-29.2528,-0.23505633270723,938.2,0.1480137963844,0.24580777096115,48,53.57,554.4,325100,766.8,69.6,56.699712643678,766.8,0.9,4.3134943454092
"8",2004-12-31,75.9,0.67,0.1963,0.4594653573377,NA,1403.6,10,94.8,0.016912866623849,0.09132068201522,0.067540609860359,-2.5848,0.6826286296485,60.917743830787,36.8,0.0095280631234182,48.576,146.554,91.1727,183.354,0.37789,5510.4,6.7060971157357,5.3081591368847,37.599779739966,30.053331246296,5.7912769311613,0.15,0.14,120.5575,5605.2,0.69549729267598,1.8,37.316666666667,0.23,0.2532,0.18608695652174,NA,0.7423,0.070604160729553,821.7,5184.1,0.081229142956347,0.075126668093913,85.1,0.089437729900158,-28.4,-0.02984760903836,0.57081081081081,10.464473153008,4.0611829220525,0.15402422490804,5.448344718865,-29.3848,-0.32229812253155,951.5,0.11095623712486,0.17178037949132,43.8,67.17,421.1,379600,1038.1,85.1,60.917743830787,1038.1,0.85,6.115875613748
"9",2003-12-31,76,0.6,0.1555,0.48482926313564,NA,1275.7,6.9,57.4,0.010890394065304,0.068333333333333,NA,8.153,0.77170418006431,63.400527009223,31.5,0.0088342009780723,42.56,175.8507,112.9102,207.3507,0.35792,5213.3,5.8675295441756,6.2063095238095,29.646168068007,25.142425355456,6.8541940573232,0.095,0.13,129.3573,5270.7,0.72297562122756,1.07,59.242990654206,0.15,0.1764,0.29746380531882,NA,0.6589,0.038175119542212,888.5,4812.1,0.095301427651129,0.087009315650673,75.9,0.099789639758086,78.1,0.10268209308441,0.56073781291173,9.8750256515494,6.6737396851813,0.2312,6.3267157507231,-16.447,-0.14566476187099,760.6,0.12707960641261,0.15575620767494,34.5,63.39,458.6,149600,840,0,NA,840,0.8,5.5721535045988
"10",2002-12-31,76,0.52,0.1601,0.40181908796412,NA,1169.9,121,74.4,0.024123731396518,0.11509900990099,NA,-80.5,0.72,18.276637988087,23.8,0.013209733487833,36.48,121.5,76.5462,145.3,0.36999,3009.7,NA,NA,24.771193415638,20.713695801789,4.6560952970297,0.005,0.075,-20.6538,3084.1,0.72621591589025,0.8,45.6,NA,-0.1954,0.16472651889651,NA,0.4755,0.047183519958971,728.2,2761.6,0.11678012746234,0.10456859375507,151.1,0.23375618811881,-10,-0.015470297029703,0.24142951687624,5.7521349718809,36.553275976175,0.18796410891089,4.2722772277228,97.2,1.2698211139506,646.4,0.10511702142269,0.31472609872943,27.5,36.48,322.5,189957,710.2,NA,NA,710.2,0.75,4.1330678385059
