"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,25.1,0.54,0.2742,0.189,129.6,987.1,0,18.9,0.107,0.0191,NA,0.49,19.01,0,0,0,36,28.95,36,0.1914,0.1979,157.7,1.12,4.41,4.41,28.95,176.6,0,0.44,13.18,NA,NA,0.2973,NA,0.6326,0.0129,140.9,146.4,0.2063,0.171,7.7,0,0,1.13,0,0,NA,0.2055,0.0594,4.5,5.8,30.2,22050,NA,14,10.46,NA,0.6,1.11
"2",2010-12-31,25.1,1.1,0.4617,0.10808823529412,121.3,982.6,0,15.2,0.15916230366492,0.015469163443924,NA,0.32488628979857,NA,0,0,0,33.1,33.1,33.1,0,NA,80.3,0.66473509933775,2.4259818731118,2.4259818731118,33.1,95.5,0,NA,NA,NA,NA,0.13342898134864,NA,0.4127,0.013433747201303,120.8,80.8,0.18193069306931,0.15392670157068,-19.3,0,NA,0.66611706512778,0,0,NA,0.27400662251656,-0.15910964550701,7.4,3.54,14.7,19937,NA,3.4,23.764705882353,NA,0.6,0.70220588235294
"3",2009-12-31,7.8,1,0.479,0.27146171693735,62.8,945.2,0,19.3,0.18629343629344,0.020418958950487,NA,0.28705636743215,NA,0,0,0,31.4,31.4,31.4,0,NA,84.3,1.2600896860986,2.6847133757962,2.6847133757962,31.4,103.6,0,NA,NA,-0.415,NA,0.28057553956835,NA,0.4452,0.014494286923403,66.9,80.2,0.29177057356608,0.22586872586873,-7,0,NA,1.2770700636943,0,0,NA,0.46935724962631,-0.11146496815287,8.9,3.29,23.4,14849,NA,-21.5,NA,NA,0.55,1.2018561484919
"4",2008-12-31,7.8,1.22,0.4769,0.28131416837782,70,805.6,0,17.9,0.27039274924471,0.022219463753724,NA,0.18452505766408,24.25,0,0,0,31.1,23.8873,31.1,0.23192,NA,48.3,0.60754716981132,1.5530546623794,1.5530546623794,NA,66.2,0,NA,NA,0.13,NA,0.47976878612717,NA,0.1375,0.018247269116187,79.5,38.8,0.70618556701031,0.41389728096677,1.6,0,0,0.55428571428571,NA,NA,NA,0.30046903144654,0.022857142857143,9.7,5,27.4,10734,NA,-5.1,NA,NA,0.55,0.67967145790554
"5",2007-12-31,7.7,0.69,0.2609,0.20046082949309,69.4,745.6,0,23.3,0.41681574239714,0.03125,NA,0.42928325028747,5.5797101449275,0,0,0,25.2,15.5577,25.2,0.38263,NA,32.6,0.51338582677165,1.2936507936508,1.2936507936508,NA,55.9,0,0.5,10.32,0.405,NA,0.46990740740741,NA,0.1616,0.020788626609442,63.5,38.5,0.45194805194805,0.31127012522361,6.9,0,0,0.55475504322767,NA,NA,NA,0.24500352755905,0.099423631123919,11.9,5.16,17.4,35531,NA,4.9,7.8571428571429,NA,0.7,0.64400921658986
"6",2006-12-31,6.3,0.95,0.2339,0.25,49.5,541.8,0,19.2,0.19066534260179,0.035437430786268,NA,0.27362120564344,12.567164179105,0,0,0,22.8,14.5311,22.8,0.36267,NA,81.5,1.741452991453,3.5745614035088,3.5745614035088,NA,100.7,0,1.01,12.871287128713,NA,NA,0.19847328244275,NA,0.1415,0.011074197120709,46.8,84.2,0.19596199524941,0.16385302879841,6.7,0,0,1.7010101010101,NA,NA,NA,0.3104941025641,0.13535353535354,7,13,16.5,200,NA,6.6,12.757575757576,NA,0.4,1.5257575757576
"7",2005-12-31,6.2,0.56,0.1938,0.28888888888889,44.8,488.5,0,18.3,0.14409448818898,0.037461617195496,NA,0.24767801857585,16.484848484848,0,0,0,22,13.5942,22,0.38208,NA,108.7,2.4317673378076,4.9409090909091,4.9409090909091,NA,127,0,NA,NA,NA,NA,0.20204603580563,NA,0.1526,0.012896622313204,44.7,108.8,0.16727941176471,0.14330708661417,6.6,0,0,2.4285714285714,NA,NA,NA,0.30412170022371,0.14732142857143,3.5,17.19,18.2,2181,NA,6.8,16,NA,0.3,2.015873015873
"8",2004-12-31,6,-0.11,0.2397,0.49594594594595,NA,448,0,13.1,0.080220453153705,0.029241071428571,0,-0.091781393408427,30.878048780488,0,0,0,NA,NA,NA,0.37853,NA,150.2,2.4663382594417,NA,NA,NA,163.3,0,NA,NA,NA,0,0.30323824646969,NA,0.1453,0.015401785714286,60.9,126.6,0.28988941548183,0.22473974280465,4.1,0,0,3.3941018766756,0,NA,NA,NA,0.10991957104558,1.8,20.5,36.7,1629,NA,6.1,20.754098360656,0,0.3,2.2067567567568
"9",2003-12-31,3.8,0,0,0.55448275862069,NA,441.9,0,40.4,0.34500426985483,NA,0,NA,21.361111111111,0,0,0,NA,NA,NA,0.37056,NA,76.7,2.3894080996885,NA,NA,NA,117.1,0,NA,NA,NA,0,0.15416098226467,NA,0.0872,0.016519574564381,32.1,76.9,0.52275682704811,0.34329632792485,3.6,0,0,2.3808049535604,0,NA,NA,NA,0.11145510835913,1.8,22,40.2,200,NA,4.3,17.883720930233,0,0.25,1.6151724137931
"10",2002-12-31,2.8,0,0,0.69908814589666,NA,337.3,0,23.5,0.24658971668415,NA,0,0,18.259259259259,0,0,0,12,7.4904,12,0.3758,NA,71.8,NA,5.9833333333333,5.9833333333333,7.4904,95.3,0,NA,NA,NA,0,NA,NA,0.0585,0.0011858879335903,42.3,49.3,0.93306288032454,0.48268625393494,2.7,0,0,2.489898989899,0,0,0,0.1770780141844,0.13636363636364,2.1,17,46,4040,0,2.7,18.259259259259,0,NA,1.6973995271868
"11",2001-12-31,NA,NA,NA,0.1066,NA,214.9,0,14.4,0.43504531722054,NA,0,NA,13.565217391304,0,0,0,NA,NA,NA,0.3702,NA,18.7,NA,NA,NA,NA,33.1,0,NA,NA,NA,NA,NA,0,0.0191,0,3.374,31.2,0.060897435897436,0.057401812688822,2.3,0,0,1.9622641509434,0,NA,NA,NA,0.14465408805031,3.3,12,1.9,500,0,0,NA,0,NA,9.8103141671606
"12",2000-12-31,NA,NA,NA,0.064516129032258,NA,184.1,0,19.4,0.61980830670927,NA,NA,NA,13.772727272727,0,0,0,NA,NA,NA,0.35647,NA,11.9,NA,NA,NA,NA,31.3,0,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,30.3,0.033003300330033,0.031948881789137,2.2,0,0,2.2444444444444,0,NA,NA,NA,0.16296296296296,NA,25.25,1,NA,NA,NA,NA,NA,NA,NA
