"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-20,19.4,1.57,0.6633,0.2583,307.2,2382.9,0,30.2,0.0935,0.0127,NA,0.59,NA,0,0,0,88,88.1,88,0,NA,292.9,0.76,3.32,3.32,0.05,88.1,323.1,0,0.81,13.83,NA,NA,0.3245,0.7534,0.0041,384,216.1,0.4951,0.3312,-68.3,0,NA,0.7,NA,0,0,NA,0.2294,-0.2223,16.8,11.2,107,59713,NA,-44.7,NA,NA,1.05,0.78
"2",2010-12-20,19.4,1.07,0.7382,0.2682548905675,377.8,2820.5,0,67.5,0.25773195876289,0.023931926963304,NA,0.35559468978597,7.2588235294118,0,0,0,103.5,65.4969,103.5,0.36718,0.36567164179104,194.4,0.4331550802139,1.8782608695652,1.8782608695652,NA,65.4969,261.9,0,NA,NA,-0.115,NA,0.59612277867528,0.7301,0.0036872894876795,448.8,123.4,1.1223662884927,0.52882779686903,17,0,0,0.32662784542086,NA,0,0,NA,0.14593776737968,0.044997353096877,28.3,5.96,138.5,106997,NA,-6.7,NA,NA,1.05,0.50726321905869
"3",2009-12-20,14.8,0.76,0.7211,0.38560081988214,239.8,3108.3,0,118.8,0.29871762635152,0.038220249010713,NA,0.38136180834836,19.015384615385,0,0,0,97.4,61.4019,97.4,0.36959,0.36893203883495,278.9,1.027255985267,2.8634496919918,2.8634496919918,0.1,61.4019,397.7,0,0.62,20,-0.045,NA,0.46209386281588,0.7938,0.0035067400186597,271.5,247.2,0.60881877022654,0.37842594920795,13,0,0,1.0308590492077,1.9015384615385,0,0,NA,0.22615813627993,0.054211843202669,42.3,12.4,150.5,92588,NA,15.3,16.156862745098,NA,1.1,1.0189597745324
"4",2008-12-20,14.6,0.64,0.5293,0.51695444143957,232.2,2879.8,0,27.3,0.079176334106729,0.0094798249878464,NA,0.33251464197997,6.4630872483222,0,0,0,84.6,51.6864,84.6,0.38905,NA,317.5,0.70026466696074,3.7529550827423,3.7529550827423,0.1,NA,344.8,0,0.51,13.607843137255,0.05,NA,0.46206896551724,0.738,0.0033682894645461,453.4,96.3,2.5804776739356,0.72070765661253,14.9,0,0,0.41472868217054,0.64630872483222,NA,NA,NA,0.11399728716365,0.064168819982774,61,6.94,248.5,59836,NA,12.5,7.704,NA,1.1,0.71728728936967
"5",2007-12-20,14.4,0.93,0.3434,0.31572327044025,217.6,2564.3,0,45.7,0.16642388929352,0.017821627734664,NA,0.48922539312755,8.1401869158879,0,0,0,85.2,52.0776,85.2,0.38876,NA,228.9,0.84061696658098,2.6866197183099,2.6866197183099,0.1,NA,274.6,0,1.06,12.22641509434,0.07,NA,0.41067146282974,0.6967,0.0039386967203525,272.3,174.2,0.57634902411022,0.36562272396213,21.4,0,0,0.80055147058823,0.81401869158879,NA,NA,NA,0.19125100257069,0.098345588235294,73.1,12.96,100.4,36064,NA,16.3,10.687116564417,NA,1.05,0.86352201257862
"6",2006-12-20,14.2,0.39,0.2463,0.4022397094431,197.5,2170.6,0,46.6,0.11592039800995,0.02146871832673,NA,0.58465286236297,10.35,0,0,0,92.5,58.0771,92.5,0.37214,NA,355.4,1.2522903453136,3.8421621621622,3.8421621621622,0.1,NA,402,0,1.71,9.953216374269,0.065,NA,0.28076837167746,0.7087,0.0019810190730674,283.8,269.1,0.49386845039019,0.33059701492537,26,0,0,1.3625316455696,1.035,NA,NA,NA,0.20464076814658,0.13164556962025,63.1,17.02,132.9,78380,NA,23.3,11.549356223176,NA,0.9,1.2167070217918
"7",2005-12-20,14,0.42,0.25,0.51823579304495,170.4,2099.6,0,50.3,0.086027022404652,0.023956944179844,NA,0.448,19.114285714286,0,0,0,88.7,53.479,88.7,0.39708,NA,534.4,1.7613711272248,6.0248027057497,6.0248027057497,0.1,NA,584.7,0,1.82,15.307692307692,0.015,NA,0.2157197778727,0.6409,0.00076204991426939,303.4,401.4,0.45665171898356,0.31349409953822,21,0,0,2.3556338028169,1.9114285714286,NA,NA,NA,0.17626566908372,0.12323943661972,40.8,27.86,183.3,40091,NA,23.9,16.794979079498,NA,0.7,1.6530958439355
"8",2004-12-20,12.1,0.47,0.2971,0.62488835963084,NA,1912.8,0,24.1,0.049639546858908,0.012599330823923,0,0.31639178727701,14.817204301075,0,0.015,3.63,NA,NA,NA,0.36132,NA,461.4,1.4797947402181,NA,NA,0.1,NA,485.5,0,NA,NA,NA,0,0.20530428605257,0.595,0,311.8,275.6,0.76161103047895,0.43233779608651,18.6,0,0.19516129032258,2.1873015873016,1.4817204301075,0,NA,NA,NA,0.14761904761905,21.8,20,209.9,194978,NA,19.8,13.919191919192,0,0.65,1.4453706460256
"9",2003-12-20,12,0.12,0.284,0.63621317444555,NA,1580.7,0,34,0.068686868686869,NA,0,0.084507042253521,20.322147651007,0,0.011240465676435,3.36,NA,NA,NA,0.35247,NA,461,1.7195076464006,NA,NA,NA,NA,495,0,1.49,16.718120805369,NA,0,0.26487747957993,0.4724,0,268.1,302.8,0.63474240422721,0.38828282828283,14.9,0,0.2255033557047,2.7552320291174,NA,0,NA,NA,NA,0.13557779799818,20.6,24.91,192.2,29938,NA,17.7,17.107344632768,0,0.6,1.6385302879841
"10",2002-12-20,11.5,0.24,0.3328,0.6970458830924,NA,1349.8,0,34.8,0.081308411214953,NA,0,0.156,15.388059701492,0,0.013385063045587,2.76,48.5,32.9145,48.5,0.32135,NA,393.2,NA,8.1072164948454,8.1072164948454,0.1,32.9145,428,0,1.24,14.120967741935,NA,0,0.25729620932573,0.4592,0,283.4,206.2,1.0756547041707,0.51822429906542,13.4,0,0.20597014925373,2.1390041493776,1.5388059701493,0,0,0,0.1161415843331,0.13900414937759,23.5,17.51,221.8,18727,0,14.4,14.319444444444,0,0.55,1.3874382498236
