"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,2,0.6,0.2493,0,138.5,161.9,12,44.9,0.1143,0.3815,0.2773,-0.42,0.6,15.11,6.5,0.0114,4.48,38,25.2,45,0.3404,0.3418,348,3.72,3,9.11,7.79,2.96,20.11,392.9,0.3484,12.47,15.72,0.185,0.06,0.1718,NA,0.4756,0.0661,93.6,392.9,0,0,26,0.2209,28.9,0.2455,0.1851,2.84,0.3246,3.34,5.08,0.2017,117.7,0.2692,0.1877,21.8,196,0,2618,116,24.2,16.24,116,0.85,2.84
"2",2010-12-31,2,0.87,0.3288,0,116.6,134.7,4.3,21.4,0.043798608268522,0.19705340699816,0.15887156644395,2.1508,0.68430656934307,23.266666666667,7,0.0081,3.9577,31,20.305,38,0.345,0.34375,467.2,4.9075630252101,3.9326599326599,15.070967741935,12.294736842105,4.3020257826888,20.8542,488.6,0.37639198218263,13.53,17.755358462675,0.2,0.0595,0.19725557461407,NA,0.4791,0.08166295471418,95.2,488.6,0,0,21,0.19337016574586,22.9,0.21086556169429,0.18846,4.1903945111492,0.28545119705341,4.4990791896869,-0.5492,-0.027046110353028,108.6,0.21328781512605,0.18010291595197,19.9,240.23,0,3517,118.8,26.1,18.72030651341,118.8,0.9,4.1903945111492
"3",2009-12-31,2,0.96,0.3658,0,116.7,132.7,6.6,24.9,0.067297297297297,0.24751491053678,0.18764129615674,1.4183,0.61509021323127,22.02380952381,7.2,0.0091,3.367,25,16.4585,32.2,0.34166,0.34375,345.1,3.7592592592593,3.2434210526316,13.804,10.717391304348,3.4304174950298,15.6402,370,0.40015071590053,10.07,17.821251241311,0.225,0.0432,0.18583333333333,NA,0.4626,0.085154483798041,91.8,370,0,0,16.8,0.16699801192843,24.6,0.24453280318091,0.20041666666667,3.1705227077978,0.24850894632207,3.6779324055666,0.8183,0.049718398301747,100.6,0.17928649237473,0.1439588688946,20.3,179.46,0,2614,106.4,19.1,19.371727748691,106.4,0.9,3.1705227077978
"4",2008-12-31,2,0.98,0.3578,0,100.8,115.4,5.4,16.7,0.056266846361186,0.17413972888425,0.14471403812825,1.0655,0.38010061486864,18.904458598726,6.4,0.0096,2.8493,22.9,15.4225,29.3,0.32653,NA,280.1,3.3305588585018,2.8066132264529,12.231441048035,9.5597269624573,2.9207507820646,15.357,296.8,0.46273830155979,NA,NA,0.24,0.0517,0.42678031840527,NA,0.4505,0.10051993067591,84.1,296.8,0,0,15.7,0.16371220020855,26.2,0.27320125130344,0.18148280254777,2.9444444444444,0.23879040667362,3.0948905109489,0.0655,0.0042460714662384,95.9,0.18338243757432,0.15575396825397,19.6,155.72,0,6797,99.8,NA,NA,99.8,0.85,2.9444444444444
"5",2007-12-31,1.9,0.79,0.2618,0,85.4,99.3,7.9,3.5,0.01730959446093,0.03954802259887,0.035246727089627,-1.2095,0.45836516424752,15.435114503817,5.5,0.011275964391691,2.28,18.8,13.2358,24.3,0.29597,NA,198.7,2.4261294261294,2.1296891747053,10.56914893617,8.1769547325103,2.245197740113,12.0453,202.2,0.54380664652568,NA,NA,0.255,0.0716,0.36001625355547,NA,0.3919,0.1178247734139,81.9,202.2,0,0,13.1,0.14802259887006,22.3,0.25197740112994,0.17404580152672,2.367681498829,0.21242937853107,2.2847457627119,1.1905,0.089946335895402,88.5,0.16160884004884,0.15339578454333,19,97,0,1997,93.3,15,13.48,93.3,0.75,2.367681498829
"6",2006-12-31,1.9,1.46,0.3188,0.13851761846902,70.9,95.8,20.9,0.3,0.0012096774193548,0.0037037037037037,0.0031315240083507,-2.2822,0.27603513174404,22.320754716981,5,0.00770921386306,1.824,14.3,10.6957,19.3,0.25205,NA,247.7,3.0207317073171,2.7862767154106,17.321678321678,12.834196891192,3.058024691358,-2.9221,248,0.53653444676409,NA,NA,0.28,0.0999,0.25535599426055,NA,0.3217,0.12526096033403,82,236.6,0.048182586644125,0.045967741935484,10.6,0.13086419753086,23.4,0.28888888888889,0.17207547169811,3.3370944992948,0.17654320987654,2.920987654321,13.6178,1.2732029578075,81,0.13043518292683,0.14950634696756,18.1,125.49,11.4,1375,88.9,NA,NA,88.9,0.55,3.0133657351154
"7",2005-12-31,1.8,1.27,0.3086,0.038819875776397,61.9,78.5,10.6,0.5,0.0034746351633079,0.0069348127600555,0.0063694267515924,-1.1983,0.2851587815943,16.068181818182,5.4,0.01018387553041,1.44,12.7,8.8039,18.1,0.30678,NA,143.4,2.2441314553991,1.8720626631854,11.291338582677,7.9226519337017,1.9889042995839,4.8022,143.9,0.44968152866242,NA,NA,0.335,0.0225,0.12390350877193,NA,0.2896,0.15414012738853,63.9,141.4,0.017680339462518,0.017373175816539,8.8,0.12205270457698,19.2,0.26629680998613,0.16363636363636,2.2843295638126,0.17614424410541,1.9611650485437,4.0017,0.45453345474882,72.1,0.13777611893584,0.1421647819063,16.3,77.74,2.5,1855,76.6,9.7,14.577319587629,76.6,0.55,2.2344720496894
"8",2004-12-31,1.7,0.73,0.3498,0.054205607476635,NA,67.4,9.3,0.3,0.0024213075060533,0.0042134831460674,0.0044510385756677,1.4582,0.41738136077759,19.206349206349,4.8,0.0097940371597292,1.156,8.5919,6.3034,13.3919,0.26635,NA,123.6,2.3233082706767,1.7359550561798,14.38570926435,9.2294871660845,1.8698940998487,0.3452,123.9,0.37537091988131,NA,NA,0.665,0.0406,0.31631115692649,NA,0.2662,0.16913946587537,53.2,121,0.02396694214876,0.023405972558515,6.3,0.095310136157337,18.9,0.28593040847201,0.18349206349206,2.3913043478261,0.12998275340393,1.8305597579425,5.9582,0.94524034406109,66.1,0.11848530242481,0.12450592885375,16.7,69.43,2.9,1204,71.2,8.4,14.404761904762,71.2,0.65,2.3158878504673
"9",2003-12-31,1.7,0.83,0.3305,0.087934560327198,NA,60,4.2,0.3,0.0037783375314861,0.0046367851622875,NA,0.4084,0.50226928895613,15.326530612245,4.7,0.0117277486911,0.952,11.6682,8.4302,16.3682,0.27751,NA,79.1,1.6275720164609,1.2225656877898,6.7790857918589,4.832529337302,1.2595541401274,8.5217,79.4,0.40333333333333,NA,NA,0.295,0.0587,0.15961209355391,NA,0.2861,0.19666666666667,48.6,75.1,0.057256990679094,0.054156171284635,4.9,0.078025477707006,13.5,0.21496815286624,0.19428571428571,1.6838565022422,0.1858,1.1958598726115,-0.0916,-0.010861029846822,62.8,0.17346063204938,0.10986547085202,15.3,47.75,4.3,1550,64.7,5.8,12.948275862069,64.7,0.65,1.6237218813906
"10",2002-12-31,1.7,1.15,0.5235,0.19807692307692,NA,60.8,3.3,0.4,0.0042194092827004,0.0067226890756302,NA,-0.1,0.482,20.609756097561,4.4,0.0096568047337278,0.816,5.8,4.3118,10.2,0.25658,NA,94.4,NA,NA,16.275862068965,9.2549019607843,1.5865546218487,5.4118,94.8,0.40296052631579,NA,NA,NA,0.0225,0.50222345747638,NA,0.2669,0.19901315789474,51.6,84.5,0.12189349112426,0.10864978902954,4.1,0.06890756302521,14.4,0.24201680672269,0.1990243902439,2.0263788968825,0.097478991596639,1.4201680672269,-1.1,-0.25511174358208,59.5,0.083562713178295,0.098321342925659,14.5,49.99,10.3,3038,63.3,4.6,18.369565217391,63.3,0.6,1.8294573643411
