"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,36.3,2.06,0.5382,0.7975,143.7,862.1,335.2,3.3,0.0037,0.0164,0.0038,1.46,0.8,NA,137.3,0,0,-7,-7.1,130,0,885.6,1.25,4.81,NA,6.8,4.4,0.2,-206.46,888.9,0.8389,NA,NA,0.065,0.4536,NA,0.8802,0,706.5,322.8,1.7537,0.6369,-31.8,-0.1581,-17.2,-0.0855,NA,2.25,NA,-0.0353,1.61,199.36,NA,201.1,-0.01,-0.2213,29.8,9.32,566.1,1052471,184,-29.7,NA,184,1.65,1.25
"2",2010-12-31,37.7,1.71,0.5298,0.65302658872336,184,664.6,265,17.8,0.021672957506392,0.12002697235334,0.026783027384893,-12.7277,0.75500188750472,NA,111.9,0,0,-36,-36,75.9,0,803.5,1.5678048780488,4.3222162452932,NA,10.586297760211,5.4180714767363,0.15,-176.3723,821.3,0.80905808004815,NA,NA,0.3302,0.41204390388609,NA,0.8836,0,512.5,475,0.72905263157895,0.42164860586874,-262.1,-1.7673634524612,-50.2,-0.33850303438975,NA,2.5815217391304,NA,-0.24275118004046,3.2029669588672,140.3723,NA,148.3,-0.070243902439024,-1.4244565217391,30.9,13.73,346.3,779567,185.9,-29.2,NA,185.9,1.6,1.5487459928342
"3",2009-12-31,37.4,0.47,0.8206,0.47716467367814,362.9,860.3,265.8,125.1,0.12555198715375,1.1290613718412,0.14541439032896,-6.481,0.47221545210821,NA,165.3,0,0,-127.8,-127.8,37.5,0,871.3,1.5312829525483,6.0423023578363,NA,23.234666666667,7.8637184115523,0.15,-221.819,996.4,0.78344763454609,NA,NA,-0.492,0.43257065948856,NA,0.7682,0,569,665.2,0.49789536981359,0.3323966278603,-251,-2.2653429602888,-21.5,-0.19404332129964,NA,1.8330118489942,NA,-1.1534296028881,6.0036101083033,94.019,NA,110.8,-0.22460456942004,-0.69165059244971,27.9,17.64,331.2,923644,144.2,-200.1,NA,144.2,1.55,1.4355280218989
"4",2008-12-31,37.1,0.54,0.8117,0.30558611416697,568.1,1038.9,362.8,147.5,0.12063466099616,0.68255437297547,0.14197709115411,16.3724,0.30553160034496,23.214797136038,113,0,0,30.1,30.1,143.1,0,1075.2,1.6033402922756,8.7771428571429,35.720930232558,7.5136268343815,4.9754743174456,0.2,-236.0724,1222.7,0.7761093464241,NA,NA,0.8219,0.43263239875389,NA,0.8494,0,670.6,972.7,0.25701655186594,0.20446552711213,41.9,0.19389171679778,-37.8,-0.1749190189727,0,1.7121985565922,1.1607398568019,0.13928736695974,4.5011568718186,266.1724,8.8429375473702,216.1,0.044885177453027,0.073754620665376,24.3,24.35,250,917676,122.5,-59.4,NA,122.5,1.55,1.4945605671678
"5",2007-12-31,34.8,0.45,0.8054,0.43177719895812,201.1,590.1,291.5,4.4,0.0036984113642095,0.039532794249775,0.0074563633282494,49.0703,0.29798857710454,NA,86,0,0,-27.4,-27.4,58.6,0,1185.3,2.8755458515284,5.7960880195599,NA,20.226962457338,10.649595687331,NA,-281.9703,1189.7,0.94322996102356,0.36,83.194444444444,-0.223,0.68765299128562,NA,0.7608,0,412.2,974.2,0.22120714432355,0.18113810204253,-56.5,-0.50763701707098,-58.6,-0.52650494159928,NA,4.8443560417703,NA,-0.24618149146451,8.7529200359389,254.5703,NA,111.3,-0.066472586123241,-0.28095474888115,20.9,29.95,215.5,431650,204.5,18,54.122222222222,204.5,1.5,2.8557369179069
"6",2006-12-31,28.2,2.59,0.4347,0.49557304476144,122.6,479.3,261.4,6.2,0.0071461502996773,0.053356282271945,0.012935530982683,-1.5886,0.38647342995169,416.3125,58.1,0,0,-0.6,-0.3867,57.5,0.35549,861.4,2.709657124882,7.8523245214221,NA,14.980869565217,7.4130808950086,0.2,-202.0981,867.6,0.8775297308575,-0.81,NA,0.4941,0.30210476341193,NA,0.5657,0,317.9,666.1,0.3025071310614,0.23224988473951,1.6,0.013769363166953,-28.4,-0.24440619621342,0,5.4331158238173,20.815625,-0.0051635111876076,5.7323580034423,201.7114,NA,116.2,-0.0012164391318025,0.01305057096248,17.2,22.19,201.5,467917,109.7,-46.6,NA,109.7,1.05,2.6769515581611
"7",2005-12-31,24.8,1.48,0.5131,0.24752475247525,181.6,296.5,164.6,19.8,0.020539419087137,0.28989751098097,0.066779089376054,32.1288,0.29623854999026,NA,28.9,0,0,17.3,17.3,46.2,0,944.2,4.9228362877998,8.5447963800905,54.578034682081,20.437229437229,13.824304538799,0.18,-150.5288,964,0.81989881956155,0.29,124.75862068966,0.2602,0.32727814175104,NA,0.5163,0,191.8,934,0.032119914346895,0.031120331950208,-17.5,-0.25622254758419,-52,-0.76134699853587,NA,5.1431718061674,NA,0.25329428989751,13.674963396779,167.8288,9.7010892103014,68.3,0.090198123044838,-0.09636563876652,8.7,36.18,30,565700,110.5,32.7,28.562691131499,110.5,0.95,4.5557655954631
"8",2004-12-31,20.6,0.29,0.5573,0.29252437703142,NA,128,47.5,3.4,0.0052275522755228,0.060498220640569,0.0265625,-4.4302,0.10407321012022,39.961538461539,12.6,0,0,15.7905,15.7905,28.3905,0,647,6.6838842975207,11.512455516014,40.974003356448,22.789313326641,14.377777777778,0.175,-14.6793,650.4,0.8546875,NA,NA,0.212,0.28557457212714,NA,0.3607,0,96.8,623.4,0.043310875842156,0.041512915129151,15.6,0.34666666666667,-17.8,-0.39555555555555,0,10.8606271777,2.2835164835165,0.3509,13.853333333333,30.4698,1.9296271668267,45,0.163125,0.23889739663093,5.8,25.07,27,78600,56.2,-13.1,NA,56.2,0.8,7.0465872156013
"9",2003-12-31,18.1,0.88,0.5658,0.29368575624082,NA,89.2,19.9,1.5,0.0043365134431917,0.035545023696682,NA,-0.9297,0.31106398020502,83.564102564103,9.5,0,0,19.3617,12.5671,28.8617,0.35093,344.4,4.6228187919463,8.1611374407583,17.787721823582,11.932781436417,10.532110091743,0.12,3.0967,345.9,0.84080717488789,0.52,30.653846153846,0.6919,0.53738968880632,NA,0.1218,0,74.5,325.9,0.061368517950292,0.057820179242556,3.9,0.11926605504587,-3.2,-0.097859327217125,0,8.1271820448878,6.9636752136752,0.5921,9.9663608562691,9.4703,0.75358293528162,32.7,0.16868562613289,0.081081081081081,5.3,15.94,20,45600,42.2,10.6,30.745283018868,42.2,0.6,5.079295154185
"10",2002-12-31,17.9,0.34,0.4634,0.32229965156794,NA,80.8,8.1,3.4,0.030249110320285,0.17801047120419,NA,-0.6,0.1609,469.5,5.8,0,0,0.3,0.1906,6.1,0.36475,109,NA,NA,363.33333333333,17.868852459016,5.7068062827225,NA,-2.1094,112.4,0.83663366336634,NA,NA,-0.3616,0.45385587863464,NA,0.0308,0,61.9,93.9,0.19701810436635,0.16459074733096,0.2,0.010471204188482,-2.5,-0.13089005235602,0,2.413881748072,NA,0.015706806282722,4.9162303664922,2.3,12.068739341467,19.1,0.0030787560581583,0.0051413881748072,4.5,5.1,18.5,21248,28.6,5.4,17.388888888889,28.6,0.75,1.7609046849758
"11",2001-12-31,NA,0.1,0.6474,0.3798,NA,82.2,32.3,0.2,0.0023809523809524,0.0066889632107023,NA,-0.0805,0.0268,19.111111111111,7.9,0,0,17.027,11.0471,24.927,0.3512,83.8,NA,NA,4.921595113643,3.3618165041922,2.8026755852843,NA,-13.2724,84,0.91362530413625,NA,NA,-0.2191,0.4134477825465,0,0.0198,0,72.172,51.6,0.47480620155039,0.29166666666667,2.7,0.090301003344482,0.217,0.007257525083612,0,1.29,NA,0.36946881605351,1.7257525083612,24.3195,2.2014339740531,NA,0.15306652995622,0.0675,3.1,2.98,24.5,1200,29.9,-3.7,NA,18.8,0.75,1.1638862716843
"12",2000-12-31,NA,0.75,1.1065,0.29262086513995,NA,65.3,15.1,3.5,0.032080659945005,0.12280701754386,NA,0,0.20334387708992,10.686567164179,5.9,0,0,16.2165,16.2165,22.1165,0,105.6,NA,NA,6.5118860419943,4.7747157099903,3.7052631578947,NA,7.0165,109.1,0.81929555895865,NA,15.555555555556,-0.1735,0.29186602870813,NA,0.0269,NA,52.1,71.6,0.32122905027933,0.2431289640592,6.7,0.23508771929825,0,0,0,2.1963190184049,NA,0.569,2.5122807017544,9.2,0.56732340517374,NA,0.31125719769674,0.20552147239264,2.5194,4.2,23,NA,28.5,5.9,12.135593220339,32.8,NA,1.9622302158273
"13",1999-12-31,NA,0.75,1.1626,NA,NA,56.3,2.6,5.9,0.053539019963702,NA,NA,NA,0.096765869602615,NA,4.7,0,0,6.7,6.7,11.4,0,104.3,NA,NA,15.567164179105,9.1491228070175,4.2056451612903,NA,10.7286,110.2,0.81705150976909,NA,10.32,0.2825,0.41887363528267,NA,0.0077,NA,40.1,73.3,0.50341064120055,0.33484573502722,NA,0,NA,-0.1008064516129,NA,NA,NA,0.27016129032258,2.9556451612903,NA,-0.31343283582089,NA,0.16708229426434,NA,2,NA,NA,NA,NA,0,NA,24.8,NA,2.395652173913
