"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-03-31,3.3,0.51,0.2233,0,43.9,50.7,0.7,7.2,0.0444,0.1818,0.142,0.63,0.57,20.52,2.2,0.0114,1.85,13,8.22,15,0.3579,0.3577,154.9,4.22,3.61,12.1,10.33,3.91,9.09,162.1,0.144,2.66,18.84,0.14,0.18,0.2094,NA,0.4048,0.4793,36.7,162.1,0,0,7.9,0.1995,7.6,0.1919,0.2174,3.69,0.3232,4.09,-0.87,-0.1054,39.6,0.224,0.18,10.7,50.11,0,8074,42.9,8.5,19.07,42.9,0.4,3.69
"2",2011-03-31,3.3,0.34,0.2619,0.15151515151515,36.4,51,2.6,3.5,0.025436046511628,0.10670731707317,0.068627450980392,0.8049,0.38182512409316,21.145161290323,1.8,0.013,1.7043,9.9,6.2775,11.7,0.36591,0.36734693877551,134.1,3.4035532994924,3.7458100558659,13.545454545455,11.461538461539,4.0884146341463,4.6726,137.6,0.14313725490196,NA,NA,0.155,0.4752,0.24769276570408,NA,0.3283,0.5078431372549,39.4,131.1,0.049580472921434,0.047238372093023,6.2,0.1890243902439,8.8,0.26829268292683,0.27488709677419,3.6016483516483,0.30182926829268,3.9969512195122,1.6049,0.25565596968287,32.8,0.15932718274112,0.17032967032967,9.7,41.44,6.5,1879,35.8,7.3,17.958904109589,35.8,0.4,3.2074592074592
"3",2010-03-31,3.2,0.33,0.3193,0,31.2,33.6,0.6,10.5,0.1204128440367,0.47945205479452,0.3125,1.79,0.3131850923896,18.166666666667,0.8,0.0178,1.5522,7.4,4.7664,8.2,0.35589,0.35135135135135,76.7,3.7053140096618,2.8619402985075,10.364864864865,9.3536585365854,3.5022831050228,3.1765,87.2,0.125,NA,NA,0.16,0.0113,0.23641357661369,NA,0.3132,0.26488095238095,20.7,87.2,0,0,4.8,0.21917808219178,8,0.36529680365297,0.32336666666667,2.7948717948718,0.337899543379,3.9817351598174,1.59,0.33357453588789,21.9,0.23026154589372,0.15384615384615,5.8,30,0,2021,26.8,5.2,16.769230769231,26.8,0.4,2.7948717948718
"4",2009-03-31,3.2,0.34,0.3672,0,27.6,29.6,0.7,9.1,0.11489898989899,0.42325581395349,0.30743243243243,-0.1116,0.17429193899782,16.5,0.8,0.0177,1.4018,7.6,4.7315,8.4,0.37744,NA,70.1,3.7891891891892,3.3066037735849,9.2236842105263,8.3452380952381,3.2604651162791,4.9431,79.2,0.13175675675676,NA,NA,0.16,0.0956,0.29611650485437,NA,0.2662,0.23648648648649,18.5,79.2,0,0,4.8,0.22325581395349,8,0.37209302325581,0.29205,2.8695652173913,0.35348837209302,3.6837209302326,-0.2116,-0.044727861143957,21.5,0.25575437837838,0.17391304347826,6.2,25.84,0,2375,21.2,4.6,17.217391304348,21.2,0.4,2.8695652173913
"5",2008-03-31,3.2,0.37,0.3311,0,23.7,25.5,0.4,5.8,0.11047619047619,0.29591836734694,0.22745098039216,-0.5714,0.24161884627001,11.413043478261,0.7,0.024380952380952,1.28,7.1,4.5109,7.8,0.36466,NA,46.7,2.608938547486,2.2028301886793,6.5774647887324,5.9871794871795,2.3826530612245,5.3823,52.5,0.13725490196078,NA,NA,0.15,0.1385,0.26507448569402,NA,0.2254,0.29411764705882,17.9,52.5,0,0,4.6,0.23469387755102,7,0.35714285714286,0.27826086956522,2.2151898734177,0.36224489795918,2.6785714285714,-0.8714,-0.1931822622707,19.6,0.25200636871508,0.19409282700422,5.8,18.09,0,1000,21.2,4.8,10.9375,21.2,0.5,2.2151898734177
"6",2007-03-31,3.2,1.32,0.3572,0,20.7,22.4,1.8,3.3,0.040841584158416,0.19186046511628,0.14732142857143,-0.4884,0.26875699888018,20.2,0.7,0,0,5.6,3.8288,6.3,0.31629,NA,77.5,4.4540229885058,4.1666666666667,13.839285714286,12.301587301587,4.5058139534884,3.2171,80.8,0.15625,NA,NA,0.12,0.3793,0.22033898305085,NA,0.2003,0.35714285714286,17.4,80.8,0,0,4,0.23255813953488,6,0.34883720930233,0,3.9033816425121,0.32558139534884,4.6976744186046,0.6116,0.15974502216289,17.2,0.22004459770115,0.19323671497584,5.2,26.05,0,850,18.6,4.5,17.955555555556,18.6,0.6,3.9033816425121
"7",2006-03-31,2.9,1.32,0.3039,0,14.9,16.5,0.1,5.7,0.095798319327731,0.49137931034483,0.34545454545455,-0.8276,0.26324448831853,21.25,0.1,0,0,4.1,2.6727,4.2,0.34813,NA,53.8,5.8478260869565,3.8428571428571,13.121951219512,12.809523809524,4.6379310344828,3.5003,59.5,0.078787878787879,NA,NA,0.095,0.1903,0.27646326276463,NA,0.1818,0.25454545454546,9.2,59.5,0,0,2.8,0.24137931034483,4,0.3448275862069,0,3.993288590604,0.35344827586207,5.1293103448276,-0.8276,-0.30964808069862,11.6,0.2905072826087,0.18791946308725,3.3,18.94,0,2881,14,3.2,18.59375,14,0.5,3.993288590604
"8",2005-03-31,3,-0.2,0.2475,0,NA,16.6,0.1,6.9,0.16428571428571,0.65094339622641,0.41566265060241,0.192,-0.16161616161616,18.260869565217,0.1,0.018729096989967,0.84,3.45,2.2324,3.55,0.35292,NA,35.1,4.1294117647059,3.311320754717,10.173913043478,9.887323943662,3.51,2.0404,42,0.078313253012048,NA,NA,NA,0.1125,0.18129914898201,NA,0.1832,0.25301204819277,8.5,42,0,0,2.3,0.23,3.2,0.32,0.36521739130435,2.7272727272727,0.345,4.2,0.192,0.08600509042629,10,0.26263835294118,0.14935064935065,2.8,14.95,0,896,10.6,2.4,17.5,10.6,0.5,2.7272727272727
"9",2004-03-31,3.1,0.1,0.2411,0,NA,16.2,0,6.8,0.17662337662338,0.73118279569892,NA,0.0747,0.082953131480713,18.333333333333,0.1,0,0,3.3361,2.1539,3.4361,0.35435,NA,31.7,3.6860465116279,3.4086021505376,9.5022271781683,9.2256829042566,3.4835164835165,2.1792,38.5,0.080246913580247,NA,NA,NA,0.0133,0.28366013071895,NA,0.1652,0.25925925925926,8.6,38.5,0,0,2.1,0.23076923076923,3.4,0.37362637362637,0,2.5,0.3666,4.2307692307692,-0.0253,-0.011734252666717,9.1,0.25045664406977,0.13636363636364,2.4,12.969,0,200,9.3,2.3,16.739130434783,9.3,0.55,2.5
"10",2003-03-31,3.1,0.34,0.2759,0,NA,15.2,0.1,4.8,0.16,0.52747252747253,NA,0.6,0.2751,14.285714285714,0.1,0.020666666666667,0.62,3.2,2.0995,3.3,0.34392,NA,25.2,NA,NA,7.875,7.6363636363636,2.7692307692308,2.0995,30,0.085526315789474,NA,NA,NA,0.083,0.26918392204628,NA,0.1492,0.27631578947368,9.7,30,0,0,2.1,0.23076923076923,4.2,0.46153846153846,0.2952380952381,2.0689655172414,0.35164835164835,3.2967032967033,0,0,9.1,0.2164387628866,0.1448275862069,2.5,10,0,4060,9.1,2.1,14.285714285714,9.1,0.45,2.5979381443299
