"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,93.1,2.41,0.4377,0.7201,839,3427.4,107.1,33.5,0.0058,0.0296,0.0098,2.24,0.8,418.42,299.6,0,0,176,99.12,476,0.4365,0.4342,5723.4,1.93,4.91,32.54,12.04,5.05,NA,0.065,289.38,5756.9,0.3483,0.56,69.2,0.04,0.2794,0.173,0.9582,0.5554,2964,3598.4,0.5998,0.3749,8.6,0.0076,79,0.0697,0,4.29,NA,0.1552,3.17,-190.26,-1.9195,1133.5,0.0334,0.0103,249,38.75,2158.5,608415,1165.6,28.2,127.6,1165.6,1.55,1.92
"2",2010-12-31,92.6,3.14,0.7197,0.74640599826497,818.5,3649,43.5,91.7,0.018709322016608,0.083951295431658,0.025130172650041,1.8302,0.52105043768237,NA,312.7,0,0,134.6,134.6,447.3,0,NA,4809.6,1.5337223763513,4.2908377196895,35.732540861813,10.752515090543,4.4031859379291,NA,0.06,401.9698,4901.3,0.34461496300356,0.04,687.5,0.0272,0.43498372451602,0.372,NA,0.54697177308852,3135.9,2492.2,0.96665596661584,0.4915226572542,-40.1,-0.036711526137508,69.9,0.063993408404285,NA,3.0448381185095,NA,0.12322621990296,2.281607616955,-267.3698,-1.9864025892989,1092.3,0.042922287062725,-0.048992058643861,246.5,27.5,2409.1,813707,1120.9,-5.2,NA,1120.9,1.5,1.5185586813732
"3",2009-12-31,92,2.97,0.7571,0.7627969315881,831.8,3943.5,38.8,112.3,0.017709302508949,0.10633462740271,0.028477241029542,2.446,0.51182142385418,NA,336.7,0,0,92.2,92.2,428.9,0,NA,6229,1.8350813103936,5.7734729817407,67.559652928416,14.523198880858,5.8981157087397,NA,0.06,387.654,6341.3,0.35676429567643,-0.17,NA,-0.1226,0.25379677469861,0.374,0.9882,0.52848992012172,3394.4,3666.4,0.72957124154484,0.42182202387523,-58.4,-0.055297793769529,113.3,0.10728150743301,NA,4.407790334215,NA,0.087302338793675,3.4716409430925,-295.454,-3.2044900393766,1056.1,0.027162385104879,-0.070209184900216,229.4,39.84,2674.9,574415,1078.9,-53.5,NA,1078.9,1.55,1.8083383237802
"4",2008-12-31,91.6,2.94,0.7247,0.76727892444613,860.3,4117,198.1,14.1,0.0024394885724667,0.011765687583445,0.0034248239008987,-13.4671,0.33117151924935,358.96341463415,331.7,0,0,173.4,85.1498,505.1,0.50894,NA,5765.8,1.5656872861565,5.3735321528425,33.251441753172,11.415165313799,4.8112483311081,0.205,0.06,232.2169,5779.9,0.38741802283216,NA,NA,0.0127,0.71527408195849,0.377,NA,0.53198931260627,3682.6,2943.5,0.96361474435196,0.49073513382584,8.2,0.0068424566088118,128.7,0.10739319092123,0,3.4214808787632,17.510410469958,0.14469292389853,2.4561915887851,-147.0671,-1.7271573066865,1198.4,0.02312219736056,0.0095315587585726,256.7,31.09,2836.4,1387631,1073,-46.3,NA,1073,1.5,1.5635296345389
"5",2007-12-31,93.6,1.96,0.3811,0.74539885689283,931,4069.4,220.5,76,0.019497178040021,0.062830687830688,0.018675971887748,-1.3202,0.54578850695356,25.374458874459,306.9,0,0,223.9,124.0742,530.8,0.44585,NA,3822,1.0673890580054,3.1225490196078,17.070120589549,7.2004521477016,3.1597222222222,0.195,0.1,211.7944,3898,0.37278222833833,-0.1,NA,0.1519,0.69935997232313,0.19,NA,0.53550892023394,3580.7,1172.3,2.3250874349569,0.69925602873268,46.2,0.038194444444444,110.9,0.091683201058201,0,1.2591836734694,1.3012543012543,0.18510251322751,0.96916335978836,-87.7202,-0.70699830182433,1209.6,0.034650818275756,0.049624060150376,270.4,12.56,2725.7,1472788,1224,21.4,54.780373831776,1224,1.3,1.06598845954
"6",2006-12-31,99.8,0.95,0.2223,0.56402845079203,1538.5,3924.2,223.4,11.8,0.0018283235202975,0.010534773680921,0.0030069823148667,-7.4638,0.79172289698606,101.67653758542,301.7,0,0,178.9,100.5239,480.6,0.4381,NA,6442.2,1.8316795086861,5.4054371538849,36.010061486864,13.404494382023,5.7514507633247,0.345,0.125,186.2877,6454,0.35826410478569,0.53,86.396226415094,0.1649,0.20457989560532,0.198,0.8581,0.56536364099689,3517.1,4463.6,0.44591809301909,0.30839789277967,43.9,0.03919292920275,116.6,0.10409784840639,0,2.9012674683133,2.9471460169687,0.15971788233194,3.9850013391661,-85.7638,-0.85316832314559,1120.1,0.028581476216201,0.028534286642834,248.9,45.79,1990.4,1856524,1191.8,41.1,108.60340632603,1191.8,1.1,1.8288985236193
"7",2005-12-31,106.1,1.01,0.1992,0.46497153476299,1817.5,3737.1,121.1,19.4,0.0023681929711056,0.018987961241069,0.0051911910304782,-5.2741,0.8,158.26794258373,290.1,0,0,165.7,93.9602,455.8,0.43295,NA,8172.5,2.4219120436226,7.4874026568942,49.321062160531,17.930013163668,7.9989233630224,0.85,0.115,268.2343,8191.9,0.34500013379358,0.6,108.98333333333,0.1381,0.18466835810076,0.155,0.8472,0.58655106901073,3374.4,6615.6,0.23827014934398,0.19242178249246,41.8,0.040912205148282,77.2,0.075560340608789,0,3.6399449793673,1.8619757951027,0.16218067926006,6.4750905353822,-174.2741,-1.8547655240834,1021.7,0.027845005037933,0.022998624484182,212.7,65.39,1576.3,568702,1091.5,42.6,155.29577464789,1091.5,1.2,2.413783958984
"8",2004-12-31,104.4,0.93,0.2565,0.48875213473883,NA,3689.5,82,44.2,0.0067145700092667,0.044777631445649,0.011979943081718,7.364,0.72514619883041,372.93939393939,294.1,0,0,98.9692,53.2276,393.0692,0.46218,NA,6538.5,1.9506264916468,6.6239489413433,66.066041791811,16.634477673967,7.4006791171477,NA,0.08,257.9636,6582.7,0.34411166824773,0.51,90.450980392157,0.0801,0.13588110403397,0.193,0.838,0.59235668789809,3352,4922.8,0.33718615422117,0.2521609673842,13.2,0.014940577249576,62.8,0.071080928126769,0,2.8352243275932,NA,0.1120194114318,5.5719298245614,-204.736,-3.8464266852167,883.5,0.015879352104117,0.0076023728618326,188.3,46.13,1659.9,211536,987.1,13.2,372.93939393939,987.1,1.25,1.9382545197574
"9",2003-12-31,103.4,0.95,0.2906,0.49737425603921,NA,3637.3,78.3,7.8,0.0012726175131749,NA,NA,-67.2,0.65381968341363,NA,282.3,0,0,347.3709,347.3709,629.6709,0,NA,6121.3,1.7899584771039,NA,17.621799501444,9.7214278036805,7.556227626219,NA,0.05,618.5709,6129.1,0.34470623814368,0.35,121.4,0.025,0.12042147516307,0.201,0.9514,0.60685123580678,3419.8,4424.3,0.38532649232647,0.27814850467442,-35.2,-0.043451425749907,67.2,0.082952721886187,NA,2.5680868353843,NA,0.4288,5.4614245154919,-271.2,-0.78072174616364,810.1,0.1015763728873,-0.020431855119573,171.5,42.49,1704.8,198771,NA,0,NA,0,1.25,1.7881608122301
"10",2002-12-31,101.5,1.3,0.3797,0.53850307808619,NA,3888.1,78.4,15.6,0.0026737509640929,0.020110867603455,NA,-4.9,0.7562,NA,277.9,0,0,56.2,56.2,334.1,0,NA,5818.9,NA,NA,103.53914590747,17.416641724035,7.5014825319067,NA,0.05,255.7,5834.5,0.33018698078753,-0.03,NA,0.0432,0.15816714872888,NA,0.9077,0.55744451017206,3688,3840.1,0.51936147496159,0.34182877710172,-36.3,-0.046796441923424,340,0.43831378110094,NA,2.2467236133864,NA,0.072450689699626,4.9504963258992,-199.5,-3.5498220640569,775.7,0.015238611713666,-0.021238006084718,167.2,36.99,1994.4,629694,798.8,NA,NA,798.8,1.25,1.5777928416486
