"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-09-30,23.8,1.21,0.352,0,442,696.4,86.1,82.3,0.1753,0.1005,0.1182,0,0.8,15.92,53.1,0,0,31,25.44,84,0.1741,0.1737,387.2,1.08,0.47,12.57,4.62,0.47,-7.56,469.5,0.3947,2,10.11,0.03,0.125,0.3253,0.3236,0.021,359.7,469.5,0,0,29.5,0.036,73.6,0.0899,0,1.06,0.0376,0.57,33,1.2973,818.9,0.0707,0.0667,51.9,20.21,0,43595,818.9,29.4,15.97,818.9,1.05,1.06
"2",2011-09-30,24,0.68,0.5161,0,416.1,625.7,79.8,97.9,0.1881968473664,0.11772486772487,0.15646475946939,0,0.50862236000775,13.725593667546,45.5,0,0,50.3,40.5061,95.8,0.19471,0.1936170212766,422.3,1.3271527341295,0.50781625781626,8.3956262425447,4.4081419624217,0.50781625781626,6.2061,520.2,0.38996324116989,1.45,14.172413793103,0.005,0.045,0.27562739259889,0.3517,0.023014224069043,318.2,520.2,0,0,37.9,0.045574795574796,61.2,0.073593073593074,0,1.2501802451334,0.06048581048581,0.62554112554113,34.3,0.84678631140056,831.6,0.12729757071025,0.091083874068734,54.5,20.55,0,68614,831.6,37.9,13.725593667546,831.6,1.05,1.2501802451334
"3",2010-09-30,23.9,0.52,0.7116,0,361.5,562.3,59.9,114.9,0.18613316053783,0.14520409452799,0.20433932064734,0,0.38645306351883,20.714765100671,45.8,0,0,52.9,37.7468,98.7,0.28645,0.28537170263789,502.4,2.0373073803731,0.63490458738784,9.4971644612476,5.0901722391084,0.63490458738784,23.6468,617.3,0.32953939178374,2.06,12.859223300971,0.02,0.0897,0.20546269873624,0.3396,0.019562511115063,246.6,617.3,0,0,29.8,0.037659547579932,51.2,0.064703652217869,0,1.7076071922545,0.066852015670416,0.78010868191584,14.1,0.3735416477081,791.3,0.15306891727494,0.082434301521438,60.2,26.49,0,96801,791.3,29.7,20.784511784512,791.3,1.1,1.7076071922545
"4",2009-09-30,25.2,0.27,0.7285,0.029467423628008,359,525.9,32,151.5,0.20357430798172,0.19819466248038,0.28807758128922,0,0.25257378174331,15.906724511931,40.8,0,0,57.7,47.4329,98.5,0.17794,NA,592.7,2.7138278388278,0.77537938252224,10.272097053726,6.0172588832487,0.77537938252224,56.2329,744.2,0.2854154782278,1.97,14.401015228426,NA,0.042,0.46042995511458,0.3683,0.030994485643659,218.4,733.3,0.014864312014182,0.014646600376243,46.1,0.060308738880168,50.6,0.066195709052852,0,2.0426183844011,0.075484039769754,0.95931449502878,-8.8,-0.18552538533306,764.4,0.21718343406593,0.12841225626741,53.1,28.37,10.9,134088,764.4,46.1,15.906724511931,764.4,1.15,2.0118951067856
"5",2008-09-30,25,0.27,0.692,0,310.3,487.6,48,62.1,0.21974522292994,0.085208562019759,0.12735849056604,0,0.27745664739884,6.7446300715991,31.1,0,0,66.4,42.6786,97.5,0.35725,NA,220.5,0.8883964544722,0.30255214050494,3.3207831325301,2.2615384615385,0.30255214050494,25.7786,282.6,0.32854799015586,1.39,8.410071942446,NA,0.4105,0.59573886916143,0.4015,0.007383100902379,248.2,282.6,0,0,41.9,0.057491767288694,71.9,0.098655323819978,0,0.91073155011279,0.091108671789243,0.3877607025247,16.9,0.39598299850511,728.8,0.17195245769541,0.13503061553335,50.9,11.69,0,73232,728.8,41.9,6.7446300715991,728.8,1.2,0.91073155011279
"6",2007-09-30,24.6,1.69,0.6132,0,250,377.3,55.7,37.3,0.085530841550103,0.073410745916158,0.098860323350119,0,0.35225048923679,53.839506172839,20.4,0,0,7.6,6.9038,28,0.0916,NA,398.8,1.8749412317818,0.78488486518402,52.473684210526,14.242857142857,0.78488486518402,-28.3962,436.1,0.35409488470713,0.62,24.693548387097,NA,0.0015,0.41105039465695,0.3562,0.009541478929234,212.7,436.1,0,0,8.1,0.01594174375123,70.2,0.13816177917733,0,1.7444,0.014957685494981,0.85829561110018,35.3,5.1130964796403,508.1,0.032458110014104,0.0324,39.3,15.31,0,261798,508.1,8.1,53.839506172839,508.1,1.35,1.7444
"7",2006-09-30,24.4,NA,NA,0,238.4,327,34.6,46,0.091396781243791,0.091233637445458,0.14067278287462,0,NA,12.457920792079,14.5,0,0,57.5,39.6152,72,0.31104,NA,457.3,2.3768191268191,0.90698135660452,7.9530434782609,6.3513888888889,0.90698135660452,19.5152,503.3,0.29113149847095,0.79,25.683544303798,NA,0.3968,0.57756395212391,0.4649,0.011009174311927,192.4,503.3,0,0,40.4,0.080126933756446,83.5,0.16560888536295,0,2.1111577181208,0.11404204680682,0.99821499404998,20.1,0.5073810052707,504.2,0.20590020790021,0.16946308724832,33.5,20.29,0,155176,504.2,40.4,12.457920792079,504.2,1.95,2.1111577181208
"8",2005-09-30,24.2,0,0,0,NA,259.6,24.4,54.3,0.0580624465355,0.15205824698964,0.20916795069337,0,NA,25.139784946237,11.4,0,0,52.6637,36.5665,64.0637,0.30566,NA,880.9,6.539717891611,2.4668160179222,16.726878873396,13.750367992877,2.4668160179222,23.5665,935.2,0.28389830508475,1.8,26.761111111111,NA,0.3577,0.4967718794835,0.317,0.014252696456086,134.7,935.2,0,0,37.2,0.10417250070008,53.8,0.15065807896948,0,4.9481481481482,0.1474761691403,2.6188742649118,13,0.35551626055258,357.1,0.27146652733185,0.1968253968254,27.3,48.17,0,588261,357.1,37.2,25.139784946237,357.1,0,4.9481481481482
"9",2004-09-30,23.3,0,0,0.023529411764706,NA,190,20.4,38.2,0.085401296668902,NA,NA,-44,NA,17.272373540856,6.7,0,0,43.1112,30.9116,49.8112,0.28298,NA,409.1,3.8485418626529,NA,9.4894134238899,8.2130123345754,1.6169960474308,61.2116,447.3,0.31526315789474,1.24,14.225806451613,NA,0,0.55115511551155,0.1835,0,106.3,443.9,0.0076593827438612,0.00760116253074,25.7,0.10158102766798,44,0.17391304347826,0,3.1459957476967,0.1704,1.7545454545454,-30.3,-0.98021478118455,253,0.29079579138288,0.18214032600992,19.2,17.64,3.4,146269,NA,0,NA,0,0,3.0955017301038
