"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-12-31,57.7,0.82,0.3728,-1209.7,480.5,24.3,50.3,0.0129,0.0304,0.1047,-0.56,0.55,23.66,24,0,0,259,160.62,283,0.3803,0.3802,3861.3,20.18,2.35,14.9,13.63,2.34,0.145,0.055,160.88,3911.6,0.1923,2.18,19.98,NA,0.035,0.2165,0.063,0.8851,0.0516,191.3,2460.3,0.5899,0.371,104,0.0629,80.2,0.0485,0,1.63,0.1569,1.49,-0.26,-0.0016,1652.2,0.8396,211.4,43.55,1451.3,422819,1640.6,112.8,21.81,1640.6,1.15,16.19
"2",2011-12-31,60,0.41,0.502,-1210.7,460.8,25.4,47.9,0.014114804337577,0.030492074606913,0.10394965277778,2.7195,0.59760956175299,23.705738705739,24.1,0,0,227.7,144.0954,251.8,0.36717,0.36707882534776,3345.7,17.290439276486,2.052073110893,14.693456302152,13.287132644956,2.1297982048507,0.16,0.05,140.0759,3393.6,0.21137152777778,1.8,18.861111111111,-0.02,0.0927,0.38214565387627,0.096,0.8968,0.054470486111111,193.5,1941.5,0.74792686067474,0.42789368222537,81.9,0.052135718378,71.8,0.045706283022471,0,1.4816086691087,0.14494875549048,1.2359157171048,4.0195,0.027894881383382,1570.9,0.74467902325582,210.9,33.95,1452.1,949863,1630.4,98.9,19.630940343782,1630.4,1.2,14.057995028997
"3",2010-12-31,58.6,1.34,0.6319,-1321,453.8,22.9,42.4,0.016739044611133,0.030197279396054,0.093433230498017,7.1646,0.49454027536002,19.011881188119,24.1,0,0,189.5,114.1965,213.6,0.39738,0.39737470167064,2490.6,11.88830548926,1.6029089972969,13.143007915567,11.660112359551,1.7738052845239,0.115,0.025,108.2319,2533,0.22653151167915,1.42,11.232394366197,-0.015,-0.0383,0.34045174537988,0.061,0.8773,0.045835169678272,209.5,960.1,1.6382668472034,0.62096328464272,50.5,0.035966099280678,67.2,0.047859839042803,0,1.6532070598364,0.13496189730076,0.68378320632434,5.9646,0.05223118420459,1404.1,0.54509064439141,197.5,15.95,1572.9,780682,1553.8,77.1,12.452658884565,1553.8,1.25,10.055577610163
"4",2009-12-31,57.2,1.14,0.6216,-1424.6,463.8,19.4,124.2,0.056434023991276,0.087151778822539,0.26778783958603,0.7518,0.32175032175032,11.404597701149,28.4,0,0,178.9,116.4746,207.3,0.34894,NA,2076.6,13.320076972418,1.5165412984737,11.607602012297,10.017366136035,1.4571609009894,0.02,0.03,124.7229,2200.8,0.23372143165157,0.88,9.5227272727273,0.01,0.0166,0.37474402730375,0.061,0.942,0.038163001293661,155.9,496.1,3.4362023785527,0.77458197019266,43.5,0.030524173742193,-19.2,-0.013472738755175,0,5.7022988505747,0.12553505017192,0.34811592168971,-8.2482,-0.070815600738108,1425.1,0.74711118665811,168.2,8.38,1704.7,516328,1369.3,58.2,8.5240549828179,1369.3,1.25,7.8571938593359
"5",2008-12-31,59.7,1.69,0.4659,-1450.1,473.2,42.4,92.3,0.046967229798494,0.063093854672226,0.19505494505495,-0.3531,NA,3.7305936073059,31.2,0,0,221.7,174.6974,252.9,0.21201,NA,1872.9,10.539673607203,1.2981009148877,8.447902571042,7.4056939501779,1.2802652266047,-0.03,0.025,163.8505,1965.2,0.25972104818259,0.69,6.8260869565217,NA,0.0653,0.70657672849916,0.042,0.9318,0.043956043956044,177.7,245.1,7.0179518563852,0.87527986973336,65.7,0.044910793629093,-25.7,-0.01756784469205,0,NA,0.15154829448356,0.16754391961173,10.8469,0.062089575329756,1462.9,0.98310288688801,184.9,4.71,1720.1,710876,1442.8,65.7,3.7305936073059,1442.8,NA,7.2785185185185
"6",2007-12-31,62.5,0.56,0.3513,-564.9,380.2,20.2,38.2,0.023951344911907,0.026577610798024,0.10047343503419,0.2689,NA,8.0348399246704,32.3,0,0,214.2,141.8347,246.5,0.33784,NA,1556.7,11.239711191336,1.0718121729551,7.2675070028011,6.3152129817444,1.0830724274682,0.08,0.08,153.6657,1594.9,0.30799579168858,1.11,10.558558558559,NA,0.0229,0.48873121869783,0.029,0.8866,0.042346133613887,138.5,853.3,0.86909644908004,0.4649821305411,106.2,0.073888541014402,-25.6,-0.017811173728519,0,1.0043549905838,0.14902943018159,0.59368259931817,-11.8311,-0.083414380347701,1437.3,1.0240770541516,170.3,11.72,741.6,758200,1452.4,52.7,16.19165085389,1452.4,NA,9.0260328239955
"7",2006-12-31,67.2,NA,NA,-511,461.1,28.7,66.9,0.026712985146143,0.044257740142895,0.14508783344177,-0.9566,NA,17.899696048632,32.4,0.018257768721345,32.256,189.5,114.2647,221.9,0.39702,NA,2437.5,15.253441802253,1.6702069343566,12.862796833773,10.984677782785,1.6125297697804,0.14,0.02,118.9213,2504.4,0.2851875948818,1.74,16.091954022988,NA,0.0684,0.15808455219395,0.3479,0.9435,0.047928865755801,159.8,1766.7,0.41755815928001,0.29456157163392,98.7,0.065295051600953,-27.7,-0.018324953691453,0.3268085106383,1.2785497177594,0.12536385287113,1.1687615771368,-4.6566,-0.040752412382562,1511.6,0.71504824780976,195.8,28,737.7,191000,1459.4,101.1,17.474777448071,1459.4,0.85,11.047198941332
"8",2005-12-31,68.7,0,0,NA,447.3,39.8,40.4,0.016654986189554,0.026356993736952,0.090319695953499,-0.9069,NA,26.404494382022,31.7,0.016528925619835,27.48,171.3886,106.6894,203.0886,0.3775,NA,2385.3,12.527836134454,1.5561717118998,13.91749509594,11.745120110139,1.6490148634635,NA,NA,99.4963,2425.7,0.30605857366421,1.54,15.714285714286,NA,-0.4263,0.22448015122873,0.509,0.915,0.051419628884418,190.4,1645,0.47458966565349,0.32184524054912,62.3,0.043069478050467,-15.2,-0.010508123055652,0.44109149277689,NA,0.11848503283789,1.1372277912202,7.1931,0.067421400292085,1446.5,0.56034350577731,182.3,24.2,780.7,318800,1532.8,68.9,23.875181422351,1532.8,0,NA
"9",2004-12-31,36.3,0,0,NA,448.6,29.2,42.9,0.020028011204482,NA,NA,25.5,NA,30.312820512821,29.8,0,0,189.3286,118.3758,219.1286,0.37476,NA,2099.1,10.553544494721,NA,11.087072951472,9.5793063981607,1.574364359109,0.11,NA,93.4758,2142,0.28332590280874,1.15,15.173913043478,NA,0,0.21044253422477,NA,0.3727,0.052162282657156,198.9,1182.2,0.81187616308577,0.44808590102708,39,0.029250731268282,-25.5,-0.019125478136953,0,2.755710955711,0.142,0.88667216680417,24.9,0.21034702264947,1333.3,0.59515240756159,181.8,17.45,959.8,136200,NA,0,NA,0,0,NA
