"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,71.3,1.23,0.4518,0.3224,309.6,2696.9,0,155.2,0.2775,0.0575,NA,0.68,NA,0,0,0,107,42.68,107,0.6,1,404.1,1.34,3.79,3.79,0.08,42.68,559.3,0,1.28,4.59,NA,NA,0.3433,0.6344,0.003,301.7,412,0.3575,0.2634,-30.3,0,0,1.33,NA,0,0,0.1415,-0.0979,18.5,5.87,147.3,174401,84.4,4.88,NA,1.1,1.22
"2",2010-12-31,29.5,1.37,0.5694,0.4901001112347,229.2,2970.5,0,68.5,0.14668094218415,0.023060090893789,NA,0.46101159114858,NA,0,0,0,126.2,126.2,126.2,0,NA,398.5,1.0459317585302,3.1576862123613,3.1576862123613,0.08,126.2,467,0,NA,NA,-0.4,NA,0.54415954415954,0.5962,0.0027941424002693,381,246.7,0.89298743413052,0.47173447537473,-34.8,0,NA,1.076352530541,NA,0,0,0.33123359580053,-0.15183246073298,37.1,3.63,220.3,510156,-85,NA,NA,1.05,1.0389321468298
"3",2009-12-31,29.4,1.21,0.6091,0.56898373124868,204,3436,0,155.8,0.3161525974026,0.045343422584401,NA,0.45148579871942,11.119402985075,0,0,0,118.8,77.5954,118.8,0.34684,0.3474025974026,337,1.0614173228346,2.8367003367003,2.8367003367003,NA,77.5954,492.8,0,NA,NA,0.07,NA,0.32850779510022,0.5668,0.0025320139697322,317.5,223.5,1.2049217002237,0.54646915584416,20.1,0,0,1.0955882352941,NA,0,0,0.24439498582677,0.098529411764706,48.7,7.62,269.3,125133,8.8,25.397727272727,NA,1.1,1.041200084513
"4",2008-12-31,29.4,1.19,0.5875,0.59829237817576,192.9,2450,0,67.5,0.12757512757513,0.027551020408163,NA,0.3131914893617,9.1245283018868,0,0.0243,5.8757,90.8,56.2215,90.8,0.38082,NA,461.6,1.1184880058154,5.0837004405286,5.0837004405286,0.15,NA,529.1,0,0.5,16.38,0.35,NA,0.48372093023256,0.5142,0.002734693877551,412.7,241.8,1.1881720430108,0.54299754299754,26.5,0,0.22172603773585,1.253499222395,0.60830188679245,NA,NA,0.13622860188999,0.13737687921203,51.9,8.19,287.3,157878,21.1,11.45971563981,NA,1.15,1.1018325697626
"5",2007-12-31,29.3,0.88,0.42,0.58005377658274,171.8,2196.7,0,82.5,0.16612968183649,0.037556334501753,NA,0.45714285714286,9.6753731343284,0,0.022599305823371,5.86,87,52.8647,87,0.39236,NA,414.1,1.2679118187385,4.7597701149425,4.7597701149425,0.1,NA,496.6,0,0.92,9.8695652173913,NA,NA,0.48048452220727,0.4715,0.0037783948650248,326.6,259.3,0.91515618974161,0.47784937575513,26.8,0,0.21865671641791,1.5093131548312,0.96753731343284,NA,NA,0.16186368646663,0.15599534342258,68.8,9.08,237.3,161581,26.9,9.639405204461,NA,1.2,1.2138841359081
"6",2006-12-31,29.2,0.55,0.2278,0.35266118563393,149.6,2008.5,0,75.2,0.24187841749759,0.037440876275828,NA,0.66725197541703,6.7669616519174,0,0.025457715780296,5.84,85,51.7548,85,0.39112,NA,235.7,1.5118665811418,2.7729411764706,2.7729411764706,NA,NA,310.9,0,0.98,6.8979591836735,NA,NA,0.43604865462587,0.4207,0.0042818023400548,155.9,229.4,0.35527462946818,0.26214216789965,33.9,0,0.17227138643068,1.533422459893,NA,NA,NA,0.33197434252726,0.22660427807487,58.9,6.76,81.5,243657,30.1,7.6212624584718,NA,0.95,1.3453050627434
"7",2005-12-31,28.6,NA,NA,0.51994906621392,113.1,1666.3,0,68.2,0.099416909620991,0.040929004380964,NA,NA,20.269784172662,0,0.010150842945874,5.72,68.6,40.9419,68.6,0.40318,NA,617.8,3.6905615292712,9.0058309037901,9.0058309037901,NA,NA,686,0,1.16,16.353448275862,NA,NA,0.11325434003858,0.4021,0,167.4,563.5,0.21739130434783,0.17857142857143,27.8,0,0.20575539568345,4.9823165340407,NA,NA,NA,0.24457498207885,0.24580017683466,29.9,18.97,122.5,85789,32.8,17.17987804878,NA,0.95,2.911714770798
"8",2004-12-31,28.1,0,0,0.42958656330749,NA,1265.6,0,53.9,0.096215637272403,0.042588495575221,0,NA,25.317948717949,0,0,0,NA,NA,NA,0.40096,NA,506.3,5.017839444995,NA,NA,NA,NA,560.2,0,NA,NA,NA,0,0.1742195367573,0.3054,0,100.9,493.7,0.13469718452502,0.11870760442699,19.5,0,0,5.5911664779162,NA,0,NA,NA,0.22083805209513,15.7,17.19,66.5,168090,23.1,21.372294372294,0,0.95,3.6188630490956
"9",2003-12-31,25.9,0,0,0.48144876325088,NA,983.3,0,62.5,0.21331058020478,NA,0,NA,18.6328125,0,0,0,NA,NA,NA,0.3986,NA,230.5,4.5463510848126,NA,NA,0.2,NA,293,0,NA,NA,NA,0,0.39784946236559,0.2612,0,50.7,238.5,0.22851153039832,0.18600682593857,12.8,0,0,4.0630323679727,0.931640625,0,NA,NA,0.21805792163543,11.3,16.41,54.5,97520,0,NA,0,0,2.5883392226148
