"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,45.5,1.46,0.4875,0.4517,846.3,1943.1,445.6,7.5,0.0084,0.0245,0.0039,1.56,0.75,NA,162.5,0,0,-155,-155.4,7,0,890.3,0.58,2.79,NA,125.39,2.91,NA,-440.06,897.8,0.9148,NA,NA,NA,-0.075,0.3276,NA,0.7076,0,1536.1,200.5,3.4778,0.7767,-116.4,-0.3804,35.9,0.1173,NA,0.24,NA,-0.5078,0.66,284.66,NA,306,-0.1012,-0.1375,48.3,4.41,697.3,728569,319.3,-56.3,NA,319.3,1.65,0.58
"2",2010-12-31,45.4,1.89,0.5798,0.34066451439333,980.3,1944.6,406,120.9,0.16278443516898,0.4752358490566,0.062172169083616,-1.8838,0.66833390824422,NA,134.7,0.0434,10.2511,-98.8,-98.8,35.9,0,621.8,0.4552309832345,2.1448775439807,NA,17.320334261838,2.4441823899371,0.05,-368.2162,742.7,0.87709554664198,NA,NA,NA,-0.6889,0.62611012433392,NA,NA,0,1365.9,236.2,2.1443691786622,0.68197118621247,-93.4,-0.36713836477987,-13.5,-0.053066037735849,NA,0.24094664898501,NA,-0.38836477987421,0.92845911949686,269.4162,NA,254.4,-0.072333260121532,-0.095276956033867,58.4,5.29,506.5,1000657,289.9,-127.8,NA,289.9,1.55,0.49952919020716
"3",2009-12-31,45.3,1.51,0.5997,0.55190960228955,908.1,2888.5,239.5,98.3,0.05077479338843,0.12059869954607,0.034031504240956,-22.5213,0.62531265632816,NA,223.4,0.0125,10.2188,33.4,33.4,256.8,0,1837.7,0.95301560960431,4.3037470725995,55.020958083832,7.1561526479751,2.2545699914121,0.05,39.8213,1936,0.81440193872252,NA,NA,-0.05,-0.3839,0.37227304714989,NA,NA,0.028976977670071,1928.3,817.5,1.3681957186544,0.57773760330579,-114.6,-0.1405962458594,47.3,0.058029689608637,NA,0.90023125206475,NA,0.040976567292357,1.0029444239971,-6.4213,-0.1922551657818,815.1,0.017320956282736,-0.12619755533531,80,16.82,1118.5,619921,427,-45.8,NA,427,1.5,0.95529458205862
"4",2008-12-31,41.8,1.69,0.564,0.52754590984975,1018.8,2996.6,585.3,18.3,0.0085294803076206,0.014990170380079,0.0061069211773343,-1.7412,0.43971631205674,8.1151368760064,192.2,0.0101,10.1798,337.2,211.4177,529.4,0.37302,2127.2,0.99490201580843,2.6457711442786,6.3084223013049,4.0181337363053,1.7424639580603,0.05,-179.9411,2145.5,0.83801641860775,NA,NA,0.305,0.4161,0.62735483870968,NA,0.9656,0.030935059734366,2138.1,1007.9,1.1286834011311,0.53022605453274,124.2,0.10173656618611,5.1,0.0041775884665793,0.081962882447665,0.98930113859443,1.6230273752013,0.2762123197903,0.82560615989515,391.3588,1.8511168297464,1220.8,0.098881088817174,0.12190812720848,74.5,21.29,1137.6,780580,804,-11.9,NA,804,1.55,0.99494527916899
"5",2007-12-31,41.3,1.64,0.4046,0.48529131456891,810.1,2253.5,421.5,34.5,0.019897341253821,0.040445486518171,0.015309518526736,17.2918,0.55363321799308,19.096456692913,129.5,0.0093660447376559,9.086,217,135.5447,346.5,0.37537,1699.4,1.1039365986748,1.3888525661981,7.83133640553,4.9044733044733,1.9922626025791,NA,-173.7471,1733.9,0.84268915021078,3.05,8.5180327868853,0.245,0.0282,0.57817827569411,NA,NA,0.016285777679166,1539.4,970.1,0.78734151118441,0.44050983332372,50.8,0.059554513481829,-39.8,-0.046658851113716,0.17885826771654,1.1975064806814,NA,0.25439624853458,1.1372801875733,309.2918,2.2818431661608,853,0.08805035078602,0.062708307616344,67,25.98,763.8,642986,1223.6,135.2,7.1752958579882,1223.6,1.4,1.1016583010356
"6",2006-12-31,37.6,2.09,0.2869,0.53445337229121,382.4,1633.1,269.8,20.3,0.0096786497568418,0.026926648096565,0.012430347192456,-0.7651,0.55768560474033,21.849802371542,94.2,0.0049879401833092,8.272,193.8,136.4468,288,0.29594,2077.1,2.5928098864062,2.5646376095814,10.717750257998,7.2121527777778,2.7551399389839,NA,-38.3881,2097.4,0.83179229685874,1.92,22.557291666667,0.22,0.1087,0.21604711078395,NA,0.8844,0.024983160859715,801.1,1658.4,0.26471297636276,0.20930676075141,75.9,0.10067648229208,10.3,0.013662289428306,0.10898550724638,4.336820083682,NA,0.25706327099085,2.199761241544,174.8349,1.2813409762227,753.9,0.17032433903383,0.19848326359833,49.6,43.31,439,678500,809.9,56.1,29.561497326203,809.9,1,2.5534453372291
"7",2005-12-31,18.6,1.92,0.322,0.51831729276622,310.3,1251.5,184.4,25.9,0.015793645954022,0.03843300192907,0.020695165801039,-1.1898,0.4472049689441,21.030595813204,76.9,0.0064088820826953,8.37,182.8,110.4514,259.7,0.39578,1614,2.6103833090733,1.9930847122746,8.8293216630197,6.2148633038121,2.395014097047,NA,4.1412,1639.9,0.78561725928885,3.59,19.509749303621,0.175,1.9287,0.15411061285501,NA,0.8917,0.036596084698362,618.3,1306,0.25566615620214,0.20360997621806,62.1,0.092150170648464,5.9,0.0087550081614483,0.13478260869565,4.2088301643571,NA,0.27125686303606,1.9379729930257,106.3102,0.96250639639477,673.9,0.17863725699499,0.20012890750886,36.6,70.04,333.9,97100,809.8,92.6,14.103671706263,809.8,0.9,2.5456380006209
"8",2004-12-31,18.5,0.61,0.2869,0.43372145096283,NA,783.3,125.2,25.5,0.019832011199253,0.050837320574163,0.032554576790502,26.076,0.4252352736145,28.514360313316,55,0.0078397212543554,8.325,99.3984,60.6072,154.3984,0.39026,1260.3,2.9928758014723,2.5125598086124,12.679278539695,8.1626493538793,5.5179509632224,NA,-35.6688,1285.8,0.84961062172858,3.3,17.393939393939,0.105,0.2347,0.2513209051939,NA,0.8499,0,421.1,1092.1,0.17736471019137,0.15064551252139,38.3,0.16768826619965,21.8,0.095446584938704,0.21736292428198,4.3183076314749,NA,0.43519439579685,4.781523642732,96.276,1.5885247646306,228.4,0.14392586182854,0.15144325820482,26.2,57.4,193.7,44700,501.6,44.3,24.65237020316,501.6,0.8,2.8790864308106
"9",2003-12-31,18.1,0.58,0.3025,0.42406096897115,NA,683.7,128.2,18,0.01987413050679,0.085510688836105,NA,0.3543,0.38347107438016,27.569852941176,50.1,0.011642949547219,8.145,123.9548,73.9477,174.0548,0.40343,887.7,2.5406410990269,4.2171021377672,7.1614808654864,5.1001176008868,4.896304467733,NA,-4.5066,905.7,0.90814684803276,2.1,18.404761904762,0.05,0.6147,0.3115417992479,NA,0.8213,0,349.4,749.9,0.20776103480464,0.17202164071988,27.2,0.15002757859901,2.2,0.012134583563155,0.29944852941176,3.5439508506616,NA,0.6837,4.1362382790954,78.4543,1.0609431741411,181.3,0.21164201774957,0.12854442344045,24.9,38.65,155.8,36500,210.5,34.8,21.548850574713,210.5,0.75,2.4651605879151
"10",2002-12-31,8.9,0.38,0.4214,0.36271186440678,NA,586.3,144.7,13.3,0.021903820816864,0.11981981981982,NA,3,0.1973,42.033613445378,30.6,0.016369452219112,8.188,38.4,24.2484,69,0.36853,593.9,NA,NA,15.466145833333,8.6072463768116,5.3504504504504,0.135,-89.8516,607.2,0.93126385809313,2.92,19.212328767123,NA,0.1428,0.23931719290416,NA,0.8119,0,281.7,500.2,0.21391443422631,0.1762187088274,11.9,0.10720720720721,-1.4,-0.012612612612613,0.68806722689076,2.6606382978723,3.1136009959539,0.34594594594595,4.5063063063063,114.1,4.7054557883457,111,0.086078977635783,0.063297872340425,21.4,56.1,107,38761,131.1,19.8,25.262626262626,131.1,0.7,2.1082712105076
