"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,13.7,0.91,0.2535,0.109,381.8,3896.6,0,129.7,0.2016,0.0333,NA,0.8,26.4,0,0.0165,9.86,140,95.04,140,0.3226,0.3234,513.6,1.72,3.66,3.66,0.11,95.04,643.3,0,2.21,18.18,-0.17,NA,0.1906,0.5343,0.0161,298.8,596.6,0.0783,0.0726,22.6,0,0.3413,1.56,2.4,0,0,0.3181,0.0592,17.6,40.18,46.7,32789,28.9,20.64,NA,0.85,1.5
"2",2010-12-31,12.6,1.22,0.3326,0.12466843501326,330,3594.8,0,83.4,0.18537452767282,0.023200178034939,NA,0.60132291040289,NA,0,0.0233,9.3876,105.7,105.7,105.7,0,NA,366.5,1.2482970027248,3.4673604541154,3.4673604541154,0.12,105.7,449.9,0,1.68,17.267857142857,-0.17,NA,0.20199335548173,0.5337,0.017497496383665,293.6,402.9,0.11665425663937,0.10446765947988,-2,0,NA,1.2209090909091,NA,0,0,0.3600136239782,-0.0060606060606061,28.5,29.01,47,29787,18.3,22.016393442623,NA,0.8,1.1933687002652
"3",2009-12-31,12.6,0.8,0.3514,0.33677298311445,282.8,2702.2,0,80.5,0.15018656716418,0.029790541040634,NA,0.60472396129767,28.852941176471,0,0.0219,8.5936,96.5,64.0644,96.5,0.33612,0.33658536585366,455.5,1.3168545822492,4.720207253886,4.720207253886,0.11,64.0644,536,0,4.24,7.7240566037736,-0.01,NA,0.20534665099882,0.4869,0.023277329583302,345.9,392.4,0.36595310907237,0.26791044776119,13.6,0,0.63187941176471,1.3875530410184,2.6229946524064,0,0,0.18521081237352,0.048090523338048,30.7,32.75,143.6,29183,52.9,7.4177693761815,NA,0.85,1.2570356472796
"4",2008-12-31,11.3,0.84,0.356,0.39140159045726,244.9,2766.7,0,47,0.093235469152946,0.016987747135577,NA,0.38202247191011,21.936708860759,0,0.0246,8.5264,84.9,54.8429,84.9,0.35403,NA,457.1,1.286156443444,5.3839811542992,5.3839811542992,0.11,NA,504.1,0,1.01,27.415841584158,0.045,NA,0.35075653370014,0.4162,0.022734665847399,355.4,346.6,0.45441431044432,0.31243800833168,15.8,0,0.53964303797468,1.4152715394038,1.994246260069,NA,NA,0.15431303601576,0.064516129032258,47.6,27.69,157.5,42700,15.6,22.217948717949,NA,0.85,1.2527335984095
"5",2007-12-31,10.2,0.47,0.2872,0.39408450704225,215.1,2597.2,0,62.6,0.13118189438391,0.024102880024642,NA,0.47353760445683,15.262443438914,0,0.020563296768455,6.936,84.1,56.1973,84.1,0.33178,NA,414.6,1.4179206566347,4.9298454221165,4.9298454221165,0.11,NA,477.2,0,1.75,19.422857142857,0.085,NA,0.2656315568611,0.3279,0.023756352995534,292.4,337.3,0.4147643047732,0.29316848281643,22.1,0,0.31384615384615,1.5681078568108,1.3874948580831,NA,NA,0.19219323529412,0.10274291027429,53.2,33.99,139.9,25743,24.3,13.880658436214,NA,0.85,1.3442253521127
"6",2006-12-31,9.2,1.01,0.2344,0.35830360681728,161.9,2178.4,0,45.5,0.1176927056389,0.020886889460154,NA,0.580204778157,14.959595959596,0,0.021120864280891,6.256,77.1,50.748,77.1,0.34179,NA,341.1,1.649419729207,4.4241245136187,4.4241245136187,0.11,NA,386.6,0,2.39,12.502092050209,0.065,NA,0.18208627269573,0.2901,0.016388174807198,206.8,296.2,0.30519918973666,0.2338334195551,19.8,0,0.3159595959596,1.8295243977764,1.3599632690542,NA,NA,0.24539647485493,0.12229771463867,40.8,29.88,90.4,51244,21.1,14.037914691943,NA,0.85,1.5323028141102
"7",2005-12-31,8.6,NA,NA,0.49299624188589,148.4,1925.9,0,58.6,0.11378640776699,0.030427332675632,NA,NA,22.331325301205,0,0,0,62.9,42.7972,62.9,0.3196,NA,456.4,1.9495941905169,7.2559618441971,7.2559618441971,0.1,NA,515,0,0.61,68.409836065574,0.07,NA,0.13607257203842,0.2178,0.016719455838829,234.1,370.7,0.38926355543566,0.28019417475728,16.6,0,0,2.4979784366577,2.2331325301205,NA,NA,0.18281571977787,0.11185983827493,21.1,41.73,144.3,13150,19.2,19.307291666667,NA,0.9,1.7594806969593
"8",2004-12-31,7.7,0,0,0.30404217926186,NA,1437,0,39.3,0.12118408880666,0.027348643006263,0,NA,21.116279069767,0,0.020347097546379,5.236,NA,NA,NA,0.31139,NA,285,2.1689497716895,NA,NA,0.1,NA,324.3,0,2.11,15.838862559242,NA,0,0.10630291627469,0.1704,0.0025748086290884,131.4,272.4,0.19052863436123,0.16003700277521,12.9,0,0.40589147286822,2.2929292929293,2.1116279069767,0,NA,NA,0.10858585858586,11.2,33.42,51.9,11554,14.9,18.281879194631,0,0.8,1.8998242530756
"9",2003-12-31,8.1,0,0,0.3164942178941,NA,1197.7,0,38.5,0.11624396135266,NA,0,NA,18.864864864865,0,0.020359281437126,5.508,NA,NA,NA,0.33056,NA,292.7,2.3267090620032,NA,NA,0.1,NA,331.2,0,1.83,18.251366120219,NA,0,0.19053361471209,0.1408,0,125.8,279.2,0.18624641833811,0.15700483091787,14.8,0,0.37216216216216,2.4861976847729,1.8864864864865,0,NA,NA,0.13178984861977,11.6,33.4,52,2753,14.3,19.524475524475,0,0.75,2.0158247108947
