"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,50,0.94,0.2536,0,255.7,1091.3,0,33.3,0.0615,0.0305,NA,0.8,64.43,0,0,0,148,111.15,148,0.25,0.25,507.9,2.28,3.43,3.43,111.15,541.2,0.0072,0.11,100.45,0.12,NA,0.1906,NA,0.1881,0.0158,222.4,541.2,0,0,8.4,0,0,2.12,0,0,NA,0.4998,0.0329,5.1,11.05,0,58280,NA,5.9,91.73,NA,0.8,2.12
"2",2010-12-31,49.7,0.92,0.2725,0,227.6,986.5,0,49.7,0.10321910695743,0.050380131779017,NA,0.68807339449541,31.064516129032,0,0,0,139.3,110.0637,139.3,0.20988,0.20918367346939,431.8,2.4272062956717,3.0997846374731,3.0997846374731,110.0637,481.5,0.0071971616827167,NA,NA,-0.11,NA,0.25125628140703,NA,0.1754,0.018449062341612,177.9,481.5,0,0,15.5,0,0,2.1155536028119,0,0,NA,0.6186830578977,0.068101933216169,4.8,9.69,0,77283,NA,16.3,29.539877300614,NA,0.75,2.1155536028119
"3",2009-12-31,49.7,0.27,0.3239,0,216.1,927.3,0,51.1,0.13550782285866,0.055106222366009,NA,0.61747452917567,21.797687861272,0,0,0,134.7,113.35,134.7,0.1585,0.16019417475728,326,1.9757575757576,2.4201930215293,2.4201930215293,113.35,377.1,0.0064703979294727,0.16,46.5625,-0.08,NA,0.13541666666667,NA,0.1598,0.0196268737194,165,377.1,0,0,17.3,0,0,1.74502545118,0,0,NA,0.68697,0.080055529847293,4.7,7.45,0,70548,NA,14.1,26.744680851064,NA,0.8,1.74502545118
"4",2008-12-31,46.6,0.54,0.4949,0,171.5,832.3,0,66,0.20846493998737,0.079298329929112,NA,0.27480299050313,NA,0,0,0,128.6,128.6,128.6,0,NA,250.6,2.375355450237,1.9486780715397,1.9486780715397,NA,316.6,0.0078096840081701,0.14,46.642857142857,-0.215,NA,0.28245270711024,NA,0.1812,0.020185029436501,105.5,316.6,0,0,-15.7,0,NA,1.8460641399417,NA,NA,NA,1.2189573459716,-0.091545189504373,4.8,6.53,0,107554,NA,-9,NA,NA,0.85,1.8460641399417
"5",2007-12-31,43.1,0.34,0.4526,0,161.9,787.9,4.4,38.8,0.10007737941707,0.049244828023861,NA,0.31816173221388,23.355421686747,0,0,0,127.9,90.1286,127.9,0.29532,NA,348.9,2.8342810722989,2.7279124315872,2.7279124315872,NA,387.7,0.0086305368701612,NA,NA,0.175,NA,0.32210242587601,NA,0.1675,0.015738037822059,123.1,387.7,0,0,16.6,0,0,2.3946880790611,NA,NA,NA,0.7321573679935,0.10253242742434,4.9,9.7,0,171646,NA,10,38.77,NA,0.9,2.3946880790611
"6",2006-12-31,41.3,2.57,0.4262,0,139.6,711.2,1.3,24.5,0.098790322580645,0.034448818897638,NA,0.52557484748944,28.505747126437,0,0,0,118,76.7413,118,0.34965,NA,223.5,1.9417897480452,1.8940677966102,1.8940677966102,NA,248,0.010264341957255,NA,NA,0.175,NA,0.30758017492711,NA,0.1273,0,115.1,248,0,0,8.7,0,0,1.7765042979943,NA,NA,NA,0.66673588184188,0.062320916905444,3.8,5.49,0,202153,NA,13.2,18.787878787879,NA,1.4,1.7765042979943
"7",2005-12-31,41.7,2.25,0.3333,0,148.5,661.9,0.4,18.3,0.067180616740088,0.027647680918568,NA,0.57605760576058,37.315068493151,0,0,0,105.3,65.1828,105.3,0.38098,NA,254.1,1.9516129032258,2.4131054131054,2.4131054131054,NA,272.4,0.011633177217102,NA,NA,NA,NA,0.22338568935428,NA,0.0789,0.021906632421816,130.2,272.4,0,0,7.3,0,0,1.8343434343434,NA,NA,NA,0.50063599078341,0.049158249158249,NA,6.6,0,31600,NA,8.7,31.310344827586,NA,1.2,1.8343434343434
"8",2004-12-31,44.2,1.54,0.4074,0,NA,661.2,0,31.7,0.14145470771977,0.04794313369631,0,0.75601374570447,29.103896103896,0,0,0,NA,NA,NA,0.04402,NA,192.4,1.6701388888889,NA,NA,NA,224.1,0.013309134906231,NA,NA,NA,0,0.19322249622146,NA,0.115,0.022232304900182,115.2,224.1,0,0,7.7,0,0,1.6587712805329,0,NA,NA,NA,0.054609929078014,0,5.33,0,70600,NA,9.3,24.096774193548,0,1,1.5893617021277
"9",2003-12-31,38.3,0,0,0,NA,390.1,0,15,0.065132435953105,NA,0,NA,74.290322580645,0,0,0,NA,NA,NA,0.04956,NA,215.3,1.9223214285714,NA,NA,NA,230.3,0.015124327095617,NA,NA,NA,0,0.35455963693093,NA,0.1115,0.041015124327096,112,230.3,0,0,3.1,0,0,1.8133858267717,0,NA,NA,NA,0.024409448818898,0,6.24,0,12900,NA,4.8,47.979166666667,0,0.9,1.8133858267717
"10",2002-12-31,32.2,0,0,0,NA,326.3,0,19.2,0.05463858850313,NA,0,0,81.720930232558,0,0,0,41,31.4884,41,0.23199,NA,332.2,NA,8.1024390243902,8.1024390243902,31.4884,351.4,0.017162120747778,NA,NA,NA,0,0.32504124888945,NA,0.0873,0.030033711308612,82.6,351.4,0,0,4.3,0,0,3.4518664047151,0,0,0,0.38121561743341,0.042239685658153,0,9.56,0,24323,0,2.5,140.56,0,0.75,4.0217917675545
