"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2008-06-30,98.9,2,0.8044,0.0059245400685999,637.6,1200.9,7.1,221.1,1.7873888439774,NA,0.18411191606295,NA,0.31824962705122,NA,19.6,0,0,-19.6,-19.6,0,0,-97.4,-0.23173923388056,NA,NA,NA,NA,-0.19,-0.145,NA,123.7,0.031393121825298,NA,NA,NA,0.94191286930396,0.38,0.4451,0.0030810225664085,420.3,119.9,0.031693077564637,0.03071948261924,-235.1,NA,612.6,NA,NA,0.18804893350063,NA,NA,NA,NA,NA,NA,-0.046633357125863,-0.36872647427854,261.8,1.29,3.8,631363,NA,-496.8,NA,NA,1.6,0.19285937012784
"2",2007-06-30,93.3,2.58,0.5274,0.016343684333411,842.6,1214.5,19.9,234.9,0.15566600397614,0.26671965482003,0.19341292713051,-65.2629,0.257868790292,4.0263937516833,15.6,0.029955852842809,44.784,628.7,371.8823,644.3,0.40849,1274.1,2.0493807302557,1.3287099801856,2.0265627485287,1.977494955766,1.4466901328489,0.14,0.17,432.8452,1509,0.034499794153973,2.6,5.1576923076923,0.5831,0.67886830975645,0.3,0.7759,0.0061753808151503,621.7,1495,0.0093645484949833,0.0092776673293572,371.3,0.42159645736346,735,0.83456341546497,0.12061405871263,1.7742701163067,0.28759955369166,0.71386397184058,1.69751334166,-60.9629,-0.16393050442017,880.7,0.59817007720766,0.44065986233088,141.6,13.41,14,1724286,958.9,399.1,3.7459283387622,958.9,0.85,1.761615689937
"3",2006-06-30,94.6,1.99,0.5354,0.0225614927905,576.2,770.3,10,143,0.027590731057902,0.25372604684173,0.18564195767883,0,0.20918939110945,21.905084745763,14.9,0.0087836583101207,45.408,375.8,231.0681,390.7,0.38513,5039.9,11.287569988802,8.9423349893541,13.411122937733,12.899667263885,8.9423349893541,0.155,0.175,235.9681,5182.9,0.047643775152538,1.56,35.032051282051,0.3879,0.45845185018588,0.52,0.4365,0.0066207970920421,446.5,5169.6,0.0025727329000309,0.0025661309305601,236,0.41873669268985,546.1,0.96894960965224,0.19240677966102,8.9718847622353,1.4132312739202,0.66678495386799,9.1724627395316,-4.9,-0.021205865390031,563.6,0.51750984546473,0.40958000694203,98.6,54.65,13.3,621400,563.6,236,21.905084745763,563.6,0.7,8.7920271416455
"4",2005-06-30,64.9,0,0,0.039854247324072,NA,558.2,22.6,193.8,0.094260700389105,0.44996517297423,0.34718738803296,8.6014,NA,12.764558547276,7.2,0,0,273.7796,157.7573,280.9796,0.42378,1862.2,7.5915205870363,4.3236591595078,6.8018216112523,6.6275274076837,4.455023923445,0.15,NA,133.7559,2056,0.070046578287352,2.96,11.101351351351,1.0675,0.55628717077315,NA,0.5699,0.010390541024722,245.3,2038.5,0.0085847436840814,0.008511673151751,159.7,0.38205741626794,283.1,0.67727272727273,0,4.8351518026565,0.85097056981841,0.65497511961722,4.8767942583732,24.0014,0.15214108323358,418,0.64311977624134,0.37879506641366,76.6,32.86,17.5,627600,430.7,159.6,12.772556390977,430.7,0.7,4.6823047141881
"5",2004-06-30,64,0,0,0.05182407091715,NA,360.1,9.2,168.7,0.045976071730303,0.7953795379538,NA,9.3832,NA,48.527224435591,3.9,0,0,132.6939,77.5463,136.5939,0.4156,3500.6,28.094703049759,16.50447901933,26.381008808692,25.627784072998,17.564475664827,0.27,NA,62.8631,3669.3,0.029991668980839,2.35,23.685106382979,-0.5467,0.46916625555007,NA,0.3558,0.017772840877534,124.6,3654.1,0.0041597110095509,0.0041424794920012,75.3,0.37782237832413,146.1,0.73306573005519,0,13.139518158936,1.7973046087256,0.6658,18.334671349724,14.6832,0.18934796435153,199.3,0.62236226754414,0.27076591154261,35.7,55.66,15.2,72100,212.1,73,50.056164383562,212.1,0,12.510398908967
"6",2003-06-30,13.3,0,0,0.11336717428088,NA,87.1,2.3,18.3,0.014766400387315,0.20021881838074,NA,-1.8,0,39.130158730159,2.5,0,0,55.4,32.3076,57.9,0.41683,1221,NA,NA,22.039711191336,21.088082901554,13.35886214442,NA,NA,32.5076,1239.3,0.050516647531573,NA,NA,0,0.16295104573661,NA,NA,0.078071182548794,40.8,1232.6,0.0054356644491319,0.0054062777374324,31.5,0.34463894967177,43.9,0.48030634573304,0,23.522900763359,NA,0.60612691466083,13.485776805252,-0.2,-0.0061904904286042,91.4,0.79185338235294,0.60114503816794,16.1,22.8,6.7,NA,91.4,31.5,39.130158730159,91.4,NA,29.926470588235
