"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,47.1,0.69,0.2409,0.9584,1066.2,25852.2,0,42.6,0.0016,0.0016,NA,0.72,6.78,0,0,0,801,508.64,801,0.365,0.3651,25886,1.01,32.32,32.32,NA,508.64,25928.6,0,NA,NA,0.09,NA,0.165,0.5825,0.0056,25567.9,1384.3,17.7305,0.9466,204.3,0,0,1.3,NA,0,0,NA,0.0199,0.1916,0,29.79,24544.3,139214,NA,196.8,7.03,NA,1.4,1.01
"2",2010-12-31,0,1.58,0.7696,NA,NA,NA,0,0,0,NA,NA,0.47102390852391,NA,0,0,0,NA,NA,NA,0,NA,1162.7,NA,NA,NA,NA,NA,1162.7,NA,NA,NA,NA,NA,0.2,0.6024,NA,NA,1162.7,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,24.47,0,113370,NA,224.5,5.1790645879733,NA,1.45,NA
"3",2009-12-31,52.5,1.43,0.8239,0.96777535807823,671.8,26796.9,0,106.1,0.0049564153111657,0.0039594132157078,NA,0.4551523243112,18.049853372434,0,0,0,1628.2,1042.048,1628.2,0.36,0.36202057998129,21300.5,1.0269607015954,13.082238054293,13.082238054293,0.17,1042.048,21406.6,0,5.01,4.7285429141717,NA,NA,0.26689101734403,0.5821,0.013311241225664,20741.3,1231,16.389601949634,0.94249437089496,68.2,0,0,1.8323905924382,1.0617560807314,0,0,NA,0.050240245307671,0.10151830902054,0,23.69,20175.6,142777,NA,163,7.5521472392638,NA,1.5,1.0268234887804
"4",2008-12-31,52.5,1.81,0.8588,0.96777535807823,671.8,26796.9,0,106.1,0.0050433030069684,0.0039594132157078,NA,0.27945971122496,12.642228739003,0,0,0,1628.2,1042.048,1628.2,0.36,NA,20931.7,1.0091797524745,12.855730254269,12.855730254269,0.16,NA,21037.8,0,3.31,5.2054380664653,NA,NA,0.6386292834891,0.5421,0.013311241225664,20741.3,862.2,23.400139178845,0.95901662721387,68.2,0,0,1.2834176838345,0.79013929618768,NA,NA,NA,0.050240245307671,0.10151830902054,0,17.23,20175.6,266051,NA,112.9,7.6368467670505,NA,1.5,1.0091330333759
"5",2007-12-31,52.5,0.84,0.4386,0.96777535807823,671.8,26796.9,0,106.1,0.0051024333942483,0.0039594132157078,NA,0.43775649794802,9.0674486803519,0,0,0,1628.2,1042.048,1628.2,0.36,NA,20687.9,0.99742542656439,12.705994349589,12.705994349589,NA,NA,20794,0,0.33,43.424242424242,NA,NA,0.42579250720461,0.3875,0.013311241225664,20741.3,618.4,32.625485122898,0.97026065211119,68.2,0,0,0.92051205715987,NA,NA,NA,NA,0.050240245307671,0.10151830902054,NA,14.33,20175.6,300224,NA,101.8,6.0746561886051,NA,1.2,0.99743852950488
"6",2006-12-31,52.5,2.38,0.3615,0.96777535807823,671.8,26796.9,0,106.1,0.0050960614793468,0.0039594132157078,NA,0.39834024896266,9.4486803519062,0,0.022811918063315,14.7,1628.2,1042.048,1628.2,0.36,NA,20713.9,0.99867896419222,12.72196290382,12.72196290382,0.1499,NA,20820,0,1.91,5.5497382198953,NA,NA,0.42808469213921,0.4242,0.013311241225664,20741.3,644.4,31.309124767225,0.96904899135447,68.2,0,0.21554252199414,0.95921405180113,0.63033224495705,NA,NA,NA,0.050240245307671,0.10151830902054,NA,10.6,20175.6,346500,NA,50.6,12.735177865613,NA,0.9,0.99868568742385
"7",2005-12-31,53.7,0.8,0.374,0,456.2,15160,0,40,0.026704052339943,0.0026385224274406,NA,0.25668449197861,10.039544235925,0,0,0,343,218.2818,343,0.36361,NA,1457.9,3.5028832292167,4.2504373177843,4.2504373177843,NA,NA,1497.9,0,0.54,50.666666666667,NA,NA,0.27219796215429,0.2975,0.0013522427440633,416.2,1497.9,0,0,149.2,0,0,3.2834283209119,NA,NA,NA,NA,0.52446364728496,0.32704953967558,254.6,27.36,0,142200,NA,107.8,13.895176252319,NA,0.6,3.2834283209119
"8",2004-12-31,53.7,0,0,0.96339976252367,NA,15160,0,40,0.0028256968874949,0.0026385224274406,0,NA,14.394101876676,0,0,0,NA,NA,NA,0.36361,NA,14115.8,1.1361353465761,NA,NA,NA,NA,14155.8,0,2.39,17,NA,0,0.22230483271376,0.4335,0.0013522427440633,12424.4,2147.6,5.5914509219594,0.8482883341104,149.2,0,0,4.7075843928102,NA,0,NA,NA,NA,0.32704953967558,0,40.63,12008.2,112300,NA,117.2,18.324232081911,0,0,1.1356984692404
"9",2003-12-31,53.6,0,0,0.97241385537817,NA,11931.5,0,198.4,0.016242192040998,NA,0,NA,53.365313653137,0,0,0,NA,NA,NA,0.41684,NA,12016.7,1.1048823096727,NA,NA,NA,NA,12215.1,0,NA,NA,NA,0,0.23312743079387,0.7244,0.0009722164019612,10876,1446.2,7.4463421380169,0.88160555378179,27.1,0,0,4.7338788870704,NA,0,NA,NA,NA,0.088707037643208,0,26.75,10768.9,17900,NA,138.7,10.426820475847,0,0,1.1030033229791
"10",2002-12-31,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0.042020665901263,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,21.75,0,NA,0,NA,NA,0,NA,NA
