"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,6.2,0.98,0.3087,0.1875,143,202.6,9.4,53.4,0.1829,0.3745,0.2636,-0.31,0.79,11.66,13.6,0,0,33,23.93,46,0.2638,0.2625,238.5,1.95,1.7,7.34,5.17,1.67,28.44,291.9,0.5987,3.23,14.59,0.135,0.08,0.2407,NA,0.1818,0,122.6,258.9,0.1275,0.1131,22.2,0.1557,17.8,0.1248,0,1.81,0.2279,1.82,-4.51,-0.1886,142.6,0.1952,0.1552,8.9,47.12,33,2016,140.1,17.1,15.14,140.1,0.9,1.66
"2",2010-12-31,6.4,1.1,0.4104,0.22242424242424,128.3,188.5,9.3,36.2,0.086748142822909,0.27300150829563,0.1920424403183,0.6362,0.54824561403509,21.144444444444,13.3,0,0,27.7,19.9404,41,0.28013,0.28286852589641,381.1,2.958850931677,2.7556037599421,13.758122743682,9.2951219512195,2.8740573152338,23.3042,417.3,0.66949602122016,3.54,16.980225988701,0.19,0.1252,0.24154886293792,NA,0.2969,0,128.8,380.6,0.096426694692591,0.087946321591181,18,0.13574660633484,14.8,0.11161387631976,0,2.9664848012471,0.20889894419306,2.8702865761689,-3.3638,-0.16869275810265,132.6,0.15481676242236,0.14029618082619,8.4,60.11,36.7,5129,138.3,20.8,18.298076923077,138.3,0.9,2.5290909090909
"3",2009-12-31,6.4,1,0.4265,0.2748846407383,110,172.1,6.7,16.5,0.05324298160697,0.14066496163683,0.095874491574666,1.3946,0.52754982415006,19.576642335766,13.1,0,0,20.9,15.7498,34,0.24642,0.24309392265193,293.4,2.1701183431953,2.2638888888889,14.038277511962,8.6294117647059,2.5012787723785,20.7552,309.9,0.76060429982568,NA,NA,0.27,-0.1817,0.12318745917701,NA,0.2422,0,135.2,268.2,0.15548098434005,0.13455953533398,13.7,0.11679454390452,13.3,0.11338448422847,0,2.4381818181818,0.17817561807332,2.2864450127877,-5.0054,-0.31780491512791,117.3,0.11649276627219,0.12454545454546,7.8,42.13,41.7,7192,129.6,17.9,14.983240223464,129.6,0.9,2.0428477257746
"4",2008-12-31,6.3,1.15,0.4403,0.35253772290809,94.4,166.1,15.8,0.8,0.0029080334423846,0.0056179775280899,0.0048163756773028,-2.8787,0.34521916874858,15.534722222222,13,0,0,23.4,17.3991,36.4,0.25645,NA,274.3,1.891724137931,2.3245762711864,11.722222222222,7.5357142857143,1.9262640449438,17.4777,275.1,0.82239614689946,NA,NA,0.405,0.1312,0.45308393878497,NA,0.102,0,145,223.7,0.22977201609298,0.18684114867321,14.4,0.10112359550562,16.8,0.11797752808989,0,2.3697033898305,0.16432584269663,1.5709269662921,-0.0787,-0.0045204534146514,142.4,0.1199935862069,0.15254237288136,8,34.53,51.4,9656,118,11.7,19.119658119658,118,0.95,1.8868312757202
"5",2007-12-31,6.3,0.96,0.3356,0.41933191186923,81.7,158.2,18.2,1.1,0.00537109375,0.0087859424920128,0.0069532237673831,-1.9118,0.47675804529201,14.019230769231,12.5,0,0,18.3,13.3316,30.8,0.2715,NA,203.7,1.4591690544413,1.4155663655316,11.131147540984,6.6136363636364,1.6269968051118,9.5434,204.8,0.83565107458913,NA,NA,0.695,0.0372,0.39626110940852,NA,0.2123,0,139.6,145.8,0.40466392318244,0.2880859375,10.4,0.083067092651757,12.8,0.10223642172524,0,1.7845777233782,0.1461661341853,1.1645367412141,3.7882,0.28415142378328,125.2,0.095498209169054,0.12729498164015,7.6,25,59,6828,143.9,15.4,9.4675324675325,143.9,1,1.455579246624
"6",2006-12-31,6.2,1.4,0.4932,0.47118891320204,72.5,154.2,35.6,0.3,0.0011933174224344,0.0025273799494524,0.0019455252918288,-0.1906,0.2757502027575,14.045112781955,10.1,0,0,21.1,15.4133,31.2,0.26951,NA,251.1,1.8355263157895,2.0700741962078,11.900473933649,8.0480769230769,2.1154170176917,-9.8961,251.4,0.84241245136187,NA,NA,0.38,0.4174,0.15391406709829,NA,0.1494,0.0045395590142672,136.8,186.8,0.3458244111349,0.25696101829753,13.3,0.11204717775906,8.7,0.07329401853412,0,2.5765517241379,0.17775905644482,1.5737152485257,25.3094,1.6420475506191,118.7,0.11267060672515,0.18344827586207,7,29.54,64.6,1200,121.3,10.7,17.457943925234,121.3,0.85,1.8336980306346
"7",2005-12-31,6,1.59,0.541,0.48586572438163,58.2,123,11,1.3,0.005360824742268,0.016029593094944,0.010569105691057,-4.7697,0.19223659889094,23.73417721519,8.2,0,0,13.8,11.2293,22,0.18628,NA,241.2,2.1554959785523,2.1574239713775,17.478260869565,10.963636363636,2.9741060419235,13.199,242.5,0.80731707317073,NA,NA,0.185,0.4156,0.22757001509307,NA,0.1251,0,111.9,187.5,0.29333333333333,0.22680412371134,7.9,0.097410604192355,12.6,0.15536374845869,0,3.2216494845361,0.17016029593095,2.3119605425401,-1.9697,-0.17540369953147,81.1,0.10035152815013,0.13573883161512,5.5,30.15,55,5700,111.8,12.6,14.880952380952,111.8,0.65,2.1422261484099
"8",2004-12-31,5.8,0.28,0.6365,0.47665580890337,NA,100.3,13.6,0.2,0.00097370983446933,0.0032467532467533,0.0019940179461615,0.8898,0.087981146897094,25.634920634921,7.7,0,0,11.9844,9.8339,19.6844,0.17944,NA,205.2,2.2328618063112,3.3311688311688,17.12228751091,10.42450917936,3.6840215439856,3.0441,205.4,0.83250249252243,NA,NA,-0.03,0.224,0.55984388551605,NA,0.1092,0,91.9,161.5,0.271826625387,0.21372930866602,6.3,0.11310592459605,8.4,0.1508078994614,0,3.350622406639,0.21515942549372,2.8994614003591,6.7898,0.6904447510267,55.7,0.10700655987813,0.13070539419087,5,26.47,43.9,5533,61.6,7,23.071428571429,61.6,0.6,2.2301845819761
"9",2003-12-31,5.8,0.51,0.555,0.54935622317597,NA,99.5,12,6.4,0.055363321799308,0.11851851851852,NA,1.306,0.18378378378378,16.512820512821,6.4,0,0,14.9762,12.0334,21.3762,0.1965,NA,109.2,1.258064516129,2.0222222222222,7.2915790274957,5.1084899172818,2.4105960264901,5.1274,115.6,0.77688442211055,NA,NA,-0.13,0.1525,0.31129476584022,NA,0.0689,0,86.8,64.4,0.79503105590062,0.44290657439446,3.9,0.086092715231788,6.8,0.15011037527594,0,1.5333333333333,0.3306,1.4216335540839,6.906,0.5739012132391,45.3,0.13863318698157,0.092857142857143,4.5,11.35,51.2,8050,54,5.6,11.5,54,0.55,1.2403433476395
"10",2002-12-31,5.8,0.58,0.5355,0.52303860523039,NA,84.5,3.6,0.2,0.0024449877750611,0.0051020408163265,NA,13.8,0.2367,66.333333333333,6.4,0,0,5.6,5.3079,12,0.05216,NA,81.6,NA,NA,14.571428571429,6.8,2.0816326530612,8.1079,81.8,0.83313609467456,NA,NA,NA,-0.0149,0.51041666666667,NA,0.096,0,80.1,39.8,1.0552763819096,0.51344743276284,0.6,0.01530612244898,6.8,0.1734693877551,0,1.0391644908616,0.14285714285714,1.015306122449,-2.8,-0.52751519243754,39.2,0.066265967540574,0.015665796344648,4,6.95,42,4843,42.6,3.1,12.838709677419,42.6,0.55,1.0187265917603
"11",2001-12-31,NA,0.64,0.2921,0.547,NA,89.4,4.1,0.6,0.0086226718785928,0.015075376884422,NA,-0.0101,0.3858,12.824444444444,6.1,0,0,12.5389,10.156,18.6389,0.19004,NA,68.984,NA,NA,5.5015990238378,3.7010767802821,1.7332663316583,12.1661,69.584,0.81991051454139,NA,NA,-0.17,-0.1592,NA,0,0.1082,0,84.392,23.084,2.0143822561081,0.66825707059094,1.8,0.045226130653266,7.609,0.19118090452261,0,0.59958441558442,0.25517606643216,0.58,-2.0101,-0.19792226532756,NA,0.12034324869656,0.046753246753247,4.1,3.98,46.5,600,39.8,1.2,19.236666666667,39.7,0.5,0.82453313110247
"12",2000-12-31,NA,0.55,0.3696,0.40028388928318,NA,94.1,33.7,5.1,0.059718969555035,0.15692307692308,NA,-0.0182,0.44642857142857,NA,4.9,0.013793103448276,0.4,7.1175,7.1175,12.0175,0,NA,80.3,NA,NA,11.282051282051,6.6819221967963,2.4707692307692,-21.6621,85.4,0.80446333687566,NA,NA,NA,0.0292,0.19634703196347,NA,0.0512,NA,79.4,29,1.9448275862069,0.66042154566745,-0.3,-0.0092307692307692,-0.7,-0.021538461538461,NA,1.0320284697509,0.219,0.89230769230769,28.7796,4.043492799438,NA,0.089641057934509,-0.01067615658363,3.9422,5.6,56.4,NA,32.5,NA,NA,35.8,NA,1.010650887574
"13",1999-12-31,NA,0.6,0.3255,0.60975609756098,NA,77.7,10.9,18,0.27692307692308,0.5421686746988,NA,NA,0.27649769585253,8,4.4,0.02,0.4,9.8,7.3355,11.7355,0.25148,NA,47,NA,NA,4.7959183673469,4.0049436342529,1.4156626506024,0.5603,65,0.60617760617761,NA,NA,NA,0.095,0.34615384615385,NA,0.0539,NA,55.8,20,2.25,0.69230769230769,NA,0.039156626506024,NA,0.15361445783132,0.16,0.69444444444444,0.29518072289157,0.60240963855422,NA,0.88610231673496,NA,0.13146050179211,0.045138888888889,3.5,NA,NA,NA,NA,1.3,15.384615384615,33.2,NA,0.88075880758808
