"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-09-24,23.4,1.42,0.6109,0.4288,206.3,401,13.5,59.2,0.2911,0.2129,0.1476,-7.72,0.58,NA,48.1,0,0,-45,-45.1,3,0,144.2,0.48,0.58,NA,48.07,0.52,NA,0.01,-2.78,203.4,0.5564,NA,NA,NA,-0.095,0.375,0.07,0.3018,0,302,48.5,3.1938,0.7616,-46.9,-0.1686,72.8,0.2618,NA,0.24,NA,-0.1622,0.17,-42.32,NA,278.1,-0.1493,-0.2273,55.4,2,154.9,94960,248.6,-50.2,NA,248.6,1.8,0.56
"2",2011-09-24,23.4,2.33,0.9463,0.40004533091569,264.7,479.7,31.4,104.5,0.49385633270321,0.30097926267281,0.21784448613717,-14.7673,0.48874564091726,NA,51.8,0,0,-44.3,-44.3,7.5,0,107.1,0.31808731808732,0.38511326860841,NA,14.28,0.30846774193548,NA,-0.025,-9.1327,211.6,0.53825307483844,-0.95,NA,NA,-0.1495,0.50545454545455,0.069,0.373,0,336.7,35.1,5.02849002849,0.83412098298677,-43.3,-0.12471198156682,74.2,0.21370967741936,NA,0.13260294673215,NA,-0.12759216589862,0.10109447004608,-35.1673,NA,347.2,-0.13157113157113,-0.16358141292029,77.3,1.5,176.5,278009,278.1,-46.4,NA,278.1,1.85,0.47960108794198
"3",2010-09-24,23.4,2.78,1.0189,0.50886974151039,290.7,635.5,20.6,202.7,0.52323180175529,0.4968137254902,0.31896144767899,-12.2047,0.45392089508293,NA,76.6,0,0,-74.2,-74.2,2.4,0,184.7,0.47456320657759,0.53197004608295,NA,76.958333333333,0.45269607843137,NA,-0.025,-5.9953,387.4,0.43949645948072,NA,NA,NA,-0.3656,0.61543859649123,0.069,0.5903,0,389.2,86.2,3.4941995359629,0.77749096541043,-80.6,-0.19754901960784,81.9,0.20073529411765,NA,0.29652562779498,NA,-0.18186274509804,0.21127450980392,-68.2047,NA,408,-0.19064748201439,-0.27726178190575,81.7,3.71,301.2,321874,347.2,-48.2,NA,347.2,1.85,0.65450244973813
"4",2009-09-24,22.9,2.75,0.9482,0.46433823529412,437.1,881.3,65.6,171.3,0.28393833913476,0.27121595946802,0.19437195052763,-46.5184,0.32060746677916,NA,111.9,0,0,-27.6,-27.6,84.3,0,432,0.67007910656119,1.0588235294118,NA,5.1245551601424,0.68397720075998,0.765,0.01,65.2184,603.3,0.47100873709293,-0.2,NA,-0.405,0.0025,0.78668941979522,0.081,0.6675,0,644.7,224.4,1.6885026737968,0.62804574838389,-14.8,-0.023432552248258,131.4,0.20804306523116,NA,0.5133836650652,NA,-0.043698543381887,0.35528815706143,-92.8184,NA,631.6,-0.042810609585854,-0.033859528711965,113,10.26,378.9,325727,408,-80.3,NA,408,1.9,0.73933823529412
"5",2008-09-24,26.1,1.92,0.5503,0.38807798305604,599.5,1050,102.2,297.6,0.6626586506346,0.41558441558442,0.28342857142857,15.635,0.39251317463202,26.5,118.8,0,0,-9.9,-9.9,108.9,0,151.5,0.22210819527928,0.23986700443319,NA,1.3911845730027,0.21156263091747,0.04,0.055,-8.935,449.1,0.43609523809524,-0.15,NA,NA,-0.0241,0.88219178082192,0.068,NA,0,682.1,68.9,5.5181422351234,0.84658205299488,2.6,0.0036307778243262,132.5,0.1850300237397,0,0.11492910758966,6.625,-0.013824884792627,0.096215612344645,-0.965,NA,716.1,-0.014514000879636,0.0043369474562135,132.2,3.48,380.2,544044,631.6,-116.4,NA,631.6,1.35,0.45840563437787
"6",2007-09-24,25.6,-0.24,0.3356,0.39737582005623,578.7,1045.1,247.8,290.4,0.27034071867436,0.4024948024948,0.27786814658884,0.9182,0.52443384982122,36.261780104712,118.6,0,0,7.8,6.2388,126.4,0.20015,783.8,1.1700253769219,1.0943870427255,100.48717948718,6.2009493670886,1.0863478863479,0.075,0.09,-123.8794,1074.2,0.45182279207731,0.9,26.688888888889,NA,0.134,0.22310057092666,0.072,NA,0,669.9,692.6,0.55096736933295,0.355241109663,19.1,0.026472626472626,125,0.17325017325017,0,1.1968204596509,4.8349040139616,0.010810810810811,0.95994455994456,130.1182,20.856190330274,721.5,0.0093130765785938,0.033005011232072,137.1,24.02,381.6,994476,716.2,13.1,52.870229007634,716.2,1.1,1.1186087680933
"7",2006-09-24,25.5,0.98,0.3554,0.2135231316726,552.5,799.5,197.1,206.5,0.26954705652004,0.3269474350855,0.25828642901814,-9.7903,0.49521665728756,11.848076923077,71.2,0,0,57.4,44.8242,128.6,0.21909,559.6,1.1282258064516,0.77646732343555,9.7491289198606,4.3514774494557,0.88600379987334,-0.035,0.105,-71.2855,766.1,0.43839899937461,0.7,33.671428571429,NA,0.2888,0.28718582612278,0.078,NA,0,496,616.1,0.24346696964778,0.19579689335596,52,0.082330588980367,69.4,0.10987967067764,0,1.1151131221719,NA,0.090880303989867,0.97545915136162,116.1097,2.5903336427929,631.6,0.090371439516129,0.094117647058824,117.5,23.57,150,231671,720.7,18.1,34.038674033149,720.7,1.1,1.0905338078292
"8",2005-09-24,24.4,1.21,0.4497,0.24053880692752,NA,688.4,93.1,258.1,0.29193530143649,0.43334452652787,0.37492736780941,17.3692,0.53813653546809,10.042407660739,58.6,0,0,38.8628,38.8628,97.4628,0,626,1.7127222982216,1.051040967092,16.107969713929,6.422966723184,1.3327655950607,0.08,0.13,-13.0065,884.1,0.31057524694945,1.4,20.321428571429,0.565,1e-04,0.28781072177299,0.081,0,0,365.5,734.1,0.20433183489988,0.169664065151,73.1,0.15563125399191,64.8,0.13796040025548,0,1.5500422297297,1.2553009575923,0.082739514583777,1.5629124973387,51.8692,1.3346768921954,469.7,0.10632763337893,0.15434966216216,91.5,28.45,150,205427,595.6,73.1,10.042407660739,595.6,1.2,1.4177357280308
"9",2004-09-24,25.9,1.16,0.4422,0.25799793601651,NA,639,52,292.4,0.27858231707317,0.62252501596764,NA,-3.0025,0.52464947987336,13.947286821705,59.9,0,0,141.3883,114.5245,201.2883,0.19,757.2,2.6200692041523,1.6120928252076,5.3554658639975,3.7617693153093,1.5177390258569,0.265,0.08,125.427,1049.6,0.27636932707355,1.5,22.46,0.205,0.2494,0.29445474464858,0.088,0,0,289,899.6,0.16674077367719,0.14291158536585,64.5,0.12928442573662,51.3,0.10282621767889,0,2.0853036624942,0.52631271025304,0.2834,1.8031669673281,-10.9025,-0.095198201704323,498.9,0.39627851418685,0.14951321279555,73.2,33.69,150,291354,469.7,0,NA,469.7,1.25,1.8052975576195
"10",2003-09-24,25.5,1.05,0.4542,0.29779701022817,NA,562.1,31.9,209.1,0.21902168220383,0.53519324289736,NA,82.9,0.5082,57.378571428571,63,0,0,21.8,18.334,84.8,0.15899,745.6,NA,NA,34.201834862385,8.7924528301887,1.9083695930381,NA,0.025,49.434,954.7,0.32289628180039,2.05,15.126829268293,NA,-0.0339,0.30944055944056,0.106,NA,0,299.3,803.3,0.18847255072825,0.15858384832932,14,0.035833120040952,43.2,0.11057077041208,0,2.2501400560224,NA,0.055797286920911,2.0560532377783,-31.1,-1.6963002872584,390.7,0.061256324757768,0.03921568627451,68.6,31.01,151.4,272875,498.9,14,57.378571428571,498.9,1.25,2.4911460073505
