"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,62.8,1.52,0.8913,0.0014,71.9,78.2,0.1,74.4,0.2805,5.0612,0.9514,2.26,0.43,NA,1,0,0,-5,-5.04,-4,0,NA,190.8,NA,36.69,NA,NA,12.98,-6.4,265.2,0.0141,-0.56,NA,0.345,0.4286,0.2467,0.0026,-2.4,265.1,4e-04,4e-04,-33.3,-2.2653,-3.5,-0.2381,NA,3.69,-0.3428,18.03,1.36,NA,14.7,NA,-0.4631,15.4,4.2,0.1,84172,5.2,-37.1,NA,5.2,0.9,NA
"2",2010-12-31,51.7,1.08,0.8637,0.0038535645472062,51.7,64.3,0.1,58.6,0.31488447071467,0.96699669966997,0.91135303265941,2.5752,0.26050712052796,12.150326797386,1.6,0,0,13.9,13.9,15.5,0,0,127.5,NA,8.6734693877551,9.1726618705036,8.2258064516129,2.1039603960396,12.8248,186.1,0.031104199066874,NA,NA,1.9009,0.50273822562979,0.33,0.027993779160187,-6.7,185.9,0.0010758472296934,0.0010746910263299,15.3,0.25247524752475,-3.4,-0.056105610561056,0,3.5957446808511,0.22937293729373,3.0676567656766,1.0752,0.077355937032552,60.6,NA,0.29593810444874,17.4,3.36,0.2,239713,14.7,-30.1,NA,14.7,0.9,NA
"3",2009-12-31,36.4,0.56,0.769,NA,-8.8,57.7,0.6,49,0.51906779661017,3.3333333333333,0.84922010398614,-46.8245,0.2925877763329,NA,1.8,0,0,-46.5762,-46.5762,-44.7762,0,NA,45.4,NA,0.7264,NA,NA,3.0884353741497,1.4483,94.4,0.057192374350087,0.41,6.4634146341463,0.0872,0.42073170731707,0.1307,0.065857885615251,-57.8,94.4,0,0,-46.3,-3.1496598639456,-14.4,-0.97959183673469,NA,NA,-3.1684489795918,6.421768707483,-48.0245,NA,14.7,NA,NA,27.7,2.65,0,142665,62.5,11.9,7.9327731092437,62.5,0.9,NA
"4",2008-12-31,36.4,0.65,0.6797,0,32,108.1,2.9,97.7,0.74751338944147,7.237037037037,0.90379278445883,-0.6889,0.21185817272326,NA,1.6,0,0,-54.4133,-54.4133,-52.8133,0,NA,33,NA,2.3571428571429,NA,NA,2.4444444444444,-55.0245,130.7,0.037002775208141,NA,NA,0.8869,0.69651272384543,0.443,0.037927844588344,-65.7,130.7,0,0,-51.8,-3.837037037037,-18.6,-1.3777777777778,NA,4.084375,-4.0306185185185,9.6814814814815,0.6111,NA,13.5,NA,-1.61875,23.1,4.2,0,363204,14,-49.3,NA,14,0.9,NA
"5",2007-12-31,36.2,1.07,0.5651,0,78.9,159.7,1.2,110,0.17802233371096,15.492957746479,0.68879148403256,-17.169,0.25482215537073,NA,1.1,0,0,-45.2918,-45.2918,-44.1918,0,NA,507.9,NA,40.959677419355,NA,NA,71.535211267606,-28.2228,617.9,0.014402003757045,-1.43,NA,-0.0891,0.30533117932149,0.41,0.027551659361302,-31.1,617.9,0,0,-40.4,-5.6901408450704,23,3.2394366197183,NA,7.8314321926489,-6.3791295774648,87.028169014084,-17.069,NA,7.1,NA,-0.51204055766793,13.5,16.84,0,185434,12.4,-50.6,NA,12.4,0.9,NA
"6",2006-12-31,34.8,1.9,0.4648,0,97,129.3,0.3,119.6,0.23062090242962,15.946666666667,0.92498066511988,2.484,0.27538726333907,NA,1.1,0,0,-38.4522,-38.4522,-37.3522,0,NA,399,NA,40.714285714286,NA,NA,53.2,-40.1362,518.6,0.010827532869296,-0.34,NA,0.7666,0.27302100161551,0.4835,0.036349574632637,-22.6,518.6,0,0,-35.5,-4.7333333333333,-8.1,-1.08,NA,5.3463917525773,-5.1269666666667,69.146666666667,1.684,NA,7.5,NA,-0.3659793814433,11.4,13.08,0,170775,9.8,-32.2,NA,9.8,0.8,NA
"7",2005-12-31,31,NA,NA,0,73.6,82.8,0.9,74,0.13041945717307,19.473684210526,0.89371980676328,-0.2105,NA,NA,1,0,0,-38.6994,-38.6994,-37.6994,0,NA,493.4,NA,137.05555555556,NA,NA,129.84210526316,-38.3889,567.4,0.020531400966184,-1.35,NA,0.6056,0.44320369657297,0.3442,0.060386473429952,-0.4,567.4,0,0,-36.8,-9.6842105263158,-4,-1.0526315789474,NA,7.7092391304348,-10.184057894737,149.31578947368,-0.3105,NA,3.8,NA,-0.5,40.8,17.84,0,231559,3.6,-38.6,NA,3.6,0.85,NA
"8",2004-12-31,24.7,0,0,0,NA,73.1,1.2,64.5,0.34921494315106,20.15625,0.88235294117647,-2.2579,NA,NA,0.5,0,0,-23.7224,-23.7224,-23.2224,0,NA,120.2,NA,37.5625,NA,NA,63.263157894737,-22.1645,184.7,0.020519835841313,NA,NA,0,0.31856738925542,0.1694,0.06703146374829,-0.6,184.7,0,0,-22.3,-11.736842105263,-3.3,-1.7368421052632,NA,2.8904538341158,-12.485457894737,97.210526315789,-1.5579,0.065671968561409,1.9,39.537283333333,-0.3489827856025,24.7,7.56,0,71598,3.2,-31.1,NA,3.2,0,2.8904538341158
"9",2003-12-31,7.7,0,0,0,NA,17.3,0.1,14.8,0.14068441064639,9.25,NA,0,NA,NA,0.4,0,0,NA,NA,NA,0,NA,90.4,1.5193277310924,56.5,NA,NA,NA,NA,105.2,0.046242774566474,NA,NA,0,0.32395531650807,0.2183,0,59.5,105.2,0,0,-14.2,NA,-2,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,-0.94039735099338,14,13.321,0,3700,1.6,-20,NA,1.6,0,6.9668874172185
