"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,57.8,2.05,0.585,0.1063,150.5,200.3,0.7,66.7,0.2645,0.4993,0.333,6.62,0.8,8.22,2.9,0,0,28,27.63,31,0.0273,0.0273,185.5,1.82,1.15,6.53,5.93,1.39,NA,23.2,252.2,0.005,0.65,6.63,0.245,0.2946,NA,0.5849,0.3854,101.7,234.3,0.0764,0.071,28.5,0.2133,31.6,0.2365,0,1.56,NA,0.2126,1.75,4.42,0.1601,133.6,0.2716,0.1894,85.2,4.31,17.9,307548,161.6,18.5,12.66,161.6,0.85,1.5
"2",2010-12-31,48,1.44,0.7532,0.029515938606848,82.2,97.8,0.1,56.1,0.21735761332817,0.65922444183314,0.57361963190184,10.0289,0.29872543813064,12.113744075829,0.6,0,0,22.4,20.3043,23,0.09356,0.094420600858369,202,7.0629370629371,1.7443868739205,9.0178571428571,8.7826086956522,2.3736780258519,NA,10.7753,258.1,0.0061349693251534,0.48,8.9375,0.1556,0.3516699410609,NA,0.4039,0,28.6,255.6,0.0097809076682316,0.0096861681518791,21.1,0.24794359576968,27.8,0.32667450058754,0,3.1094890510949,NA,0.26321974148061,3.0035252643948,9.5289,0.46930590158229,85.1,0.70993902097902,0.25669099756691,37.6,4.29,2.5,331899,115.8,19.8,12.909090909091,115.8,0.9,3.047225501771
"3",2009-12-31,47.2,1.48,0.7433,0,57.4,66.9,0.2,29.7,0.1458742632613,0.41022099447514,0.44394618834081,2.6055,0.30270415713709,17.109243697479,0.5,0,0,12.6,11.9583,13.1,0.05093,0.055555555555555,173.9,6.2779783393502,2.1846733668342,13.801587301587,13.274809160305,2.4019337016575,0.2,9.6528,203.6,0.011958146487294,0.45,9.2888888888889,0.3096,0.3677811550152,NA,0.2503,0,27.7,203.6,0,0,11.9,0.16436464088398,26.2,0.36187845303867,0,3.5470383275261,0.85546218487395,0.17403314917127,2.8121546961326,2.3055,0.19279733174702,72.4,0.43170693140794,0.20731707317073,31.3,4.18,0,282513,79.6,19.7,10.335025380711,79.6,0.9,3.5470383275261
"4",2008-12-31,46.2,1.03,0.6839,0,40.9,51.9,0.4,27.8,0.26526717557252,0.51386321626617,0.53564547206166,2.8937,0.18716186576985,NA,0.4,0,0,-8.4771,-8.4771,-8.0771,0,NA,77,5.8778625954198,1.1063218390805,NA,NA,1.4232902033272,NA,-11.3708,104.8,0.017341040462428,0.22,10.590909090909,0.458,0.75328947368421,NA,0.2327,0.0057803468208093,13.1,104.8,0,0,-8.3,-0.15341959334566,10.1,0.18669131238447,NA,2.5623471882641,NA,-0.15669371534196,1.9371534195933,2.8937,NA,54.1,-0.64710916030534,-0.20293398533007,29.2,2.33,0,297469,69.6,6.4,16.375,69.6,0.8,2.5623471882641
"5",2007-12-31,46.1,1.22,0.5456,0,47.3,58.7,0.4,35.2,0.9287598944591,0.94878706199461,0.59965928449744,-3.1892,0.26392961876833,NA,0.2,0,0,-11.2595,-11.2595,-11.0595,0,NA,2.7,0.22314049586777,0.055441478439425,NA,NA,0.07277628032345,NA,-8.2703,37.9,0.013628620102215,-0.13,NA,0.1317,0.57432432432432,NA,0.1301,0.0051107325383305,12.1,37.9,0,0,-9.9,-0.26684636118598,10.2,0.27493261455526,NA,0.80126849894292,NA,-0.30349083557952,1.0215633423181,-2.9892,NA,37.1,-0.93053801652893,-0.20930232558139,24.2,0.74,0,313977,48.7,-8.8,NA,48.7,0.9,0.80126849894292
"6",2006-12-31,46,3.23,0.8382,0,54.6,62.6,0.1,42.6,0.40687679083095,1.302752293578,0.68051118210863,-0.8734,0.23860653781914,149.57142857143,0.2,0,0,-8.9015,-8.9015,-8.7015,0,NA,62.1,5.175,1.7492957746479,NA,NA,1.8990825688073,NA,-7.9281,104.7,0.0047923322683706,-0.28,NA,0.1489,0.34749034749035,NA,0.1227,0.0063897763578275,12,104.7,0,0,0.7,0.021406727828746,10.2,0.31192660550459,0,1.9175824175824,NA,-0.27221620795107,3.2018348623853,-0.9734,NA,32.7,-0.74178916666667,0.012820512820513,34.7,2.04,0,65804,35.5,-7.8,NA,35.5,1.25,1.9175824175824
"7",2005-12-31,45.9,3.57,0.8311,0.030360531309298,51.1,59.5,0.1,41.6,0.26229508196721,1.469964664311,0.69915966386555,-1.0261,0.21176753699916,NA,0.2,0,0,-8.6277,-8.6277,-8.4277,0,NA,117,10.54054054054,3.7025316455696,NA,NA,4.1342756183746,NA,-7.5016,158.6,0.0067226890756302,-0.03,NA,0.1311,0.35725938009788,NA,0.133,0.0084033613445378,11.1,157,0.010191082802548,0.010088272383354,-7.7,-0.27208480565371,8.8,0.31095406360424,NA,3.0724070450098,NA,-0.30486713780919,5.547703180212,-1.1261,NA,28.3,-0.77727387387387,-0.15068493150685,17.7,3.22,1.6,942912,31.6,0.7,224.28571428571,31.6,1.1,3.0094876660342
"8",2004-12-31,44.7,1.1,0.7886,0.092257001647446,NA,69.7,0.2,50.6,0.45178571428571,1.8671586715867,0.72596843615495,0.9848,0.27897539944205,NA,0.2,0,0,-14.1641,-14.1641,-13.9641,0,NA,61.4,6.0792079207921,2.2656826568266,NA,NA,2.516393442623,NA,-15.149,112,0.0057388809182209,-0.2,NA,-0.253,0.61660079051383,NA,0.2,0.0071736011477762,10.1,106.4,0.052631578947368,0.05,-13.3,-0.54508196721311,8.9,0.36475409836066,NA,1.9310344827586,NA,-0.58049672131148,4.3606557377049,0.9848,-0.069530339023799,24.4,-1.4023881188119,-0.24137931034483,16,2.32,5.6,608959,27.1,-8.9,NA,27.1,1.25,1.8451400329489
"9",2003-12-31,44.5,1.4,0.7744,0.075778078484438,NA,83.8,0.3,62.3,0.35539075869937,2.6623931623932,NA,-2.996,0.36157024793388,NA,0.2,0,0,-5.0082,-5.0082,-4.8082,0,NA,113,9.7413793103448,4.8290598290598,NA,NA,3.4769230769231,NA,-2.1122,175.3,0.0035799522673031,-0.37,NA,0.5175,0.42558746736292,NA,0.2431,0.0071599045346062,11.6,169.7,0.032999410724808,0.031945236737022,-5.3,-0.16307692307692,10.7,0.32923076923077,NA,2.484626647145,NA,-0.1541,5.2215384615385,-2.896,0.57824589427445,32.5,-0.43174568965517,-0.077598828696925,13.2,3.73,5.6,43013,23.4,-15.6,NA,23.4,1.15,2.3721244925575
"10",2002-12-31,36.9,1.9,0.8779,0.19310344827586,NA,37.1,0.1,20.5,0.066710055320534,1.1516853932584,NA,48.8,0.4761,NA,0.6,0,0,-10.0465,-10.0465,-9.4465,0,NA,286.8,NA,NA,NA,NA,16.112359550562,0.5,-9.5465,307.3,0.0026954177897574,NA,NA,0.1304,0.51788491446345,NA,0.3099,0.018867924528302,8.5,301.7,0.018561484918793,0.018223234624146,-10,-0.56179775280899,8.6,0.48314606741573,NA,12.893162393162,NA,-0.56440786516854,16.949438202247,-0.5,NA,17.8,-1.1819364705882,-0.42735042735043,12.6,6.78,5.6,216502,32.2,-3.3,NA,32.2,1.1,33.741176470588
