"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,19.5,0.4,0.6219,NA,-14.2,890,0.4,10.1,0.0103,0.0706,0.0113,221.5,0.16,NA,0.7,0,0,69,68.6,69,0,968.8,1.14,5.31,14.12,13.98,6.77,NA,-152.6,978.9,0.001,NA,NA,NA,0.015,0.7535,NA,0.159,0,851.9,102.7,8.5316,0.8951,-14.5,-0.1013,808.6,5.6506,0,NA,NA,0.4794,0.72,221.2,3.2245,143.1,0.0805,NA,0,5.36,876.2,44186,182.3,4.7,21.85,182.3,0.95,1.14
"2",2010-12-31,18.1,1.4,0.7885,0.99363321799308,4.6,742.9,0.3,16.3,0.022119690595739,0.10502577319588,0.021941041862969,-95.1176,0.33291058972733,NA,0.6,0,0,65.4,65.4,66,0,720.6,1.0203908241291,5.430293896006,11.018348623853,10.918181818182,4.6430412371134,NA,160.8176,736.9,0.0014806838067035,NA,NA,NA,-0.3102,0.26495726495727,NA,0.1625,0,706.2,19,37.784210526316,0.97421631157552,-33.8,-0.21778350515464,656.1,4.2274484536083,NA,4.1304347826087,NA,0.42139175257732,0.12242268041237,-95.4176,-1.4589845597276,155.2,0.092608326253186,-7.3478260869565,0,0.89,717.9,16609,132.7,-29.1,NA,132.7,1.05,1.0199307958477
"3",2009-12-31,18,1.88,0.9183,0.96610492240312,35.6,1068.3,0.8,12.4,0.012036497767424,0.055381866904868,0.011607226434522,-244.4015,0.2858542959817,NA,0.7,0,0,62.4,62.4,63.1,0,1017.8,0.98063397244436,6.109243697479,16.310897435897,16.129952456418,4.5457793657883,0.15,306.7015,1030.2,0.001404099971918,NA,NA,NA,-0.356,0.60424028268551,NA,0.1998,0,1037.9,15.5,65.464516129032,0.98495437779072,-57.2,-0.25547119249665,955,4.2652970075927,NA,0.43539325842697,NA,0.27869584635998,0.069227333631085,-244.3015,-3.9150884380619,223.9,0.060121398978707,-1.6067415730337,0,1.19,1014.7,25445,166.6,-65.7,NA,166.6,1.05,0.98086261068266
"4",2008-12-31,19.1,2.2,0.8735,0.94446849298126,89.8,1638.8,0.4,22.1,0.014292181336093,0.059989142236699,0.013485477178423,-471.4641,0.21064682312536,NA,0.5,0,0,126.8,126.8,127.3,0,1524.2,0.95561128526646,6.0532168387609,12.020504731861,11.973291437549,4.1373507057546,NA,598.3641,1546.3,0.00085428362216256,NA,NA,0.375,0.0132,0.73684210526316,NA,0.2258,0,1595,19,80.384210526316,0.98771260428119,-26.1,-0.070846905537459,1489.6,4.043431053203,NA,0.21158129175946,NA,0.34419109663409,0.05157437567861,-471.5641,-3.7189594700589,368.4,0.079498432601881,-0.29064587973274,0,1.17,1527.3,43883,251.8,-34.2,NA,251.8,1.15,0.95621792096964
"5",2007-12-31,19.5,2.18,0.6093,0.94908314046644,114.4,2282.8,1.1,20.9,0.0097545038737982,0.056258411843876,0.0091554231645348,-147.8135,0.26259642212375,0.73381294964029,0.5,0,0,140.1,81.0408,140.6,0.42155,2121.7,0.95318747472932,5.3402970047823,15.144182726624,15.090327169275,5.7111709286676,0.15,228.2544,2142.6,0.00065708778692833,-0.34,NA,NA,0.5355,0.81407035175879,NA,0.2983,0,2225.9,10.2,209.05882352941,0.99523942873145,13.9,0.037415881561238,2128.4,5.7292059219381,0,0.089160839160839,0.048920863309352,0.3771197846568,0.027456258411844,-147.2135,-1.816534770658,371.5,0.03640812480345,0.1215034965035,NA,0.56,2132.4,34564,397.3,0.8,12.75,397.3,1,0.95362293038989
"6",2006-12-31,21.5,1.62,0.3979,0.93431129963474,111.5,1728.3,0.4,14.2,0.0085774690425853,0.05328330206379,0.0082161661748539,-518.6576,0.28147775823071,1.7575757575758,0.8,0,0,93.9,93.9,94.7,0,1641.3,0.9751069391635,4.6482582837723,17.479233226837,17.331573389651,6.1587242026266,0.15,612.9576,1655.5,0.00046288260140022,0.61,5.5901639344262,NA,0.5056,0.44289693593315,NA,0.2457,0,1683.2,69.6,22.78591954023,0.95795832074902,39.6,0.14859287054409,1596.1,5.9891181988743,0,0.62421524663677,0.11717171717172,0.35234521575985,0.26116322701689,-519.0576,-5.5277703516775,266.5,0.055786596958175,0.35515695067265,NA,3.41,1585.9,41085,353.1,41.3,1.6852300242131,353.1,0.7,0.97531518793449
"7",2005-12-31,21.7,-0.1,0.3519,0.93518844663614,73.6,1155.1,0.2,17.8,0.014759535655058,0.099719887955182,0.015409921218942,-434.9894,0.36373969877806,42.352941176471,0.8,0,0,39.8,39.8,40.6,0,1188.2,1.0629808552514,4.7623246492986,29.854271356784,29.266009852217,6.6565826330532,0.15,475.3894,1206,0.00095229850229417,0.5,13.02,NA,0.4936,0.27011494252874,NA,0.1923,0,1117.8,144,7.375,0.88059701492537,3.4,0.019047619047619,1093.6,6.1266106442577,0,1.9565217391304,2.8235294117647,0.22296918767507,0.80672268907563,-435.5894,-10.94445617443,178.5,0.035605653963142,0.046195652173913,NA,6.51,1062,35946,249.5,10.4,13.846153846154,249.5,0.8,1.0619936597393
"8",2004-12-31,21.5,1.27,0.4644,0.90622484572042,NA,766.6,1.4,14.4,0.018040591330494,0.081771720613288,0.018784242108009,348.7055,0.54694229112834,NA,0.8,0,0,13.5971,13.5971,14.3971,0,783.8,1.0722298221614,4.4508801817149,57.644602419191,54.441481658472,6.625528317836,0.15,-335.7084,798.2,0.002087138012001,0.1,57.48,NA,0.1242,0.3,NA,0.104,0,731,122.7,5.5052974735126,0.84627912803809,-15.9,-0.13440405748098,713.7,6.032967032967,NA,1.755364806867,NA,0.11493753169907,1.0371935756551,349.3055,25.68968659557,118.3,0.018600697674419,-0.2274678111588,0,5.748,675.5,33915,176.1,-10.5,NA,176.1,0.7,1.0708344513013
"9",2003-12-31,20.6,1.3,0.5792,0.82390745501285,NA,492.5,0.1,144.9,0.29968976215098,1.1995033112583,NA,61.475,0.44889502762431,247.25,1,0,0,21.7843,21.7843,22.7843,0,338.6,1.0518794656726,2.8029801324503,15.543296987602,14.86110397901,3.3557978196234,NA,-38.7907,483.5,0.0016243654822335,NA,NA,-0.45,0.0941,0.27852760736196,NA,0.0926,0,321.9,98.9,3.8887765419616,0.79544984488108,0.4,0.0039643211100099,311.7,3.0891972249752,0,1.2031630170316,NA,0.2159,0.98017839444995,60.575,2.7806721799776,100.9,0.067674153463809,0.0048661800486618,0,4.71,384.6,4880,120.8,-9.4,NA,120.8,0.6,1.0357754927164
"10",2002-12-31,20.5,1.69,0.6572,0.68046421663443,NA,285.4,0.3,160.1,0.63582208101668,1.7402173913043,NA,191.9,0.5644,25.3,1.1,0,0,24,24,25.1,0,91.7,NA,NA,3.8208333333333,3.6533864541833,0.99673913043478,NA,24.8,251.8,0.0056061667834618,NA,NA,NA,0.3928,0.47183098591549,NA,0.0768,0,98.4,75.9,2.3175230566535,0.69857029388404,3,0.032608695652174,80,0.8695652173913,0,0.91888619854722,NA,0.26086956521739,0.825,-0.8,-0.033333333333333,92,0.24390243902439,0.036319612590799,0,3.7,175.9,28302,97.3,7.9,9.6075949367089,97.3,0.65,0.93191056910569
"11",2001-12-31,NA,1.65,0.6604,0.5723,NA,151.2,0.8,108.7,0.89983443708609,1.7532258064516,NA,0.0936,0.4362,127.33333333333,1,0,0,15.6742,15.6742,16.6742,0,12.1,NA,NA,0.77196922330964,0.72567199625769,0.19516129032258,NA,15.7806,120.8,0.01521164021164,NA,NA,NA,0.8219,0.54878048780488,0,0.0836,0,35.568,38.2,2.1623036649215,0.68377483443709,0.3,0.0048387096774194,0.354,0.0057096774193548,0,0.61912479740681,NA,0.25280967741936,0.61612903225807,-0.1064,-0.0067882252363757,NA,0.44068263607737,0.0048622366288493,0,1.85,82.6,13700,62,18,2.1222222222222,78.4,1.15,3.3963112910481
