"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,2.1,0.19,0.2492,0,106.5,158,0.4,32.2,0.2574,0.2038,NA,0.19,18.13,0,0.0054,0.67,NA,NA,NA,0.27,0.2737,92.9,1.25,NA,NA,125.1,0.0228,NA,NA,-0.11,NA,0.335,NA,0.3034,0,74.3,125.1,0,0,6.9,0,0.0679,1.17,NA,0.4,NA,NA,0.0648,81.5,60,0,3061,NA,9.9,12.64,NA,0.55,1.17
"2",2010-12-31,2.3,0.42,0.2833,0,103.9,153.5,0.3,35.3,0.45666235446313,0.2299674267101,NA,0.48535121779033,12.078125,0,0.0077,0.5952,NA,NA,NA,0.26036,0.25581395348837,42,0.61224489795918,NA,NA,77.3,0.024104234527687,NA,NA,-0.2,NA,0.20535467844328,NA,0.2465,0,68.6,77.3,0,0,6.4,0,0.0930015625,0.74398460057748,NA,0.3,NA,NA,0.061597690086622,61.5,35.77,0,3564,NA,7.4,10.445945945946,NA,0.55,0.74398460057748
"3",2009-12-31,2.3,0.43,0.3184,0,97.3,146.4,0.2,29.5,0.4041095890411,0.20150273224044,NA,0.43184673366834,15.208333333333,0,0.0088,0.6424,NA,NA,NA,0.18374,0.1864406779661,43.5,0.64159292035398,0.04,NA,73,0.026639344262295,2.08,14.663461538461,-0.155,NA,0.17742691886822,NA,0.2951,0,67.8,73,0,0,4.8,0,0.13383333333333,0.7502569373073,3.8020833333333,0.2,NA,NA,0.049331963001028,62.2,30.5,0,1516,NA,21.6,3.3796296296296,NA,0.55,0.7502569373073
"4",2008-12-31,2.3,0.54,0.3064,0,89.9,139.9,0.5,20.9,0.2935393258427,0.1493924231594,NA,0.28720626631854,NA,0,0.009,0.6408,NA,NA,NA,0,NA,50.3,0.72898550724638,0.04,NA,71.2,0.03145103645461,2.31,13.376623376623,-0.035,NA,0.38938368364802,NA,0.2986,0,69,71.2,0,0,-1.2,0,NA,0.79199110122358,NA,NA,NA,NA,-0.013348164627364,63.7,30.9,0,1971,NA,0.5,142.4,NA,0.55,0.79199110122358
"5",2007-12-31,2.4,0.38,0.257,0,99.3,149.6,0.5,24.2,0.30555555555556,0.16176470588235,NA,0.37354085603113,9.4285714285714,0,0.0084848484848485,0.672,0,0,0,0.28941,NA,55,0.7323568575233,0.04,NA,79.2,0.034090909090909,NA,NA,0.155,NA,0.28436198409693,NA,0.2834,0.0013368983957219,75.1,79.2,0,0,8.4,0,0.08,0.797583081571,2.3571428571429,NA,NA,0,0.084592145015106,70,37,0,447,NA,6.7,11.820895522388,NA,0.6,0.797583081571
"6",2006-12-31,2.5,0.86,0.2036,0,95.3,143.5,1.9,3.5,0.037076271186441,0.024390243902439,NA,0.51080550098232,7.1515151515151,0,0.0063559322033898,0.6,0,0,0,0.23914,NA,90.9,0.99019607843137,0.1,NA,94.4,0.042508710801394,3.48,10.790229885057,0.23,NA,0.22378922050946,NA,0.2289,0,91.8,94.4,0,0,13.2,0,0.045454545454545,0.99055613850997,0.71515151515151,NA,NA,0,0.13850996852046,70.2,37.55,0,1755,NA,9.5,9.9368421052632,NA,0.65,0.99055613850997
"7",2005-12-31,2.5,1.28,0.2323,0,84.3,128.5,1.9,21.9,0.16416791604198,0.1704280155642,NA,0.41325871717606,10.03007518797,0,0.0044977511244378,0.6,0,0,0,0.28467,NA,111.5,1.786858974359,NA,NA,133.4,0.042801556420233,NA,NA,0.23,NA,0.14624,NA,0.2265,0,62.4,133.4,0,0,13.3,0,0.045112781954887,1.582443653618,NA,NA,NA,0,0.15776986951364,76.5,53.3999,0,100,NA,14.4,9.2638888888889,NA,0.6,1.582443653618
"8",2004-12-31,2.5,0.76,0.2697,0,NA,113.2,1.5,14.9,0.13821892393321,0.13162544169611,0,0.56358917315536,10.07476635514,0,0.0037941664690538,0.4,NA,NA,NA,0.30854,NA,92.9,1.6128472222222,0.1,NA,107.8,0.040636042402827,NA,NA,0.17,0,0.13262465198684,NA,0.2146,0,57.6,107.8,0,0,10.7,0,0.037383177570093,1.4868965517241,1.007476635514,1.5,NA,NA,0.14758620689655,71.8,42.17,0,500,NA,12.5,8.624,0,0.55,1.4868965517241
"9",2003-12-31,2.5,0.58,0.2696,0,NA,100.5,0.9,5.1,0.056666666666667,NA,0,0.43026706231454,8.1818181818182,0,0.0043254933765883,0.4,NA,NA,NA,0.32193,NA,84.9,1.4612736660929,NA,NA,90,0.040796019900497,NA,NA,0.14,0,0.17839607201309,NA,0.245,0,58.1,90,0,0,11,0,0.036363636363636,1.4240506329114,NA,0.9,NA,NA,0.17405063291139,83.9,36.99,0,1250,NA,9.3,9.6774193548387,0,0.55,1.4240506329114
"10",2002-12-31,2.5,0.4,0.3262,0,NA,84.6,0.7,3.8,0.049673202614379,NA,0,0.2691,9.4444444444444,0,0.003921568627451,0.3,0,0,0,0.30508,NA,72.7,NA,0.1,-0.7,76.5,0.048463356973995,NA,NA,NA,0,0.27272727272727,NA,0.1964,0,48.9,76.5,0,0,8.1,0,0.037037037037037,1.4516129032258,0.94444444444444,0.7,0,0,0.15370018975332,67.7,31,0,1490,0,11.4,6.7105263157895,0,0.5,1.4867075664622
