"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,47.1,-0.75,NA,0.311,132.9,1303.4,0,33.7,0.0989,0.0259,NA,NA,NA,0,0,0,39,38.9,39,0,306.9,1.93,7.89,7.89,0.05,38.9,340.6,0,NA,NA,NA,NA,0.2413,NA,0.5506,0,159.2,280.6,0.2138,0.1762,-80.1,0,NA,2.11,NA,0,0,NA,0.2443,-0.6027,7.7,6.26,60,18027,NA,-21.2,NA,NA,1.2,1.77
"2",2010-12-31,2.8,1,4,0.96790594216714,10.1,1716.5,0,23.8,0.046758349705304,0.013865423827556,NA,0.075,NA,0,0,0,52,52,52,0,485.2,1.6679271227226,9.3307692307692,9.3307692307692,0.05,52,509,0,NA,NA,NA,NA,0.56467661691542,NA,0.5073,0.0028546460821439,290.9,204.4,1.4902152641879,0.59842829076621,-13.7,0,NA,20.237623762376,NA,0,0,NA,0.17875558611207,-1.3564356435644,16.7,4.38,304.6,18285,NA,-20,NA,NA,1.2,1.6174134095964
"3",2009-12-31,2.8,1.9,4,0.8710323134115,45.1,2193.9,0,38.8,0.12001237240953,0.017685400428461,NA,0.075,NA,0,0,0,68,68,68,0,284.5,0.91508523641042,4.1838235294118,4.1838235294118,0.05,68,323.3,0,NA,NA,NA,NA,0.93832599118943,NA,NA,0.0029171794521172,310.9,18.7,16.288770053476,0.94215898546242,-93.1,0,NA,0.41463414634146,NA,0,0,NA,0.21871984560952,-2.0643015521064,25.3,8.45,304.6,73853,NA,-76.6,NA,NA,1.2,0.92450672004575
"4",2008-12-31,28,1.74,0.7826,0.59301625526791,135.2,2278.3,0,46.6,0.21484555094514,0.020453847166747,NA,0.26578073089701,NA,0,0,0,95.5,95.5,95.5,0,170.3,0.59628851540616,1.7832460732984,1.7832460732984,0.095,NA,216.9,0,NA,NA,NA,NA,0.84478371501272,NA,0.1537,0.0034674976956503,285.6,19.9,9.8994974874372,0.90825265099124,-66.6,0,NA,0.14718934911243,NA,NA,NA,NA,0.3343837535014,-0.49260355029586,28.5,0.68,197,214469,NA,-113.5,NA,NA,1.3,0.65291992775437
"5",2007-12-31,28,0.28,0.3628,0.56788573222414,275.3,2394.5,0,62.5,0.10976466455919,0.02610148256421,NA,0.46306504961411,6.92,0,0.0053949903660886,1.12,109.3,68.6437,109.3,0.37197,506.9,0.88217890706578,4.6376944190302,4.6376944190302,0.145,NA,569.4,0,0.27,26.444444444444,0.185,NA,0.56979210861264,NA,0.3632,0.047817916057632,574.6,207.6,1.742774566474,0.63540569020021,30,0,0.037333333333333,0.75408645114421,0.47724137931034,NA,NA,NA,0.11946341628959,0.10897203051217,46.7,7.14,361.8,32991,NA,7.1,29.239436619718,NA,1.05,0.89373724690002
"6",2006-12-31,28.3,0.32,0.2787,0.4199066874028,261.1,2249.3,0,55,0.091468484949277,0.024452051749433,NA,0.51668460710441,11.549019607843,0,0,0,96.7,60.0333,96.7,0.37918,546.3,1.3826879271071,5.6494312306101,5.6494312306101,0.145,NA,601.3,0,1.38,8.7463768115942,0.185,NA,0.38244853737812,NA,0.4236,0.051616058329258,395.1,412.3,0.45840407470289,0.31431897555297,35.7,0,0,1.5790884718499,0.79648411088573,NA,NA,NA,0.15194455580866,0.13672922252011,27.9,12.07,189,582938,NA,40,10.3075,NA,0.9,1.3359253499222
"7",2005-12-31,21.2,0.75,0.2425,0.43901128425578,104.4,1269.7,0,35.5,0.036503856041131,0.027959360478853,NA,0.65979381443299,39.767857142857,0,0.00690166142793,6.148,55.1,34.951,55.1,0.36568,937,6.2217795484728,17.005444646098,17.005444646098,0.15,NA,972.5,0,1.33,23.330827067669,0.13,NA,0.26853482786229,NA,0.1688,0,150.6,890.8,0.09171531207903,0.08401028277635,22.4,0,0.27446428571429,8.5325670498084,2.6511904761905,NA,NA,NA,0.23207856573705,0.21455938697318,10.1,31.03,81.7,126007,NA,32.2,27.664596273292,NA,1,5.2256851155293
"8",2004-12-31,16.7,0.77,0.2379,0.3651726671565,NA,1004.8,0,34.9,0.07804114490161,0.034733280254777,0,0.64733081126524,24.84375,0,0,0,NA,NA,NA,0.37763,412.3,4.0741106719368,NA,NA,0.15,NA,447.2,0,1.22,18.860655737705,NA,0,0.15587419056429,NA,0.2848,0,101.2,397.5,0.12503144654088,0.11113595706619,16,0,0,4.6006944444444,1.65625,0,NA,NA,NA,0.18518518518519,4.2,23.01,49.7,33264,NA,20.2,19.678217821782,0,0.85,3.2858192505511
"9",2003-12-31,15.8,0.47,0.2644,0.18361955085865,NA,734.7,0,34.9,0.097951164748807,NA,0,0.35552193645991,24.457142857143,0,0.014049172102358,4.424,NA,NA,NA,0.38478,321.4,7.8774509803922,NA,NA,0.15,NA,356.3,0,0.92,21.663043478261,NA,0,0.19108280254777,NA,0.2402,0,40.8,342.4,0.040595794392523,0.039012068481617,14,0,0.316,5.5404530744337,1.6304761904762,0,NA,NA,NA,0.22653721682848,3.5,19.93,13.9,4411,NA,14.9,22.979865771812,0,0.85,4.7067371202114
"10",2002-12-31,12.5,0.34,0.3014,0.26011560693642,NA,578.4,0,24,0.089585666293393,NA,0,0.2489,21.358974358974,0,0.016006402561024,4,30.8,18.7929,30.8,0.38984,243.9,NA,7.9188311688312,7.9188311688312,0.135,18.7929,267.9,0,1.06,18.490566037736,NA,0,0.23641703377386,NA,0.1841,0,45.2,249.9,0.07202881152461,0.067189249720045,11.7,0,0.34188034188034,4.880859375,1.5821462488129,0,0,0,0.41577274336283,0.228515625,4.1,19.6,18,16414,0,13.7,18.240875912409,0,0.8,5.396017699115
