"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-03-31,8,0.8,0.2285,0.3415,219.6,433.7,7.7,41.2,0.0944,0.0499,0.095,25.61,0.8,13.79,9.4,0,0,41,24.21,50,0.4095,0.4091,395.4,1.35,0.42,9.64,7.85,0.48,NA,0.3,436.6,0.0521,NA,0.055,0.04,0.241,NA,0.4522,0.0655,292.3,322.7,0.353,0.2609,23.4,0.0283,173,0.2095,0,1.47,NA,0.0497,0.39,23.91,0.9875,825.6,0.0828,0.1066,40.8,41.34,113.9,34878,947.8,30.7,10.51,947.8,0.85,1.31
"2",2011-03-31,8.5,0.63,0.219,0.30542838456507,212.4,389.6,13.4,75.8,0.23359013867488,0.087833140208575,0.19455852156057,6.3815,0.8,9.7510548523207,10,0,0,43.1,25.2079,53.1,0.41513,0.41625615763547,248.7,1.0813043478261,0.27168450950404,5.7703016241299,4.683615819209,0.28818076477404,NA,15.4264,324.5,0.061088295687885,NA,0.07,0.2027,0.15289648622982,NA,0.4639,0.047741273100616,230,231.1,0.40415404586759,0.28782742681048,23.7,0.027462340672074,105.1,0.12178447276941,0,1.0880414312618,NA,0.049942062572422,0.26778679026651,9.7815,0.38803341560452,863,0.10959955217391,0.11158192090395,39.3,28.28,93.4,17206,915.4,21.9,10.552511415525,915.4,0.8,1.0611510791367
"3",2010-03-31,8.1,0.83,0.411,0.2244983277592,185.5,405.6,10.8,85.1,0.3302289483896,0.12436066052901,0.20981262327416,-5.5655,0.45620437956204,16.062992125984,11.4,0,0,25.2,15.2344,36.6,0.39546,0.39810426540284,172.6,1.1200519143413,0.22430149447693,6.8492063492063,4.7158469945355,0.25222855472746,NA,21.3999,257.7,0.054980276134122,NA,0.025,-0.0058,0.25663289917993,NA,0.3986,0.043392504930966,154.1,204,0.26323529411765,0.20838183934808,12.7,0.018559111500804,-44.7,-0.06532222709338,0,1.099730458221,NA,0.036825953529154,0.29811486190267,-6.1655,-0.4047058309293,684.3,0.098860532121999,0.068463611859838,114.5,23.64,53.7,16687,769.5,18.4,11.086956521739,769.5,0.75,1.0773411371238
"4",2009-03-31,8.1,0.8,0.4485,0.42730554643912,174.5,363.9,4.6,107.8,0.40359415949083,0.15730337078652,0.29623522945864,-3.7817,0.26755852842809,8.6645569620253,15.2,0,0,19.7,11.6967,34.9,0.40626,NA,159.3,0.80904012188928,0.2555751644473,8.0862944162437,4.5644699140401,0.23245294031811,NA,26.0784,267.1,0.070898598516076,NA,0.155,-0.1624,0.25816023738872,NA,0.3082,0.059356966199505,196.9,136.9,0.95105916727538,0.48745788094347,15.8,0.023055596089304,41.8,0.06099518459069,0,0.78452722063037,NA,0.028746534364512,0.19976652560922,-14.3817,-1.2295543610436,685.3,0.059404154393093,0.09054441260745,36.7,16.51,130.2,14469,623.3,12.7,10.779527559055,623.3,0.75,0.87659993436167
"5",2008-03-31,8.2,0.99,0.4634,0.4771638454168,163.7,379.7,11.8,58.4,0.247983014862,0.070141724717752,0.15380563602844,6.3404,0.29348295209322,5.25,21.9,0,0,21.3,11.6381,43.2,0.45361,NA,177.1,0.69532783667059,0.23676470588235,8.3145539906103,4.099537037037,0.21270718232044,NA,15.3977,235.5,0.099552278114301,NA,0.125,0.0518,0.27970749542962,NA,0.2634,0.068738477745589,254.7,86.1,1.7351916376307,0.6343949044586,16.4,0.019697333653615,62.4,0.074945952438146,0,0.52596212583995,NA,0.025582512611098,0.10341100168148,-3.7596,-0.32303985723218,832.6,0.045693392226148,0.10018326206475,49.9,10.75,149.4,5720,748,16.6,5.1867469879518,748,0.85,0.75215586074736
"6",2007-03-31,8.3,1.23,0.3312,0.58422243776269,128.6,373.9,34.5,20.7,0.081049334377447,0.031978989649312,0.055362396362664,-39.2958,0.33816425120773,12.245901639344,17.2,0,0,16.3,10.9031,33.5,0.3311,NA,234.7,0.81323631323631,0.30421257290992,14.398773006135,7.0059701492537,0.36258303723158,NA,32.8989,255.4,0.14843541053758,NA,0.105,0.2742,NA,NA,0.2647,0.069804760631185,288.6,74.7,2.4190093708166,0.70751761942052,6.1,0.0094237602348216,204.8,0.31639116329368,0,0.58087091757387,NA,0.025181523250425,0.11540244090839,-21.9958,-2.0173934938577,647.3,0.037779175329175,0.047433903576983,42,9.2,180.7,6468,771.5,9.3,8.0322580645161,771.5,0.7,0.8257355318461
"7",2006-03-31,8.6,1.83,0.3617,0.47827804107425,132.1,360.7,26.7,38.9,0.18810444874275,0.073772046273469,0.1078458552814,-25.741,0.28753110312414,3.3873517786561,12.8,0,0,0.5,0.294,13.3,0.412,NA,167.9,0.78348110125992,0.27314136977387,335.8,12.624060150376,0.31841456476389,NA,12.135,206.8,0.10701413917383,NA,0.095,0.7213,0.26160337552743,NA,0.4825,0.07235930135847,214.3,85.7,1.4130688448075,0.58558994197292,25.3,0.04798027688223,155.3,0.29451924900436,0,0.64875094625284,NA,0.00094822681585435,0.16252607623744,-11.841,-40.275450214222,527.3,0.0013719085394307,0.19152157456472,39.2,10.45,121.1,18780,614.7,23.4,3.6623931623932,614.7,0.65,0.81674565560821
"8",2005-03-31,8.6,0.99,0.4198,0.47827804107425,NA,360.7,26.7,38.9,0.16276150627615,0.067593397046047,0.1078458552814,14.1958,0.47165316817532,4.6600790513834,12.8,0,0,0.488,0.2869,13.288,0.412,NA,200.1,0.93373775081661,0.34769765421373,410.07459627839,15.058744908925,0.37948037170491,NA,-27.8089,239,0.10701413917383,NA,0.095,0.7213,0.25109489051095,NA,0.4406,0.07235930135847,214.3,117.9,1.0271416454623,0.50669456066946,25.3,0.04798027688223,155.3,0.29451924900436,0,0.89250567751703,NA,0.00092539351412858,0.22359188317846,28.0958,97.922001949845,527.3,0.0013388729818012,0.19152157456472,39.2,13.76,121.1,9586,575.5,24,4.9125,575.5,0.85,0.94391785150079
"9",2004-03-31,8.9,1.23,0.4524,0.51372549019608,NA,294.2,22.4,25.2,0.11559633027523,0.060547813551177,NA,55.9452,0.54376657824934,9.8137254901961,10.5,0,0,23.142,13.654,33.642,0.40999,NA,192.8,0.94371023005384,0.46323882748679,8.3311727594849,5.7309315736282,0.60401002506266,NA,-54.1912,218,0.017675050985724,NA,0.02,0.1261,0.2754219843557,NA,0.4059,0.068660774983005,204.3,100.1,1.1778221778222,0.54082568807339,10.2,0.031954887218045,184.1,0.57675438596491,0,0.89695340501792,NA,0.0725,0.31359649122807,67.8452,4.9688822831376,319.2,0.066833144493392,0.091397849462366,28.9,11.495,117.9,5400,416.2,9.9,10.111111111111,416.2,0.95,0.94989106753813
"10",2003-03-31,9.5,1.31,0.4626,0.51929824561404,NA,278.9,13.2,27.8,0.11855010660981,0.09279038718291,NA,72.9,0.6234,11.969072164948,4.5,0,0,24.8,14.6228,29.3,0.41037,NA,206.7,NA,NA,8.3346774193548,7.0546075085324,0.68991989319092,0.15,5.9228,234.5,0.050197203298673,NA,NA,0.6078,0.41037941561273,NA,0.3216,0.068483327357476,200.2,116.1,1.0198105081826,0.50490405117271,9.7,0.03237650200267,-6.3,-0.021028037383178,0,1.0593065693431,0.7979381443299,0.082777036048064,0.38751668891856,8.7,0.59496031683073,299.6,0.073041078921079,0.088503649635036,25,12.45,118.4,34408,281.2,10.2,11.382352941176,281.2,0.9,1.0324675324675
