"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,257.5,1.73,0.3427,0.4804,2684.6,24789.4,0,384.7,0.0784,0.0155,NA,0.8,19.79,0,0.0042,10.3,936,836.99,936,0.1057,0.1816,4523.8,0.95,4.83,4.83,NA,836.99,4908.5,0,0.65,15.25,NA,NA,0.1926,0.0158,0.7961,0.0123,4781.6,2426.8,1.0226,0.5056,122.6,0,NA,0.9,NA,0,0,0.175,0.0457,72.3,9.91,2481.7,1953623,-30.3,NA,NA,1.2,0.95
"2",2010-12-31,263.4,1.43,0.3546,0.5753265964462,2382.8,24699,0,344.4,0.063742365352582,0.013943884367788,NA,0.8,38.089316987741,0,0.0049,10.657,1055.4,1055.4,1055.4,0,0,5058.6,0.96052406721732,4.7930642410461,4.7930642410461,NA,1055.4,5403,0,0.58,13.793103448276,NA,NA,0.40387811634349,0.013,0.8135,0.01629215757723,5266.5,2174.9,1.4842521495241,0.59746437164538,57.1,0,0.18663765323993,0.91274970622797,NA,0,0,0.20039874679579,0.023963404398187,91.8,8,3228.1,4081844,106.6,20.40243902439,NA,1.15,0.96294712078276
"3",2009-12-31,236.1,0.49,0.4665,0.53589501195574,2503.8,26068.7,0,465.7,0.082039989430107,0.017864335390718,NA,0.61629153269025,NA,0,0,0,1316.4,1316.4,1316.4,0,NA,5210.8,1.0571289458736,3.9583713157095,3.9583713157095,NA,1316.4,5676.5,0,0.36,32.722222222222,NA,NA,0.24629324546952,0.01,0.7617,0.019425594678676,4929.2,2785.4,1.0379478710419,0.50931031445433,-245.6,0,NA,1.1124690470485,NA,0,0,0.26706159214477,-0.09809090182922,132.5,11.78,2891.1,3989235,-60.3,NA,NA,1.15,1.0521974457358
"4",2008-12-31,220.8,0.33,0.4632,0.66971797449601,2496.8,31022,0,552.4,0.068432397611556,0.017806717813165,NA,0.3972366148532,NA,0,0,0,1865.8,1865.8,1865.8,0,NA,7519.8,1.0731533280055,4.0303355129167,4.0303355129167,NA,NA,8072.2,0,NA,NA,NA,NA,0.38651471984805,0.011,0.7382,0.0076558571336471,7007.2,3009.4,1.682328703396,0.62718961373603,-192.8,0,NA,1.2053027875681,NA,NA,NA,0.26626898047722,-0.077218840115348,271.3,13.4,5062.8,4411166,-251.5,NA,NA,1.15,1.0678078205196
"5",2007-12-31,132.6,-0.25,0.4345,0.76935621483266,2135.6,37015.5,0,1170.2,0.12835080945904,0.031613783415056,NA,0.4234752589183,NA,0,0,0,1550.1,1550.1,1550.1,0,NA,7947,0.98243315078315,5.1267660150958,5.1267660150958,0.005,NA,9117.2,0,-0.12,NA,-0.105,NA,0.66446087971973,0.0327,0.7972,0.0067350164120436,8089.1,1993.5,3.5734637572109,0.78134734348265,-174.9,0,NA,0.93346132234501,NA,NA,NA,0.19162824047175,-0.081897359056003,647.7,10.57,7123.7,2267444,-146.2,NA,NA,1.15,0.98465326752562
"6",2006-12-31,124.9,0.68,0.1965,0.71347451710496,2462.4,37918.3,0,976.6,0.11558080359785,0.025755374054217,NA,0.7735368956743,9.2420255183413,0,0.096992967772553,224.82,1745.9,1295.1785,1745.9,0.25816,NA,7472.9,0.98103027279649,4.2802566011799,4.2802566011799,-0.015,NA,8449.5,0,1.54,10.603896103896,0.085,NA,0.44048185132351,0.034,0.5775,0.0089692839605151,7617.4,2317.9,2.6453255101601,0.72567607550743,250.8,0,0.89641148325359,0.94131741390513,NA,NA,NA,0.17002894110851,0.10185185185185,726.4,16.33,6131.6,3669738,154.7,14.983193277311,NA,0.95,0.98318594368164
"7",2005-12-31,126.2,0.27,0.1361,0.61749818037451,2312.3,36579.1,0,946.4,0.10594306567709,0.025872697797376,NA,0.8,11.789163454999,0,0.04368293527172,227.16,1738.9,1188.8685,1738.9,0.31631,NA,7986.7,1.5663881697654,4.5929610673414,4.5929610673414,0.02,NA,8933.1,0,2.72,15.360294117647,0.145,NA,0.074466758138955,0.03,0.4728,0.046728869764428,5098.8,5200.2,0.71783777547017,0.417872854888,441.1,0,0.51498526411245,2.2489296371578,5.8945817274994,NA,NA,0.23316634129599,0.19076244431951,502.9,41.78,3732.9,567700,287.4,18.09394572025,NA,0.95,1.4777178587971
"8",2004-12-31,123.5,0.62,0.1518,0.5618102967066,NA,29771.7,0,638.2,0.084900891313024,0.021436464830695,0,0.81686429512517,10.78389084507,0,0.046838407494145,222.3,NA,NA,NA,0.31853,NA,6878.8,1.7113145586626,NA,NA,0.045,NA,7517,0,3.5,10.98,0.145,0,0.12591103292285,0.029,0.4472,0.042268328647675,4019.6,4900.2,0.53401901963185,0.34811760010643,454.4,0,0.48921654929578,2.4008819206271,2.3964201877934,0,NA,NA,0.22263596276335,192.5,38.43,2616.8,320500,454.4,10.78389084507,0,0.85,1.6138520331487
"9",2003-12-31,124.8,0.45,0.1618,0.47745680718728,NA,24506.7,0,773.3,0.11059624433289,NA,0,0.55624227441286,11.123811536024,0,0.039870190078813,214.656,NA,NA,NA,0.34171,NA,6218.8,2.1864847760354,NA,NA,0.085,NA,6992.1,0,3.75,11.504,0.14,0,0.087880143112701,0.04,0.4281,0.041192816658302,2844.2,5264.9,0.32805941233452,0.24702163870654,473.3,0,0.45353053031904,2.7852192773634,1.3086837101204,0,NA,NA,0.25038353700471,150,43.14,1727.2,411400,473.3,11.123811536024,0,0.9,1.9328541810643
