"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-29,122,0.77,0.534,0.4289,1075.2,2195.8,77.8,1189.6,0.1556,1.127,0.5418,3.77,0.36,78.95,55.6,0,0,250,162.98,306,0.3489,0.3489,6454.5,9.31,5.92,25.79,21.1,6.12,0.21,0.105,137,7644.1,0.0654,1.32,42.11,0.435,0.3299,0.036,NA,0.1951,693,6836.7,0.1181,0.1056,86.6,0.082,117.5,0.1113,0,6.36,3.76,0.2371,6.48,25.97,0.1594,1055.5,0.2352,0.0805,458.8,55.59,807.4,1341752,1089.4,91,75.13,1089.4,0.95,4.06
"2",2010-12-29,127.6,0.15,0.4125,0.20645332273239,1197.7,1839.1,49.8,894.3,0.23278150866781,0.99069458291791,0.48627045837638,25.6685,0.57575757575758,28.264211369095,34.2,0,0,210.4,141.7486,244.6,0.32629,0.32632146709817,2947.5,4.7926829268293,2.7629358830146,14.009030418251,12.050286181521,3.2652043868395,0.165,0.09,100.4801,3841.8,0.070632374531021,0.96,31.75,0.2683,0.51281318471944,0.036,NA,0.18933173835028,615,3530.2,0.088266953713671,0.081107814045499,124.9,0.13836268970865,141.2,0.15641962999889,0,2.9474826751273,1.7129825072179,0.23307854215132,3.9107123075219,41.2685,0.2911384376356,902.7,0.23048550243902,0.10428320948485,398.9,30.48,311.6,2191269,1066.8,113.3,31.157987643425,1066.8,0.95,2.5454184058835
"3",2009-12-29,119.5,0.47,0.4061,0.251386001386,864.2,1429.9,51.8,693.5,0.083624743759797,1.0408224523488,0.48499895097559,32.014,0.61561191824674,95.612903225806,24.5,0,0,143.6,90.962,168.1,0.36656,0.3663890991673,7599.5,16.488392275982,9.2451338199513,52.921309192201,45.208209399167,11.405523037671,0.24,0.2,31.648,8293,0.081963773690468,1.14,55.561403508772,0.1781,0.4045560008437,0.054,NA,0.17987271837191,460.9,8002.8,0.036262308192133,0.034993367900639,83.7,0.12561909049977,137,0.20561308719796,0,9.2603563989817,3.9838709677419,0.21551853519436,12.010805943269,59.314,0.65207414205832,666.3,0.19735730961163,0.096852580421199,317,63.34,290.2,1146231,822,98,81.661224489796,822,1,7.1838184338184
"4",2008-12-29,121.1,0.45,0.4336,0.32035880185808,848.6,1377.1,59.7,640.1,0.15549617393417,1.1167131891138,0.46481736983516,14.7846,0.3690036900369,43.930260047281,27.7,0,0,119.6,77.8153,147.3,0.34937,NA,3476.4,5.7130649137223,5.3755991959177,29.066889632107,23.600814663951,6.0648988136776,0.24,0.19,31.0307,4116.5,0.064919032749982,0.87,35.264367816092,0.4299,0.30849168646081,0.039,NA,0.20078425677148,608.5,3716.5,0.10762814475985,0.097169925907931,84.6,0.14759246336357,115.3,0.20115143056525,0,4.3795663445675,1.8304275019701,0.20865317515701,6.4837752965806,46.7846,0.60122625354764,573.2,0.12788060476582,0.099693613009663,248,30.68,400,2066419,646.7,105.8,35.127599243856,646.7,1,3.296892519622
"5",2007-12-29,110.8,1.34,0.5753,0.49279290378218,411.7,987.7,24.3,386.1,0.11036789297659,1.0526172300982,0.39090817049712,-4.7443,0.34764470710933,63.882474226804,11.5,0,0,59.1,39.1833,70.6,0.337,NA,3112.2,7.3125,5.928,52.659898477157,44.082152974504,8.4847328244275,0.355,0.265,31.1276,3498.3,0.046876581958084,0.78,33.397435897436,0.6806,0.43568215892054,0.054,NA,0.29047281563228,425.6,3098.3,0.12910305651486,0.114341251465,48.5,0.13222464558342,11,0.029989094874591,0,7.5256254554287,1.799506316248,0.16112322791712,8.4468375136314,8.0557,0.20559077951167,366.8,0.09206602443609,0.11780422637843,187.6,26.05,400,1034589,525,61,50.791803278688,525,1.25,4.309843538253
"6",2006-12-29,46.9,0.59,0.5499,0.00040420371867421,247.3,300.6,15.1,130.8,0.040147329650092,0.70855904658722,0.43512974051896,-20.5634,0.53827968721586,81.4475,6.1,0,0,37.8,35.4481,43.9,0.06222,NA,3127.2,26.819897084048,9.9402415766052,82.730158730159,71.234624145786,16.940411700975,0.64,0.355,47.0115,3258,0.085163007318696,1.07,53.373831775701,1.2131,0.38550661274456,0.06,NA,0.04457751164338,116.6,3257.9,3.0694619233248e-05,3.0693677102517e-05,40,0.21668472372698,29.2,0.15817984832069,0,13.173877881116,1.2726171875,0.20476706392199,17.648429035753,-11.5634,-0.32620607313191,184.6,0.30401444253859,0.16174686615447,95.5,57.11,0.1,1601277,314.6,53.6,60.78171641791,314.6,1.85,13.168957154406
"7",2005-12-29,41.3,1.31,0.5842,0.0027510316368638,72.5,100.6,11.4,50.8,0.027511508258868,0.69115646258503,0.50497017892644,-7.3199,0.39712427250942,NA,4.1,0,0,-5.6288,-5.6288,-1.5288,0,NA,1795.7,81.995433789954,12.199048913043,NA,NA,24.431292517007,NA,0.38,-5.6089,1846.5,0.16003976143141,1.1,35.736363636364,0.3413,0.53874538745388,0.081,NA,0.047713717693837,21.9,1846.3,0.00010832475762336,0.00010831302464121,-5.1,-0.069387755102041,7.3,0.099319727891157,NA,25.466206896552,NA,-0.07658231292517,25.119727891157,-0.0199,NA,73.5,-0.25702283105023,-0.070344827586207,55.7,39.31,0.2,556954,147.2,23.2,79.581896551724,147.2,1.45,25.398899587345
"8",2004-12-29,38.1,1.97,0.7104,0,NA,94.9,3.4,67,0.11198395453786,1.1317567567568,0.70600632244468,-0.4079,0.55461711711712,NA,4,0,0,-8.9133,-8.9133,-4.9133,0,NA,531.3,100.24528301887,8.9746621621622,NA,NA,10.5,NA,0.325,-7.9054,598.3,0.090621707060063,0.13,108.46153846154,0.5574,0.42857142857143,0.244,0.6074,0.027397260273973,5.3,598.3,0,0,-9.5,-0.18774703557312,-2.4,-0.047430830039526,NA,8.2752420470263,NA,-0.17615138339921,11.824110671937,-1.0079,0.1130792929119,50.6,-1.6817471698113,-0.1313969571231,46.2,14.1,0,174016,59.2,-9.5,NA,59.2,1.55,8.2752420470263
"9",2003-12-29,32.9,2.6,0.8014,0.35068493150685,NA,99.2,2,32.9,0.087593184238552,0.70752688172043,NA,0.0661,0.64886448714749,NA,4.5,0,0,-18.8328,-18.8328,-14.3328,0,NA,342.7,8.5461346633417,7.3698924731183,NA,NA,12.239285714286,NA,0.535,-16.3989,375.6,0.4616935483871,NA,NA,1.7588,0.41534208707671,0.244,0.4752,0,40.1,350,0.073142857142857,0.068157614483493,-27.1,-0.96785714285714,0.1,0.0035714285714286,NA,7.3839662447257,NA,-0.6726,12.5,-2.4339,0.12923880524556,28,-0.46964588528678,-0.57172995780591,41.4,9.42,25.6,137494,46.5,0,NA,46.5,1.55,5.1452054794521
"10",2002-12-29,32.5,3.05,0.9621,0.26836734693878,NA,121.9,26.8,66.3,0.25257142857143,6.63,NA,-20.1,0.6979,NA,4.5,0,0,-29.313,-29.313,-24.813,0,NA,196.2,NA,NA,NA,NA,19.62,NA,0.715,-51.613,262.5,0.39622641509434,-0.59,NA,3.012,0.68067226890756,NA,0.2214,0,31.7,236.2,0.11134631668078,0.10019047619048,-32.3,-3.23,-7.2,-0.72,NA,3.2942817294282,NA,-2.9313,23.62,22.3,NA,10,-0.92470031545741,-0.45048814504881,9.1,7,26.3,123200,21.1,-32.3,NA,21.1,1.5,6.1892744479495
