"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Net Income","Non-Cash Working Capital","Payout Ratio","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing Revenues"
"1",2011-12-31,0,0,0,0,0,0,0,0,0,1.53,10.75,0.1595,0.1934,0,0,0,0,0,0,16.45,0,45905,31.1,14.4,31.1
