"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-01-30,48.6,2.76,0.871,0,101.6,218.5,11.1,33,0.3896,0.0591,0.151,-0.11,0.79,NA,12.6,0,0,1,0.76,13,0,51.7,0.75,0.09,67.74,3.87,0.09,NA,0.02,2.38,84.7,0.1281,NA,NA,-0.055,0.3286,0.099,0.4265,0,68.6,84.7,0,0,-22.4,-0.0401,39.1,0.07,NA,0.83,NA,0.0014,0.15,-1.61,-2.1122,558.4,0.0111,-0.2205,208.4,1.8,0,225142,556.8,-24.5,NA,556.8,1.2,0.83
"2",2011-01-30,37.8,3.38,1.6025,0.23105360443623,83.2,238.4,7.6,46.5,0.39075630252101,0.082696069713676,0.19505033557047,1.7041,0.19500780031201,NA,13.2,0,0,-15.6174,-15.6174,-2.4174,0,72.5,1.1750405186386,0.12296472184532,NA,NA,0.12893473234928,NA,0.03,-11.7215,119,0.10822147651007,NA,NA,-0.0789,0.68370298939248,0.095,0.5818,0,61.7,94,0.26595744680851,0.21008403361344,-25.9,-0.046060821625467,35.1,0.062422194558065,NA,1.1298076923077,NA,-0.027774070780722,0.16717054952872,-3.8959,NA,562.3,-0.25311766612642,-0.31129807692308,201.8,1.88,25,560538,589.6,-15.5,NA,589.6,1.25,1.0998151571165
"3",2010-01-30,32.7,3.03,1.5726,0,88.3,196.2,7.6,17,0.1034692635423,0.032203068763023,0.08664627930683,0.7516,0.19076688286913,NA,14.3,0,0,-41.1701,-41.1701,-26.8701,0,147.3,2.0659186535764,0.27338530066815,NA,NA,0.27903011934078,NA,0.05,-35.2217,164.3,0.14424057084608,NA,NA,-0.0409,0.65228113440197,0.135,0.4083,0,71.3,164.3,0,0,-42,-0.079560522826293,36.4,0.06895245311612,NA,1.8607021517554,NA,-0.07798846372419,0.31123318810381,-5.9484,NA,527.9,-0.57742089761571,-0.47565118912797,200.6,6.11,0,219519,538.8,-33.3,NA,538.8,1.2,1.8607021517554
"4",2009-01-30,33.7,3.16,1.5348,0,55.3,241.5,8.3,53.8,0.35348226018397,0.094801762114537,0.22277432712215,-1.0411,0.1250977326036,NA,17.3,0,0,-72.6313,-72.6313,-55.3312,0,98.4,65.6,0.19032882011605,NA,NA,0.17339207048458,NA,0.025,-62.5901,152.2,0.13126293995859,NA,NA,-0.2657,0.92842942345924,0.08,0.4602,0,1.5,152.2,0,0,-98.1,-0.17286343612335,11.7,0.020616740088106,NA,2.75226039783,NA,-0.1279845814978,0.26819383259912,-10.0411,NA,567.5,-48.420833333333,-1.7739602169982,238.1,4.8,0,363003,517,-76.8,NA,517,1.2,2.75226039783
"5",2008-01-30,34.1,1.88,0.5325,0,150.6,359.1,11.8,59.1,6.0927835051546,0.075623800383877,0.16457811194653,13.4202,0.4206572769953,NA,20,0,0,-23.0478,-23.0478,-3.0479,0,-49.4,-0.53989071038251,-0.077055061612853,NA,NA,-0.063211772232886,NA,0.02,-28.268,9.7,0.10192147034252,-1.05,NA,0.1239,0.92266666666667,0.36,0.7153,0,91.5,9.7,0,0,-17.8,-0.022776711452335,74.7,0.095585412667946,NA,0.064409030544489,NA,-0.029491810620601,0.012412028150992,5.2202,NA,781.5,-0.25188907103825,-0.11819389110226,274.1,0.33,0,489834,641.1,-55,NA,641.1,1.4,0.064409030544489
"6",2007-01-30,37.6,-0.08,0.4221,0.012909632571996,155.2,352,11.5,71.3,0.30706287683032,0.092923237325687,0.20255681818182,-1.4105,0.43591565979626,NA,22.2,0,0,-9.4,-9.4,12.8,0,160.9,1.8601156069364,0.20622917200718,NA,12.5703125,0.2096963378079,NA,0.055,2.7105,232.2,0.11392045454546,0.02,279,0.0928,0.49859154929577,0.382,0.9448,0,86.5,229.6,0.011324041811847,0.011197243755383,-2.4,-0.0031278509057735,83.9,0.109344454581,NA,1.479381443299,NA,-0.012250749380946,0.29923106998566,-12.1105,NA,767.3,-0.10867052023121,-0.015463917525773,254.4,5.58,2.6,642285,780.2,-13.6,NA,780.2,1.15,1.4714828897338
"7",2006-01-30,37,1.89,0.3798,0.00062617407639324,202.9,347.1,9.8,82.3,0.1705346042271,0.11894782483018,0.23710746182656,-6.2364,0.46340179041601,NA,20.6,0,0,-19,-19,1.6,0,400.3,3.3164871582436,0.52636423405654,NA,250.1875,0.57855181384593,NA,0.09,-1.9636,482.6,0.13540766349755,0.07,187.71428571429,0.0653,0.17912317327766,0.415,0.9107,0,120.7,482.5,0.00020725388601036,0.00020721094073767,-13.5,-0.019511490099725,62.9,0.090909090909091,NA,2.3780187284377,NA,-0.02746061569591,0.69735510911982,-17.0364,NA,691.9,-0.15741507870754,-0.066535239034007,237.3,13.14,0.1,172619,760.5,-2.5,NA,760.5,1.1,2.3773399014778
"8",2005-01-30,37,1.87,0.451,0.0064161319890009,NA,350.3,14.7,100.6,0.21156677181914,0.15321352421566,0.2871824150728,0.5632,0.82926829268293,NA,20.1,0,0,-41.9198,-41.9198,-21.8198,0,374.9,2.3343711083437,0.57097167225099,NA,NA,0.5773021250385,NA,0.115,-37.0831,475.5,0.15044247787611,-0.38,NA,0.0371,0.29333921482135,0.463,0.9633,0.00028546959748787,160.6,474.1,0.0029529635098081,0.002944269190326,-57.6,-0.088697259008315,50.8,0.078226054819834,NA,2.7278481012658,NA,-0.064551647674777,0.73005851555282,-4.8368,0.11538146150599,649.4,-0.2610201743462,-0.26568265682657,236,12.6,1.4,142165,656.6,-57.6,NA,656.6,1.25,2.1791934005499
"9",2004-01-30,36.5,1.92,0.4441,0.0074349442379182,NA,396.6,23.5,127.2,0.25348744519729,0.19575253924284,NA,3.1513,0.86467011934249,NA,17.8,0,0,7.1549,7.1549,24.9549,0,374.6,2.030352303523,0.57648507232995,52.355874591887,15.011092018876,0.60732814526589,NA,0.145,-1.6964,501.8,0.13741805345436,-0.23,NA,0.1018,0.31512461590987,0.51,0.8661,0.025466464952093,184.5,499.8,0.0040016006402561,0.0039856516540454,-7.1,-0.01151102464332,58.9,0.095492866407263,NA,2.2282657155595,NA,0.0116,0.81031128404669,8.8513,1.2370947648933,616.8,0.038779837398374,-0.026591760299626,214.1,13.5,2,100410,649.8,-7.1,NA,649.8,1.25,1.8654275092937
"10",2003-01-30,36.2,2.12,0.542,0.0072680632749038,NA,406.3,16.3,168.6,0.28727210768444,0.30383852946477,NA,-37.2,0.8613,NA,15.9,0,0,-10.5,-10.5,5.4,0,418.3,NA,NA,NA,77.462962962963,0.75382951883222,NA,0.195,-10.9,586.9,0.098449421609648,0.33,48.909090909091,0.263,0.28441699963676,0.61,0.789,0.10115678070391,107.8,585.2,0.002904989747095,0.0028965752257625,-7.8,-0.014056586772391,57.8,0.10416291223644,NA,2.520241171404,NA,-0.01892232834745,1.0546044332312,0.4,NA,554.9,-0.097402597402597,-0.03359173126615,193.9,16.14,1.7,92253,581.5,-7.4,NA,581.5,1.3,3.8803339517625
