"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,13,2.24,0.8056,NA,-5.6,422.9,19.3,13.6,0.0237,0.0282,0.0322,-2.9,0.7,NA,32.4,0,0,41,16.2,73,0.6,1,560.6,1.89,1.09,13.84,7.69,1.16,0.11,32.2,574.2,0.8416,NA,NA,-0.005,0.4509,NA,0.7884,0.022,296.3,258.7,1.2196,0.5495,-7.5,-0.0156,-43,-0.0892,0,NA,NA,0.084,0.54,-16,-0.9875,482.2,0.0547,NA,19.1,15,315.5,108982,514.7,6.4,40.42,514.7,1.45,1.85
"2",2010-12-31,12.9,3.11,1.1016,0.99971703452179,0.1,454.8,16.9,13.1,0.029319606087735,0.026663952778343,0.028803869832894,0.1313,0.34041394335512,NA,32.2,0,0,31.6,31.6,63.8,0,NA,433.7,1.2744637084925,0.9065635451505,13.724683544304,6.7978056426332,0.882760024425,0.09,46.7687,446.8,0.80958663148637,NA,NA,-0.047,0.22415094339623,NA,0.5539,0.0013192612137203,340.3,93.5,3.7786096256684,0.79073410922113,-12.6,-0.025646244657032,-5,-0.010177081213108,NA,935,NA,0.064319153266843,0.19031141868512,-15.1687,-0.4800226472263,491.3,0.09285924184543,-126,21.4,6.88,353.3,102648,478.4,-11,NA,478.4,1.5,1.2642897566497
"3",2009-12-31,12.9,3.26,1.2459,0.97030223390276,11.3,454,13.5,25.7,0.053709508881923,0.049931999222848,0.056607929515419,0.0696,0.31102014607914,NA,34.4,0,0,45,45,79.4,0,NA,452.8,1.2762119503946,0.88110527339949,10.062222222222,5.7027707808564,0.87973576840878,0.09,65.8304,478.5,0.86035242290749,NA,NA,0.0686,0.55993431855501,NA,0.539,0.002863436123348,354.8,109.3,3.3778591033852,0.77157784743992,-11.5,-0.022343112492714,-44.8,-0.087040994754226,NA,9.6725663716814,NA,0.087429570623664,0.21235671264815,-20.8304,-0.46289704898215,514.7,0.12683201803833,-1.0176991150443,21.8,7.72,369.2,114158,513.9,-5.3,NA,513.9,1.55,1.257555847569
"4",2008-12-31,12.7,2.75,1.134,0.93964071856287,25.2,483.5,11.7,10.9,0.022506710716498,0.022976391231029,0.022543950361944,-1.7245,0.19753086419753,NA,38,0,0,34.5,34.5,72.5,0,NA,473.4,1.1642892277423,0.95694360218314,13.721739130435,6.5296551724138,0.99789207419899,0.1,62.5245,484.3,0.89307135470527,NA,NA,-0.0186,0.84051036682616,NA,0.5444,0.0028955532574974,406.6,92,4.2641304347826,0.81003510220937,-41.2,-0.086846543001686,-40.3,-0.084949409780776,NA,3.6507936507936,NA,0.072723440134907,0.19392917369309,-28.0245,-0.81230356575507,474.4,0.084849975405804,-1.6349206349206,25.8,7.56,392.3,74006,494.7,-30.8,NA,494.7,1.4,1.16
"5",2007-12-31,12.8,1.52,0.6524,0.85938455267985,69,568,22.7,22,0.04904146232724,0.044962190884938,0.038732394366197,-1.462,0.36787247087676,NA,40.3,0,0,37.2,37.2,77.5,0,NA,426.6,0.91017708555579,0.89678368719781,11.467741935484,5.5045161290323,0.87185775597793,NA,56.262,448.6,0.87552816901408,-0.67,NA,-0.0402,0.78492935635793,NA,0.7879,0.0026408450704225,468.7,26.9,15.676579925651,0.94003566651806,-128.2,-0.26200694870223,-52.6,-0.10750051093399,NA,0.38985507246377,NA,0.076026977314531,0.054976497036583,-19.062,-0.51241954163178,489.3,0.079368465969703,-1.8579710144927,28.2,3.4,421.7,81594,475.7,-75.4,NA,475.7,1.5,0.91420419808437
"6",2006-12-31,12.5,2.24,0.352,0.68370358862824,203.6,720.6,35.7,26,0.047961630695444,0.05247225025227,0.036081043574799,0.293,0.40909090909091,NA,41,0.08578431372549,8.75,29.9,29.9,70.9,0,NA,516.1,0.83551886028817,1.0346832397755,17.260869565217,7.2792665726375,1.0415741675076,NA,34.907,542.1,0.75645295587011,-5.09,NA,0.0436,0.55172413793103,NA,NA,0.055370524562864,617.7,102,4.3147058823529,0.81184283342557,-19.4,-0.039152371342079,-44,-0.088799192734611,NA,0.50098231827112,NA,0.060343087790111,0.2058526740666,-5.007,-0.16745694528347,495.5,0.0484053747774,-0.095284872298625,29.4,5.88,440.1,174439,498.8,NA,NA,498.8,0.9,0.8421624980581
"7",2005-12-31,12.3,0.97,0.278,0.64991725590492,232.7,738.1,87.6,23.6,0.034094192429934,0.050330560887183,0.031973987264598,3.5846,0.48920863309353,867.33333333333,37.2,0.033089930822444,8.61,41.3,20.65,78.5,0.6,NA,668.6,1.0428950241772,1.3273774071868,16.188861985472,8.5171974522293,1.4258903817445,NA,-33.3346,692.2,0.77211759924129,0.03,679.66666666667,-0.063,0.21537379892196,NA,NA,0.054870613737976,641.1,260.2,1.6602613374327,0.62409708176828,0.3,0.00063979526551503,-48.3,-0.10300703774792,28.7,1.118177911474,NA,0.08807848155257,0.55491576029004,53.9846,2.6142685188197,468.9,0.032210263609421,0.0012892135797164,19.8,20.39,432,93122,503.7,-12.7,NA,503.7,0.85,1.0413720475402
"8",2004-12-31,12.2,0,0,0.55576559546314,NA,643.7,38.6,56.9,0.089578085642317,0.12212921227731,0.088395215162343,2.9554,NA,11.21582733813,33.8,0.027602523659306,8.54,70.8857,43.8981,104.6857,0.38072,NA,578.3,1.1015238095238,1.2412534878729,8.1582097363853,5.5241573224219,1.1694641051567,0.045,36.1426,635.2,0.73030915022526,0.36,70.444444444444,-0.2457,0.2827047230717,NA,0,0.036352338045673,525,311.8,1.0372033354715,0.50913098236776,27.8,0.056218402426694,-51.1,-0.10333670374115,0.30719424460432,1.2061895551257,2.4924060751399,0.14334812942366,0.63053589484328,7.7554,0.17666905519282,494.5,0.083615362537143,0.10754352030948,19.3,25.36,323.4,104339,465.9,0,NA,465.9,0.8,1.091596494243
"9",2003-12-31,9.1,0,0,0.73710856928558,NA,634.6,18.9,41.2,0.048809382774553,0.082797427652733,NA,-0.5576,NA,4.5417925478348,33.4,0,0,102.5648,102.5648,135.9648,0,NA,802.9,1.6315789473684,1.6135450160772,7.828221768092,5.9052048765563,1.6282701277631,NA,117.6224,844.1,0.72533879609203,2.14,16.906542056075,-0.0445,0.15402424077353,NA,0.8161,0.036873621178695,492.1,451,0.87161862527716,0.46570311574458,99.3,0.20137903062259,-61.1,-0.12390995741229,0,3.2168330955777,NA,0.208,0.91462178057189,-15.0576,-0.14681055106972,493.1,0.20842267831742,0.70827389443652,15.3,36.18,393.1,12547,497.6,104.9,4.2993326978074,497.6,0,1.5827864241515
"10",2002-12-31,9,0,0,0.97759103641457,NA,556.7,18,53.5,0.072660600298791,0.10548107255521,NA,-8.1,0,NA,32.1,0,0,68.8,68.8,100.9,0,NA,682.8,NA,NA,9.9244186046512,6.7670961347869,1.346214511041,0.15,82.9,736.3,0.78731812466319,NA,NA,0.4004,0.33285457809695,NA,0.5151,0.042033411172984,374.9,317.5,1.3190551181102,0.56878989542306,-19.3,-0.038052050473186,-54.8,-0.10804416403785,NA,33.072916666667,NA,0.13564668769716,0.6259858044164,-14.1,-0.20494186046512,507.2,0.18351560416111,-2.0104166666667,15,35.1,418.8,10136,487.5,23.9,13.284518828452,487.5,NA,1.8212856761803
"11",2001-12-31,NA,NA,NA,1.1157,NA,617.8,9.2,94.2,0.1223255886432,0.20612691466083,NA,0,NA,NA,42.2,0,0,74.6611,74.6611,116.8611,0,NA,675.876,NA,NA,9.0525856168741,5.7835841011252,1.4789409190372,NA,107.6611,770.076,0.74473939786339,NA,NA,-0.0116,NA,0,0.5181,0.037876335383619,404.065,220.576,2.2418576817061,0.6421444117204,-105.8,-0.23150984682713,-37.24,-0.081487964989059,NA,NA,NA,0.16337221006565,0.48266083150985,-33,-0.44199723818695,NA,0.18477497432344,NA,8.8,19.52,494.5,3400,457,0,NA,0,NA,1.9058220830807
