"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,19.3,1.1,0.3756,0.1392,450.2,1156.1,17.7,150.3,0.2697,0.13,NA,0.73,210.65,0,0.004,1.93,NA,NA,NA,0.5184,0.8722,407,1.09,NA,NA,557.3,0.0488,2.83,9.19,NA,NA,0.4243,NA,0.9702,0.26,372.7,484.5,0.1503,0.1306,2.3,0,0.0389,1.08,NA,17.7,NA,NA,0.0051,1514.8,26,72.8,275542,NA,49.6,9.77,NA,1.1,1.07
"2",2010-12-31,18.4,1.28,0.7913,0.13941071781689,435.2,1141.2,16.3,178,0.60606060606061,0.15597616543989,NA,0.34752938202957,NA,0,0.0043,0.9598,NA,NA,NA,0.6,1,115.7,0.35306682941715,NA,NA,293.7,0.053978268489309,NA,NA,NA,NA,0.22147651006711,NA,0.9513,0.25630914826498,327.7,223.2,0.31586021505376,0.24004085801839,-12.6,0,NA,0.51286764705882,NA,16.3,NA,NA,-0.028952205882353,1551,11.55,70.5,101485,NA,10.1,22.09900990099,NA,1.1,0.58077911805418
"3",2009-12-31,18.2,1.11,0.9431,0.13103314595852,448.3,1369.2,11,122.2,0.42298373139495,0.08924919661116,NA,0.29159155974976,NA,0,0.0041,0.9073,NA,NA,NA,0,NA,166.7,0.42341884683769,0.05,NA,288.9,0.051562956470932,NA,NA,NA,NA,0.31516483516484,NA,NA,0.21735319894829,393.7,221.3,0.30546769091731,0.23399100034614,-42.4,0,NA,0.49364265001115,NA,11,NA,NA,-0.094579522641089,1622.2,11.53,67.6,123111,NA,18.7,11.834224598931,NA,1.1,0.55999224655941
"4",2008-12-31,18.1,1,0.9113,0.37319116527037,493.8,1449.2,18,113.7,0.23175703220546,0.078457079768148,NA,0.20190936025458,NA,0,0.0093,1.8284,NA,NA,NA,0,NA,376.9,0.55911585818128,0.07,NA,490.6,0.057617996135799,NA,NA,NA,NA,0.47515527950311,NA,0.8903,0.20542368203147,674.1,196.6,1.4954221770092,0.59926620464737,-241.9,0,NA,0.39813689752936,NA,NA,NA,NA,-0.48987444309437,1509.9,11.28,294,217374,NA,-238.2,NA,NA,1.15,0.62274689007362
"5",2007-12-31,18,0.6,0.5588,0.098505678421996,754.1,1442,31.4,189,0.40229885057471,0.13106796116505,NA,0.37222619899785,NA,0,0.0046463603510583,1.8,0,0,0,0,NA,280.8,0.43366795366795,0.07,NA,469.8,0.066920943134535,-5.42,NA,-0.095,NA,0.73181169757489,NA,0.9928,0.21095700416089,647.5,387.4,0.21270005162623,0.17539378458919,-40.2,0,NA,0.51372497016311,NA,NA,NA,0,-0.053308579763957,1988.1,23.49,82.4,503025,NA,-110.1,NA,NA,1.3,0.56162582187687
"6",2006-12-31,18.2,1.1,0.2329,0.10337505587841,802.3,1458.2,42,297.8,0.51854431481804,0.2042243862296,NA,0.68699012451696,11.127020785219,0,0.028331257783313,13.65,0,0,0,0.27261,NA,276.5,0.46314907872697,0.07,NA,574.3,0.06809765464271,-0.73,NA,0.19,NA,0.29342520815389,NA,0.9934,0.1989439034426,597,481.8,0.19198837691988,0.16106564513321,43.3,0,0.31524249422633,0.60052349495201,1.5895743978885,NA,NA,0,0.053969836719432,2350.7,23.75,92.5,227900,NA,1.7,283.41176470588,NA,1,0.64181940098346
"7",2005-12-31,18.2,1.22,0.2652,0.084140074100633,766.3,1361.2,33.9,341.5,0.39415974145891,0.25088157508081,NA,0.51282051282051,8.963963963964,0,0.01714824120603,13.65,0,0,0,0.34412,NA,524.9,1.0599757673667,NA,NA,866.4,0.06303261827799,NA,NA,0.25,NA,0.25701844849318,NA,0.9224,0.16882162797532,495.2,796,0.088442211055276,0.081255771006464,88.8,0,0.15371621621622,1.0387576667102,NA,NA,NA,0,0.11588150854757,2314,43.36,70.4,159400,NA,41.6,19.134615384615,NA,0.85,1.0354965937612
"8",2004-12-31,18.1,-0.05,0.2898,0.054123711340206,NA,1193.4,32.4,302.6,0.32048294852785,0.25356125356125,0,-0.034506556245687,10.961212121212,0,0.0154130702836,13.575,NA,NA,NA,0.38056,NA,641.6,1.4763000460193,0.08,NA,944.2,0.069884364002011,NA,NA,0.21,0,0.20875612814958,NA,0.8734,0.16281213340037,434.6,904.3,0.044122525710494,0.042257996187249,82.5,0,0.16454545454545,1.2968593144988,1.3701515151515,32.4,NA,NA,0.11831349490893,2088.3,48.66,39.9,73500,NA,100,9.043,0,0.8,1.2807921866522
"9",2003-12-31,18,0.25,0.3181,0.027086268983874,NA,1031.9,37.2,267.5,0.33809403437816,NA,0,0.15718327569947,6.251211631664,0,0.011036468330134,8.28,NA,NA,NA,0.37968,NA,523.7,1.4108297413793,0.08,NA,791.2,0.07190619246051,NA,NA,0.22,0,0.20965692503177,NA,0.8873,0.11851923636011,371.2,773.9,0.022354309342292,0.021865520728008,123.8,0,0.066882067851373,1.2454135822337,0.781401453958,37.2,NA,NA,0.19922755069199,2142.5,41.68,17.3,24900,NA,83,9.3240963855422,0,0.7,1.238766243933
"10",2002-12-31,17.7,0.33,0.4018,0.014770459081836,NA,842.3,30.2,189.8,0.26172090457805,NA,0,0.179,7.5957671957672,0,0,0,0,0,0,0.38594,NA,535.4,NA,0.08,-30.2,725.2,0.072302030155526,NA,NA,NA,0,0.32103442595948,NA,0.8494,0.12691440104476,311.2,717.8,0.010309278350516,0.010204081632653,94.5,0,0,1.4542139384117,0.9494708994709,30.2,0,0,0.19145056726094,1684.9,40.51,7.4,103439,0,146.9,4.8863172226004,0,0.75,1.7204370179949
"11",2001-12-31,NA,0.34,0.4144,0.0173,NA,677.9,23.5,117,0.30077120822622,NA,0,0.1432,7.8439425051335,0,0,0,NA,NA,NA,0.39581,NA,272,NA,0.05,NA,389,0.071987018734327,NA,NA,0.155,NA,0.19840213049268,0,0.8415,0.13379554506564,284.533,382,0.018324607329843,0.017994858611825,48.7,0,0,0.96831432192649,1.5687885010267,23.5,NA,NA,0.1234474017744,1185.5,21.99,7,44300,0,67.8,5.6342182890855,0,0.8,1.3671524919781
"12",2000-12-31,NA,0.8,0.486,0,NA,563.5,19.2,89.5,0.29334644378892,NA,NA,0.49382716049383,508.5,0,0,0,NA,NA,NA,0.46957,NA,215.6,NA,0.085,NA,305.1,0.080745341614907,NA,10.20207253886,NA,NA,0.16951379763469,NA,0.8037,NA,205.6,305.1,0,0,0.6,0,0,1.0338868180278,5982.3529411765,19.2,NA,NA,0.0020332090816672,NA,19.69,0,NA,NA,31.8,9.5943396226415,NA,NA,1.0338868180278
"13",1999-12-31,NA,0.85,0.5047,0,NA,535.7,25.3,104.3,0.37721518987342,NA,NA,0.25262532197345,9.7359154929577,0,0,0,-991.7,-991.7,-991.7,0.38974,NA,172.2,NA,0.1,-1017,276.5,0.08568228486093,NA,24.80487804878,NA,0,0.29114949512484,NA,0.7566,NA,180.6,276.5,0,0,NA,NA,0,0.97051597051597,0.97359154929577,NA,NA,-5.4911406423034,0.0045630045630046,991.7,NA,NA,NA,NA,1.3,212.69230769231,0,NA,0.97051597051597
