"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-02-28,109.7,1.85,0.4406,0.0189,493.6,823.4,62.3,287.9,0.139,0.1877,0.3496,7.36,0.8,18.93,30.9,0.0106,21.94,155,102.76,186,0.3362,0.3364,1783.4,8.29,1.09,11.52,9.6,1.16,0.23,0.1,64,2071.3,0.1258,1.3,15.38,NA,-0.095,0.2246,0.057,0.8302,0,215.2,2061.8,0.0046,0.0046,108.9,0.071,117.1,0.0764,0.1816,4.18,0.82,0.1009,1.34,38.76,0.3772,1533.6,0.4775,0.2206,475.2,20,9.5,888894,1630,120.8,17.07,1630,2.05,4.12
"2",2011-02-28,117.5,4.92,1.7469,0.02249053030303,412.9,743.6,31,301.5,0.19823788546255,0.21589688506982,0.40545992469069,7.1145,0.30053237162974,15.098901098901,33.8,0,0,103.8,100.3725,137.6,0.03302,0.032850241545894,1219.4,10.086021505376,0.82197505898214,11.747591522158,8.8619186046512,0.87318295739348,NA,0.09,96.058,1520.9,0.087143625605164,0.98,14.214285714286,NA,0.0643,0.24362357080035,0.049,0.8106,0,120.9,1511.4,0.006285563054122,0.0062463015319876,100.1,0.071679197994987,114.2,0.081775868242034,0,3.6604504722693,NA,0.074328678839957,1.0822771213749,4.3145,0.042984876389648,1396.5,0.83021111662531,0.24243158149673,431.9,13.93,9.5,2062414,1483.5,110.7,13.653116531165,1483.5,2.1,3.600615530303
"3",2010-02-28,115.6,5.28,1.8728,0.10457902511078,303.1,643,5.2,187.9,0.14917434106065,0.14555736308002,0.29222395023328,8.4472,0.28700341734302,NA,33.3,0,0,17.3,17.3,50.6,0,NA,1071.7,7.1162018592297,0.78455344070278,61.947976878613,21.179841897233,0.83019598729569,NA,0.005,36.9528,1259.6,0.086780715396579,0.71,14.788732394366,NA,-0.24,0.40537084398977,0.047,0.8143,0,150.6,1224.2,0.028916843652998,0.02810416005081,-5.8,-0.0044929893872492,145.2,0.11247966534976,NA,4.0389310458595,NA,0.013401502827485,0.94833062204663,-19.6528,-1.1359986781638,1290.9,0.11487383798141,-0.019135598812273,400.6,10.5,35.4,2627358,1366,76.9,15.919375812744,1366,2.15,3.7211225997046
"4",2009-02-28,89.9,5.74,1.8781,0.56046299116662,144.3,655.5,13.4,155.8,0.22834530265279,0.11796774437798,0.23768115942029,-3.9825,0.18316383579149,NA,45.2,0,0,-120.612,-120.612,-75.412,0,NA,526.5,3.0521739130435,0.40998286871204,NA,NA,0.3986522298781,NA,-0.01,-84.8295,682.3,0.12982456140351,0.17,29.941176470588,NA,-0.1387,0.96575342465753,0.055,0.6333,0,172.5,498.3,0.36925546859322,0.26967609555914,-129.3,-0.097902627394563,144.1,0.10910880593625,NA,3.4532224532225,NA,-0.091324275005679,0.37729991671084,-35.7825,NA,1320.7,-0.69919982608696,-0.8960498960499,453.5,5.09,184,1836459,1284.2,-70.4,NA,1284.2,2.15,2.0782820590923
"5",2008-02-28,88.6,2.98,0.7631,0.40735001106929,267.7,821.9,7.2,93.4,0.43421664342166,0.061780658817304,0.11363912884779,27.9834,0.30402306381863,NA,39.8,0,0,-88.1776,-88.1776,-48.3776,0,NA,121.7,0.3396595032096,0.088955485710109,NA,NA,0.080500066146316,NA,-0.005,-83.561,215.1,0.13991969826013,-0.24,NA,NA,-0.0771,0.92757009345794,0.074,0.9743,0,358.3,31.1,5.9163987138264,0.85541608554161,-96,-0.06350046302421,294.4,0.19473475327424,NA,0.11617482256257,NA,-0.058326233628787,0.020571504167218,-4.6166,NA,1511.8,-0.24609991627128,-0.35861038475906,487.9,0.37,184,816767,1368.1,-86.2,NA,1368.1,1.45,0.47620101837503
"6",2007-02-28,87.8,3.22,0.4915,0.33755274261603,361.1,916.5,28.6,167.2,0.25794507867942,0.10300640709709,0.18243316966721,8.34,0.37436419125127,NA,51.2,0,0,-180.4067,-180.4067,-129.2067,0,NA,481,1.27282349828,0.31054296597585,NA,NA,0.29632824051257,NA,NA,-166.1467,648.2,0.26132024004364,-0.63,NA,NA,-0.0945,0.47077922077922,0.074,0.9811,0,377.9,464.2,0.39638087031452,0.2838630052453,-111.9,-0.068937900443568,182.2,0.11224741251848,NA,1.2855164774301,NA,-0.11114263183834,0.28597831444061,-14.26,NA,1623.2,-0.4773927494046,-0.30988645804486,635.7,4.51,184,1999028,1548.9,-120.2,NA,1548.9,1.15,1.1891396074115
"7",2006-02-28,87,2.74,0.4426,0.23772609819121,590,1169.9,51,246.1,0.34357112941505,0.13851522485507,0.21035985981708,16.3719,0.39765024853141,NA,56.2,0,0,-42.8,-42.8,13.4,0,NA,470.2,0.89069899602197,0.2840229537904,NA,35.089552238806,0.26464794281533,0.02,0.01,-53.9719,716.3,0.25549192238653,-0.7,NA,-0.07,-0.0713,0.4050901378579,0.069,0.8406,0,527.9,532.3,0.34566973511178,0.25687561077761,-27.5,-0.015478133618506,240,0.13508189339787,NA,0.90220338983051,NA,-0.024089604322621,0.29960038273203,11.1719,NA,1776.7,-0.081075961356318,-0.046610169491525,588.3,5.95,184,8476300,1655.5,-175.6,NA,1655.5,1.1,0.92545219638243
"8",2005-02-28,86.3,0.84,0.3348,0.027802165642376,NA,1075.7,99.2,189.1,0.24172312412118,0.10242105833288,0.17579250720461,-4.9618,0.50179211469534,11.85248447205,58.3,0.045766590389016,34.52,103.2113,63.6597,161.5113,0.38321,NA,593.2,1.2000809225167,0.32129123111087,5.7474332507616,3.6728082600294,0.3125559829285,NA,0.08,27.7215,782.3,0.31384214929813,0.24,36.416666666667,0.095,0.0392,0.39088061260007,0.0509,0.9462,0,494.3,763.3,0.024891916677584,0.024287357791129,64.4,0.033932240897834,182.5,0.096158912482217,0.5360248447205,1.1488561107766,NA,0.054381837820749,0.40218135834343,35.9382,0.56453619607242,1897.9,0.12878756131722,0.09692956050572,565.7,8.74,19,1112900,1846.3,64.4,11.85248447205,1846.3,1.15,1.1447175885279
"9",2004-02-28,88.3,0.41,0.3392,0.027042413891261,NA,1052.2,121.2,225.1,0.13213971235691,0.11679551704457,NA,6.1118,0.24174528301887,14.084448160535,50.9,0.020376974019358,35.32,239.6901,150.9472,290.5901,0.37024,NA,1478.4,3.0961256544503,0.76708348466767,6.1679654133342,5.0875793893294,0.79134996253078,0.085,0.1,74.5354,1703.5,0.27599315719445,1.15,17.069565217391,0.145,0.0933,0.24054388133498,0.0459,0.7899,0,477.5,1684.5,0.011279311368359,0.01115350748459,119.6,0.064018841665774,193.2,0.10341505192164,0.29531772575251,2.464160327677,1.6569939012394,0.1283,0.90167005673911,76.4118,0.50621557339274,1868.2,0.3161198160955,0.17495611468695,541.9,19.63,19,261100,1927.3,91.5,18.409836065574,1927.3,1.2,2.4245658980928
"10",2003-02-28,90.7,0.73,0.4556,0.03795009711639,NA,967.5,99,242.1,0.12547942365502,0.13795657872243,NA,-1.1,0.352,14.714064914992,46.4,0.015243697478992,29.024,204.7,128.961,251.1,0.37,NA,1687.3,NA,NA,8.2427943331705,6.7196336121067,0.96147928656904,0.135,0.12,76.361,1929.4,0.26304909560723,1.45,14.655172413793,NA,0.2016,0.29417523250122,0.036,0.8544,0,427.2,1904,0.013340336134454,0.01316471441899,129.4,0.073736395236196,178.3,0.10160123083936,0.22429675425039,2.9569808976549,1.0899307344439,0.11664482306684,1.0849621061029,52.6,0.40787524910632,1754.9,0.301875,0.20096288243516,502.3,21.25,25.4,989828,1834,NA,NA,1834,1.15,3.9496722846442
