"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Depreciation","Dividend Yield","Dividends","Effective Tax Rate","Enterprise Value","Expected Growth in Earnings Per Share","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-31,0,0,0,0,0,0,0,0,822.7,0.175,822.7,0.61,42.62,0.1537,822.7,0,0,0,0,0,0,26,0,103220
