"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,285.3,1.29,0.4916,0.009,1140.1,1396.1,87.5,266.5,0.1611,0.558,0.1909,1.97,0.66,10.9,47.3,0.0156,25.68,215,139.46,262,0.3516,0.3515,1388.2,1.57,4.05,6.45,5.29,2.91,0.01,97.29,1654.7,0.6613,NA,NA,0.035,0.3045,NA,0.5083,0,883.9,1644.4,0.0063,0.0062,150.9,0.316,-7,-0.0147,0.7901,1.44,10.9,0.4504,3.44,42.17,0.3024,477.6,0.1578,0.1324,23,5.83,10.3,4569862,342.9,32.5,50.6,342.9,1.7,1.44
"2",2010-12-31,258.5,2.43,0.7856,0.0065042329134834,962.3,1382.5,67.4,285.1,0.18362746360943,0.68075453677173,0.20622061482821,-23.1436,0.52507637474542,31.557142857143,61.6,0,0,155,155,216.6,0,NA,1267.5,1.8544257498171,2.4887099941096,8.1774193548387,5.8518005540166,3.0265042979943,0.08,172.3436,1552.6,0.6027486437613,0.47,11.127659574468,0.2359,0.41147741147741,NA,0.585,0,683.5,1546.3,0.0040742417383431,0.0040577096483318,49,0.11700095510984,-107.1,-0.25573065902579,0,1.6068793515536,3.9446428571429,0.37010506208214,3.6922158548233,-17.3436,-0.11189435252796,418.8,0.22677395757132,0.050919671620077,18.2,5.23,6.3,9586962,509.3,122.8,12.592019543974,509.3,1.65,1.6029320669007
"3",2009-12-31,238.3,2.32,0.858,0.0076063334368209,639.3,1046.8,23.5,105.8,0.038394542023516,0.33856,0.10106992739778,3.9037,0.52447552447552,40.570796460177,64.4,0,0,73.2,73.2,137.6,0,0,2649.8,4.9216196136701,7.1173784582326,36.199453551913,19.25726744186,8.47936,0.255,110.1963,2755.6,0.78286205578907,0.31,36.322580645161,0.2279,0.45915136162128,NA,0.5384,0,538.4,2750.7,0.0017813647435198,0.0017781971258528,67.8,0.21696,20.4,0.06528,0,4.3026748005631,1.5910116258893,0.23424,8.80224,-36.9963,-0.50541333333333,312.5,0.13595839524517,0.10605349601126,18.6,11.26,4.9,9762367,372.3,84.3,32.629893238434,372.3,1.8,4.2775535547966
"4",2008-12-31,180.4,2.53,0.8269,0.27000835421888,436.9,988.8,68.7,36.5,0.021819703491153,0.18941359626362,0.036913430420712,0.0923,0.35796347805055,NA,35.8,0,0,-18.5,-18.5,17.3,0,NA,1636.3,2.9115658362989,6.493253968254,NA,94.583815028902,8.4914374675662,0.075,-51.4923,1672.8,0.86175161812298,NA,NA,-0.4176,0.72916666666667,NA,0.4959,0,562,1511.2,0.10693488618317,0.096604495456719,-37.2,-0.19304618578101,0.3,0.0015568240788791,NA,3.4589150835431,NA,-0.096004151530877,7.8422418266736,32.9923,NA,192.7,-0.032918149466192,-0.085145342183566,36.4,6.18,161.6,9396767,252,-10,NA,252,1.85,2.7949874686717
"5",2007-12-31,121.4,1.73,0.5906,0,282.9,650.7,41,398.9,1.0572488735754,1.7920035938904,0.61303211925619,0.0532,0.47409414155097,6.4716981132075,27.2,0,0,43.6,43.6,70.8,0,NA,-21.6,NA,-0.093709327548807,-0.4954128440367,-0.30508474576271,-0.097035040431267,0.05,29.7468,377.3,0.20331950207469,-0.05,NA,0.0106,0.85987261146497,NA,0.6325,0,-116,377.3,0,0,58.3,0.26190476190476,-1.5,-0.0067385444743935,0,1.333686815129,1.2943396226415,0.1958670260557,1.6949685534591,13.8532,0.31773473626944,222.6,NA,0.20607988688582,16.2,2.8,0,4451612,230.5,-19.3,NA,230.5,1.75,NA
"6",2006-12-31,119.8,0.99,0.48,0,216.8,346.3,27.3,101.3,0.090917250044875,0.46596136154554,0.29252093560497,-0.8375,0.58333333333333,24.541850220264,39.8,0,0,29,29,68.8,0,NA,1012.9,8.769696969697,4.3528147829824,34.927586206897,14.72238372093,4.6591536338547,NA,42.3375,1114.2,0.36384637597459,0.07,138.42857142857,0.954,0.32805071315372,NA,0.5837,0,115.5,1114.2,0,0,45.4,0.20883164673413,11.9,0.05473781048758,0,5.1392988929889,NA,0.13339466421343,5.1251149954002,-13.3375,-0.45991339656759,217.4,0.25108225108225,0.20940959409594,43.4,9.69,0,2589649,232.7,68.3,16.313323572474,232.7,1.75,5.1392988929889
"7",2005-12-31,118.6,2.37,0.5151,0.019181585677749,161.3,272.2,44.9,47.2,0.051132055031958,0.42831215970962,0.17340191036003,-6.4446,0.37274315666861,NA,21.1,0,0,-22.4665,-22.4665,-1.3665,0,NA,875.9,7.4799316823228,4.9430022573363,NA,NA,7.948275862069,NA,-39.8218,923.1,0.50661278471712,0.03,255.33333333333,-0.1594,0.38622493461203,NA,0.4876,0,117.1,920.1,0.0032605151613955,0.0032499187520312,-25.4,-0.23049001814882,10.6,0.096188747731398,NA,5.7042777433354,NA,-0.20387005444646,8.3493647912886,17.3554,NA,110.2,-0.19185721605465,-0.15747055176689,19.6,7.66,3,1318800,177.2,38.5,23.898701298701,177.2,1.2,5.6183810103469
"8",2004-12-31,118.3,0.8,0.5275,0,NA,279.4,41.4,80.8,0.16422764227642,0.74264705882353,0.28919112383679,-1.8165,0.30331753554502,NA,21.9,0,0,8.0924,8.0924,29.9924,0,NA,411.2,4.1661600810537,3.7794117647059,50.812857432369,13.710121617314,3.1437308868501,NA,-9.591,492,0.40980672870437,NA,NA,0.0978,0.35659760087241,NA,0.3931,0,98.7,492,0,0,-6.1,-0.046636085626911,10.8,0.08256880733945,NA,3.0923947203017,NA,0.06186880733945,3.7614678899083,17.6835,2.1851859560939,130.8,0.081990273556231,-0.03603071470762,13,4.06,0,2029400,108.8,-21.8,NA,108.8,0.75,2.9060838747785
"9",2003-12-31,115.5,0.32,0.7292,0.026136363636364,NA,278.2,19.5,123.4,0.173900789177,0.92296185489903,NA,0.9066,0.087767416346681,NA,20.5,0,0,35.7581,35.7581,56.2581,0,NA,586.2,7.1926380368098,4.3844427823485,16.393497637457,10.419836581696,5.0360824742268,NA,35.8515,709.6,0.34255930984903,NA,NA,-0.1792,0.31683168316832,NA,0.4286,0,81.5,705,0.0065248226950355,0.0064825253664036,-7.1,-0.060996563573883,6.1,0.052405498281787,NA,4.9473684210526,NA,0.3072,6.0567010309278,-0.0934,-0.0026115742155363,116.4,0.43874944785276,-0.041423570595099,9.8,5.72,4.6,386900,133.7,-0.2,NA,133.7,0.65,4.0318181818182
"10",2002-12-31,86.2,0.36,0.8644,0.30226700251889,NA,160.1,11.2,19.5,0.023046921167711,0.1844843897824,NA,104.5,0.0921,76.522935779817,22.7,0,0,10.6,10.6,33.3,0,NA,826.6,NA,NA,77.981132075472,24.822822822823,7.8202459791864,NA,22.1,846.1,0.57713928794503,NA,NA,0.0492,0.53638814016172,NA,0.3495,0,64.5,834.1,0.014386764176957,0.014182720718591,10.9,0.10312204351939,1.6,0.015137180700095,0,30.111913357401,NA,0.10028382213813,7.8912015137181,-11.5,-1.0849056603774,105.7,0.16434108527132,0.39350180505415,7.1,7.62,12,1706818,109.5,-5.4,NA,109.5,0.4,12.815503875969
"11",2001-12-31,NA,0.15,0.8696,-0.3789,NA,153.1,17.9,7.6,0.013305322128852,0.089201877934272,NA,-0.1702,0.0304,NA,20.7,0,0,15.8176,15.8176,36.5176,0,NA,563.6,NA,NA,35.631195630184,15.433653909348,6.6150234741784,NA,18.7878,571.2,0.68321358589157,NA,NA,0.0275,0.73020527859238,0,0.1681,0,69.395,425.2,0.04444967074318,0.033088235294118,-9.6,-0.11267605633803,-0.927,-0.010880281690141,NA,NA,NA,0.18565258215962,4.9906103286385,-2.9702,-0.18777817115112,NA,0.22793573023993,NA,7.2,4.51,18.9,4521900,85.2,4.5,94.488888888889,100.9,0.4,8.2311405720873
"12",2000-12-31,NA,0.4,0.7134,0.37806873977087,NA,194.8,15.2,1.4,0.0053763440860215,0.018469656992084,NA,-21.499,0.16820857863751,NA,22.4,0,0,3.1078,3.1078,25.5078,0,NA,259,NA,NA,83.338696183796,10.153756890049,3.4168865435356,NA,32.9101,260.4,0.55595482546201,NA,NA,-0.5356,0.54545454545454,NA,0.0483,NA,112.6,72.1,0.96116504854369,0.49009900990099,-45.7,-0.60290237467019,42.2,0.55672823218997,NA,1.609375,NA,0.041,0.95118733509235,-29.8023,-9.5895231353369,NA,0.027600355239787,-1.0200892857143,13.6288,0.96,69.3,NA,75.8,-35.6,NA,78.6,NA,2.2842105263158
